Iteration	Posterior	Likelihood	Prior	age_morphometrics	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha_morpho	branch_rates_mean	clock_morpho	clock_rates[1]	clock_rates[2]	clock_rates[3]	clock_rates[4]	clock_rates[5]	clock_rates[6]	clock_rates[7]	clock_rates[8]	clock_rates[9]	clock_rates[10]	clock_rates[11]	clock_rates[12]	clock_rates[13]	clock_rates[14]	clock_rates[15]	clock_rates[16]	clock_rates[17]	clock_rates[18]	clock_rates[19]	clock_rates[20]	clock_rates[21]	clock_rates[22]	clock_rates[23]	clock_rates[24]	clock_rates[25]	clock_rates[26]	clock_rates[27]	clock_rates[28]	clock_rates[29]	clock_rates[30]	clock_rates[31]	clock_rates[32]	clock_rates[33]	clock_rates[34]	clock_rates[35]	clock_rates[36]	clock_rates[37]	clock_rates[38]	clock_rates[39]	clock_rates[40]	clock_rates[41]	clock_rates[42]	clock_rates[43]	clock_rates[44]	clock_rates[45]	clock_rates[46]	clock_rates[47]	clock_rates[48]	clock_rates[49]	clock_rates[50]	clock_rates[51]	clock_rates[52]	clock_rates[53]	clock_rates[54]	clock_rates[55]	clock_rates[56]	clock_rates[57]	clock_rates[58]	clock_rates[59]	clock_rates[60]	clock_rates[61]	clock_rates[62]	clock_rates[63]	clock_rates[64]	clock_rates[65]	clock_rates[66]	clock_rates[67]	clock_rates[68]	clock_rates[69]	clock_rates[70]	clock_rates[71]	clock_rates[72]	clock_rates[73]	clock_rates[74]	clock_rates[75]	clock_rates[76]	clock_rates[77]	clock_rates[78]	clock_rates[79]	clock_rates[80]	clock_rates[81]	clock_rates[82]	clock_rates[83]	clock_rates[84]	clock_rates[85]	clock_rates[86]	clock_rates[87]	clock_rates[88]	clock_rates[89]	clock_rates[90]	clock_rates[91]	clock_rates[92]	clock_rates[93]	clock_rates[94]	clock_rates[95]	clock_rates[96]	clock_rates[97]	clock_rates[98]	clock_rates[99]	clock_rates[100]	clock_rates[101]	clock_rates[102]	clock_rates[103]	clock_rates[104]	clock_rates[105]	clock_rates[106]	clock_rates[107]	clock_rates[108]	clock_rates[109]	clock_rates[110]	clock_rates[111]	clock_rates[112]	clock_rates[113]	clock_rates[114]	clock_rates[115]	clock_rates[116]	clock_rates[117]	clock_rates[118]	clock_rates[119]	clock_rates[120]	clock_rates[121]	clock_rates[122]	clock_rates[123]	clock_rates[124]	diversification	extinction_rate	num_samp_anc	origin_time	pinvar[1]	pinvar[2]	pinvar[3]	pinvar[4]	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	TH	TL	turnover
25400	-56856.54	-56613.28	-243.2622	44.4479	0.134991	0.103656	0.0875613	2.67681	1.722913	0.0226402	0.03427146	0.0144403	0.00537975	0.0119639	0.0250114	0.020034	0.00212815	0.0151504	0.0105333	0.0142724	0.00607876	0.023099	0.0538814	0.10062	0.0250167	0.00615159	0.00279241	0.0253394	0.0202401	0.00994872	0.0248688	0.0169214	0.00290015	0.00191036	0.00922333	0.0108488	0.011516	0.034581	0.0127249	0.0319493	0.00849991	0.0251604	0.0100484	0.0125271	0.0361417	0.0778341	0.0426165	0.0231551	0.0164122	0.0300761	0.0170234	0.00966983	0.0296077	0.051206	0.00651428	0.000562615	0.00699187	0.0178187	0.00721565	0.0327112	0.0205818	0.00699816	0.0406106	0.00650345	0.0376856	0.0537852	0.0102741	0.0265666	0.00698707	0.0625845	0.0285623	0.00297307	0.0395314	0.0438057	0.0231177	0.000268192	0.00571534	0.0461886	0.0265367	0.00285886	0.0232928	0.0246602	0.00916272	0.00226894	0.0184681	0.011286	0.125848	0.0363701	0.00750243	0.00761274	0.0433887	0.0248841	0.00742806	0.103929	0.015045	0.0152232	0.0304927	0.0662129	0.0199512	0.0107875	0.0222073	0.0192738	0.0161666	0.00487309	0.00894525	0.0139972	0.0161719	0.0449459	0.065473	0.00958537	0.00859772	0.0152653	0.0183181	0.00631943	0.00112863	0.0151822	0.0116646	0.0295289	0.0305084	0.00824003	0.00574757	0.0605947	0.0210926	0.0147423	0.00762672	0.00402166	0.0359387	0.0761917	0.0059053	0.00706366	0.0112251	0.00105083	0.045988	0.0195617	0.0156672	0.02065599	0.4470142	3	57.71376	0.33415	0.330983	0.75855	0.0453021	0.03030124	0.257796	0.621894	1.06121	2.0591	0.4676702	47.39529	542.3253	0.9558321
25450	-56825.65	-56592.17	-233.4831	46.55854	0.122615	0.100453	0.0824961	2.59735	1.876875	0.02269364	0.02970306	0.0154379	0.0273409	0.00748739	0.0137739	0.0200386	0.0168077	0.00216219	0.00935802	0.00391872	0.0295389	0.0620419	0.0042654	0.030923	0.0590413	0.011921	0.00706446	8.48943e-05	0.0201958	0.0240927	0.00159968	0.00663004	0.0159123	0.016146	0.0185557	0.00160053	0.00585234	0.0398319	0.00466293	0.0074869	0.000494962	0.0232545	0.00368042	0.0166144	0.0306771	0.00917885	0.0373363	0.00243586	0.0656566	0.0169625	0.0190319	0.0208769	0.0125165	0.00472284	0.0620936	0.0794498	0.0059898	0.051103	0.024313	0.046164	0.0255748	0.00818262	0.0362727	0.00595467	0.0654795	0.0138957	0.0106532	0.00202388	0.0218681	0.00537716	0.00927817	0.00435218	0.0154718	0.0147712	0.00162485	0.0256153	0.00128849	0.00415231	0.00765113	0.0101601	0.00461471	0.0157347	0.00612602	0.00511189	0.0078237	0.0117916	0.0267619	0.0187936	0.00851519	0.0163219	0.149036	0.00232925	0.031477	0.0130035	0.0329647	0.0148177	0.0484016	0.000880087	0.0129099	0.0415834	0.0321309	0.0422392	0.00190142	0.00400731	0.00682605	0.0487778	0.0144248	0.0354437	0.0404176	0.015776	0.0206035	0.0122584	0.0125773	0.00217459	0.00149934	0.000601048	0.00670558	0.0206856	0.00973745	0.00769658	0.02352	0.00407465	0.0162988	0.0269983	0.0245082	0.019099	0.0257043	0.103372	0.000454016	0.00608644	0.0270483	0.0227438	0.0313208	0.0294746	0.0113948	0.009890742	0.4489439	3	79.13759	0.287393	0.299221	0.736461	0.0363767	0.02734981	0.278121	0.641248	1.06658	2.01405	0.4588346	46.87447	558.4504	0.9784438
25500	-56857.8	-56590.53	-267.2696	44.36476	0.126789	0.0945735	0.0859614	2.64842	1.745593	0.02538279	0.03079552	0.0156334	0.0288379	0.00797736	0.000980436	0.0018558	0.0948954	0.00181189	0.0216201	0.0138262	0.00516113	0.0174091	0.00402904	0.0156418	0.00277516	0.00192635	0.0235111	0.0200228	0.0146451	0.00940425	0.0145517	0.00993241	0.014554	0.00796811	0.0139086	0.0492826	0.0241672	0.0607765	0.037277	0.00963999	0.143858	0.0550958	0.0325514	0.0403184	0.0361234	0.0318242	0.030869	0.0141875	0.00557754	0.00615079	0.00800908	0.0136596	0.00890326	0.000706622	0.0896153	0.000729167	0.0171586	0.00756475	0.0382002	0.0425983	0.0277031	0.000545509	0.0266558	0.0469841	0.0030536	0.0207244	0.00969041	0.0263567	0.0898746	0.0194411	0.00311575	0.00294713	0.0168119	0.0119411	0.000569527	0.0358109	0.0108699	0.00550032	0.0460509	0.0152757	0.0418728	0.0278436	0.00733864	0.0368593	0.075485	0.00227808	0.0150857	0.0476272	0.124846	0.0152272	0.00566588	0.0151375	0.00300209	0.122231	0.00423299	0.0140106	0.0158869	0.0345175	0.0192295	0.0117092	0.00101113	0.00522099	0.000469926	0.0121705	0.00175468	0.0215003	0.0164334	0.0497081	0.012101	0.0575138	0.0296319	0.0326096	0.0312108	0.0393124	0.0097375	0.00269782	0.0269947	0.0273653	0.0300394	0.0484204	0.0200025	0.0248016	0.0138154	0.0200516	0.0053609	0.0649423	0.00930237	0.112407	0.0113251	0.0268172	0.0206914	0.0188059	0.00626263	0.0835283	0.0430534	-0.004571444	0.4503609	4	78.2238	0.267121	0.277246	0.739484	0.0417599	0.02278785	0.260892	0.624912	1.06209	2.0521	0.4457894	47.79924	575.4938	1.010255
25550	-56853.28	-56606.53	-246.746	41.64754	0.122079	0.0916156	0.0851967	3.01688	1.745133	0.0220712	0.03215796	0.0177148	0.0172485	1.00531e-05	0.00015353	0.00664903	0.0562623	0.0226604	0.0119414	0.0129261	0.030195	0.048698	0.0296375	0.0276381	0.0858672	0.00189039	0.0391021	0.00364467	0.0157412	0.0206601	0.0195803	0.0175887	0.0035693	0.00817304	0.0314174	0.0125203	0.00519368	0.0129185	0.0240677	0.021862	0.0738119	0.000708736	0.00134943	0.0300056	0.0316102	0.0605644	0.0405775	0.0107388	0.00762422	0.0190804	0.00608033	0.083952	0.0481146	0.061334	0.0674366	0.0365164	0.0700852	0.056654	0.026834	0.0300864	0.0254702	0.0400072	0.0461094	0.0199767	0.0220273	0.0448045	0.0121406	0.00712349	0.0365734	0.00737645	0.023364	0.00723116	0.0627062	0.0810326	0.000113883	0.00502833	0.00644617	0.0332094	0.0490053	0.0145476	4.47841e-05	0.0873339	0.0139105	0.0326557	0.0544002	0.0278487	0.00592709	0.00115425	0.020465	0.0171296	0.00404863	0.00175249	0.00498091	1.31202e-05	0.0369198	0.0152965	0.0174079	0.0092152	0.0277377	0.0112785	0.0187768	0.00557535	0.0670735	0.0120877	0.015556	0.0148966	0.00884238	0.04283	0.0175783	0.013328	0.0216933	0.0119321	0.0071302	0.0164691	0.00502194	0.0316843	0.0262073	0.024408	0.000926773	0.0145412	0.0122092	0.0242145	0.0198296	0.0220051	0.00512322	0.0293124	0.0205057	0.0847637	0.0138052	0.0174643	0.0268293	0.00224775	0.00793642	0.0250295	0.013299	0.04400859	0.3593969	5	80.63974	0.209623	0.286238	0.752509	0.0467591	0.04001668	0.26083	0.624852	1.06208	2.05224	0.4034055	47.44633	522.8301	0.8909073
25600	-56865.86	-56624.55	-241.3152	45.49794	0.121045	0.0935075	0.0836097	2.64563	1.656146	0.02297946	0.02850723	0.0100322	0.0224033	0.00396801	0.00256845	0.00765028	0.031156	0.0196118	0.0356475	0.00762118	0.025766	0.000140363	0.00489695	0.001365	0.0513027	0.0326234	0.00391296	0.0517799	0.0264761	2.72981e-05	0.0179925	0.0146259	0.0123959	0.0211203	0.0630159	0.0107981	0.00611024	0.0190423	0.0502205	0.0586509	0.0115347	0.0101823	0.0117041	0.00319929	0.0200621	0.00230823	0.0503065	0.0276864	0.00471094	0.029162	0.0198381	0.0373675	0.0388276	0.00602157	0.0227259	0.0208723	0.0135265	0.0097772	0.0799404	0.030297	0.0193397	0.0135409	0.0556075	0.00861695	0.00570075	0.00694675	0.00977267	0.0473656	0.00103873	0.00864623	0.00446575	0.0239799	0.00574992	0.0168635	0.0434343	0.0313333	0.0177563	0.00459501	0.00729603	0.0372003	0.0182844	0.0274081	0.003277	0.0532278	0.00698733	0.00383117	0.0204005	0.00516327	0.0119144	0.0424965	0.0201382	0.00734521	0.0368183	0.00725087	0.0579703	0.012779	0.0167406	0.0181513	0.0196066	0.0243783	0.0190995	0.0101325	0.0208764	0.060381	0.0218478	0.00317358	0.00425849	0.0307128	0.0660622	0.0139302	0.0201445	0.0331668	0.0272188	0.0460769	0.0120783	0.0039749	0.0111191	0.0125255	0.036812	0.0067647	0.0115492	0.0162832	0.0349647	0.00532402	0.00178349	0.0527943	0.0169544	0.102229	0.0118836	0.0507784	0.0109573	0.027061	0.00127635	0.0574478	0.00820114	0.01936019	0.4474285	4	70.91956	0.279314	0.317587	0.754071	0.0382445	0.0284705	0.248467	0.612639	1.05841	2.08048	0.4667887	46.37962	557.1138	0.9585247
25650	-56864.44	-56628.17	-236.2699	43.7629	0.123903	0.0972246	0.0892186	3.33889	2.071121	0.0203119	0.03146655	0.00814756	0.00884438	0.0476013	0.00622482	0.00146035	0.0620614	0.0274778	0.0157379	0.0102196	0.0130269	0.00732212	0.015212	0.0044916	0.0483318	0.0126851	0.0311989	0.0344925	0.00346311	0.0528473	0.00464723	0.0120165	0.0129826	0.0262505	0.0342769	0.0173696	0.0590806	0.0393363	0.00596247	0.0227163	0.00914502	0.00662583	0.000226221	0.0213228	0.0274351	0.0976209	0.103729	0.00248898	0.0199052	0.00326895	0.00994038	0.00340376	0.030149	0.000493067	0.0160684	0.000985173	0.0260055	0.00885277	0.0414735	0.0196625	0.0240177	0.00428303	0.00857219	0.00173114	0.0280582	0.0238362	0.00639009	0.0146	0.0029145	0.0755629	0.00124917	0.0341007	0.00730829	0.0168656	0.0151965	0.0223316	0.0214188	0.0158936	0.0137093	0.034729	0.0512091	0.00358633	0.00288354	0.00989097	0.00394624	0.00721553	0.000565702	0.0252358	0.0340998	0.00173814	0.0152491	0.0054122	0.0165489	0.00533582	0.00629336	0.013819	0.00202138	0.0101163	0.0170136	0.0121042	0.0602688	0.0196514	0.0205654	0.00136496	0.030916	0.00142337	0.0396503	0.0237741	0.109791	0.0387733	0.0187035	0.0269728	0.0138161	0.0204777	0.0294968	0.0011301	0.0207765	0.0445709	0.0174781	0.0239552	0.00728308	0.000860411	0.0054524	0.00476534	0.01335	0.023022	0.00327202	0.116424	0.00354533	0.00562488	0.027803	0.0221597	0.0865921	0.0297179	0.00886929	0.01140841	0.3139524	5	88.08506	0.327103	0.302259	0.746968	0.0507707	0.03742087	0.301619	0.66237	1.07167	1.96434	0.3253608	49.32738	553.0797	0.9649361
25700	-56901.36	-56615.91	-285.4523	45.70145	0.124345	0.0912717	0.0874218	2.72215	1.599307	0.02753199	0.03179549	0.00393999	0.0475479	0.151024	0.0374725	0.00573437	0.0933512	0.0178454	0.0153095	0.0116947	0.00317814	0.000936875	0.0948074	0.000678143	0.027778	0.0256258	0.00876349	0.0629719	0.0539535	0.0666108	0.00723444	0.0159093	0.00823396	0.0142202	0.0544061	0.151437	0.00619583	0.00904553	0.00476617	0.00323976	0.00779488	0.00681556	0.00801123	0.00345007	0.0277499	0.0166756	0.0196371	0.0106229	0.00651631	0.00650435	0.0560017	0.0347874	0.012757	0.00461056	0.0993244	0.0112156	0.0211558	0.0646392	0.0233825	0.011883	0.0285265	0.0377643	0.000679129	0.0796533	0.191598	0.0157784	0.00672638	0.0343953	0.0150794	0.0175964	0.0021006	0.0145548	0.0401673	0.000939764	0.00743517	0.00418186	0.000953292	0.0290873	0.0413878	0.0281747	0.0333767	0.0225775	0.0166885	0.00703398	0.0198949	0.010233	0.0168149	0.0062521	0.0258103	0.0200768	0.0499663	0.000967069	0.00401557	0.0445518	0.0365857	0.0140454	0.0307161	0.0653424	0.0193444	0.00679319	0.0207803	0.00363125	0.000955461	0.000532674	0.0226332	0.0545461	0.0611927	0.0555673	0.0163997	0.0312716	0.00531661	0.00780844	0.0426147	0.112125	0.0336819	0.0155625	0.0477737	0.022768	0.00113545	0.0354413	0.0142205	0.0192867	0.0218382	0.0211379	0.107485	0.0254666	0.0319355	0.0752773	0.00237432	0.0114308	0.0631963	0.0767342	0.0418836	0.0169514	0.0515229	-0.02721988	0.3792991	5	78.01875	0.260355	0.277439	0.758789	0.0553722	0.04545818	0.240264	0.604293	1.05576	2.09969	0.3520792	49.67963	575.7054	1.077312
25750	-56846.78	-56619.53	-227.2474	46.07351	0.133929	0.102316	0.0807572	2.6315	1.672181	0.02164841	0.03346032	0.0169191	0.018985	0.0104884	0.00273275	0.0457128	0.00842197	0.00129454	0.0633835	0.0109362	0.00198165	0.00764298	0.0423928	0.00444989	0.00297536	0.0233994	0.00301789	0.0208306	0.00610331	0.0277687	0.00778927	0.00960339	0.00587795	0.00979664	0.0259342	0.0272327	0.00661878	0.000834037	0.0347236	0.00763688	0.0354235	0.00918486	0.0057309	0.0193809	0.0343049	0.0168015	0.0434063	0.00694111	0.0310598	0.0233414	0.0128154	0.0407841	0.000446179	0.0315109	0.000704371	0.0232971	0.000557376	0.00744079	0.00413091	0.00606387	0.0283629	3.42971e-05	0.0117725	0.0386179	0.00129691	0.00981435	0.0123697	0.0104412	0.0152958	0.0049489	0.0180831	0.0190851	0.0142617	0.00981643	0.0075873	0.034145	0.0097623	0.0163087	0.0569846	0.00661477	0.0276246	0.00187732	0.0135788	0.0247031	0.0328842	0.00931801	0.0167494	0.000783208	0.0198518	0.029362	0.0288537	0.0139203	0.00578738	0.0101588	0.018838	0.015269	0.0019471	0.0007426	0.0225361	0.0200464	0.0410736	0.00527533	0.00471206	0.0113498	0.0428678	0.00230728	0.00230639	0.0518232	0.0410468	0.0760042	0.0514938	0.0634058	0.00480115	0.0193429	0.0240609	0.00933466	0.10779	0.0134275	0.0156823	0.0242776	0.0153908	0.0136483	0.00899562	0.0123144	0.00521668	0.0339369	0.0279623	0.120245	0.0184817	0.0213241	0.00937179	0.0134812	0.0108783	0.00570698	0.0322333	0.01716513	0.3687608	4	90.77296	0.306745	0.27908	0.729124	0.0530004	0.02981746	0.250738	0.614914	1.05911	2.07523	0.385926	47.42364	559.652	0.9555222
25800	-56829.7	-56603.87	-225.8323	44.85426	0.126341	0.102459	0.0880677	3.00309	1.669691	0.01786147	0.03038744	0.0173675	0.0517339	0.0197324	0.00555431	0.0366428	0.0226026	0.000408694	0.00191633	0.00755282	0.00317452	0.00213815	0.0215802	0.00473869	0.0124672	0.00263421	0.00420199	0.0187055	0.00370071	0.0132914	0.00626512	0.022942	0.015038	0.0508326	0.041311	0.00763163	0.0121913	0.0802798	0.0464585	0.020554	0.00147594	0.0612526	0.00100812	0.0149747	0.0279661	0.0132736	0.0324731	0.00452913	0.0159062	0.00621302	0.00916949	0.00615904	0.076133	0.010432	0.00511383	0.0329569	0.00677197	0.00242164	0.0146765	0.0266187	0.0311717	0.00774684	0.049357	0.0804816	0.0143949	0.0183761	0.00498176	0.0177928	0.0740435	0.00344125	0.020137	0.0346071	0.03321	0.0124835	6.05257e-06	0.000984213	0.00128135	0.0452781	0.0380709	0.0261054	0.00908521	0.00324978	0.00195707	0.00237359	0.003019	0.00052773	0.0147298	0.0105487	0.00615938	0.00704431	0.0128237	0.00626866	0.0202502	0.0118445	0.000550776	0.0151589	0.00549085	0.00152891	0.0246892	0.0130886	0.00109544	0.00792527	0.0126454	0.0601728	0.0151344	0.0102373	0.00102155	0.000923507	0.0197925	0.000257672	0.00619071	0.000677406	0.0447544	0.0142153	0.0289754	0.0254741	0.0108626	0.0368344	0.00029806	0.0204952	0.0145294	0.0593631	0.011024	0.0220964	0.030732	0.0179069	0.00302714	0.100713	0.0128073	0.0144865	0.00699025	0.0304088	0.00452258	0.0167105	0.00115113	0.01500777	0.3809182	4	72.06694	0.315227	0.340368	0.728546	0.0480401	0.03327408	0.250386	0.614563	1.05901	2.07604	0.395926	48.17516	578.8974	0.9620945
25850	-56887.8	-56616.18	-271.6253	45.62322	0.130837	0.0949792	0.0823994	2.29772	1.582809	0.03167743	0.03356427	0.0101788	0.0698263	0.0439832	0.0638429	0.0300309	0.0300451	0.0230645	0.0304027	0.0170692	0.0395126	0.0239789	0.0388843	0.0104257	0.0386128	0.0101489	0.0163351	0.0134647	0.0196467	0.085336	0.0157708	0.0147597	0.0039068	0.0643053	0.0147777	0.0106742	0.018188	0.0909161	0.0421021	0.0350146	0.000404916	0.0248005	0.000444419	0.0223395	0.030513	0.0056445	0.0156057	0.0312752	0.000187567	0.0182802	0.0257601	0.00190291	0.00668622	0.0189893	0.0440617	0.00449586	0.0288347	0.00433879	0.015986	0.0071179	0.027673	0.0094442	0.0236723	0.00536301	0.0955024	0.0109378	0.0116707	0.0087151	0.0134301	0.0106761	0.0133161	0.0628702	0.0323405	0.055657	0.0109547	0.0316821	0.000675578	0.0703457	0.0440903	0.00209325	0.000333572	0.000291821	0.00278288	0.00430613	0.00217087	0.00392298	0.00801601	0.00338773	0.00256013	0.0070418	0.00626184	0.0374781	0.0654924	0.044592	0.126981	0.0161438	0.0378178	0.0370191	0.0188371	0.0412957	0.117138	0.0304775	0.0117355	0.0362445	0.0367109	0.00906747	0.0375839	0.000774056	0.00949497	0.00900954	0.0394522	0.0369381	0.0117233	0.0560162	0.00566419	0.020553	0.0163094	0.0147796	0.027073	0.0981413	0.0415409	0.0325804	0.0803172	0.0201555	0.0477749	0.0647355	0.131082	0.0788226	0.00221316	0.0226908	0.0110869	0.0239097	0.0451149	0.104092	0.0192766	0.01152436	0.365494	5	67.58971	0.293758	0.325341	0.762634	0.0412279	0.03237704	0.237836	0.601784	1.05494	2.10544	0.3770184	47.04108	545.3506	0.9694329
25900	-56845.72	-56606.03	-239.6931	45.31925	0.132399	0.0924134	0.0900354	2.37765	1.912879	0.02145635	0.03121899	0.0170266	0.00675017	0.0314679	0.046369	0.0831718	0.0043632	0.00584912	0.0345347	0.00940788	0.016468	0.0504513	0.00464968	0.000403521	0.0672844	0.0389565	0.0196789	0.0135657	0.029754	0.0694566	0.0808273	0.0100567	0.01507	0.039751	0.00744908	0.00605722	0.0378736	0.00191016	0.0102323	0.0270263	0.016477	0.0126823	0.0204883	0.00200997	0.0307885	0.00363374	0.0218008	0.00788954	0.0275611	0.0599924	0.00424473	0.0154361	0.0386462	0.00077396	0.000764347	0.0108489	0.027861	0.00862981	0.0461831	0.037502	0.0175726	0.0247735	0.00350038	0.0294385	0.0851127	0.00940551	0.0115602	0.026891	0.00117251	0.0029892	0.0280334	0.00910399	0.00951958	0.0151478	0.0160324	0.0271752	0.00325733	0.00620484	0.0219464	0.0453133	0.0100445	0.0226077	0.00536934	0.0136175	0.00196794	0.0132173	0.00681806	0.0209002	0.0256623	0.00375442	0.0206837	0.00934263	0.01167	0.0085671	0.0326529	0.0173276	0.00698683	0.0505445	0.0153216	0.00582939	0.00808519	0.0328646	0.0449088	0.0274784	0.0143131	0.0754774	0.0416136	0.00729166	0.0385729	0.00696264	0.0198781	0.0198215	0.00172589	0.00638712	0.0527713	0.0150714	0.0172812	0.03495	0.0105999	0.00256296	0.0067146	0.000338101	0.0072567	0.0185999	0.00759039	0.0350649	0.00228817	0.0808258	0.0186203	0.0150035	0.0232331	0.0640231	0.00121033	0.00574636	0.000249324	-0.003719667	0.2684713	4	94.26543	0.319865	0.267689	0.737553	0.0334478	0.03501244	0.282648	0.645418	1.06765	2.00429	0.2647517	47.13167	561.9273	1.01405
25950	-56869.27	-56611.91	-257.3571	48.20502	0.124198	0.105585	0.0877675	2.88571	1.738116	0.02103056	0.02722956	0.0150573	0.0196105	0.0330201	0.00153766	0.0207607	0.063238	0.0237888	0.0669235	0.0488887	0.0165597	0.0400393	0.0484628	0.0124777	0.0527471	0.0262055	0.0284228	0.0165491	0.0285955	0.0464857	0.000193346	0.0132384	0.00434971	0.0285302	0.031332	0.00511543	0.00257783	0.0554996	0.0387225	0.0329593	0.115763	0.00611462	0.011697	0.0250832	0.0264039	0.039645	0.0201847	0.0101464	0.0113149	0.0267939	0.0264496	0.00365901	0.0194605	0.00610863	0.0198461	0.0690765	0.00928661	0.0338319	0.0332248	0.0262098	0.0189921	0.0170424	0.00237654	0.0337138	0.0147677	0.00949559	0.00964451	0.00599925	0.0122522	0.00149862	0.0191561	0.00869712	0.00409398	0.00225745	0.0035327	0.0390667	0.0102142	0.0147345	0.0346068	0.048289	0.0111906	0.00863828	0.00553156	0.0665896	0.00453211	0.00985306	0.0091639	0.027815	0.00431087	0.00250113	0.00474473	0.0272876	0.012503	0.00753177	0.0437038	0.0176523	0.00670237	0.0355009	0.0156428	0.000613109	0.0331233	0.0100222	0.00231694	0.00608059	0.0277505	0.0113214	0.0189463	0.014273	0.0521526	0.00311129	0.0147896	0.00888032	0.0141259	0.000592794	0.0421779	0.0252355	0.0206251	0.0226932	0.0391091	0.0214146	0.00293443	0.0167101	0.0467726	0.0109664	0.0272263	0.00753599	0.0388544	0.0673731	0.00681663	0.0736374	0.019989	0.00119295	0.0174648	0.0531036	0.0428226	0.003233692	0.2907129	4	71.34895	0.157554	0.349309	0.743648	0.0364481	0.03138566	0.259876	0.623924	1.06181	2.05439	0.2939466	49.15842	607.966	0.988999
26000	-56828.05	-56609.94	-218.1122	47.74129	0.134168	0.093704	0.0861326	2.48432	1.942408	0.02010068	0.02953448	0.0147575	0.0267852	0.021803	0.000228652	0.00603069	0.023496	0.00130109	0.0665733	0.0148089	0.00455606	0.00616507	0.00913443	0.00615052	0.00635442	0.0248455	0.0120827	0.00309792	0.00211904	0.0379318	0.00475874	0.0181911	0.0016796	0.00835987	0.0423503	0.0213434	0.000933654	0.00755841	0.0163075	0.0364971	0.0114636	0.00109433	0.00444015	0.0130563	0.0263787	0.0181594	0.00549172	0.0223944	0.0203562	0.0148131	0.0164733	0.0011307	0.00926099	0.0272876	0.0015442	0.0323224	0.0348745	0.0113743	0.00713202	0.0327349	0.0216522	0.0462803	0.0346478	0.02643	0.00646152	0.0265314	0.00807082	0.0317893	0.0048361	0.0168829	0.0399948	0.0121878	0.00746397	0.000790328	0.0111339	0.0108585	0.014564	0.000448794	0.00509145	0.0162397	0.0246284	0.0117899	0.0103788	0.00123378	0.00460655	0.00144908	0.0053044	0.0356054	0.0352988	0.0472358	0.00287999	0.022611	0.0178721	6.82077e-05	0.000718173	0.0182829	0.00140724	0.0313557	0.0170162	0.0915066	0.00915005	0.00958197	0.012737	0.0324452	0.0122424	0.0037997	0.00489014	0.0278744	0.0632648	0.0113277	0.00797518	0.0220134	0.0223598	0.0174581	0.0492618	0.000754575	0.0111811	0.0123186	0.00523826	0.00413565	0.00234693	0.00921825	0.0550715	0.0163758	0.00609153	0.00369858	0.00369998	0.103286	0.00415471	0.0165863	0.018503	0.00516164	0.00226871	0.00342303	0.00732337	0.008466819	0.314996	4	57.0156	0.351816	0.326506	0.749468	0.0493252	0.03275687	0.286302	0.648746	1.06848	1.99647	0.3234628	48.24136	595.964	0.9738244
26050	-56842.68	-56589.64	-253.0407	45.29015	0.12737	0.0914131	0.0890042	2.61155	1.843807	0.01810237	0.02827637	0.0188597	0.0334731	0.0256357	0.00701495	0.0190828	0.0155279	0.0205092	0.0366901	0.136596	0.00335066	0.00648632	0.0951937	0.0871734	0.0162252	0.0295546	0.00905793	0.0234718	0.0469671	0.0296952	0.0258482	0.0156121	0.0042127	0.00623355	0.0426543	0.000251678	0.0287407	0.0341131	0.00702846	0.000639713	0.0254497	0.0241253	0.0219143	0.0150501	0.0267462	0.0087484	0.00934333	0.0103521	0.0481495	0.0319616	0.00527818	0.0297873	0.03975	0.000599128	0.0116743	0.00354435	0.0187376	0.00858159	0.0345044	0.0121041	0.0226547	0.0157326	0.00117361	0.032723	0.0357407	0.014317	0.00574589	0.0127598	0.00111573	0.0179819	0.0100455	0.00690177	0.00823978	0.000725085	0.00744876	0.00639584	0.0135481	0.046021	0.0105236	0.000619592	0.000689986	0.0107131	0.00617632	0.0114709	0.014866	0.00656743	0.0123878	0.00872789	0.0469946	0.000450072	0.00829207	0.023465	0.0182408	0.0247533	0.0293356	0.0234333	0.00480279	0.0356377	0.0264576	0.000534063	0.0290082	0.0599555	0.0457189	0.0111313	0.029153	0.00779468	0.00521513	0.0272482	0.0864149	0.00645134	0.00510004	0.0200331	0.0309221	0.0125071	0.00834152	0.00109673	0.000843683	0.0143361	0.0166945	0.0436324	0.00150857	0.0385109	0.0434797	0.00589287	0.0190356	0.00452716	0.0466549	0.118993	0.0127175	0.0222261	0.0075123	0.00130694	0.0298685	0.0665372	0.00178703	0.02280033	0.284655	3	94.14419	0.308163	0.289795	0.733095	0.0483855	0.03857188	0.273889	0.637306	1.06554	2.02327	0.3074553	48.93386	594.8961	0.9258418
