Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha_morpho	clock_morpho	clock_rates	diversification	extinction_rate	num_samp_anc	origin_time	pinvar[1]	pinvar[2]	pinvar[3]	pinvar[4]	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	turnover
1200	-57128.71	-56511.17	-617.5358	0.131403	0.152657	0.44764	2.72998	1.812626	0.02524086	0.01525884	-0.009867177	0.3829062	3	64.67197	0.294075	0.414357	0.857349	0.0580473	0.02639202	0.269833	0.633485	1.06451	2.03217	0.373039	1.026451
1250	-57142.37	-56516.97	-625.3976	0.125868	0.133046	0.520479	2.97566	1.501896	0.02478696	0.01410667	0.00487864	0.3217346	3	56.57641	0.301882	0.311299	0.844438	0.0529114	0.03628947	0.225615	0.588872	1.05053	2.13498	0.3266132	0.9850629
1300	-57133.27	-56508.62	-624.6448	0.126436	0.137824	0.405482	2.66355	2.15206	0.02354745	0.01504243	0.006043111	0.3823231	2	59.67743	0.35481	0.394057	0.84794	0.0369797	0.02634429	0.310775	0.670267	1.07337	1.94559	0.3883662	0.9844397
1350	-57128.85	-56512.23	-616.6139	0.122218	0.145305	0.460465	3.31365	1.878388	0.02592198	0.01477837	0.00841606	0.2892188	2	64.65117	0.224637	0.38553	0.846931	0.0547849	0.02370623	0.278312	0.641426	1.06663	2.01364	0.2976348	0.9717235
1400	-57126.52	-56510.62	-615.9008	0.122614	0.127846	0.490156	2.77719	1.68498	0.0270076	0.01582218	-0.02888006	0.2472551	2	59.28251	0.317581	0.326754	0.851369	0.0431839	0.03108215	0.252536	0.616706	1.05966	2.0711	0.218375	1.13225
1450	-57125.6	-56525.53	-600.0676	0.128902	0.137485	0.421793	3.02164	1.63956	0.02830843	0.01696255	0.007327622	0.3388396	4	57.28359	0.318785	0.310951	0.862181	0.0487523	0.02707377	0.246099	0.61025	1.05766	2.08599	0.3461673	0.9788321
1500	-57121.17	-56510.14	-611.024	0.137262	0.139772	0.403764	3.01657	1.479451	0.02830449	0.01685564	-0.01283869	0.3248677	2	59.09848	0.305605	0.377207	0.856657	0.0600616	0.04001174	0.222131	0.5851	1.04919	2.14358	0.312029	1.041146
1550	-57120.63	-56516.6	-604.0287	0.127138	0.132468	0.426275	2.62082	1.426469	0.0293044	0.01714426	0.006454807	0.3793706	2	58.35213	0.260818	0.368558	0.852944	0.0492778	0.03495632	0.213737	0.575841	1.04579	2.16463	0.3858254	0.9832701
1600	-57110.85	-56509.91	-600.9401	0.131163	0.152237	0.447765	2.34504	1.834404	0.02790482	0.01682601	-0.02002088	0.4810107	2	55.47123	0.262069	0.400672	0.856902	0.0473309	0.02953854	0.272673	0.636164	1.06523	2.02593	0.4609898	1.04343
1650	-57109.3	-56504.39	-604.9157	0.131813	0.135326	0.498742	3.32382	1.648595	0.03409108	0.0153479	0.02679518	0.4464941	3	64.28677	0.291796	0.319993	0.862397	0.0549254	0.02773181	0.247392	0.611556	1.05807	2.08298	0.4732893	0.9433852
1700	-57105.3	-56493.78	-611.5198	0.132017	0.135299	0.467855	3.22404	1.747843	0.02696018	0.0154207	-0.01030692	0.5115795	2	60.15113	0.31479	0.378346	0.852223	0.0480741	0.02580784	0.261197	0.625208	1.06218	2.05142	0.5012726	1.020562
1750	-57105.58	-56502.18	-603.3965	0.129155	0.125719	0.304051	3.0876	2.088349	0.02757511	0.01640314	-0.01074672	0.4814495	2	62.52901	0.329671	0.343474	0.831758	0.0428298	0.03281613	0.303598	0.664091	1.07205	1.96026	0.4707028	1.022831
1800	-57098.51	-56491.63	-606.8734	0.120828	0.130923	0.385194	2.48428	1.744742	0.02974629	0.01639631	0.002996332	0.3053308	2	59.02684	0.296772	0.365726	0.849151	0.0405161	0.03720585	0.260777	0.6248	1.06206	2.05236	0.3083272	0.990282
1850	-57116.13	-56504.23	-611.9	0.127896	0.129555	0.471879	2.49126	2.019105	0.02504887	0.01672231	0.02276908	0.3013192	2	63.44134	0.321282	0.381706	0.871146	0.0492378	0.03937431	0.295545	0.65703	1.07046	1.97696	0.3240882	0.9297442
1900	-57102.35	-56486.68	-615.6622	0.117264	0.133363	0.396316	2.35766	1.591316	0.02710888	0.0169628	0.01052621	0.2080467	2	62.22512	0.249126	0.337596	0.845569	0.0344874	0.04637421	0.23909	0.603082	1.05536	2.10246	0.2185729	0.9518412
1950	-57109.55	-56496.33	-613.2159	0.117321	0.132632	0.411419	2.87454	1.689866	0.02651677	0.01583248	0.008450857	0.3863171	2	57.26453	0.260361	0.39506	0.84591	0.0534698	0.02148478	0.25322	0.617385	1.05987	2.06953	0.394768	0.9785929
2000	-57098.95	-56491.25	-607.6993	0.120338	0.15739	0.425624	2.87125	1.861227	0.02534095	0.01709957	-0.02745665	0.4820039	2	57.42839	0.273181	0.396388	0.854264	0.0738039	0.02260676	0.276127	0.639396	1.06609	2.01838	0.4545473	1.060404
2050	-57092.45	-56489.73	-602.7249	0.126044	0.122416	0.44484	2.16114	1.649842	0.02674045	0.01747088	0.01539644	0.4545608	2	56.31991	0.280526	0.312105	0.825876	0.0381322	0.02036302	0.24757	0.611736	1.05813	2.08256	0.4699573	0.9672386
2100	-57090.25	-56483.76	-606.4901	0.141842	0.138125	0.384268	3.1479	1.993025	0.02769594	0.01698151	0.0120317	0.4483397	2	59.90374	0.352136	0.359543	0.842474	0.056503	0.02382051	0.292441	0.65427	1.06981	1.98348	0.4603714	0.9738652
2150	-57089.54	-56482.78	-606.7597	0.127864	0.127166	0.403998	2.90139	1.886567	0.03011993	0.01646492	0.003874616	0.4060018	2	56.90197	0.315338	0.369998	0.853338	0.0443049	0.029239	0.279347	0.642383	1.06687	2.0114	0.4098764	0.9905469
2200	-57102.41	-56493.37	-609.038	0.148535	0.124602	0.485746	2.79242	1.471961	0.02726928	0.01640413	0.01809445	0.352808	3	62.02463	0.307704	0.38857	0.851105	0.0493656	0.02547066	0.220958	0.583822	1.04873	2.14649	0.3709024	0.9512151
2250	-57107.55	-56498.53	-609.0264	0.123051	0.131622	0.413759	3.33531	1.849329	0.02840072	0.01543921	0.00614874	0.2838755	2	62.15751	0.3103	0.345594	0.84448	0.0343195	0.0386249	0.274601	0.637972	1.06572	2.02171	0.2900242	0.9787992
2300	-57110.92	-56510.25	-600.6702	0.12601	0.122957	0.461938	2.72354	1.611103	0.02815891	0.01617379	0.01633147	0.3653659	2	60.90209	0.253636	0.341475	0.851288	0.0354508	0.0333863	0.241987	0.606062	1.05633	2.09562	0.3816974	0.9572136
2350	-57090.48	-56493.13	-597.3519	0.119106	0.125019	0.415999	2.37526	1.689888	0.03084378	0.01678558	0.02018766	0.4080837	2	64.70967	0.278877	0.353719	0.851578	0.0324096	0.02719197	0.253223	0.617388	1.05987	2.06952	0.4282714	0.9528625
2400	-57106.51	-56500.29	-606.2212	0.132171	0.128767	0.440092	2.95408	1.478479	0.0291001	0.01671564	-0.02754333	0.4823377	3	63.78861	0.337503	0.33455	0.872226	0.0546023	0.02560976	0.221979	0.584935	1.04913	2.14395	0.4547943	1.060562
2450	-57092.94	-56483.13	-609.8022	0.122942	0.122924	0.473937	2.27821	1.850555	0.0260523	0.0170922	0.02616954	0.4681885	2	56.79937	0.282223	0.381108	0.859277	0.0408287	0.02975117	0.274758	0.638119	1.06576	2.02137	0.494358	0.9470636
2500	-57114.84	-56504.04	-610.8008	0.131197	0.126285	0.439395	2.69065	1.82949	0.0268789	0.01755744	0.006848403	0.2398405	3	55.69495	0.285574	0.349986	0.846846	0.0524574	0.04600849	0.272035	0.635564	1.06507	2.02733	0.2466889	0.9722387
2550	-57106.05	-56504.1	-601.9472	0.128449	0.133377	0.402098	2.30646	1.747966	0.02841444	0.01775146	0.001652337	0.3462698	2	57.09386	0.277814	0.336429	0.831886	0.0362088	0.02854597	0.261214	0.625225	1.06218	2.05138	0.3479221	0.9952508
2600	-57098.95	-56502.58	-596.3702	0.117766	0.192453	0.408573	2.4855	1.544218	0.03303252	0.01727141	-0.03044779	0.384838	2	57.31554	0.311438	0.424952	0.847298	0.0393925	0.03278821	0.232073	0.595755	1.05292	2.11926	0.3543902	1.085916
2650	-57108.33	-56506.47	-601.8593	0.127485	0.148998	0.394129	2.89402	1.545354	0.02782325	0.01695998	0.007930719	0.5804009	2	60.31203	0.307839	0.413225	0.848818	0.0523763	0.02057056	0.232244	0.595936	1.05298	2.11884	0.5883317	0.98652
2700	-57105.78	-56498.27	-607.5074	0.126691	0.118055	0.390048	2.24699	1.791624	0.02687364	0.01664147	0.01897661	0.6071654	2	60.19722	0.258398	0.309444	0.847444	0.0328727	0.02066454	0.267065	0.630853	1.06378	2.0383	0.626142	0.9696928
2750	-57103.4	-56495.11	-608.285	0.124342	0.121705	0.397416	2.65358	1.887784	0.02750961	0.01754664	0.02836655	0.4148995	2	57.52546	0.30597	0.293489	0.83944	0.0425656	0.02337485	0.279501	0.642524	1.06691	2.01106	0.4432661	0.9360056
2800	-57092.72	-56483.26	-609.4606	0.129235	0.134356	0.391475	2.41293	1.517285	0.02641169	0.01586116	0.01180257	0.4562233	3	57.2944	0.27632	0.372091	0.854684	0.0355742	0.02725566	0.22798	0.591408	1.05142	2.12919	0.4680258	0.9747822
2850	-57103.74	-56494.74	-609.001	0.136576	0.120761	0.434706	2.86496	1.437457	0.02718566	0.01595393	0.02146467	0.3259606	2	61.12874	0.29994	0.345733	0.857842	0.0492926	0.02659138	0.215497	0.577804	1.04653	2.16017	0.3474253	0.9382179
2900	-57094.97	-56488.77	-606.1992	0.133371	0.126535	0.448352	2.53403	1.747431	0.02768258	0.01671745	0.004942191	0.3142813	2	63.62879	0.271256	0.348125	0.842216	0.0591108	0.02693057	0.261142	0.625154	1.06216	2.05154	0.3192235	0.9845181
2950	-57097.51	-56501.6	-595.9157	0.116201	0.125471	0.351411	3.55711	1.73016	0.02864805	0.01689723	-0.007707265	0.466338	2	62.16196	0.25207	0.318549	0.826165	0.0549015	0.02515928	0.25879	0.622865	1.0615	2.05685	0.4586307	1.016805
3000	-57110.01	-56514.64	-595.375	0.132096	0.144556	0.364498	2.7392	1.848831	0.03277971	0.01729308	0.04589961	0.2805548	4	61.52658	0.305953	0.363959	0.836098	0.0411655	0.03544633	0.274536	0.637912	1.0657	2.02185	0.3264544	0.8593996
3050	-57114.92	-56517.38	-597.5402	0.124396	0.140411	0.497161	2.75734	1.448168	0.02701707	0.01681516	0.003387572	0.3170075	4	57.74256	0.295511	0.369296	0.85082	0.040675	0.05416015	0.217203	0.579695	1.04723	2.15587	0.3203951	0.9894269
3100	-57087.47	-56491.56	-595.9126	0.122529	0.129172	0.468052	2.91724	1.636978	0.02825912	0.01766037	-0.007313105	0.3416584	4	55.94981	0.282323	0.393127	0.856025	0.0635183	0.03755725	0.245728	0.609875	1.05755	2.08685	0.3343453	1.021873
3150	-57105.41	-56501.4	-604.0082	0.119732	0.124123	0.454973	2.6645	1.768434	0.02808988	0.01783613	0.01949652	0.271095	3	63.27791	0.309809	0.354327	0.838929	0.0572767	0.04122869	0.263974	0.62789	1.06295	2.04519	0.2905916	0.9329075
3200	-57105.63	-56497.24	-608.3915	0.129624	0.183652	0.425153	2.44599	1.73982	0.02434973	0.01643575	-0.03387451	0.4712232	3	57.52624	0.289368	0.438432	0.851338	0.0434273	0.03040494	0.260108	0.62415	1.06187	2.05387	0.4373487	1.077454
3250	-57099.44	-56493.34	-606.0972	0.126253	0.137929	0.360896	2.7808	1.518184	0.0305757	0.01669236	0.005496756	0.4617146	2	63.18625	0.308056	0.37181	0.847468	0.0582472	0.02129094	0.228118	0.591555	1.05147	2.12885	0.4672113	0.988235
3300	-57113.25	-56501.58	-611.6655	0.124352	0.147439	0.44124	2.51186	1.921077	0.02917656	0.01684686	-0.03642098	0.5310125	2	56.40069	0.336401	0.37974	0.863861	0.0395113	0.02307163	0.283668	0.64635	1.06788	2.0021	0.4945916	1.073639
3350	-57110.7	-56502.54	-608.153	0.134076	0.12729	0.395	2.86915	1.837837	0.02723341	0.01645678	-0.02739684	0.2969175	3	55.34752	0.373831	0.339277	0.842939	0.0466333	0.0424609	0.273117	0.636582	1.06535	2.02495	0.2695206	1.10165
3400	-57106.6	-56497.35	-609.2547	0.136194	0.130007	0.412805	2.49201	1.696615	0.0257976	0.01655355	-0.02973002	0.428834	3	64.08073	0.337187	0.362831	0.857503	0.0418891	0.03337183	0.254161	0.618317	1.06015	2.06737	0.399104	1.074492
3450	-57119.74	-56508.81	-610.9243	0.132414	0.125482	0.408665	2.79736	1.727531	0.02886907	0.01567777	0.01750838	0.3383054	3	60.11237	0.329553	0.35705	0.842273	0.0492818	0.03000577	0.25843	0.622514	1.06139	2.05766	0.3558138	0.9507934
3500	-57116.31	-56500.66	-615.6441	0.138231	0.126571	0.387087	3.0253	1.853149	0.02699053	0.01529937	0.0392403	0.2738717	4	60.7542	0.327446	0.352188	0.858488	0.0471908	0.02657117	0.275092	0.63843	1.06584	2.02064	0.313112	0.8746765
3550	-57121.44	-56502.15	-619.2959	0.128638	0.139507	0.47682	2.89026	1.833178	0.02409057	0.01598832	-0.03119513	0.4698508	3	56.70938	0.228471	0.36057	0.851285	0.0462635	0.02162293	0.272514	0.636015	1.06519	2.02628	0.4386557	1.071115
3600	-57111.89	-56496.65	-615.2382	0.125771	0.132595	0.435575	2.67058	2.008452	0.02582348	0.01651317	0.01753141	0.3854984	4	64.30954	0.261941	0.339807	0.844172	0.0437323	0.02850524	0.294282	0.655909	1.0702	1.97961	0.4030298	0.956501
3650	-57131.61	-56515.28	-616.324	0.153874	0.130563	0.473923	2.78301	1.657278	0.0292692	0.0158279	0.05262496	0.2343138	3	64.16233	0.323904	0.342292	0.8534	0.0389371	0.02929773	0.248628	0.612801	1.05846	2.08011	0.2869387	0.8165986
3700	-57117.25	-56503.15	-614.0945	0.115714	0.154553	0.541754	2.52092	1.616975	0.0258205	0.01604023	-0.007909252	0.3620066	3	56.0525	0.252765	0.385567	0.838069	0.0479613	0.03580161	0.24284	0.606936	1.05661	2.09361	0.3540974	1.022336
3750	-57121.16	-56518.44	-602.7208	0.131098	0.128795	0.466517	2.99104	1.81679	0.02845181	0.01682623	0.004667839	0.2365031	4	59.36915	0.294383	0.381019	0.859358	0.0608568	0.03587304	0.270379	0.634001	1.06465	2.03097	0.241171	0.9806451
3800	-57100.68	-56504.52	-596.1632	0.144619	0.125982	0.429341	2.33461	1.799717	0.03042508	0.01689429	0.007969561	0.2612045	5	57.56247	0.32041	0.352875	0.850226	0.0535918	0.04084451	0.268135	0.631873	1.06406	2.03593	0.2691741	0.9703925
3850	-57098.91	-56497.91	-601.0063	0.129864	0.136511	0.482748	2.91341	1.879081	0.0284345	0.01787949	-0.01523956	0.3551742	4	56.78058	0.333908	0.379931	0.836748	0.0515702	0.03093321	0.2784	0.641507	1.06665	2.01345	0.3399346	1.044831
3900	-57107.2	-56504.75	-602.4548	0.134422	0.126202	0.412972	2.75555	1.438132	0.02962943	0.01779515	-0.001920814	0.3872293	5	62.37764	0.339958	0.331463	0.838659	0.0522033	0.03158544	0.215605	0.577924	1.04657	2.1599	0.3853085	1.004985
3950	-57108.51	-56505.23	-603.2854	0.127243	0.136502	0.469253	2.84799	1.753783	0.03039895	0.01759356	0.001360859	0.3415783	3	59.12628	0.345166	0.382667	0.836464	0.0441345	0.02960725	0.262001	0.625987	1.0624	2.04961	0.3429392	0.9960318
4000	-57115.05	-56510.11	-604.9403	0.134354	0.117766	0.419851	2.72162	1.717843	0.02992627	0.01830213	-0.005590993	0.4115397	3	59.91077	0.301765	0.336293	0.855805	0.0592355	0.02548471	0.257099	0.621211	1.06101	2.06068	0.4059487	1.013773
4050	-57109.5	-56508.37	-601.1306	0.1231	0.119434	0.455936	2.48706	1.933083	0.02940858	0.01834077	0.00447705	0.4054261	3	62.35291	0.331957	0.290152	0.849523	0.037231	0.02736201	0.285154	0.647704	1.06822	1.99892	0.4099031	0.9890778
4100	-57100.74	-56496.04	-604.6974	0.158246	0.127724	0.466008	2.66402	2.088203	0.02741847	0.01672749	0.02591178	0.3593987	4	56.18274	0.368897	0.379812	0.851294	0.0440227	0.03338536	0.303581	0.664077	1.07205	1.96029	0.3853104	0.9327509
4150	-57109.23	-56512.02	-597.2167	0.13384	0.117184	0.363632	2.79322	1.613545	0.0312903	0.01793877	0.00483202	0.3338382	5	55.22562	0.283237	0.319824	0.848077	0.0527751	0.03078355	0.242342	0.606426	1.05645	2.09478	0.3386702	0.9857324
4200	-57107.18	-56510.44	-596.732	0.123789	0.127135	0.36049	2.58932	1.629819	0.03193476	0.01840132	-0.01786643	0.2515915	4	61.60911	0.331797	0.346119	0.848267	0.0467815	0.04377675	0.244698	0.608829	1.05722	2.08926	0.2337251	1.076442
4250	-57116.01	-56521.36	-594.6524	0.137664	0.125788	0.3742	2.66201	1.9014	0.02946352	0.01921933	0.01739102	0.2925757	5	59.92943	0.323935	0.325036	0.854306	0.0500362	0.03169071	0.281214	0.644102	1.06731	2.00737	0.3099667	0.9438939
4300	-57100.94	-56494.95	-605.9923	0.140586	0.123579	0.421215	2.91196	2.015562	0.02868685	0.01720551	-0.006334943	0.3512584	3	64.34668	0.323418	0.358432	0.84354	0.0455905	0.02720263	0.295125	0.656658	1.07037	1.97784	0.3449235	1.018366
4350	-57101.34	-56493.16	-608.1798	0.143025	0.126873	0.412729	2.87387	1.970689	0.0272816	0.01702232	0.0119915	0.3043574	3	56.18749	0.349907	0.357024	0.854829	0.0519065	0.02689754	0.289751	0.65186	1.06924	1.98915	0.3163489	0.9620941
4400	-57113.69	-56501.18	-612.5111	0.127499	0.153279	0.402961	3.49101	1.709829	0.025201	0.01624956	-0.0007666961	0.3821566	3	57.97234	0.269743	0.380209	0.845578	0.0550101	0.03154111	0.255994	0.620125	1.06069	2.06319	0.3813899	1.00201
4450	-57106.76	-56496.92	-609.8414	0.135054	0.127013	0.432034	3.22	1.401829	0.02788276	0.01590534	-0.02128353	0.3996888	3	64.28816	0.36053	0.336115	0.850574	0.0574005	0.02592436	0.209751	0.571356	1.0441	2.1748	0.3784052	1.056245
4500	-57086.97	-56484.15	-602.8228	0.12617	0.132384	0.441316	2.68708	1.920825	0.0274034	0.01737759	-0.005125391	0.3894568	3	56.18505	0.24236	0.333709	0.842828	0.0661603	0.03141735	0.283637	0.646321	1.06788	2.00217	0.3843314	1.013336
4550	-57101.78	-56496.61	-605.1775	0.13032	0.125003	0.448441	2.5485	1.777602	0.03017704	0.01693959	-0.02038721	0.2886101	3	59.93097	0.243378	0.327719	0.855657	0.0435959	0.03563767	0.2652	0.629069	1.06328	2.04245	0.2682229	1.076008
4600	-57107.41	-56501.98	-605.4234	0.137543	0.159313	0.430854	2.62183	2.161658	0.02692676	0.01709089	0.0118309	0.3558733	5	56.03283	0.318753	0.424789	0.851184	0.0426321	0.03565407	0.311837	0.671172	1.07355	1.94344	0.3677042	0.967825
4650	-57105.1	-56497.26	-607.8418	0.149358	0.133445	0.343177	2.93495	1.897064	0.02608599	0.01608403	0.04265873	0.3748864	3	58.43945	0.323856	0.380134	0.844073	0.0507954	0.03330846	0.28067	0.643601	1.06719	2.00854	0.4175451	0.8978344
4700	-57100.85	-56491.88	-608.9704	0.118715	0.120668	0.441233	2.4147	1.532861	0.02965267	0.01688408	0.06502814	0.2734323	3	57.39107	0.277202	0.327613	0.863482	0.0337476	0.04160888	0.230354	0.593936	1.05229	2.12341	0.3384605	0.8078708
4750	-57107.87	-56503.25	-604.617	0.138454	0.128315	0.387409	2.5046	1.585778	0.02830581	0.0161358	-0.02128403	0.3241065	5	60.04164	0.300165	0.329408	0.828861	0.0373178	0.02851892	0.238274	0.602238	1.05509	2.1044	0.3028225	1.070285
4800	-57105.28	-56493.75	-611.5349	0.115746	0.148638	0.504025	2.32887	1.870338	0.02597868	0.01739944	0.006264099	0.3272299	4	58.51371	0.281227	0.396274	0.857111	0.0393324	0.03781482	0.27729	0.640477	1.06638	2.01585	0.333494	0.9812168
4850	-57100.82	-56496.43	-604.3908	0.128685	0.135793	0.344335	2.59383	1.570772	0.02897368	0.01711348	0.02857766	0.3008109	5	57.96806	0.291801	0.373546	0.850487	0.0385433	0.04311893	0.236051	0.599928	1.05432	2.1097	0.3293885	0.9132403
4900	-57112.86	-56506.39	-606.4742	0.131447	0.121633	0.427091	3.72498	1.821442	0.02697217	0.01609934	-0.02349546	0.3547085	5	60.87046	0.310184	0.323441	0.841909	0.0447346	0.03125667	0.270987	0.634576	1.0648	2.02963	0.331213	1.070938
4950	-57111.01	-56508.12	-602.8839	0.119387	0.135097	0.413653	2.81697	1.468342	0.02651125	0.01622446	0.03038049	0.3165815	4	58.999	0.304546	0.34406	0.845194	0.0542372	0.03602704	0.22039	0.583201	1.04851	2.1479	0.346962	0.9124385
