Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha_morpho	clock_morpho	clock_rates	diversification	extinction_rate	num_samp_anc	origin_time	pinvar[1]	pinvar[2]	pinvar[3]	pinvar[4]	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	turnover
550	-57159.91	-56555.34	-604.5767	0.224573	0.398322	0.164855	2.39308	1.634612	0.02783942	0.01713331	0.02035073	0.2496194	4	61.38755	0.468493	0.615854	0.772551	0.0574573	0.03780017	0.245388	0.60953	1.05744	2.08764	0.2699701	0.9246186
600	-57138.54	-56527.1	-611.4392	0.181125	0.266675	0.15696	2.62779	1.824715	0.02476959	0.01708476	0.02149884	0.2678902	3	56.00608	0.353028	0.542808	0.744948	0.0392662	0.03797119	0.271413	0.634978	1.06491	2.02869	0.2893891	0.9257096
650	-57084.35	-56462.97	-621.3793	0.134963	0.202704	0.0585968	2.74612	1.650287	0.02697204	0.01691022	-0.01796198	0.2948535	3	61.38498	0.305319	0.50398	0.620729	0.0488995	0.02238174	0.247633	0.6118	1.05815	2.08242	0.2768915	1.06487
700	-57097.92	-56480.39	-617.5323	0.136123	0.17138	0.048678	2.92909	1.957321	0.02641735	0.01668819	0.006905513	0.330709	3	59.57278	0.223928	0.424003	0.6593	0.0431085	0.03712581	0.288126	0.650397	1.06888	1.99259	0.3376145	0.9795462
750	-57072.15	-56457.17	-614.9747	0.126101	0.12187	0.0559044	2.76119	1.675893	0.02827258	0.01862693	0.01967198	0.2570743	2	56.35936	0.311253	0.368542	0.63115	0.0641191	0.02982849	0.251261	0.615436	1.05927	2.07403	0.2767462	0.9289169
800	-57064.39	-56454.03	-610.3571	0.135054	0.138055	0.0608136	3.21222	1.842458	0.02641274	0.01675981	0.008175733	0.3480505	2	62.53831	0.218478	0.382844	0.622258	0.0441403	0.02861051	0.273715	0.637142	1.0655	2.02365	0.3562263	0.977049
850	-57075.51	-56459.69	-615.8191	0.118174	0.162602	0.0585274	3.35573	2.059369	0.02788566	0.01677257	0.02049713	0.2564268	2	59.44367	0.23619	0.411507	0.64074	0.0537399	0.02901927	0.30026	0.661182	1.07141	1.96715	0.2769239	0.9259828
900	-57059.8	-56444.73	-615.0723	0.129171	0.115525	0.0573186	2.26127	1.879949	0.02602224	0.0176667	-0.02315922	0.4255169	3	57.29299	0.296921	0.292221	0.63016	0.0523272	0.02547872	0.27851	0.641609	1.06667	2.01321	0.4023577	1.057559
950	-57079.81	-56457.45	-622.3599	0.121605	0.123854	0.0508047	2.40141	1.800468	0.02365833	0.01809029	0.0185349	0.3186069	1	57.12424	0.316308	0.346574	0.611507	0.0483861	0.03450753	0.268235	0.631967	1.06409	2.03571	0.3371418	0.9450234
1000	-57069.5	-56450.32	-619.1783	0.115659	0.131513	0.0585093	2.98086	1.742073	0.0238159	0.01576823	0.000565941	0.3183723	2	62.80864	0.292173	0.374399	0.646844	0.0407932	0.02302149	0.260414	0.624448	1.06196	2.05318	0.3189382	0.9982255
1050	-57048.59	-56437.45	-611.1417	0.145352	0.125199	0.0549138	2.57725	1.873098	0.02586945	0.01614616	-0.006428773	0.4023861	3	55.54603	0.326912	0.337011	0.609976	0.0368473	0.02541248	0.277641	0.640803	1.06646	2.01509	0.3959573	1.016236
1100	-57049.81	-56431.08	-618.7353	0.142756	0.144424	0.0566056	2.84314	1.817493	0.02402882	0.0155776	0.001177009	0.288496	2	60.75674	0.331109	0.39254	0.606101	0.0500739	0.03184514	0.270471	0.634088	1.06467	2.03077	0.289673	0.9959368
1150	-57055.31	-56438.25	-617.0549	0.144896	0.133314	0.0567927	2.41731	2.002884	0.02595452	0.01698805	-0.02269387	0.3600082	2	55.4763	0.279969	0.367866	0.654943	0.0404516	0.02781301	0.293619	0.65532	1.07006	1.981	0.3373143	1.067278
1200	-57068.25	-56450.79	-617.4589	0.123744	0.120228	0.055431	2.6321	1.68126	0.02638651	0.01760811	-0.03363606	0.4993239	2	62.30471	0.318315	0.366743	0.605298	0.0474171	0.02732393	0.252015	0.616188	1.0595	2.07229	0.4656879	1.072229
1250	-57051.81	-56431.89	-619.9177	0.129879	0.140192	0.0536435	2.7092	1.623988	0.02620897	0.01632236	-0.01265798	0.3031389	1	58.45587	0.271385	0.378584	0.63136	0.0468864	0.03041367	0.243856	0.607973	1.05694	2.09123	0.2904809	1.043576
1300	-57053.4	-56437.35	-616.0492	0.11553	0.126168	0.0511243	2.44291	1.86201	0.02388883	0.01818907	0.004021199	0.3209124	2	62.77649	0.268524	0.386561	0.610898	0.037733	0.02755555	0.276227	0.639489	1.06612	2.01816	0.3249336	0.9876246
1350	-57050.99	-56439.19	-611.7981	0.127845	0.117687	0.0585423	2.61343	1.627799	0.0251935	0.01753313	0.004825831	0.3711976	2	59.16529	0.29482	0.335375	0.630487	0.0443511	0.02723607	0.244407	0.608533	1.05712	2.08994	0.3760234	0.9871661
1400	-57041.14	-56423.21	-617.9308	0.128219	0.132786	0.0557841	2.36269	1.826332	0.02594596	0.01807018	-0.02381242	0.3665099	1	58.51942	0.29502	0.361662	0.589552	0.0597836	0.03489843	0.271624	0.635177	1.06497	2.02823	0.3426975	1.069485
1450	-57047.26	-56432.56	-614.6996	0.132451	0.132946	0.0567822	2.61442	1.749544	0.02767072	0.01783116	0.01114758	0.4242449	1	56.23477	0.307398	0.371573	0.619969	0.0544439	0.0264795	0.261428	0.625432	1.06224	2.0509	0.4353924	0.9743965
1500	-57063.54	-56456.8	-606.7448	0.143983	0.125956	0.0559319	2.3691	1.409413	0.0243879	0.01743714	0.009400149	0.408162	1	63.80957	0.325516	0.346118	0.644728	0.0386767	0.02874072	0.210983	0.572749	1.04463	2.17164	0.4175622	0.977488
1550	-57064.17	-56446.33	-617.8416	0.135525	0.14586	0.0531498	2.23299	1.762807	0.02523653	0.01748588	-0.00856108	0.3297807	2	62.4125	0.309179	0.369072	0.570797	0.0403629	0.02578911	0.263218	0.627162	1.06274	2.04688	0.3212197	1.026652
1600	-57063.33	-56449.69	-613.6385	0.123455	0.136223	0.0524013	2.42455	1.775807	0.02622429	0.01773824	-0.006668205	0.3579434	1	59.7155	0.300389	0.375527	0.572113	0.0461186	0.02978291	0.264961	0.628839	1.06321	2.04299	0.3512752	1.018983
1650	-57065.1	-56439.04	-626.0566	0.129911	0.127822	0.0569663	2.99464	1.697435	0.02622598	0.01615719	0.02349049	0.264503	1	58.82272	0.272693	0.329657	0.623626	0.0567558	0.04364073	0.254275	0.61843	1.06018	2.06711	0.2879935	0.9184339
1700	-57061.3	-56439.87	-621.4249	0.12753	0.122495	0.0547335	2.36901	1.696492	0.0226643	0.01749933	-7.985357e-05	0.3060643	1	56.13303	0.339764	0.361499	0.557088	0.0414179	0.0329234	0.254144	0.6183	1.06014	2.06741	0.3059844	1.000261
1750	-57047.22	-56424.99	-622.2299	0.120362	0.141485	0.052575	3.10442	1.79065	0.02594976	0.01651554	0.00590451	0.3479795	1	56.83454	0.289795	0.401493	0.60673	0.0489536	0.01922467	0.266936	0.63073	1.06375	2.03859	0.353884	0.9833151
1800	-57066.88	-56443.45	-623.4383	0.123551	0.138444	0.0511228	2.28657	1.795034	0.02513833	0.01723561	-0.01474817	0.4335015	1	60.2534	0.345786	0.345448	0.588168	0.036975	0.01766026	0.267517	0.631284	1.0639	2.0373	0.4187534	1.035219
1850	-57057.61	-56428.58	-629.036	0.107011	0.126627	0.0532911	1.83575	1.748948	0.02332482	0.01654389	-0.0005384536	0.4453401	1	64.38677	0.262469	0.349485	0.612731	0.0214177	0.0313575	0.261347	0.625354	1.06222	2.05108	0.4448017	1.001211
1900	-57056.15	-56426.76	-629.3915	0.141278	0.123931	0.0572526	2.137	1.715436	0.02434658	0.01669831	0.03871179	0.2815911	1	61.63192	0.314346	0.346112	0.61581	0.0426335	0.03533407	0.256768	0.620886	1.06091	2.06143	0.3203029	0.87914
1950	-57066.26	-56443.65	-622.6094	0.131963	0.129662	0.0615232	3.1044	1.555149	0.0255618	0.01588513	-0.006530493	0.3206417	1	59.31315	0.312205	0.342183	0.636792	0.0552367	0.02887805	0.233718	0.597486	1.0535	2.11529	0.3141112	1.02079
2000	-57056.16	-56426.29	-629.8667	0.122062	0.143247	0.0550504	2.88398	1.71366	0.02200483	0.0152372	-0.001551287	0.3139508	1	63.29379	0.279184	0.379357	0.626817	0.0498438	0.02446914	0.256523	0.620645	1.06084	2.06199	0.3123995	1.004966
2050	-57054.58	-56417.58	-637.0065	0.13767	0.138769	0.0570931	3.77459	2.008499	0.02248905	0.01537904	0.009538971	0.4605024	1	63.99638	0.290011	0.35268	0.628848	0.0535383	0.0150405	0.294287	0.655914	1.0702	1.9796	0.4700414	0.9797061
2100	-57064.49	-56434.41	-630.0797	0.139996	0.130711	0.0511909	3.14382	1.896247	0.02037555	0.01550053	0.02855619	0.4331382	1	55.77007	0.306368	0.36395	0.610892	0.0618865	0.02361826	0.280567	0.643507	1.06716	2.00876	0.4616943	0.9381492
2150	-57062.41	-56443.09	-619.3158	0.136661	0.151548	0.0524767	2.31934	1.844578	0.02532787	0.01683761	-0.02359064	0.3501039	1	61.59274	0.340429	0.395999	0.632067	0.0492087	0.02802566	0.273988	0.637399	1.06557	2.02305	0.3265133	1.07225
2200	-57060	-56445.05	-614.9454	0.130374	0.133101	0.0595082	2.28527	2.091985	0.02572971	0.01788565	-0.02269854	0.4091548	1	62.42171	0.322421	0.389615	0.620128	0.0388767	0.02386973	0.304013	0.664452	1.07213	1.95941	0.3864563	1.058735
2250	-57054.58	-56446.01	-608.5671	0.11789	0.124442	0.05598	2.74832	1.781578	0.02970786	0.01732799	0.008198371	0.2613811	1	56.458	0.239606	0.35453	0.62216	0.0443176	0.03641228	0.26573	0.629577	1.06342	2.04127	0.2695794	0.9695883
2300	-57062.07	-56450.31	-611.7557	0.133881	0.141356	0.0552525	2.75726	1.495388	0.02735486	0.01709745	-0.009896582	0.3716168	1	62.61966	0.30259	0.360196	0.611995	0.0660074	0.02916124	0.224609	0.587787	1.05015	2.13745	0.3617202	1.02736
2350	-57048.64	-56431.71	-616.9341	0.115241	0.122859	0.0545051	2.59681	1.893622	0.02402673	0.01748594	0.01540517	0.4074627	1	58.66784	0.277239	0.367088	0.62011	0.0512859	0.03021623	0.280237	0.643203	1.06708	2.00948	0.4228679	0.9635698
2400	-57056.31	-56438.6	-617.7082	0.129496	0.122363	0.0519017	2.28203	1.968951	0.02851643	0.01763309	0.01297301	0.4859075	1	63.3164	0.270468	0.367415	0.663349	0.0248397	0.02168959	0.28954	0.651671	1.06919	1.9896	0.4988805	0.9739958
2450	-57063.91	-56440.55	-623.3667	0.126138	0.132723	0.0567127	2.71211	2.086294	0.02567962	0.01573917	0.02846507	0.3309058	1	59.20191	0.262844	0.303171	0.651364	0.0435077	0.03107246	0.303363	0.663887	1.07201	1.96074	0.3593708	0.9207919
2500	-57061.33	-56432.7	-628.6319	0.144338	0.131168	0.0554414	2.84273	2.154499	0.02283578	0.01515513	0.001163793	0.3826563	1	55.19399	0.315609	0.379679	0.596903	0.0445958	0.03360253	0.311045	0.670498	1.07342	1.94504	0.3838201	0.9969679
2550	-57062.66	-56429.87	-632.786	0.133328	0.122981	0.0592223	2.89242	1.62361	0.02176563	0.01536444	0.006938277	0.2992269	1	59.98388	0.304749	0.348616	0.584429	0.0394541	0.02552204	0.243802	0.607917	1.05693	2.09136	0.3061651	0.9773381
2600	-57055.95	-56422.1	-633.8439	0.124962	0.119037	0.0606831	2.59308	1.915012	0.02309561	0.01611186	0.001022711	0.3331211	1	60.29508	0.238612	0.362063	0.635766	0.0520079	0.02286372	0.282914	0.645661	1.06771	2.00372	0.3341439	0.9969393
2650	-57069.94	-56436	-633.9439	0.128879	0.119146	0.0566553	2.29482	1.618226	0.0227182	0.01624724	0.03178237	0.3157967	1	60.37262	0.243811	0.389653	0.632201	0.0494417	0.02249614	0.243022	0.607121	1.05667	2.09319	0.347579	0.9085607
2700	-57063.31	-56430.73	-632.5871	0.113685	0.132858	0.0549146	2.19838	1.914287	0.02292683	0.01615713	-0.007476203	0.371857	1	60.97538	0.317632	0.381714	0.597549	0.0418681	0.02354244	0.282824	0.645578	1.06769	2.00391	0.3643808	1.020518
2750	-57067.64	-56432.29	-635.3585	0.12541	0.122922	0.0538965	2.9806	1.810559	0.0238301	0.01673527	0.0137353	0.2875599	1	55.69155	0.305716	0.342989	0.57438	0.0479927	0.03360404	0.269562	0.633228	1.06444	2.03277	0.3012952	0.9544125
2800	-57056.8	-56427.77	-629.0256	0.117132	0.130389	0.0529617	3.13056	1.696949	0.02246733	0.01710965	0.009169496	0.2908756	1	62.96733	0.312652	0.385666	0.58209	0.051908	0.03937001	0.254207	0.618363	1.06016	2.06727	0.3000451	0.9694396
2850	-57060.99	-56432.91	-628.0776	0.129666	0.134814	0.0527737	2.92069	1.544774	0.02186894	0.01631101	0.002707004	0.3414821	1	63.52799	0.285833	0.37497	0.574979	0.0458822	0.02484882	0.232157	0.595843	1.05295	2.11905	0.3441891	0.9921351
2900	-57061.35	-56434.03	-627.3158	0.133849	0.129266	0.056533	3.01876	2.131371	0.02255001	0.01569262	-0.01692905	0.3750567	1	55.89256	0.29003	0.342933	0.646328	0.0436938	0.02844181	0.308468	0.668294	1.07295	1.95028	0.3581276	1.047271
2950	-57048.2	-56420.5	-627.7029	0.126886	0.113774	0.0521462	2.29441	1.965263	0.02439079	0.01700307	0.01797064	0.3455428	1	56.58208	0.255558	0.314087	0.615102	0.04701	0.02790887	0.289093	0.651268	1.0691	1.99054	0.3635134	0.950564
3000	-57056.33	-56440.33	-616.0087	0.129028	0.13844	0.0609064	3.13363	1.627202	0.02498504	0.01586924	-0.02660224	0.3324085	2	60.91322	0.317278	0.339168	0.646439	0.0421754	0.03140163	0.244321	0.608445	1.05709	2.09014	0.3058063	1.08699
3050	-57053.08	-56438.65	-614.424	0.1221	0.149025	0.0538904	2.86157	1.674101	0.02752106	0.0165076	0.00330588	0.3566361	2	64.2097	0.318459	0.390135	0.593833	0.0537176	0.02486267	0.251008	0.615184	1.0592	2.07461	0.359942	0.9908155
3100	-57047.56	-56422.2	-625.3505	0.148288	0.131089	0.0531213	3.05058	1.885679	0.02369309	0.01565416	0.01269715	0.3133117	1	55.17584	0.319528	0.409447	0.645184	0.0463683	0.04208937	0.279235	0.642279	1.06685	2.01164	0.3260089	0.9610528
3150	-57048.21	-56426.74	-621.4721	0.125772	0.11914	0.0558259	2.3649	1.577926	0.02558006	0.01756509	0.01180328	0.2514455	1	62.93931	0.304309	0.323585	0.596378	0.0498186	0.02927582	0.237113	0.601033	1.05469	2.10717	0.2632488	0.955163
3200	-57057.46	-56439.75	-617.7131	0.125314	0.120475	0.0516485	3.03657	1.620551	0.0243965	0.01687764	0.02636762	0.2760318	1	63.28849	0.344348	0.366989	0.61087	0.0551179	0.03074861	0.243359	0.607465	1.05678	2.0924	0.3023994	0.9128053
3250	-57056.25	-56439.36	-616.8905	0.113895	0.134503	0.0496504	2.49308	1.638509	0.02476901	0.01709124	0.008587644	0.4314871	2	57.78515	0.267596	0.34953	0.623925	0.0636904	0.02229438	0.245948	0.610097	1.05762	2.08634	0.4400747	0.9804859
3300	-57051.09	-56434.86	-616.2328	0.137769	0.12269	0.0561048	2.3551	1.972928	0.02458336	0.01702218	0.01027113	0.3146325	2	55.76296	0.295537	0.393408	0.629446	0.0425367	0.02673671	0.290022	0.652104	1.0693	1.98858	0.3249037	0.9683871
3350	-57077.11	-56453.88	-623.2317	0.124591	0.142547	0.0571161	3.11568	1.569265	0.02480683	0.01603837	-0.001262988	0.4625576	1	56.48728	0.313561	0.383992	0.630187	0.0483178	0.02475613	0.235827	0.599694	1.05424	2.11024	0.4612947	1.002738
3400	-57055.15	-56441.39	-613.7566	0.124773	0.112823	0.0516619	2.42534	1.891747	0.02520822	0.01643937	0.01431942	0.3009479	1	58.08054	0.284231	0.364377	0.564475	0.0442911	0.03354111	0.280001	0.642985	1.06703	2.00999	0.3152673	0.9545801
3450	-57075.07	-56463.83	-611.2442	0.121292	0.1256	0.057495	2.58497	1.935995	0.02645378	0.0177178	-0.001028669	0.3868916	2	56.54396	0.339473	0.364604	0.63353	0.0469737	0.0232745	0.285513	0.64803	1.0683	1.99815	0.3858629	1.002666
3500	-57053.29	-56431.69	-621.6037	0.125402	0.125359	0.0584847	2.37394	2.266186	0.02416784	0.01719608	-0.008475616	0.2990622	1	63.12886	0.278457	0.384992	0.593552	0.0480637	0.02299021	0.323106	0.680631	1.07542	1.92085	0.2905866	1.029167
3550	-57064.59	-56458.94	-605.6428	0.119545	0.162461	0.0570084	3.04178	1.550249	0.02812973	0.01724223	0.01623749	0.3887577	1	56.4277	0.286236	0.426393	0.622349	0.0536434	0.03633214	0.232982	0.596712	1.05324	2.11707	0.4049952	0.959907
3600	-57059.92	-56451.38	-608.5416	0.127946	0.145607	0.0551691	3.2248	1.984085	0.0268831	0.01696674	-0.006697212	0.2981593	2	64.20979	0.250203	0.396944	0.62141	0.0474371	0.03813121	0.291367	0.653311	1.06959	1.98574	0.2914621	1.022978
3650	-57048.73	-56437.85	-610.8767	0.117551	0.132997	0.0535844	2.69492	1.777238	0.02897172	0.01713333	-0.02631249	0.4306381	1	57.58602	0.288006	0.376169	0.618937	0.0423311	0.02516968	0.265152	0.629022	1.06327	2.04256	0.4043256	1.065077
3700	-57060.79	-56458.98	-601.8125	0.122071	0.127535	0.0542274	2.01434	2.562538	0.0280746	0.01779948	-0.004279011	0.4737379	1	57.67086	0.295639	0.324285	0.583943	0.029926	0.02621143	0.352307	0.704016	1.0793	1.86437	0.4694589	1.009115
3750	-57055.76	-56450.86	-604.9085	0.1261	0.121548	0.0602886	3.12051	1.652086	0.02921111	0.01698116	-0.01855114	0.332425	2	59.70306	0.336117	0.356944	0.646047	0.0457363	0.03884407	0.24789	0.612058	1.05823	2.08182	0.3138739	1.059104
3800	-57048.16	-56438.3	-609.8606	0.133868	0.12708	0.0558177	2.48434	1.889422	0.02782211	0.01703257	-0.001386893	0.5424891	1	62.18506	0.322232	0.325941	0.626778	0.047353	0.02109918	0.279708	0.642715	1.06696	2.01062	0.5411022	1.002563
3850	-57071.22	-56461.51	-609.7045	0.124197	0.11789	0.0559104	2.62142	2.156294	0.02578601	0.0180183	-0.01065038	0.386685	2	57.12486	0.271124	0.360742	0.630758	0.0443656	0.03308677	0.311244	0.670667	1.07345	1.94464	0.3760346	1.028323
3900	-57050.8	-56443.53	-607.2778	0.138705	0.130224	0.0543323	2.6342	1.882325	0.02943848	0.01660004	-0.00540312	0.3659777	1	56.0475	0.31297	0.330626	0.621152	0.0342707	0.03021703	0.278811	0.641887	1.06675	2.01256	0.3605746	1.014985
3950	-57059.91	-56444.77	-615.1448	0.122516	0.135787	0.0582	2.39067	1.581201	0.02734936	0.01741928	-0.01280785	0.4077786	1	55.99401	0.279229	0.347462	0.619411	0.0448839	0.03130063	0.237598	0.601537	1.05485	2.10601	0.3949708	1.032427
4000	-57067.93	-56452.89	-615.0452	0.118462	0.137938	0.0557582	2.74981	1.844681	0.02367904	0.01703575	0.01546944	0.2182502	1	64.95409	0.258496	0.394977	0.591942	0.0465921	0.03704698	0.274002	0.637411	1.06557	2.02302	0.2337196	0.933812
4050	-57064.84	-56456.06	-608.7784	0.112805	0.117717	0.0541224	2.20027	1.643203	0.02843059	0.01775411	-0.0002164419	0.304134	2	63.57987	0.296351	0.348406	0.613774	0.0336792	0.03356163	0.246621	0.610778	1.05783	2.08477	0.3039176	1.000712
4100	-57052.82	-56440.15	-612.6686	0.128954	0.12892	0.0578801	2.71043	1.857304	0.02697628	0.01644687	-0.003175241	0.4056579	1	62.52641	0.298234	0.379083	0.605607	0.0588105	0.03213265	0.275625	0.638928	1.06597	2.01948	0.4024827	1.007889
4150	-57053.27	-56442.18	-611.0856	0.117351	0.121235	0.052175	2.50365	1.899757	0.02602545	0.01686116	0.01542609	0.3457179	1	58.89501	0.305862	0.330214	0.625213	0.0481579	0.03075765	0.281008	0.643912	1.06727	2.00781	0.361144	0.9572855
4200	-57058.44	-56455.26	-603.1777	0.15729	0.152085	0.0580145	3.05573	2.146744	0.02885803	0.01706759	0.01578639	0.3768126	2	63.34642	0.359783	0.414148	0.601565	0.0350336	0.02896463	0.310184	0.669763	1.07326	1.94679	0.392599	0.95979
4250	-57056.31	-56452	-604.3158	0.129077	0.128205	0.0593049	3.47988	1.491423	0.02941959	0.01704787	-0.03978194	0.4267935	2	57.52785	0.312743	0.343871	0.627235	0.0667626	0.02610728	0.223994	0.587122	1.04991	2.13897	0.3870115	1.102793
4300	-57081.96	-56475.35	-606.6062	0.136981	0.119429	0.0612737	2.79128	2.08105	0.0253373	0.01706579	0.02710161	0.2573579	2	56.01076	0.351343	0.342561	0.623989	0.0486499	0.04047564	0.302762	0.663365	1.07189	1.96198	0.2844595	0.9047259
4350	-57062.57	-56453.98	-608.5891	0.117773	0.13679	0.0579004	2.83349	1.850414	0.03017626	0.01732266	0.007063339	0.3168735	1	59.5842	0.28882	0.394025	0.643973	0.0516518	0.02624802	0.27474	0.638102	1.06575	2.02141	0.3239369	0.9781953
4400	-57051.6	-56447.63	-603.9707	0.130441	0.125181	0.0489578	2.63685	1.859449	0.03030454	0.01767362	-6.405804e-05	0.5619352	1	55.90644	0.300855	0.321187	0.612091	0.0344551	0.02140974	0.275899	0.639184	1.06604	2.01888	0.5618711	1.000114
4450	-57044.87	-56438.22	-606.647	0.127655	0.127386	0.0537556	2.48211	2.005395	0.02804678	0.01818577	0.0002324036	0.4750023	1	58.90919	0.282698	0.363209	0.620706	0.0426446	0.02216521	0.293918	0.655586	1.07012	1.98037	0.4752347	0.999511
4500	-57037.94	-56428.88	-609.0512	0.1305	0.1408	0.0590225	2.47866	1.780301	0.02801824	0.01653582	0.002528065	0.4057732	2	56.93764	0.311863	0.361157	0.617148	0.0432107	0.02299419	0.26556	0.629414	1.06338	2.04165	0.4083013	0.9938083
4550	-57043.2	-56433.85	-609.3454	0.137679	0.138368	0.0497264	3.10087	2.016827	0.02660857	0.01719509	0.004670286	0.6067134	1	59.2159	0.300039	0.388986	0.654217	0.0558406	0.02167794	0.295275	0.656791	1.07041	1.97753	0.6113837	0.9923611
4600	-57047.88	-56433.7	-614.1822	0.13868	0.130768	0.0518024	2.54107	1.783627	0.02542879	0.01763739	-0.005300241	0.275268	1	62.65933	0.313215	0.363358	0.601388	0.0429586	0.03403559	0.266003	0.629838	1.0635	2.04066	0.2699677	1.019633
4650	-57066.61	-56457.29	-609.3217	0.140299	0.139929	0.0571483	2.69066	1.703008	0.02686781	0.01622999	0.01838593	0.4880778	2	62.47932	0.267964	0.356683	0.64571	0.0486421	0.03290293	0.255049	0.619194	1.06041	2.06535	0.5064638	0.9636974
4700	-57051.74	-56438.38	-613.3595	0.121817	0.128186	0.0545431	2.84441	1.944259	0.02820592	0.01795524	-0.003549401	0.2838533	2	62.62696	0.252692	0.33961	0.60853	0.0496741	0.03479824	0.286529	0.648952	1.06853	1.99599	0.2803039	1.012663
4750	-57056.73	-56440.4	-616.3366	0.1303	0.123838	0.0616166	2.38699	1.756057	0.02372472	0.01738745	-0.007821903	0.3210399	2	61.31786	0.315443	0.388197	0.599157	0.0363975	0.02345008	0.262308	0.626284	1.06249	2.04892	0.313218	1.024973
4800	-57072.67	-56453.9	-618.7687	0.12256	0.129671	0.0515746	2.24618	1.660063	0.02618946	0.01696903	0.0251549	0.2913828	2	64.75698	0.310812	0.374309	0.602565	0.0543473	0.038121	0.249024	0.613198	1.05859	2.07919	0.3165377	0.9205311
4850	-57060.12	-56442.66	-617.4587	0.108019	0.122357	0.0532068	2.4043	1.684948	0.02593191	0.01755501	-0.01759756	0.4833647	3	56.37774	0.302084	0.332215	0.599798	0.0489355	0.02224747	0.252532	0.616702	1.05966	2.07111	0.4657672	1.037782
4900	-57046.84	-56421.02	-625.8165	0.121892	0.118851	0.0478025	2.53888	1.864018	0.02386983	0.0175841	0.0117939	0.2735029	2	64.39178	0.240036	0.378791	0.583453	0.051489	0.0243948	0.276484	0.639728	1.06618	2.01761	0.2852968	0.958661
4950	-57060.88	-56442.43	-618.4435	0.117352	0.1276	0.0529549	2.43949	1.745784	0.02436849	0.01728167	0.005313684	0.3410238	2	60.97196	0.320335	0.349221	0.603514	0.0627441	0.03089383	0.260918	0.624938	1.0621	2.05204	0.3463375	0.9846575
