Starting job 16490074 on c5-60 on Saga at Wed Dec 24 13:10:51 CET 2025


RevBayes version (1.1.1)
Build from  () on Fri May  5 01:48:14 PM CEST 2023

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/mcmc_CEFBDRP_Ranges_rhinos.Rev")
   Processing file "scripts/mcmc_CEFBDRP_Ranges_rhinos.Rev"
   Successfully read one character matrix from file 'data/rrna.nex'
   Successfully read one character matrix from file 'data/coding_1.nex'
   Successfully read one character matrix from file 'data/coding_2.nex'
   Successfully read one character matrix from file 'data/coding_3.nex'
   Successfully read one character matrix from file 'data/character_matrix_RB_rhinos.nex'
   Processing file "scripts/model_FBDRP_rhinos.Rev"
   Processing of file "scripts/model_FBDRP_rhinos.Rev" completed
   Processing file "scripts/model_UCLN_rhinos.Rev"
   Processing of file "scripts/model_UCLN_rhinos.Rev" completed
   Processing file "scripts/model_GTRG_rhinos.Rev"
   Processing of file "scripts/model_GTRG_rhinos.Rev" completed
   Processing file "scripts/model_Morph_rhinos.Rev"
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   Processing of file "scripts/model_Morph_rhinos.Rev" completed

   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 422 different moves in a random move schedule with 527 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
900         |       -56641.4   |       -56436.3   |       -205.104   |   00:24:44   |   366:00:27   |
950         |       -56710.2   |       -56441.1   |       -269.076   |   00:26:10   |   366:48:55   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
1000        |       -56704.7   |       -56460.6   |       -244.123   |   00:27:42   |   368:52:18   |
1050        |       -56707.8   |       -56437.5   |       -270.375   |   00:29:09   |   369:40:22   |
1100        |       -56695.7   |       -56436.5   |         -259.2   |   00:30:43   |   371:48:40   |
1150        |         -56710   |       -56436.6   |       -273.368   |   00:32:12   |   372:47:48   |
1200        |       -56689.7   |       -56435.9   |       -253.735   |   00:33:43   |   374:04:03   |
1250        |       -56720.3   |       -56429.9   |       -290.473   |   00:35:08   |   374:10:12   |
1300        |       -56701.7   |       -56448.4   |       -253.262   |   00:36:35   |   374:36:14   |
1350        |       -56697.7   |       -56433.9   |       -263.791   |   00:37:57   |   374:10:56   |
1400        |       -56677.5   |       -56436.7   |       -240.785   |   00:39:21   |   374:06:21   |
1450        |       -56700.1   |       -56438.1   |       -261.938   |   00:40:45   |   374:02:00   |
1500        |       -56698.2   |       -56428.1   |       -270.096   |   00:42:13   |   374:33:20   |
1550        |       -56713.8   |       -56425.8   |       -288.005   |   00:43:40   |   374:53:58   |
1600        |       -56709.1   |       -56440.4   |       -268.682   |   00:45:12   |   375:54:48   |
1650        |       -56698.7   |       -56427.3   |       -271.415   |   00:46:37   |   375:55:24   |
1700        |       -56695.1   |       -56454.9   |       -240.167   |   00:48:03   |   376:03:42   |
1750        |       -56649.8   |       -56428.9   |       -220.945   |   00:49:30   |   376:19:04   |
1800        |       -56677.2   |       -56429.5   |       -247.716   |   00:50:59   |   376:48:16   |
1850        |       -56654.2   |       -56427.7   |       -226.515   |   00:52:25   |   376:54:15   |
1900        |       -56636.5   |       -56428.5   |       -207.933   |   00:53:54   |   377:20:50   |
1950        |       -56650.3   |       -56421.3   |       -229.034   |   00:55:24   |   377:52:48   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000        |       -56697.6   |       -56446.2   |       -251.397   |   00:56:56   |   378:36:24   |
2050        |       -56675.2   |       -56415.2   |       -260.009   |   00:58:26   |   379:04:49   |
2100        |       -56731.8   |       -56433.8   |       -298.055   |   00:59:55   |   379:25:28   |
2150        |       -56710.2   |         -56434   |       -276.171   |   01:01:23   |   379:38:55   |
2200        |       -56680.4   |       -56419.8   |        -260.69   |   01:02:48   |   379:33:33   |
2250        |         -56690   |       -56427.9   |       -262.111   |   01:04:15   |   379:40:11   |
2300        |       -56682.1   |       -56434.3   |       -247.786   |   01:05:42   |   379:46:28   |
2350        |       -56691.9   |       -56430.2   |       -261.705   |   01:07:12   |   380:09:23   |
2400        |         -56686   |       -56427.4   |       -258.563   |   01:08:36   |   379:58:04   |
2450        |       -56653.3   |       -56445.7   |       -207.588   |   01:10:03   |   380:03:25   |
2500        |       -56619.4   |       -56436.4   |       -183.014   |   01:11:30   |   380:08:30   |
2550        |       -56677.3   |       -56440.3   |       -236.928   |   01:12:58   |   380:18:32   |
2600        |       -56665.5   |       -56445.8   |       -219.615   |   01:14:25   |   380:23:01   |
2650        |       -56710.8   |       -56440.2   |        -270.67   |   01:15:51   |   380:22:15   |
2700        |       -56683.5   |       -56433.4   |       -250.083   |   01:17:17   |   380:21:28   |
2750        |       -56658.7   |       -56431.8   |       -226.911   |   01:18:44   |   380:25:30   |
2800        |       -56715.8   |       -56444.1   |       -271.707   |   01:20:10   |   380:24:35   |
2850        |       -56719.8   |       -56440.4   |       -279.398   |   01:21:38   |   380:32:59   |
2900        |       -56691.3   |       -56442.7   |       -248.578   |   01:23:05   |   380:36:27   |
2950        |       -56691.1   |         -56434   |       -257.086   |   01:24:30   |   380:30:45   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
3000        |       -56697.7   |       -56438.4   |       -259.335   |   01:25:55   |   380:25:11   |
3050        |       -56680.7   |       -56437.8   |       -242.873   |   01:27:18   |   380:11:03   |
3100        |       -56692.8   |       -56435.8   |           -257   |   01:28:42   |   380:01:37   |
3150        |       -56648.7   |       -56423.6   |       -225.073   |   01:30:09   |   380:05:05   |
3200        |       -56660.8   |       -56437.1   |       -223.625   |   01:31:41   |   380:29:09   |
3250        |       -56683.4   |         -56427   |       -256.373   |   01:33:11   |   380:44:15   |
3300        |       -56723.9   |       -56448.6   |       -275.291   |   01:34:38   |   380:46:46   |
3350        |       -56691.4   |       -56441.6   |       -249.803   |   01:36:05   |   380:49:11   |
3400        |       -56673.9   |       -56439.6   |        -234.32   |   01:37:39   |   381:18:49   |
3450        |       -56747.3   |         -56448   |       -299.296   |   01:39:12   |   381:43:41   |
3500        |       -56687.8   |       -56440.2   |       -247.637   |   01:40:36   |   381:33:41   |
3550        |       -56660.4   |       -56418.6   |       -241.827   |   01:42:06   |   381:46:21   |
3600        |         -56674   |       -56427.7   |       -246.278   |   01:43:35   |   381:54:56   |
3650        |       -56682.3   |       -56425.5   |       -256.811   |   01:45:05   |   382:06:52   |
3700        |       -56701.4   |       -56431.1   |       -270.293   |   01:46:33   |   382:11:17   |
3750        |       -56697.9   |       -56448.4   |       -249.514   |   01:48:04   |   382:26:09   |
3800        |       -56721.4   |       -56451.4   |       -269.942   |   01:49:30   |   382:23:07   |
3850        |       -56677.2   |       -56443.6   |       -233.647   |   01:51:02   |   382:40:49   |
3900        |       -56718.1   |       -56445.7   |       -272.454   |   01:52:35   |   383:01:26   |
3950        |       -56675.5   |       -56441.5   |       -234.042   |   01:54:07   |   383:18:07   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000        |       -56703.4   |       -56413.3   |       -290.059   |   01:55:34   |   383:17:46   |
4050        |       -56701.1   |         -56441   |       -260.083   |   01:57:01   |   383:17:23   |
4100        |       -56674.9   |       -56436.8   |       -238.067   |   01:58:36   |   383:42:51   |
4150        |       -56679.9   |       -56430.8   |       -249.088   |   02:00:10   |   384:04:29   |
4200        |       -56686.6   |       -56445.8   |       -240.805   |   02:01:43   |   384:22:24   |
4250        |       -56734.9   |       -56444.9   |       -289.989   |   02:03:15   |   384:36:45   |
4300        |       -56660.6   |       -56435.4   |       -225.225   |   02:04:47   |   384:50:43   |
4350        |       -56725.8   |       -56432.6   |       -293.223   |   02:06:23   |   385:16:31   |
4400        |         -56757   |       -56435.6   |       -321.415   |   02:07:52   |   385:20:37   |
4450        |       -56688.5   |       -56438.2   |       -250.352   |   02:09:21   |   385:24:34   |
4500        |       -56734.2   |       -56436.6   |       -297.624   |   02:10:52   |   385:34:19   |
4550        |       -56707.1   |       -56423.7   |       -283.383   |   02:12:26   |   385:52:32   |
4600        |       -56710.3   |       -56440.6   |       -269.676   |   02:14:00   |   386:10:20   |
4650        |       -56705.7   |       -56433.8   |       -271.917   |   02:15:34   |   386:27:43   |
4700        |       -56703.7   |       -56421.2   |       -282.465   |   02:17:10   |   386:50:21   |
4750        |       -56761.6   |       -56458.2   |       -303.433   |   02:18:48   |   387:18:02   |
4800        |       -56696.6   |       -56446.5   |       -250.086   |   02:20:24   |   387:39:36   |
4850        |       -56685.2   |       -56443.1   |       -242.132   |   02:21:58   |   387:55:12   |
4900        |       -56698.4   |       -56430.9   |       -267.538   |   02:23:33   |   388:13:11   |
4950        |       -56686.9   |       -56428.1   |       -258.871   |   02:25:08   |   388:30:45   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
5000        |       -56701.4   |       -56424.5   |       -276.882   |   02:26:44   |   388:50:36   |
5050        |         -56697   |         -56436   |       -261.008   |   02:28:14   |   388:54:16   |
5100        |         -56685   |         -56439   |       -246.023   |   02:29:43   |   388:55:15   |
5150        |       -56710.9   |       -56434.5   |       -276.395   |   02:31:15   |   389:03:53   |
5200        |       -56693.1   |       -56446.2   |       -246.879   |   02:32:47   |   389:12:20   |
5250        |       -56670.1   |       -56422.6   |       -247.509   |   02:34:17   |   389:15:33   |
5300        |       -56685.8   |       -56440.2   |       -245.508   |   02:35:50   |   389:26:10   |
5350        |       -56703.8   |         -56436   |       -267.792   |   02:37:19   |   389:26:40   |
5400        |       -56671.8   |       -56448.7   |       -223.112   |   02:38:46   |   389:22:13   |
5450        |       -56722.9   |       -56450.5   |       -272.473   |   02:40:15   |   389:22:41   |
5500        |       -56700.4   |       -56438.6   |       -261.818   |   02:41:44   |   389:23:06   |
5550        |       -56745.9   |       -56452.7   |       -293.215   |   02:43:15   |   389:28:16   |
5600        |         -56736   |       -56440.4   |       -295.556   |   02:44:49   |   389:40:25   |
5650        |         -56708   |       -56447.2   |       -260.838   |   02:46:19   |   389:42:56   |
5700        |       -56711.5   |       -56444.5   |       -266.972   |   02:47:53   |   389:54:41   |
5750        |       -56734.7   |       -56465.4   |       -269.347   |   02:49:26   |   390:03:54   |
5800        |         -56700   |       -56457.6   |       -242.386   |   02:50:57   |   390:08:21   |
5850        |       -56690.7   |       -56462.4   |       -228.354   |   02:52:31   |   390:19:30   |
5900        |       -56712.1   |       -56442.9   |       -269.264   |   02:54:01   |   390:21:27   |
5950        |       -56687.8   |         -56444   |       -243.754   |   02:55:29   |   390:18:54   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
6000        |       -56674.8   |       -56439.1   |       -235.649   |   02:57:03   |   390:29:37   |
6050        |       -56681.7   |       -56447.1   |       -234.615   |   02:58:37   |   390:40:06   |
6100        |       -56685.8   |       -56440.3   |       -245.524   |   03:00:07   |   390:41:44   |
6150        |       -56729.7   |       -56434.3   |       -295.457   |   03:01:37   |   390:43:18   |
6200        |       -56710.2   |       -56455.8   |       -254.346   |   03:03:10   |   390:51:14   |
6250        |       -56718.1   |       -56442.1   |       -275.912   |   03:04:51   |   391:15:57   |
6300        |         -56678   |       -56455.3   |       -222.733   |   03:06:26   |   391:27:38   |
6350        |       -56698.9   |       -56449.6   |       -249.374   |   03:07:55   |   391:26:37   |
6400        |       -56670.7   |       -56436.8   |       -233.932   |   03:09:22   |   391:21:28   |
6450        |         -56679   |       -56442.4   |       -236.533   |   03:10:49   |   391:16:22   |
6500        |       -56735.4   |       -56464.7   |       -270.608   |   03:12:18   |   391:15:23   |
6550        |       -56685.4   |       -56458.7   |        -226.71   |   03:13:48   |   391:16:25   |
6600        |       -56735.3   |       -56437.9   |       -297.412   |   03:15:20   |   391:21:26   |
6650        |       -56721.9   |       -56451.9   |       -269.985   |   03:16:50   |   391:22:21   |
6700        |       -56766.4   |       -56447.5   |       -318.892   |   03:18:23   |   391:29:10   |
6750        |       -56725.4   |       -56459.1   |        -266.29   |   03:19:54   |   391:31:57   |
6800        |       -56734.1   |       -56446.1   |       -287.919   |   03:21:27   |   391:38:33   |
6850        |       -56712.8   |       -56454.7   |       -258.126   |   03:22:55   |   391:35:22   |
6900        |       -56756.6   |       -56446.3   |       -310.345   |   03:24:26   |   391:37:58   |
6950        |       -56709.2   |       -56447.2   |       -262.057   |   03:25:55   |   391:36:43   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
7000        |       -56761.9   |       -56449.2   |       -312.709   |   03:27:26   |   391:39:13   |
7050        |       -56706.8   |         -56451   |         -255.8   |   03:28:56   |   391:39:48   |
7100        |       -56724.3   |       -56463.9   |       -260.393   |   03:30:27   |   391:42:13   |
7150        |       -56720.1   |       -56451.8   |       -268.235   |   03:31:59   |   391:46:25   |
7200        |       -56703.7   |       -56440.2   |       -263.582   |   03:33:27   |   391:43:13   |
7250        |       -56729.2   |       -56458.9   |       -270.368   |   03:34:58   |   391:45:29   |
7300        |       -56749.1   |         -56472   |       -277.035   |   03:36:29   |   391:47:43   |
7350        |       -56710.5   |       -56458.1   |       -252.413   |   03:38:02   |   391:53:29   |
7400        |       -56782.5   |       -56472.7   |       -309.796   |   03:39:36   |   392:00:56   |
7450        |         -56735   |       -56446.3   |       -288.688   |   03:41:11   |   392:10:02   |
7500        |       -56715.4   |       -56466.6   |       -248.803   |   03:42:43   |   392:13:43   |
7550        |         -56738   |       -56460.1   |       -277.838   |   03:44:11   |   392:10:20   |
7600        |       -56690.5   |       -56464.8   |       -225.631   |   03:45:44   |   392:15:40   |
7650        |       -56720.6   |       -56461.6   |        -258.95   |   03:47:11   |   392:10:33   |
7700        |         -56682   |       -56454.1   |       -227.919   |   03:48:40   |   392:08:54   |
7750        |       -56751.9   |       -56476.7   |       -275.161   |   03:50:13   |   392:14:05   |
7800        |       -56685.3   |       -56472.8   |       -212.559   |   03:51:43   |   392:14:05   |
7850        |       -56778.3   |       -56472.4   |       -305.858   |   03:53:14   |   392:15:46   |
7900        |       -56755.3   |       -56466.3   |       -289.059   |   03:54:47   |   392:20:44   |
7950        |       -56731.6   |       -56479.6   |       -251.966   |   03:56:18   |   392:22:18   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
8000        |       -56737.7   |         -56474   |       -263.629   |   03:57:51   |   392:27:09   |
8050        |       -56717.9   |       -56470.3   |       -247.574   |   03:59:21   |   392:26:59   |
8100        |       -56734.2   |       -56500.1   |       -234.075   |   04:00:54   |   392:31:41   |
8150        |       -56740.6   |       -56465.1   |       -275.477   |   04:02:27   |   392:36:19   |
8200        |       -56780.7   |       -56467.8   |       -312.949   |   04:03:56   |   392:34:26   |
8250        |       -56719.7   |       -56476.3   |       -243.401   |   04:05:26   |   392:34:09   |
8300        |         -56701   |       -56466.7   |        -234.28   |   04:06:54   |   392:30:41   |
8350        |       -56701.4   |         -56462   |       -239.402   |   04:08:26   |   392:33:33   |
8400        |       -56735.9   |       -56481.4   |       -254.491   |   04:09:56   |   392:33:14   |
8450        |         -56696   |       -56474.3   |       -221.605   |   04:11:23   |   392:28:13   |
8500        |         -56698   |       -56479.8   |        -218.14   |   04:12:51   |   392:24:47   |
8550        |       -56723.3   |         -56463   |       -260.273   |   04:14:17   |   392:18:18   |
8600        |         -56719   |       -56472.6   |       -246.387   |   04:15:46   |   392:16:28   |
8650        |       -56760.8   |       -56476.7   |       -284.133   |   04:17:17   |   392:17:42   |
8700        |       -56782.3   |       -56477.9   |       -304.349   |   04:18:44   |   392:12:50   |
8750        |         -56706   |       -56472.2   |        -233.75   |   04:20:16   |   392:15:32   |
8800        |       -56747.4   |       -56468.1   |         -279.3   |   04:21:47   |   392:16:42   |
8850        |       -56688.1   |       -56470.9   |       -217.193   |   04:23:12   |   392:08:53   |
8900        |       -56709.4   |       -56468.1   |       -241.319   |   04:24:47   |   392:15:57   |
8950        |       -56697.6   |       -56475.1   |       -222.497   |   04:26:21   |   392:21:28   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
9000        |       -56695.7   |       -56459.7   |       -236.054   |   04:27:58   |   392:31:17   |
9050        |         -56748   |       -56467.4   |       -280.551   |   04:29:32   |   392:36:37   |
9100        |       -56726.5   |       -56452.9   |       -273.574   |   04:30:59   |   392:31:43   |
9150        |         -56694   |       -56460.9   |       -233.089   |   04:32:31   |   392:34:04   |
9200        |       -56698.3   |         -56462   |       -236.287   |   04:34:02   |   392:34:57   |
9250        |       -56655.4   |       -56466.3   |       -189.095   |   04:35:31   |   392:32:57   |
9300        |       -56722.5   |       -56470.1   |       -252.385   |   04:37:00   |   392:30:57   |
9350        |       -56716.2   |       -56470.1   |       -246.089   |   04:38:27   |   392:26:08   |
9400        |       -56759.3   |       -56484.9   |       -274.456   |   04:39:58   |   392:26:59   |
9450        |       -56707.7   |       -56467.5   |       -240.145   |   04:41:27   |   392:25:00   |
9500        |         -56740   |       -56458.3   |        -281.71   |   04:42:52   |   392:17:29   |
9550        |       -56708.6   |       -56483.7   |       -224.898   |   04:44:23   |   392:18:18   |
9600        |       -56799.3   |       -56473.7   |       -325.535   |   04:45:56   |   392:21:50   |
9650        |       -56742.4   |       -56472.6   |       -269.873   |   04:47:28   |   392:23:58   |
9700        |       -56692.9   |       -56461.2   |       -231.692   |   04:49:01   |   392:27:24   |
9750        |       -56750.5   |       -56465.9   |       -284.684   |   04:50:34   |   392:30:48   |
9800        |       -56726.5   |       -56466.1   |       -260.431   |   04:52:10   |   392:38:10   |
9850        |       -56701.9   |       -56473.7   |       -228.165   |   04:53:35   |   392:30:44   |
9900        |       -56684.4   |       -56460.1   |       -224.293   |   04:55:03   |   392:27:22   |
9950        |       -56710.7   |       -56477.8   |       -232.901   |   04:56:36   |   392:30:38   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
10000       |         -56695   |       -56472.7   |       -222.292   |   04:58:12   |   392:37:48   |
10050       |       -56673.3   |       -56467.8   |       -205.519   |   04:59:48   |   392:44:52   |
10100       |       -56675.7   |       -56467.8   |        -207.91   |   05:01:19   |   392:45:21   |
10150       |       -56709.4   |       -56478.7   |       -230.774   |   05:02:45   |   392:39:19   |
10200       |       -56685.2   |       -56484.9   |       -200.258   |   05:04:20   |   392:44:56   |
10250       |       -56687.6   |       -56478.7   |       -208.894   |   05:05:56   |   392:51:47   |
10300       |       -56682.7   |       -56467.3   |       -215.388   |   05:07:29   |   392:54:43   |
10350       |       -56700.5   |       -56472.4   |       -228.187   |   05:09:01   |   392:56:19   |
10400       |       -56683.2   |       -56460.9   |       -222.275   |   05:10:36   |   393:01:42   |
10450       |       -56713.6   |       -56477.1   |       -236.422   |   05:12:12   |   393:08:16   |
10500       |       -56708.2   |       -56458.1   |       -250.087   |   05:13:48   |   393:14:46   |
10550       |       -56724.5   |       -56476.9   |       -247.608   |   05:15:19   |   393:14:57   |
10600       |       -56696.6   |       -56472.4   |       -224.164   |   05:16:50   |   393:15:06   |
10650       |       -56738.7   |         -56476   |       -262.637   |   05:18:25   |   393:20:12   |
10700       |       -56724.2   |       -56466.1   |       -258.046   |   05:19:56   |   393:20:18   |
10750       |       -56740.4   |       -56459.8   |       -280.624   |   05:21:33   |   393:27:45   |
10800       |       -56692.3   |       -56475.9   |        -216.41   |   05:23:01   |   393:24:08   |
10850       |       -56729.1   |       -56481.9   |       -247.223   |   05:24:28   |   393:19:20   |
10900       |       -56752.4   |       -56478.6   |       -273.751   |   05:26:00   |   393:20:36   |
10950       |       -56692.3   |       -56466.5   |       -225.861   |   05:27:30   |   393:19:26   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
11000       |         -56744   |       -56462.6   |       -281.375   |   05:29:04   |   393:23:03   |
11050       |       -56727.4   |       -56465.2   |        -262.17   |   05:30:39   |   393:27:48   |
11100       |       -56691.6   |       -56471.4   |       -220.158   |   05:32:12   |   393:30:08   |
11150       |         -56752   |       -56471.2   |       -280.817   |   05:33:38   |   393:24:11   |
11200       |       -56778.3   |       -56465.2   |       -313.137   |   05:35:10   |   393:25:18   |
11250       |       -56693.3   |       -56470.5   |        -222.79   |   05:36:42   |   393:26:24   |
11300       |       -56722.2   |       -56474.9   |        -247.37   |   05:38:10   |   393:22:50   |
11350       |       -56732.4   |       -56475.2   |       -257.106   |   05:39:46   |   393:28:32   |
11400       |       -56740.3   |         -56483   |       -257.324   |   05:41:26   |   393:38:48   |
11450       |       -56740.9   |         -56473   |       -267.967   |   05:42:58   |   393:39:46   |
11500       |       -56731.9   |       -56473.6   |       -258.231   |   05:44:30   |   393:40:43   |
11550       |       -56738.1   |       -56474.9   |       -263.238   |   05:46:02   |   393:41:38   |
11600       |       -56730.8   |         -56475   |       -255.849   |   05:47:33   |   393:41:24   |
11650       |       -56710.8   |       -56478.3   |       -232.511   |   05:49:07   |   393:44:33   |
11700       |       -56710.2   |       -56472.5   |       -237.645   |   05:50:42   |   393:48:47   |
11750       |       -56699.6   |       -56463.8   |        -235.84   |   05:52:12   |   393:47:22   |
11800       |       -56720.9   |       -56475.6   |       -245.321   |   05:53:38   |   393:41:30   |
11850       |       -56730.4   |       -56477.8   |       -252.693   |   05:55:13   |   393:45:39   |
11900       |       -56765.6   |       -56486.8   |       -278.728   |   05:56:48   |   393:49:45   |
11950       |       -56711.7   |       -56472.5   |       -239.154   |   05:58:19   |   393:49:24   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
12000       |       -56715.3   |       -56474.7   |       -240.646   |   05:59:53   |   393:52:20   |
12050       |       -56699.1   |       -56461.1   |       -237.994   |   06:01:27   |   393:55:13   |
12100       |       -56725.1   |       -56469.5   |        -255.62   |   06:02:59   |   393:55:54   |
12150       |       -56746.1   |         -56472   |       -274.113   |   06:04:34   |   393:59:49   |
12200       |       -56769.8   |         -56471   |       -298.788   |   06:06:04   |   393:58:18   |
12250       |       -56696.5   |       -56471.3   |       -225.206   |   06:07:36   |   393:58:55   |
12300       |       -56698.1   |       -56472.8   |       -225.297   |   06:09:13   |   394:04:52   |
12350       |       -56745.3   |       -56471.5   |       -273.771   |   06:10:52   |   394:12:53   |
12400       |       -56740.5   |         -56469   |       -271.411   |   06:12:33   |   394:22:56   |
12450       |       -56744.1   |       -56469.5   |       -274.615   |   06:14:12   |   394:30:46   |
12500       |       -56782.6   |         -56468   |       -314.594   |   06:15:51   |   394:38:33   |
12550       |       -56718.5   |       -56456.4   |       -262.095   |   06:17:27   |   394:43:06   |
12600       |       -56694.7   |       -56470.4   |       -224.318   |   06:19:02   |   394:46:34   |
12650       |       -56687.2   |       -56473.8   |       -213.422   |   06:20:38   |   394:51:02   |
12700       |       -56699.6   |       -56473.8   |       -225.801   |   06:22:12   |   394:53:23   |
12750       |       -56727.6   |       -56467.4   |       -260.165   |   06:23:49   |   394:58:47   |
12800       |       -56732.9   |       -56461.2   |       -271.753   |   06:25:27   |   395:05:10   |
12850       |       -56702.1   |       -56469.8   |       -232.271   |   06:27:06   |   395:12:30   |
12900       |       -56707.5   |       -56457.5   |       -249.958   |   06:28:43   |   395:17:44   |
12950       |       -56704.9   |       -56459.4   |       -245.534   |   06:30:22   |   395:24:56   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
13000       |       -56731.4   |       -56464.1   |       -267.215   |   06:31:52   |   395:23:00   |
13050       |       -56730.8   |       -56457.2   |       -273.628   |   06:33:21   |   395:20:03   |
13100       |       -56727.5   |       -56467.4   |       -260.143   |   06:34:55   |   395:22:07   |
13150       |       -56741.6   |       -56466.9   |       -274.709   |   06:36:29   |   395:24:10   |
13200       |       -56709.6   |       -56465.3   |       -244.364   |   06:38:05   |   395:28:10   |
