Starting job 16490074 on c5-60 on Saga at Wed Dec 24 13:10:51 CET 2025


RevBayes version (1.1.1)
Build from  () on Fri May  5 01:48:14 PM CEST 2023

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/mcmc_CEFBDRP_Ranges_rhinos.Rev")
   Processing file "scripts/mcmc_CEFBDRP_Ranges_rhinos.Rev"
   Successfully read one character matrix from file 'data/rrna.nex'
   Successfully read one character matrix from file 'data/coding_1.nex'
   Successfully read one character matrix from file 'data/coding_2.nex'
   Successfully read one character matrix from file 'data/coding_3.nex'
   Successfully read one character matrix from file 'data/character_matrix_RB_rhinos.nex'
   Processing file "scripts/model_FBDRP_rhinos.Rev"
   Processing of file "scripts/model_FBDRP_rhinos.Rev" completed
   Processing file "scripts/model_UCLN_rhinos.Rev"
   Processing of file "scripts/model_UCLN_rhinos.Rev" completed
   Processing file "scripts/model_GTRG_rhinos.Rev"
   Processing of file "scripts/model_GTRG_rhinos.Rev" completed
   Processing file "scripts/model_Morph_rhinos.Rev"
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   Processing of file "scripts/model_Morph_rhinos.Rev" completed

   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 422 different moves in a random move schedule with 527 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
88350       |       -56709.8   |         -56451   |       -258.782   |   45:37:16   |   367:28:23   |
88400       |       -56711.6   |       -56444.1   |        -267.52   |   45:38:50   |   367:26:59   |
88450       |       -56736.9   |       -56477.4   |       -259.505   |   45:40:19   |   367:24:54   |
88500       |         -56718   |       -56458.5   |       -259.488   |   45:41:48   |   367:22:49   |
88550       |       -56683.3   |       -56460.6   |       -222.696   |   45:43:22   |   367:21:25   |
88600       |       -56738.6   |       -56446.5   |       -292.046   |   45:44:56   |   367:20:01   |
88650       |       -56695.6   |       -56441.4   |       -254.199   |   45:46:30   |   367:18:36   |
88700       |       -56715.4   |       -56439.7   |       -275.763   |   45:48:07   |   367:17:36   |
88750       |       -56665.2   |       -56443.1   |        -222.09   |   45:49:45   |   367:16:43   |
88800       |       -56696.8   |       -56445.3   |       -251.478   |   45:51:17   |   367:15:03   |
88850       |       -56703.3   |       -56463.5   |        -239.77   |   45:52:51   |   367:13:38   |
88900       |         -56714   |       -56455.6   |       -258.356   |   45:54:25   |   367:12:14   |
88950       |         -56725   |       -56449.1   |       -275.902   |   45:55:59   |   367:10:49   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
89000       |       -56655.4   |       -56449.8   |       -205.565   |   45:57:35   |   367:09:40   |
89050       |       -56772.7   |       -56471.4   |       -301.266   |   45:59:13   |   367:08:48   |
89100       |       -56690.5   |       -56440.6   |       -249.914   |   46:00:55   |   367:08:27   |
89150       |       -56734.5   |       -56450.6   |       -283.979   |   46:02:27   |   367:06:46   |
89200       |       -56677.2   |       -56443.3   |       -233.846   |   46:03:58   |   367:04:58   |
89250       |       -56669.7   |       -56463.4   |        -206.25   |   46:05:28   |   367:03:01   |
89300       |       -56678.1   |       -56440.3   |       -237.794   |   46:07:03   |   367:01:45   |
89350       |       -56690.4   |       -56458.2   |       -232.183   |   46:08:37   |   367:00:20   |
89400       |       -56712.3   |         -56447   |       -265.358   |   46:10:04   |   366:58:00   |
89450       |       -56685.9   |       -56451.4   |       -234.485   |   46:11:33   |   366:55:55   |
89500       |       -56707.6   |       -56454.9   |       -252.717   |   46:13:07   |   366:54:31   |
89550       |       -56693.3   |         -56455   |       -238.258   |   46:14:44   |   366:53:30   |
89600       |       -56665.9   |         -56445   |       -220.904   |   46:16:18   |   366:52:05   |
89650       |       -56724.5   |       -56466.2   |       -258.321   |   46:17:53   |   366:50:48   |
89700       |       -56740.5   |       -56452.7   |       -287.761   |   46:19:32   |   366:50:03   |
89750       |       -56677.9   |         -56447   |        -230.84   |   46:21:07   |   366:48:46   |
89800       |       -56677.3   |       -56453.1   |       -224.167   |   46:22:42   |   366:47:30   |
89850       |       -56679.4   |         -56447   |       -232.349   |   46:24:11   |   366:45:25   |
89900       |       -56705.1   |         -56460   |       -245.058   |   46:25:44   |   366:43:53   |
89950       |         -56699   |       -56455.5   |       -243.524   |   46:27:22   |   366:42:59   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
90000       |       -56735.9   |       -56449.1   |       -286.747   |   46:28:57   |   366:41:43   |
90050       |       -56726.8   |       -56449.4   |       -277.363   |   46:30:31   |   366:40:18   |
90100       |       -56713.6   |       -56464.2   |       -249.473   |   46:32:12   |   366:39:48   |
90150       |       -56715.8   |       -56457.5   |       -258.385   |   46:33:49   |   366:38:47   |
90200       |       -56704.2   |       -56447.9   |       -256.379   |   46:35:24   |   366:37:30   |
90250       |       -56707.8   |       -56446.1   |       -261.661   |   46:37:01   |   366:36:28   |
90300       |       -56685.2   |         -56450   |       -235.215   |   46:38:37   |   366:35:19   |
90350       |       -56666.1   |       -56449.6   |       -216.549   |   46:40:11   |   366:33:54   |
90400       |       -56710.8   |       -56446.3   |       -264.516   |   46:41:45   |   366:32:29   |
90450       |       -56702.8   |       -56444.2   |       -258.558   |   46:43:17   |   366:30:49   |
90500       |       -56767.5   |       -56479.8   |       -287.765   |   46:44:49   |   366:29:08   |
90550       |       -56723.1   |       -56457.3   |       -265.742   |   46:46:20   |   366:27:20   |
90600       |       -56710.8   |       -56463.3   |       -247.536   |   46:47:56   |   366:26:10   |
90650       |       -56721.6   |       -56476.4   |       -245.194   |   46:49:27   |   366:24:22   |
90700       |       -56689.6   |       -56462.3   |       -227.286   |   46:51:03   |   366:23:13   |
90750       |       -56736.1   |       -56464.3   |       -271.768   |   46:52:38   |   366:21:55   |
90800       |       -56710.4   |       -56451.7   |       -258.668   |   46:54:16   |   366:21:02   |
90850       |       -56708.4   |       -56475.4   |       -232.977   |   46:55:52   |   366:19:52   |
90900       |       -56691.4   |       -56455.3   |       -236.098   |   46:57:32   |   366:19:14   |
90950       |       -56722.3   |       -56454.3   |       -267.965   |   46:59:09   |   366:18:12   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
91000       |         -56733   |       -56456.2   |       -276.772   |   47:00:45   |   366:17:03   |
91050       |       -56684.8   |       -56445.1   |       -239.721   |   47:02:14   |   366:14:59   |
91100       |       -56698.5   |         -56448   |        -250.48   |   47:03:42   |   366:12:47   |
91150       |       -56732.4   |         -56458   |       -274.334   |   47:05:17   |   366:11:29   |
91200       |       -56726.6   |       -56463.7   |       -262.867   |   47:06:53   |   366:10:20   |
91250       |       -56738.9   |       -56456.5   |       -282.461   |   47:08:30   |   366:09:18   |
91300       |       -56679.2   |       -56449.2   |       -230.058   |   47:10:07   |   366:08:16   |
91350       |       -56675.2   |       -56442.5   |       -232.736   |   47:11:36   |   366:06:12   |
91400       |       -56683.1   |       -56464.4   |       -218.721   |   47:13:08   |   366:04:31   |
91450       |       -56688.2   |       -56458.5   |       -229.706   |   47:14:37   |   366:02:28   |
91500       |       -56709.8   |       -56458.8   |       -250.999   |   47:16:10   |   366:00:55   |
91550       |       -56707.8   |         -56447   |       -260.808   |   47:17:39   |   365:58:51   |
91600       |       -56701.5   |       -56447.4   |       -254.095   |   47:19:10   |   365:57:02   |
91650       |       -56703.4   |       -56465.5   |         -237.9   |   47:20:41   |   365:55:14   |
91700       |       -56674.2   |         -56433   |       -241.201   |   47:22:11   |   365:53:18   |
91750       |       -56715.8   |       -56449.5   |       -266.311   |   47:23:45   |   365:51:53   |
91800       |       -56693.9   |       -56453.1   |        -240.76   |   47:25:19   |   365:50:28   |
91850       |       -56705.6   |       -56455.5   |       -250.181   |   47:26:50   |   365:48:39   |
91900       |       -56732.7   |       -56459.6   |       -273.119   |   47:28:25   |   365:47:22   |
91950       |       -56721.8   |       -56446.4   |       -275.383   |   47:29:59   |   365:45:57   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
92000       |       -56741.7   |       -56461.6   |       -280.121   |   47:31:32   |   365:44:24   |
92050       |       -56700.5   |       -56450.4   |       -250.146   |   47:33:05   |   365:42:51   |
92100       |       -56713.4   |       -56464.8   |        -248.59   |   47:34:37   |   365:41:11   |
92150       |       -56734.1   |       -56454.2   |       -279.878   |   47:36:09   |   365:39:30   |
92200       |       -56736.4   |       -56460.5   |       -275.935   |   47:37:42   |   365:37:57   |
92250       |       -56762.8   |       -56466.7   |       -296.125   |   47:39:16   |   365:36:32   |
92300       |       -56709.3   |       -56452.6   |       -256.716   |   47:40:51   |   365:35:14   |
92350       |       -56712.9   |       -56447.4   |       -265.463   |   47:42:28   |   365:34:12   |
92400       |       -56733.6   |       -56463.8   |        -269.77   |   47:43:59   |   365:32:24   |
92450       |       -56774.1   |       -56464.6   |       -309.572   |   47:45:32   |   365:30:51   |
92500       |       -56706.2   |       -56464.9   |        -241.33   |   47:47:05   |   365:29:18   |
92550       |       -56716.8   |       -56475.3   |       -241.478   |   47:48:36   |   365:27:30   |
92600       |       -56707.9   |       -56450.5   |       -257.379   |   47:50:09   |   365:25:57   |
92650       |       -56713.3   |       -56470.5   |       -242.852   |   47:51:43   |   365:24:32   |
92700       |       -56720.3   |       -56462.1   |       -258.207   |   47:53:20   |   365:23:30   |
92750       |       -56710.8   |       -56461.1   |       -249.718   |   47:54:59   |   365:22:42   |
92800       |       -56745.8   |       -56471.7   |       -274.097   |   47:56:38   |   365:21:55   |
92850       |       -56765.3   |         -56474   |        -291.34   |   47:58:10   |   365:20:15   |
92900       |       -56677.5   |       -56453.2   |       -224.248   |   47:59:41   |   365:18:27   |
92950       |         -56752   |       -56466.4   |       -285.515   |   48:01:16   |   365:17:09   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
93000       |       -56720.5   |       -56473.1   |       -247.408   |   48:02:51   |   365:15:51   |
93050       |       -56745.9   |       -56458.4   |       -287.489   |   48:04:25   |   365:14:26   |
93100       |       -56678.3   |       -56461.5   |        -216.75   |   48:06:00   |   365:13:08   |
93150       |         -56692   |       -56458.7   |       -233.307   |   48:07:35   |   365:11:50   |
93200       |       -56690.7   |       -56439.2   |       -251.542   |   48:09:15   |   365:11:10   |
93250       |       -56704.9   |       -56454.7   |       -250.221   |   48:10:50   |   365:09:52   |
93300       |       -56678.9   |       -56452.3   |        -226.56   |   48:12:22   |   365:08:12   |
93350       |         -56694   |       -56446.2   |       -247.803   |   48:13:55   |   365:06:39   |
93400       |       -56710.1   |       -56457.9   |       -252.191   |   48:15:29   |   365:05:13   |
93450       |       -56696.6   |       -56438.8   |       -257.845   |   48:16:59   |   365:03:18   |
93500       |       -56667.9   |       -56445.8   |       -222.093   |   48:18:29   |   365:01:22   |
93550       |       -56720.7   |       -56466.8   |       -253.875   |   48:19:58   |   364:59:19   |
93600       |       -56732.5   |       -56456.6   |       -275.895   |   48:21:30   |   364:57:38   |
93650       |       -56679.2   |       -56453.5   |       -225.688   |   48:23:06   |   364:56:28   |
93700       |       -56708.3   |       -56448.3   |       -260.019   |   48:24:42   |   364:55:18   |
93750       |       -56712.1   |       -56474.1   |       -237.994   |   48:26:14   |   364:53:37   |
93800       |       -56706.8   |       -56454.7   |       -252.071   |   48:27:42   |   364:51:26   |
93850       |       -56686.8   |       -56455.4   |       -231.347   |   48:29:11   |   364:49:23   |
93900       |       -56726.8   |       -56457.1   |       -269.671   |   48:30:42   |   364:47:35   |
93950       |         -56714   |       -56453.6   |       -260.336   |   48:32:14   |   364:45:55   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
94000       |       -56708.5   |       -56444.2   |       -264.219   |   48:33:45   |   364:44:07   |
94050       |       -56686.3   |       -56450.4   |        -235.95   |   48:35:17   |   364:42:26   |
94100       |       -56786.7   |       -56462.1   |       -324.569   |   48:36:44   |   364:40:08   |
94150       |         -56745   |       -56453.4   |       -291.637   |   48:38:16   |   364:38:28   |
94200       |       -56681.5   |       -56459.6   |       -221.896   |   48:39:50   |   364:37:03   |
94250       |       -56708.8   |       -56463.7   |       -245.065   |   48:41:25   |   364:35:45   |
94300       |       -56672.8   |       -56455.2   |       -217.619   |   48:43:03   |   364:34:49   |
94350       |       -56738.8   |       -56459.7   |       -279.103   |   48:44:36   |   364:33:16   |
94400       |       -56712.1   |       -56453.6   |       -258.471   |   48:46:15   |   364:32:28   |
94450       |         -56687   |         -56461   |        -226.04   |   48:47:54   |   364:31:40   |
94500       |       -56669.1   |       -56448.4   |       -220.641   |   48:49:31   |   364:30:37   |
94550       |       -56725.2   |       -56469.4   |       -255.763   |   48:51:02   |   364:28:49   |
94600       |       -56711.2   |       -56459.3   |       -251.879   |   48:52:37   |   364:27:31   |
94650       |       -56683.3   |       -56454.2   |       -229.105   |   48:54:12   |   364:26:13   |
94700       |       -56681.4   |       -56446.9   |       -234.454   |   48:55:45   |   364:24:40   |
94750       |       -56701.7   |       -56451.3   |       -250.448   |   48:57:19   |   364:23:14   |
94800       |       -56715.6   |       -56452.8   |       -262.798   |   48:58:50   |   364:21:26   |
94850       |       -56737.7   |       -56453.6   |        -284.18   |   49:00:25   |   364:20:08   |
94900       |         -56720   |         -56474   |       -246.076   |   49:01:59   |   364:18:43   |
94950       |       -56678.3   |       -56449.3   |       -228.909   |   49:03:32   |   364:17:10   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
95000       |       -56680.2   |       -56455.5   |       -224.689   |   49:05:03   |   364:15:22   |
95050       |         -56705   |       -56462.4   |       -242.605   |   49:06:39   |   364:14:11   |
95100       |       -56714.2   |       -56441.8   |       -272.376   |   49:08:14   |   364:12:53   |
95150       |       -56708.8   |       -56447.6   |       -261.232   |   49:09:46   |   364:11:12   |
95200       |       -56724.6   |       -56456.1   |       -268.531   |   49:11:23   |   364:10:09   |
95250       |       -56733.4   |       -56452.1   |       -281.358   |   49:12:59   |   364:08:58   |
95300       |       -56697.5   |       -56443.8   |       -253.782   |   49:14:36   |   364:07:55   |
95350       |       -56715.1   |         -56463   |       -252.067   |   49:16:06   |   364:05:59   |
95400       |       -56743.9   |       -56448.5   |       -295.428   |   49:17:37   |   364:04:12   |
95450       |       -56725.6   |       -56456.9   |       -268.614   |   49:19:11   |   364:02:46   |
95500       |       -56709.6   |         -56458   |       -251.608   |   49:20:46   |   364:01:28   |
95550       |       -56727.7   |       -56463.1   |       -264.595   |   49:22:20   |   364:00:02   |
95600       |       -56685.8   |         -56449   |       -236.813   |   49:23:50   |   363:58:07   |
95650       |       -56752.1   |       -56464.5   |       -287.566   |   49:25:26   |   363:56:56   |
95700       |       -56688.3   |         -56446   |       -242.352   |   49:26:57   |   363:55:08   |
95750       |       -56687.7   |       -56447.3   |       -240.441   |   49:28:26   |   363:53:05   |
95800       |       -56680.4   |       -56441.3   |       -239.073   |   49:29:57   |   363:51:18   |
95850       |       -56720.6   |       -56462.5   |       -258.058   |   49:31:32   |   363:49:59   |
95900       |       -56730.7   |       -56456.6   |        -274.04   |   49:32:59   |   363:47:42   |
95950       |       -56669.6   |         -56464   |       -205.605   |   49:34:31   |   363:46:02   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
96000       |         -56712   |       -56453.4   |       -258.551   |   49:36:04   |   363:44:29   |
96050       |       -56690.4   |       -56444.1   |       -246.331   |   49:37:35   |   363:42:41   |
96100       |       -56742.4   |       -56459.6   |       -282.759   |   49:39:06   |   363:40:54   |
96150       |       -56730.9   |       -56452.3   |       -278.561   |   49:40:38   |   363:39:13   |
96200       |       -56722.1   |       -56461.5   |       -260.523   |   49:42:10   |   363:37:33   |
96250       |       -56737.3   |       -56465.6   |       -271.739   |   49:43:38   |   363:35:23   |
96300       |       -56670.2   |       -56446.2   |       -223.963   |   49:45:05   |   363:33:07   |
96350       |       -56699.4   |       -56440.7   |       -258.711   |   49:46:36   |   363:31:19   |
96400       |         -56716   |       -56453.7   |       -262.336   |   49:48:07   |   363:29:31   |
96450       |       -56675.3   |       -56446.4   |       -228.874   |   49:49:43   |   363:28:20   |
96500       |       -56678.8   |       -56440.6   |       -238.239   |   49:51:12   |   363:26:18   |
96550       |         -56739   |       -56448.8   |       -290.171   |   49:52:39   |   363:24:02   |
96600       |       -56712.9   |       -56441.1   |       -271.819   |   49:54:06   |   363:21:45   |
96650       |       -56699.4   |       -56433.5   |       -265.921   |   49:55:33   |   363:19:29   |
96700       |       -56754.3   |         -56457   |       -297.224   |   49:57:11   |   363:18:32   |
96750       |       -56694.1   |       -56444.2   |       -249.939   |   49:58:48   |   363:17:28   |
96800       |         -56673   |       -56442.8   |       -230.217   |   50:00:22   |   363:16:03   |
96850       |       -56675.1   |       -56454.6   |       -220.481   |   50:01:56   |   363:14:37   |
96900       |       -56684.7   |       -56446.6   |       -238.018   |   50:03:26   |   363:12:42   |
96950       |       -56696.9   |         -56447   |        -249.91   |   50:04:57   |   363:10:55   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
97000       |       -56705.7   |       -56453.7   |       -251.957   |   50:06:26   |   363:08:53   |
97050       |       -56687.2   |       -56452.7   |       -234.478   |   50:08:00   |   363:07:27   |
97100       |       -56672.4   |       -56449.9   |       -222.568   |   50:09:29   |   363:05:26   |
97150       |       -56743.8   |       -56467.3   |       -276.485   |   50:11:02   |   363:03:53   |
97200       |       -56738.8   |       -56459.7   |       -279.083   |   50:12:34   |   363:02:13   |
97250       |       -56667.4   |         -56437   |        -230.41   |   50:14:01   |   362:59:57   |
97300       |       -56683.8   |       -56455.6   |       -228.222   |   50:15:30   |   362:57:55   |
97350       |       -56681.2   |       -56448.8   |       -232.333   |   50:16:59   |   362:55:53   |
97400       |       -56693.6   |       -56458.8   |       -234.828   |   50:18:28   |   362:53:52   |
97450       |       -56700.7   |         -56449   |       -251.725   |   50:19:58   |   362:51:57   |
97500       |       -56679.3   |       -56443.2   |       -236.086   |   50:21:28   |   362:50:03   |
97550       |       -56663.9   |       -56446.1   |       -217.732   |   50:23:01   |   362:48:30   |
97600       |       -56691.9   |       -56443.1   |       -248.817   |   50:24:31   |   362:46:36   |
97650       |       -56726.7   |         -56453   |       -273.739   |   50:26:02   |   362:44:49   |
97700       |       -56699.4   |       -56462.2   |       -237.161   |   50:27:37   |   362:43:30   |
97750       |         -56713   |       -56472.8   |       -240.224   |   50:29:07   |   362:41:36   |
97800       |       -56709.9   |       -56450.3   |       -259.556   |   50:30:40   |   362:40:03   |
97850       |       -56703.4   |       -56450.8   |       -252.562   |   50:32:09   |   362:38:02   |
97900       |       -56677.3   |       -56445.2   |       -232.056   |   50:33:38   |   362:36:00   |
97950       |       -56684.8   |         -56451   |       -233.815   |   50:35:09   |   362:34:13   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
98000       |       -56690.4   |       -56434.4   |       -255.961   |   50:36:41   |   362:32:34   |
98050       |       -56679.2   |         -56441   |       -238.254   |   50:38:09   |   362:30:25   |
98100       |       -56706.9   |       -56449.9   |       -256.977   |   50:39:45   |   362:29:14   |
98150       |       -56705.4   |       -56468.4   |       -237.063   |   50:41:16   |   362:27:27   |
98200       |       -56688.5   |       -56454.2   |       -234.266   |   50:42:50   |   362:26:01   |
98250       |       -56740.1   |         -56455   |       -285.081   |   50:44:23   |   362:24:29   |
98300       |       -56695.1   |       -56454.3   |       -240.847   |   50:46:00   |   362:23:25   |
98350       |       -56689.3   |       -56453.1   |       -236.226   |   50:47:34   |   362:21:59   |
98400       |       -56682.3   |       -56453.8   |       -228.569   |   50:49:07   |   362:20:26   |
98450       |       -56713.6   |         -56462   |       -251.549   |   50:50:38   |   362:18:40   |
98500       |       -56664.2   |       -56460.8   |       -203.443   |   50:52:07   |   362:16:38   |
98550       |       -56701.4   |         -56442   |       -259.371   |   50:53:38   |   362:14:51   |
98600       |       -56729.4   |       -56452.4   |       -276.981   |   50:55:08   |   362:12:58   |
98650       |       -56728.3   |       -56453.7   |       -274.544   |   50:56:38   |   362:11:04   |
98700       |       -56687.9   |       -56452.5   |       -235.394   |   50:58:10   |   362:09:24   |
98750       |         -56719   |       -56443.6   |       -275.433   |   50:59:39   |   362:07:23   |
98800       |       -56708.7   |       -56453.6   |       -255.095   |   51:01:12   |   362:05:50   |
98850       |       -56703.9   |       -56454.4   |       -249.492   |   51:02:45   |   362:04:18   |
98900       |       -56672.7   |       -56446.4   |       -226.328   |   51:04:17   |   362:02:38   |
98950       |       -56677.8   |       -56459.3   |       -218.512   |   51:05:48   |   362:00:51   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
99000       |       -56716.8   |       -56460.6   |       -256.118   |   51:07:21   |   361:59:19   |
99050       |       -56697.6   |       -56462.2   |       -235.318   |   51:08:52   |   361:57:32   |
99100       |       -56697.6   |       -56475.1   |        -222.54   |   51:10:29   |   361:56:27   |
99150       |       -56745.1   |       -56474.1   |       -271.041   |   51:12:05   |   361:55:16   |
99200       |       -56689.9   |       -56457.7   |       -232.212   |   51:13:40   |   361:53:58   |
99250       |       -56693.7   |       -56462.3   |       -231.376   |   51:15:12   |   361:52:18   |
99300       |         -56738   |       -56464.1   |       -273.837   |   51:16:43   |   361:50:31   |
99350       |       -56692.6   |       -56466.1   |       -226.535   |   51:18:14   |   361:48:44   |
99400       |       -56672.2   |         -56441   |       -231.188   |   51:19:52   |   361:47:47   |
99450       |       -56693.9   |         -56455   |       -238.876   |   51:21:26   |   361:46:21   |
99500       |       -56675.2   |       -56466.1   |       -209.086   |   51:22:56   |   361:44:28   |
99550       |       -56696.5   |       -56458.4   |       -238.068   |   51:24:25   |   361:42:27   |
99600       |       -56703.9   |       -56470.3   |       -233.685   |   51:25:56   |   361:40:40   |
99650       |       -56692.2   |       -56464.1   |       -228.031   |   51:27:29   |   361:39:08   |
99700       |       -56741.4   |         -56467   |       -274.373   |   51:29:04   |   361:37:49   |
99750       |       -56700.8   |       -56468.1   |       -232.733   |   51:30:44   |   361:37:06   |
99800       |       -56706.2   |       -56459.3   |       -246.908   |   51:32:25   |   361:36:29   |
99850       |       -56734.4   |       -56469.8   |       -264.537   |   51:34:07   |   361:36:00   |
99900       |       -56702.8   |       -56459.6   |       -243.274   |   51:35:46   |   361:35:09   |
99950       |       -56732.9   |       -56461.5   |       -271.455   |   51:37:18   |   361:33:29   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
100000      |       -56692.9   |       -56460.5   |       -232.314   |   51:38:53   |   361:32:11   |
100050      |       -56711.7   |       -56465.7   |       -246.021   |   51:40:25   |   361:30:31   |
100100      |       -56709.4   |       -56458.1   |       -251.257   |   51:41:55   |   361:28:37   |
100150      |       -56740.1   |       -56472.4   |       -267.753   |   51:43:27   |   361:26:57   |
100200      |       -56755.7   |       -56467.9   |       -287.847   |   51:44:59   |   361:25:18   |
100250      |       -56698.1   |       -56461.3   |       -236.821   |   51:46:32   |   361:23:45   |
100300      |       -56703.9   |       -56467.6   |       -236.305   |   51:48:01   |   361:21:44   |
100350      |       -56739.8   |       -56454.1   |       -285.729   |   51:49:33   |   361:20:05   |
100400      |       -56725.7   |       -56486.4   |       -239.238   |   51:51:01   |   361:17:57   |
100450      |       -56713.3   |       -56462.6   |       -250.662   |   51:52:33   |   361:16:18   |
100500      |       -56710.1   |       -56469.1   |       -241.006   |   51:54:04   |   361:14:31   |
100550      |       -56734.9   |       -56472.3   |       -262.584   |   51:55:38   |   361:13:05   |
100600      |       -56725.1   |       -56477.4   |       -247.751   |   51:57:09   |   361:11:19   |
100650      |       -56700.5   |         -56474   |       -226.508   |   51:58:41   |   361:09:39   |
100700      |       -56725.4   |       -56488.4   |       -236.933   |   52:00:15   |   361:08:13   |
100750      |       -56728.6   |       -56473.8   |       -254.761   |   52:01:45   |   361:06:20   |
100800      |       -56705.8   |       -56460.1   |       -245.672   |   52:03:15   |   361:04:26   |
100850      |       -56688.3   |       -56472.3   |       -215.973   |   52:04:46   |   361:02:40   |
100900      |       -56753.5   |       -56485.9   |       -267.623   |   52:06:18   |   361:01:00   |
100950      |       -56713.4   |         -56465   |       -248.387   |   52:07:49   |   360:59:14   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
101000      |       -56686.1   |       -56451.6   |       -234.411   |   52:09:23   |   360:57:48   |
101050      |       -56691.6   |       -56448.1   |       -243.575   |   52:10:55   |   360:56:09   |
101100      |       -56674.9   |       -56441.7   |       -233.142   |   52:12:26   |   360:54:22   |
101150      |       -56710.8   |       -56469.8   |       -240.971   |   52:13:58   |   360:52:43   |
101200      |       -56732.4   |         -56461   |       -271.431   |   52:15:28   |   360:50:49   |
101250      |       -56679.8   |         -56465   |        -214.81   |   52:16:58   |   360:48:56   |
101300      |       -56747.6   |       -56455.8   |       -291.836   |   52:18:29   |   360:47:10   |
101350      |       -56733.3   |       -56467.5   |       -265.751   |   52:20:01   |   360:45:30   |
101400      |       -56700.6   |       -56455.3   |       -245.346   |   52:21:34   |   360:43:58   |
101450      |       -56728.6   |       -56473.8   |       -254.751   |   52:23:12   |   360:43:00   |
101500      |       -56719.4   |       -56467.4   |       -252.027   |   52:24:44   |   360:41:20   |
101550      |         -56693   |       -56465.1   |       -227.848   |   52:26:11   |   360:39:06   |
101600      |       -56697.5   |       -56461.5   |       -236.023   |   52:27:38   |   360:36:52   |
101650      |       -56695.7   |       -56463.4   |       -232.369   |   52:29:08   |   360:34:59   |
101700      |       -56716.9   |       -56457.2   |       -259.633   |   52:30:38   |   360:33:06   |
101750      |         -56725   |       -56450.3   |       -274.627   |   52:32:08   |   360:31:13   |
101800      |       -56724.1   |       -56457.7   |       -266.345   |   52:33:40   |   360:29:34   |
101850      |       -56681.4   |       -56476.6   |       -204.794   |   52:35:10   |   360:27:41   |
101900      |       -56708.5   |       -56464.9   |       -243.633   |   52:36:43   |   360:26:08   |
101950      |       -56726.1   |       -56469.7   |       -256.403   |   52:38:17   |   360:24:42   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
102000      |       -56739.2   |         -56452   |       -287.202   |   52:39:54   |   360:23:37   |
102050      |       -56697.7   |       -56461.8   |       -235.866   |   52:41:28   |   360:22:12   |
102100      |         -56721   |       -56467.5   |        -253.49   |   52:43:00   |   360:20:32   |
102150      |       -56702.9   |       -56454.2   |       -248.708   |   52:44:34   |   360:19:07   |
102200      |         -56740   |         -56463   |       -276.951   |   52:46:13   |   360:18:15   |
102250      |       -56682.5   |         -56461   |       -221.491   |   52:47:47   |   360:16:49   |
102300      |       -56705.5   |       -56449.8   |       -255.705   |   52:49:20   |   360:15:17   |
102350      |       -56728.8   |         -56457   |       -271.779   |   52:50:49   |   360:13:17   |
102400      |       -56707.5   |       -56452.3   |       -255.209   |   52:52:20   |   360:11:31   |
102450      |       -56725.9   |       -56472.8   |       -253.155   |   52:53:51   |   360:09:45   |
