Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	part_rate[1]	part_rate[2]	part_rate[3]	part_rate[4]	part_rate_mult[1]	part_rate_mult[2]	part_rate_mult[3]	part_rate_mult[4]	pinvar[1]	pinvar[2]	pinvar[3]	pinvar[4]	TL
12950	-42196.23	-42143.61	-52.6149	9.87402e+07	9.23929e+07	6.77393e+07	9.18778e+07	0.0445396	0.0496668	0.0632985	0.25026	0.045488	0.0374407	0.0428801	0.0497585	0.0697232	0.00773663	0.0511984	0.0311506	0.0498852	0.488973	0.4368	0.137936	2.72889	0.0808318	0.121531	0.038378	0.759259	0.719641	0.733981	0.863853	0.0930943	0.7930259
13000	-42195.32	-42145.25	-50.06731	9.22248e+06	5.04916e+07	4.70606e+07	7.91958e+07	0.0384248	0.0492621	0.0675296	0.221896	0.0432211	0.0377937	0.0427564	0.0482824	0.0637116	0.00898156	0.0518598	0.0270481	0.0373931	0.57274	0.427194	0.15349	2.67317	0.0946792	0.118858	0.0427055	0.743757	0.684988	0.748461	0.856046	0.0752029	0.7381605
13050	-42201.59	-42149.98	-51.6099	9.9153e+07	8.46008e+07	1.21988e+07	1.52258e+07	0.0474255	0.0523327	0.0719534	0.241632	0.0504823	0.0362784	0.0432785	0.050314	0.0711559	0.00991545	0.0459541	0.0279258	0.0529809	0.508887	0.450484	0.146933	2.69438	0.0841237	0.125338	0.0408813	0.749657	0.66143	0.73392	0.839697	0.0954959	0.8016292
13100	-42202.81	-42151.1	-51.70833	7.69471e+07	7.04072e+07	1.68513e+07	6.21573e+07	0.04354	0.0549761	0.0705743	0.239892	0.0427746	0.0367129	0.0433056	0.0532166	0.0709493	0.00894435	0.0517097	0.0334662	0.0404506	0.514015	0.493643	0.131176	2.66393	0.0849714	0.137347	0.036497	0.741185	0.695114	0.732821	0.873099	0.080696	0.7905117
13150	-42200.12	-42148.62	-51.49623	3.98912e+07	5.58588e+07	5.65351e+07	3.26536e+07	0.0467953	0.0526734	0.075345	0.249294	0.046706	0.0353151	0.0414535	0.0502551	0.0714249	0.00735592	0.0577029	0.0288986	0.0468255	0.552671	0.464632	0.135535	2.66561	0.0913616	0.129275	0.03771	0.741654	0.699439	0.735336	0.85178	0.0628837	0.8100456
13200	-42189.38	-42138.59	-50.79079	3.6633e+07	8.23432e+07	8.96188e+06	2.23077e+07	0.0444184	0.0471923	0.0673126	0.234588	0.0447695	0.0351941	0.0394657	0.051941	0.0660799	0.00682663	0.0531183	0.0311028	0.0462838	0.548192	0.43157	0.150732	2.68614	0.0906213	0.120076	0.0419382	0.747365	0.73096	0.736355	0.863038	0.0785654	0.7682926
13250	-42197.07	-42145.69	-51.37688	2.0761e+07	9.39957e+06	8.32683e+07	3.33728e+07	0.0487429	0.0443234	0.0658469	0.247114	0.0479264	0.0383944	0.0401353	0.0468281	0.0694089	0.00901094	0.0455713	0.0253142	0.048124	0.539937	0.441554	0.141236	2.69056	0.0892565	0.122854	0.0392961	0.748594	0.703107	0.753076	0.862352	0.0628628	0.7767414
13300	-42210.02	-42161.01	-49.00106	1.47736e+07	9.18095e+07	1.83437e+07	4.22959e+07	0.0427294	0.0439803	0.0627105	0.223952	0.0539249	0.0330274	0.0423989	0.0545292	0.069403	0.00992103	0.0327699	0.0280137	0.0575457	0.666687	0.450737	0.147372	2.59993	0.11021	0.125409	0.0410033	0.723378	0.706769	0.747117	0.870029	0.0758591	0.7549058
13350	-42204.12	-42151.74	-52.38699	3.05638e+07	4.17429e+07	1.22935e+07	9.31104e+07	0.0438335	0.0509097	0.0688998	0.233908	0.0497375	0.0403986	0.0404095	0.0482169	0.0666146	0.00908332	0.0536343	0.0312595	0.0403254	0.510523	0.445563	0.131241	2.71402	0.0843942	0.123969	0.0365152	0.755121	0.711144	0.728428	0.874665	0.0832152	0.7772304
13400	-42195.99	-42144.47	-51.51566	6.52308e+07	9.54973e+07	5.46113e+07	6.96526e+07	0.042965	0.0492517	0.0659908	0.230496	0.0494442	0.0363887	0.043313	0.0505337	0.0733482	0.00561995	0.0478029	0.0296244	0.0486836	0.588029	0.436325	0.12931	2.67914	0.0972066	0.121399	0.0359778	0.745417	0.711373	0.74844	0.882079	0.0672203	0.7734623
13450	-42192.52	-42142.25	-50.26782	2.45447e+06	1.61575e+07	452030	4.97628e+07	0.0380129	0.049554	0.0676871	0.218568	0.0459629	0.0360293	0.0463456	0.0504677	0.0708619	0.0046787	0.0554083	0.0336399	0.0442476	0.567889	0.464971	0.144115	2.64765	0.0938773	0.129369	0.0400971	0.736657	0.698025	0.737789	0.866417	0.070522	0.7614639
13500	-42203.39	-42152.53	-50.8581	6.47129e+07	9.60381e+06	8.78439e+07	9.91127e+07	0.0376365	0.0467793	0.0668469	0.239504	0.0441795	0.0412311	0.038559	0.0516219	0.0709948	0.00572561	0.0426047	0.0305575	0.0522979	0.582733	0.415158	0.146329	2.68643	0.0963311	0.11551	0.0407131	0.747446	0.68023	0.730988	0.865058	0.075965	0.7685391
13550	-42190.28	-42140	-50.28155	8.537e+06	5.84518e+07	7.79753e+07	7.36174e+07	0.0435797	0.0461353	0.0699979	0.231776	0.047532	0.0371511	0.0401919	0.0513775	0.0703508	0.00715312	0.0514108	0.02983	0.0505999	0.537799	0.438195	0.162438	2.67398	0.0889031	0.121919	0.0451953	0.743982	0.698415	0.748364	0.848855	0.0913898	0.7770859
13600	-42189.83	-42138.83	-50.99756	7.85234e+07	5.52806e+07	6.8781e+07	5.67428e+07	0.0498946	0.0496285	0.0634589	0.258501	0.0507669	0.0359349	0.0379763	0.0468461	0.0745498	0.00546511	0.0548461	0.0293302	0.0473061	0.580315	0.432852	0.145243	2.67126	0.0959314	0.120433	0.040411	0.743225	0.711298	0.75041	0.866754	0.0820338	0.8045043
13650	-42197.21	-42145.88	-51.33225	1.41398e+06	9.32762e+06	5.52608e+06	6.77306e+06	0.0460753	0.0416684	0.0636564	0.237632	0.048678	0.0333709	0.0426547	0.0508586	0.071532	0.00321487	0.0508952	0.0259588	0.0536644	0.530238	0.443351	0.14272	2.69304	0.0876532	0.123354	0.0397091	0.749284	0.719829	0.742275	0.87436	0.0709769	0.7698599
13700	-42196.62	-42147.03	-49.58827	2.06741e+07	5.92205e+07	2.13856e+07	1.55708e+07	0.0483443	0.0465128	0.0731912	0.245601	0.0482585	0.0315205	0.0393027	0.047166	0.0698341	0.00596249	0.046773	0.0265597	0.0446494	0.604548	0.496321	0.141327	2.59731	0.0999373	0.138091	0.0393216	0.72265	0.702912	0.726381	0.888606	0.0729806	0.7736754
13750	-42192.25	-42141.16	-51.08974	2.23222e+07	4.25496e+07	5.2078e+07	7.1027e+07	0.0457111	0.0466438	0.0698665	0.226696	0.045267	0.0393959	0.0451515	0.0530716	0.0693447	0.00804377	0.0444074	0.0290923	0.048157	0.545171	0.458013	0.139225	2.673	0.0901218	0.127433	0.0387366	0.743709	0.725328	0.750078	0.876244	0.0679424	0.7708485
13800	-42197.31	-42145.52	-51.78792	9.5192e+06	1.21802e+07	3.61099e+07	4.86049e+07	0.0446054	0.0486743	0.0668209	0.234152	0.0474946	0.0381521	0.0444033	0.0494883	0.0662756	0.00869278	0.0478423	0.0256302	0.0531268	0.526804	0.441992	0.137372	2.70178	0.0870856	0.122976	0.0382209	0.751718	0.745472	0.724525	0.870452	0.0731634	0.7753582
13850	-42196.51	-42144.99	-51.52294	5.0305e+06	7.36562e+07	7.70555e+07	3.73798e+07	0.0461693	0.0490158	0.070218	0.244703	0.0443047	0.0377726	0.0424634	0.054942	0.0800258	0.00570799	0.0491396	0.0350597	0.0437682	0.548121	0.431471	0.144157	2.69285	0.0906094	0.120048	0.0401088	0.749233	0.676792	0.739757	0.868026	0.0803925	0.8032902
13900	-42194.21	-42143.16	-51.0454	5.24823e+07	2.82505e+07	3.27115e+07	5.85529e+07	0.0473648	0.045963	0.0682124	0.249097	0.0462181	0.0375834	0.0375628	0.0483442	0.0685986	0.0122121	0.0506292	0.0319165	0.0446757	0.56677	0.461156	0.136997	2.65925	0.0936924	0.128307	0.0381167	0.739884	0.719087	0.745085	0.8648	0.0750311	0.7883784
13950	-42199.9	-42146.68	-53.22081	8.85875e+07	1.30839e+07	4.97268e+07	4.22032e+07	0.0409244	0.0488936	0.0702586	0.259615	0.0579356	0.0349035	0.0424885	0.0498549	0.0718178	0.00589876	0.0568869	0.0310576	0.0451856	0.554349	0.421332	0.121231	2.72222	0.091639	0.117227	0.0337301	0.757404	0.705908	0.733055	0.866273	0.0837207	0.8157205
14000	-42197.22	-42145.88	-51.33752	7.78538e+07	1.20866e+07	6.46963e+07	4.08828e+07	0.039071	0.0492548	0.0701803	0.247993	0.0488805	0.0375083	0.0435919	0.0489534	0.0763877	0.0101248	0.0545833	0.0318168	0.0385543	0.54526	0.440018	0.144411	2.68575	0.0901365	0.122426	0.0401795	0.747258	0.694916	0.732511	0.875731	0.0755043	0.7969001
14050	-42203.58	-42152.75	-50.83806	8.33583e+07	2.95466e+07	6.29283e+07	1.35777e+07	0.0483603	0.0486168	0.0641681	0.267387	0.0458493	0.0373467	0.0411357	0.0487405	0.0650557	0.0068028	0.0452197	0.0325199	0.0458938	0.56613	0.45613	0.143325	2.65833	0.0935865	0.126909	0.0398775	0.739627	0.684875	0.743562	0.877518	0.0667501	0.7970959
14100	-42211.38	-42161.7	-49.68685	7.89596e+07	2.44677e+07	3.67392e+07	4.70131e+07	0.0417212	0.046169	0.0651297	0.221764	0.0438241	0.040411	0.0414393	0.0510243	0.0691764	0.00503846	0.0410133	0.0296379	0.0405133	0.561403	0.481286	0.147032	2.63227	0.0928051	0.133908	0.0409089	0.732378	0.716983	0.749554	0.863178	0.0745519	0.7368621
14150	-42195.18	-42145.5	-49.68042	1.74467e+07	4.55184e+07	2.2363e+07	2.25338e+07	0.0448832	0.0517698	0.0686828	0.226826	0.0448292	0.038753	0.0405748	0.0516535	0.0681447	0.00293722	0.0460324	0.0271556	0.0456125	0.56995	0.468044	0.152386	2.63508	0.0942179	0.130224	0.0423984	0.73316	0.698508	0.754762	0.864415	0.0766229	0.7578549
14200	-42193.21	-42142.16	-51.05114	1.36758e+07	1.52709e+06	4.82394e+07	3.41867e+07	0.0464497	0.043278	0.073369	0.240007	0.0501295	0.0330007	0.0399456	0.0525804	0.070814	0.00969831	0.05016	0.0271964	0.0442523	0.548798	0.463903	0.139084	2.66509	0.0907214	0.129072	0.0386974	0.741509	0.70712	0.733756	0.862012	0.0739681	0.7808809
14250	-42197.86	-42146.89	-50.9653	5.64156e+07	5.06683e+07	1.53905e+07	2.27586e+07	0.0438345	0.0493502	0.0666312	0.245454	0.0501526	0.0400472	0.0454623	0.0489736	0.0749166	0.00310409	0.0448397	0.027616	0.0488607	0.543176	0.420398	0.156274	2.69475	0.0897921	0.116968	0.0434801	0.74976	0.706372	0.727772	0.871325	0.080796	0.7892424
14300	-42192.65	-42141.05	-51.60084	9.83723e+07	4.16104e+06	1.42356e+07	3.17073e+07	0.0465313	0.0483483	0.0701598	0.249566	0.043455	0.0334156	0.0413844	0.047645	0.0657123	0.00820204	0.0435476	0.0305261	0.0515155	0.553766	0.450158	0.132641	2.68233	0.0915427	0.125248	0.0369048	0.746305	0.719724	0.733936	0.880852	0.0687349	0.7800088
14350	-42195.64	-42143.26	-52.37365	2.70319e+07	4.46815e+07	6.15704e+06	8.60735e+07	0.042804	0.0483992	0.0685319	0.257853	0.0517682	0.0393236	0.0438975	0.0496999	0.0734951	0.0104048	0.0450689	0.0295206	0.0500741	0.536536	0.43727	0.132706	2.70539	0.0886944	0.121662	0.0369228	0.752721	0.708922	0.728576	0.875268	0.0809175	0.8108408
14400	-42202.63	-42152.2	-50.42939	8.88953e+07	1.79272e+07	2.92104e+07	5.26793e+07	0.0447611	0.0451709	0.0689731	0.256708	0.0498351	0.0366582	0.0429709	0.0487441	0.0731934	0.0120418	0.0480851	0.0263729	0.0500359	0.584827	0.456153	0.147048	2.64347	0.0966773	0.126916	0.0409132	0.735494	0.705769	0.727098	0.845926	0.0810332	0.8035506
14450	-42200.88	-42149.35	-51.52978	3.15362e+07	4.89371e+07	1.30668e+06	5.42701e+07	0.0471909	0.041002	0.0677963	0.233018	0.0528111	0.0323068	0.0401034	0.0500445	0.0735737	0.0115361	0.0470347	0.0329193	0.0443442	0.523778	0.502036	0.127211	2.6537	0.0865853	0.139682	0.035394	0.738339	0.723824	0.735824	0.885846	0.0716779	0.7736812
14500	-42198.82	-42147.8	-51.02237	6.23369e+07	6.21137e+07	3.22248e+07	8.29874e+07	0.043166	0.0497888	0.0703691	0.265174	0.0546432	0.0373353	0.0405635	0.0530995	0.0696401	0.00738201	0.0570413	0.0280252	0.0375404	0.601322	0.462051	0.13382	2.641	0.0994041	0.128557	0.0372329	0.734806	0.720286	0.721804	0.868879	0.0792892	0.8137688
14550	-42196.57	-42145.87	-50.70382	1.94813e+07	5.78778e+07	8.62676e+07	9.06767e+07	0.0434051	0.042834	0.06891	0.255485	0.0466173	0.0399357	0.0439211	0.051491	0.0771164	0.00875143	0.0539889	0.034619	0.0480693	0.565735	0.457085	0.148551	2.65238	0.0935213	0.127175	0.0413315	0.737972	0.694599	0.73556	0.855281	0.0872175	0.8151441
14600	-42205.57	-42154.59	-50.97944	1.05448e+07	7.91214e+07	5.25529e+07	3.18181e+07	0.0469474	0.0526479	0.0740941	0.240309	0.0482951	0.0411397	0.0478505	0.0483947	0.0688065	0.00526804	0.0542772	0.028853	0.047705	0.627591	0.467156	0.126788	2.62732	0.103747	0.129977	0.0352762	0.731	0.673744	0.72665	0.895309	0.0757528	0.8045879
14650	-42195.15	-42142.42	-52.72901	3.42978e+07	6.29063e+07	4.69007e+07	8.3116e+07	0.044774	0.052777	0.0691828	0.283168	0.0431689	0.0384152	0.041965	0.0446252	0.0755525	0.00478159	0.0505119	0.0312147	0.0505835	0.559962	0.439467	0.124711	2.69727	0.0925669	0.122273	0.0346983	0.750462	0.705043	0.735813	0.862452	0.0797568	0.8307202
14700	-42189.48	-42138	-51.47528	6.0981e+07	8.75109e+07	9.16704e+07	425156	0.040777	0.0496817	0.0656421	0.23076	0.0480134	0.0355953	0.0456313	0.0453321	0.0665198	0.00430987	0.0517653	0.0304008	0.0485059	0.535185	0.468052	0.131625	2.67649	0.0884711	0.130226	0.0366221	0.744681	0.713389	0.7345	0.886823	0.0708621	0.7629345
14750	-42206.32	-42154.5	-51.81553	7.95696e+07	3.38944e+07	8.53629e+07	3.6438e+07	0.0426395	0.0469556	0.0711348	0.24173	0.0408183	0.0331932	0.0372598	0.0463209	0.0707373	0.00318833	0.0450079	0.0273597	0.045491	0.518826	0.477367	0.126348	2.68217	0.0857668	0.132818	0.0351537	0.746261	0.720776	0.755987	0.860027	0.102222	0.7518363
14800	-42211.31	-42158.26	-53.05665	5.74643e+07	7.71265e+07	6.93602e+07	7.83135e+07	0.0467797	0.0426181	0.0634132	0.255425	0.0448782	0.0392593	0.0413474	0.0578275	0.081868	0.00993111	0.0408151	0.0280052	0.0544519	0.513612	0.452273	0.123288	2.71342	0.0849048	0.125836	0.0343024	0.754957	0.712218	0.751454	0.861145	0.0862213	0.8066196
14850	-42189.49	-42138.72	-50.76923	7.36071e+07	3.04451e+07	9.62594e+07	6.47907e+07	0.0456933	0.0443606	0.0628127	0.253657	0.0456109	0.0348251	0.0407467	0.0536248	0.0699578	0.00428618	0.0491605	0.0310064	0.0530384	0.603147	0.463443	0.133154	2.63919	0.0997058	0.128944	0.0370475	0.734303	0.72215	0.743225	0.871179	0.080167	0.7887804
14900	-42210.01	-42158.15	-51.86724	2.53834e+07	3.04039e+06	9.06146e+07	2.27943e+07	0.043872	0.0459206	0.0694531	0.230398	0.0491341	0.0343324	0.0435916	0.05309	0.0805905	0.00926542	0.0477351	0.0305694	0.0378339	0.540133	0.455997	0.12946	2.68777	0.089289	0.126872	0.0360196	0.747819	0.707694	0.730123	0.870402	0.0772311	0.7757862
14950	-42199.64	-42149.16	-50.48217	7.11085e+07	1.09901e+06	1.69561e+07	6.1478e+07	0.0406321	0.0517377	0.0684948	0.228572	0.0459161	0.0363076	0.0458624	0.0426276	0.0768575	0.00737823	0.0484416	0.0275827	0.051754	0.558391	0.471694	0.142749	2.64794	0.0923072	0.13124	0.039717	0.736736	0.714951	0.744529	0.877469	0.072711	0.7721646
15000	-42196.16	-42146.73	-49.42989	9.87643e+07	7.81536e+07	4.47482e+07	7.25902e+07	0.0477236	0.0520959	0.0614849	0.234101	0.0446475	0.0360702	0.0388263	0.0497865	0.0711678	0.00584645	0.0465682	0.0287018	0.0455424	0.572035	0.456223	0.160873	2.63718	0.0945628	0.126935	0.0447599	0.733742	0.708395	0.731097	0.877057	0.0881097	0.7625627
15050	-42193.09	-42141.11	-51.97614	8.23813e+07	1.64407e+07	8.81378e+07	7.58614e+07	0.0443633	0.0447715	0.0689576	0.241844	0.0482207	0.0400285	0.0385935	0.0481683	0.0688745	0.00940662	0.0524781	0.0314548	0.0467817	0.557098	0.449587	0.126977	2.68658	0.0920935	0.125089	0.0353289	0.747489	0.699911	0.730603	0.875014	0.0755755	0.7839433
15100	-42196	-42144.99	-51.00474	9.37516e+07	8.0357e+07	1.26322e+07	5.44381e+07	0.04313	0.0507523	0.0714376	0.252112	0.0464927	0.03339	0.0395179	0.0485172	0.0762342	0.008252	0.046943	0.0365336	0.0438542	0.573207	0.46229	0.137344	2.65394	0.0947564	0.128623	0.0382132	0.738407	0.708078	0.738489	0.880963	0.0881673	0.7971671
15150	-42219.64	-42168.98	-50.66291	3.22883e+07	6.82164e+07	3.96112e+07	4.5316e+07	0.0464009	0.0435561	0.0612845	0.237872	0.0464523	0.0365019	0.0368466	0.0487526	0.065302	0.00767712	0.04345	0.0369097	0.0625093	0.559161	0.473941	0.139221	2.64876	0.0924345	0.131865	0.0387356	0.736965	0.707131	0.756023	0.869187	0.0832686	0.7735153
15200	-42199.76	-42148.85	-50.90917	4.91356e+07	7.34485e+07	2.46301e+07	6.22416e+07	0.0464798	0.0445558	0.0675448	0.225767	0.0470965	0.0355308	0.038159	0.051504	0.0677921	0.00954554	0.050768	0.0284209	0.0439615	0.523499	0.468295	0.142527	2.67229	0.0865393	0.130294	0.0396554	0.743511	0.70439	0.740484	0.862216	0.0762284	0.7571254
15250	-42207.43	-42155.65	-51.77944	2.6943e+07	1.48041e+07	6.67019e+07	3.54059e+07	0.0437434	0.0431983	0.0694655	0.245126	0.0505976	0.0352363	0.0368402	0.0501189	0.0668748	0.00615966	0.0500043	0.0285523	0.0385925	0.560646	0.454582	0.125061	2.6814	0.0926799	0.126478	0.0347958	0.746046	0.740615	0.738554	0.869439	0.0765753	0.7645091
15300	-42197.88	-42147.05	-50.82622	9.50045e+07	1.34074e+07	2.5453e+07	3.12065e+07	0.040008	0.0451725	0.0733573	0.247371	0.0482452	0.040576	0.0426658	0.0466883	0.0711839	0.0117299	0.0492766	0.0322923	0.0476015	0.553844	0.459567	0.14535	2.66016	0.0915555	0.127865	0.0404408	0.740138	0.702746	0.740719	0.871326	0.103905	0.7961678
15350	-42203.8	-42151.37	-52.43396	1.74478e+07	3.67329e+07	3.33357e+07	4.70752e+07	0.0484443	0.049976	0.0766877	0.25722	0.0413936	0.0447652	0.0389189	0.0493099	0.0686467	0.0101996	0.0533724	0.0261007	0.0393859	0.560384	0.440409	0.124856	2.69593	0.0926367	0.122535	0.0347387	0.750089	0.69612	0.748197	0.862591	0.0754633	0.8044207
15400	-42197	-42145.52	-51.48337	6.4821e+07	3.23049e+07	9.90697e+07	4.81856e+06	0.048561	0.046749	0.0732445	0.255225	0.0431804	0.0419929	0.0443068	0.0559267	0.0722279	0.00604227	0.0551509	0.0250024	0.0496678	0.599731	0.457972	0.128615	2.65123	0.0991411	0.127422	0.0357846	0.737653	0.687053	0.741534	0.857387	0.0750097	0.8172778
15450	-42203.65	-42151.67	-51.97881	8.75224e+07	8.14225e+07	4.83055e+06	6.17614e+07	0.0504289	0.050737	0.0642206	0.238865	0.0473205	0.0431051	0.0379142	0.0524554	0.07519	0.0157999	0.0491916	0.0334244	0.0367024	0.536915	0.478176	0.126158	2.67081	0.0887569	0.133043	0.0351009	0.743099	0.722215	0.738021	0.867536	0.0798558	0.7953554
15500	-42200.9	-42150.3	-50.59359	6.93966e+06	5.54781e+07	9.15629e+07	7.18886e+07	0.0410821	0.0454088	0.0696594	0.229665	0.0479879	0.0380397	0.0438341	0.0521392	0.0663996	0.00620674	0.0502863	0.0281893	0.0457817	0.560098	0.442929	0.147154	2.67128	0.0925894	0.123236	0.0409427	0.743232	0.717209	0.728989	0.871739	0.0736649	0.7646798
15550	-42201.43	-42150.2	-51.23357	6.02648e+07	9.26507e+07	9.26643e+07	5.49822e+07	0.040117	0.0450531	0.0765615	0.239136	0.0439965	0.0387599	0.0449003	0.0531495	0.066254	0.0116856	0.0537893	0.0291349	0.0434897	0.53406	0.455938	0.142612	2.67829	0.0882851	0.126856	0.039679	0.74518	0.72246	0.728357	0.853471	0.0688437	0.7860273
15600	-42203.92	-42152.63	-51.28931	8.16548e+07	4.0594e+07	5.03605e+07	9.74204e+07	0.0452341	0.0503433	0.0717409	0.222799	0.0518948	0.0324722	0.0372387	0.0443275	0.0684539	0.0140494	0.0435983	0.0292875	0.0468033	0.515814	0.470242	0.137891	2.67954	0.0852689	0.130835	0.0383655	0.74553	0.698401	0.745997	0.870249	0.0790662	0.7582428
15650	-42205.65	-42155.04	-50.60952	1.68802e+07	5.56602e+07	6.52967e+07	8.82402e+07	0.0411127	0.0519853	0.0693609	0.232676	0.0484448	0.0350003	0.0436251	0.0473806	0.0673522	0.0166392	0.0493855	0.0268525	0.0471396	0.557812	0.456296	0.145718	2.66071	0.0922115	0.126955	0.0405431	0.74029	0.711991	0.762092	0.853225	0.0888276	0.776955
15700	-42206.39	-42153.36	-53.02534	3.34146e+07	7.33333e+07	4.73898e+07	6.31446e+07	0.0425436	0.0468403	0.0726125	0.256334	0.0501108	0.0341047	0.0422073	0.0464937	0.0680741	0.00157275	0.0432442	0.0302625	0.0516019	0.517851	0.447969	0.120892	2.71761	0.0856056	0.124638	0.0336358	0.75612	0.698304	0.754004	0.870893	0.0735346	0.7860026
15750	-42188.58	-42138.73	-49.85178	2.88823e+07	1.66455e+07	3.44134e+07	2.27045e+07	0.0435185	0.0482927	0.0666874	0.228913	0.0461057	0.0418025	0.0393959	0.0540042	0.0690429	0.00469987	0.0472019	0.0292984	0.046596	0.570391	0.48506	0.145998	2.62419	0.0942908	0.134958	0.0406211	0.73013	0.705203	0.740126	0.87616	0.0712555	0.7655589
15800	-42209.41	-42158.71	-50.70453	9.57615e+07	5.90591e+06	8.46954e+07	4.50065e+07	0.0432473	0.050945	0.0681079	0.247655	0.0454773	0.0378965	0.0480825	0.0522117	0.0722876	0.00843875	0.0441391	0.028236	0.0502827	0.550254	0.457314	0.149125	2.66078	0.0909621	0.127238	0.0414911	0.740308	0.710435	0.69824	0.888223	0.0727867	0.7970075
15850	-42197.37	-42144.83	-52.54615	2.98415e+07	4.01352e+07	6.08957e+07	2.82468e+07	0.0454716	0.0505543	0.0659262	0.251479	0.0506331	0.0365223	0.0447888	0.0524691	0.0804817	0.00617981	0.0448203	0.0320232	0.0456639	0.538189	0.452995	0.125174	2.69621	0.0889677	0.126037	0.0348273	0.750168	0.687735	0.730543	0.875843	0.0777974	0.8070132
15900	-42193.96	-42143.07	-50.88897	7.00693e+07	2.24266e+07	4.18655e+07	5.55827e+07	0.0469055	0.0519562	0.0707349	0.260329	0.04757	0.0376962	0.0423625	0.0461936	0.0702726	0.00862681	0.0552709	0.0309801	0.0395648	0.494306	0.481572	0.156317	2.66257	0.0817134	0.133988	0.0434922	0.740807	0.721784	0.745666	0.873012	0.090974	0.8084629
15950	-42203.15	-42150.87	-52.28385	3.32659e+07	4.08325e+07	7.6117e+07	4.49972e+07	0.0413877	0.043104	0.057707	0.244714	0.0451633	0.034599	0.0443001	0.0526613	0.0721805	0.0106692	0.0522782	0.0361834	0.043756	0.531623	0.467662	0.122847	2.68777	0.0878823	0.130118	0.0341798	0.74782	0.705537	0.735816	0.880096	0.0809699	0.7787041
16000	-42201.88	-42151.27	-50.61242	7.82867e+07	5.39627e+07	7.92248e+06	2.62457e+06	0.0393398	0.0429387	0.0736122	0.235097	0.0483291	0.0387414	0.0446691	0.0465557	0.0652132	0.0065209	0.059649	0.0278069	0.0479694	0.577985	0.467664	0.137896	2.64518	0.0955463	0.130118	0.038367	0.735969	0.70668	0.735703	0.861128	0.0815655	0.7764426
16050	-42205.8	-42152.73	-53.06605	5.71249e+07	4.03473e+07	3.06887e+07	5.51061e+07	0.0395367	0.047539	0.0738698	0.243291	0.0466932	0.0409679	0.0420601	0.0555179	0.0732646	0.00791488	0.0425395	0.028745	0.0510613	0.550727	0.395894	0.127843	2.7432	0.0910402	0.11015	0.0355697	0.76324	0.725624	0.760691	0.899386	0.088679	0.7930008
16100	-42193.95	-42142.65	-51.30777	1.37313e+07	4.85106e+07	9.04328e+07	6.59051e+07	0.0400808	0.0497116	0.0636723	0.231841	0.0459996	0.0364205	0.0413796	0.0486452	0.0668917	0.00926505	0.0489136	0.0336176	0.0461255	0.557628	0.454075	0.132626	2.67613	0.0921811	0.126337	0.0369004	0.744581	0.725004	0.748118	0.878633	0.0729204	0.7625639
16150	-42197.6	-42146.87	-50.72509	9.13586e+06	9.38977e+07	4.25767e+07	9.60448e+07	0.048494	0.043626	0.067629	0.236949	0.0463691	0.0353686	0.0384237	0.0510039	0.0677645	0.00912777	0.0490154	0.0349714	0.0475387	0.569452	0.479475	0.134988	2.64134	0.0941357	0.133405	0.0375577	0.734902	0.694624	0.731644	0.879265	0.0925399	0.7762816
16200	-42198.89	-42146	-52.8892	8.86792e+07	8.21223e+07	2.18701e+07	3.00951e+07	0.0451688	0.0475396	0.0718316	0.226179	0.0445142	0.0387546	0.0386461	0.04877	0.0733743	0.0038265	0.045494	0.0266538	0.0465582	0.541396	0.407193	0.124021	2.74126	0.0894978	0.113294	0.0345063	0.762702	0.696978	0.721622	0.856237	0.0776368	0.757311
16250	-42207.91	-42156.11	-51.79915	7.27147e+07	9.90177e+07	4.87682e+07	3.74634e+07	0.0467231	0.0498679	0.0660607	0.246442	0.0515462	0.0362037	0.0366574	0.0514229	0.0679247	0.00571049	0.0618919	0.0298013	0.0448783	0.519799	0.416588	0.149858	2.71886	0.0859276	0.115908	0.0416951	0.75647	0.729832	0.73781	0.87172	0.0854431	0.7951308
16300	-42202.2	-42152.12	-50.08117	4.95539e+07	3.7217e+07	6.54866e+07	7.83268e+06	0.0414663	0.0475143	0.0690186	0.252802	0.0437842	0.0376931	0.0438122	0.0533862	0.072882	0.00689616	0.0419376	0.0333348	0.0458958	0.51776	0.504326	0.154839	2.62736	0.0855905	0.140319	0.0430809	0.73101	0.697943	0.732741	0.85995	0.079714	0.7904234
16350	-42194.76	-42143.7	-51.06037	4.47187e+07	9.47512e+07	7.06064e+07	2.67906e+07	0.0438626	0.0459005	0.0685482	0.238799	0.0509282	0.0358335	0.0440081	0.0490721	0.0724116	0.0075828	0.0520593	0.0300852	0.0549536	0.55076	0.482464	0.135927	2.64852	0.0910457	0.134236	0.0378189	0.736899	0.689118	0.744134	0.873754	0.0806726	0.7940446
