Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	part_rate[1]	part_rate[2]	part_rate[3]	part_rate[4]	part_rate_mult[1]	part_rate_mult[2]	part_rate_mult[3]	part_rate_mult[4]	pinvar[1]	pinvar[2]	pinvar[3]	pinvar[4]	TL
79100	-42201.17	-42147.7	-53.47088	8.39932e+07	9.28474e+07	6.5132e+07	1.96981e+07	0.0444081	0.0518082	0.0666195	0.255655	0.0491344	0.0322219	0.0411965	0.048766	0.0722335	0.00838258	0.0461575	0.0396603	0.0498917	0.522517	0.439067	0.118601	2.72603	0.0863769	0.122162	0.0329985	0.758463	0.707423	0.744603	0.878409	0.0824583	0.806135
79150	-42194.89	-42143.85	-51.03226	4.80715e+07	1.40994e+07	4.4694e+07	2.66464e+07	0.0437843	0.045901	0.0709031	0.249385	0.0489087	0.0404195	0.0375693	0.0486439	0.0644833	0.010762	0.0497224	0.0325317	0.048745	0.56891	0.469567	0.135135	2.65143	0.0940461	0.130648	0.0375987	0.737707	0.717765	0.728579	0.874529	0.0808797	0.7917589
79200	-42201.03	-42150.88	-50.14484	671041	5.12912e+07	2.25683e+06	2.6927e+07	0.0405228	0.048191	0.0704078	0.261696	0.051364	0.0352064	0.0458288	0.0469995	0.076198	0.00507932	0.0444332	0.0284251	0.049069	0.576463	0.483488	0.146453	2.6217	0.0952947	0.134521	0.0407478	0.729437	0.710475	0.723291	0.894258	0.0740012	0.8034209
79250	-42193.67	-42141.48	-52.19203	2.10636e+07	7.4885e+07	8.95888e+07	7.95636e+07	0.0484377	0.0501891	0.0669439	0.23781	0.0486026	0.0343475	0.0426638	0.0488116	0.0675115	0.00999118	0.0532382	0.0349125	0.0463527	0.56466	0.436809	0.126287	2.69556	0.0933436	0.121533	0.0351368	0.749986	0.698209	0.739218	0.869162	0.0731784	0.7898125
79300	-42203.2	-42153.43	-49.76946	6.94091e+07	5.32341e+06	764764	8.07323e+06	0.043888	0.0447809	0.0689677	0.264456	0.0429315	0.0378242	0.0447219	0.0531482	0.0740894	0.00667334	0.0425214	0.0273952	0.0514925	0.576137	0.447472	0.163798	2.64057	0.0952408	0.1245	0.0455736	0.734685	0.706847	0.758436	0.882782	0.0648472	0.8028906
79350	-42198.42	-42147.68	-50.73614	8.8762e+06	1.95843e+07	7.22966e+07	3.10546e+07	0.042409	0.0480337	0.0598498	0.246425	0.0463671	0.0368001	0.0390789	0.0497651	0.0604436	0.00996315	0.0543136	0.0343876	0.0514285	0.531263	0.459577	0.149691	2.66923	0.0878228	0.127868	0.0416486	0.74266	0.698253	0.728898	0.84256	0.0824834	0.7792651
79400	-42195.6	-42144.24	-51.36356	4.46607e+07	6.90558e+07	6.32021e+06	5.78873e+07	0.0402379	0.0452069	0.0662691	0.226525	0.0472654	0.0367643	0.0415903	0.0483746	0.0691144	0.00544903	0.0529317	0.0375995	0.0497712	0.54616	0.465006	0.132259	2.67238	0.0902854	0.129379	0.0367985	0.743537	0.711894	0.716541	0.881601	0.0838952	0.7670993
79450	-42198.97	-42147.55	-51.41656	9.44657e+07	9.20151e+07	9.84771e+06	5.77116e+07	0.0429266	0.0478539	0.068389	0.232524	0.0494509	0.0347229	0.0378363	0.0486659	0.0704474	0.00814402	0.0508543	0.0316724	0.0498325	0.537285	0.455111	0.136972	2.68284	0.0888183	0.126626	0.0381097	0.746446	0.687081	0.75096	0.882794	0.0817384	0.7733202
79500	-42201.79	-42150.4	-51.38762	4.6377e+07	4.20491e+07	2.64427e+07	7.04971e+06	0.0466799	0.0494096	0.0654596	0.255229	0.0522257	0.0385509	0.0373995	0.0483103	0.0737932	0.00510557	0.0433204	0.041059	0.0588941	0.521859	0.46426	0.145811	2.67402	0.0862681	0.129171	0.040569	0.743992	0.700222	0.742967	0.881823	0.0722515	0.815437
79550	-42207.58	-42156.48	-51.09692	9.29677e+07	2.09289e+07	1.59193e+07	7.50877e+07	0.0429668	0.0460819	0.0679504	0.255266	0.0415495	0.0414543	0.0402933	0.0491996	0.0854795	0.00911047	0.0454938	0.0385002	0.054245	0.626241	0.486196	0.122928	2.61294	0.103523	0.135275	0.0342023	0.727	0.698112	0.721624	0.875923	0.0766296	0.817591
79600	-42198.62	-42147.62	-51.00608	8.32535e+07	6.50601e+07	2.74213e+07	3.52692e+07	0.0405541	0.0462491	0.0642295	0.234422	0.0405659	0.0367018	0.0398744	0.0479434	0.0721572	0.00794413	0.0470404	0.0359621	0.047292	0.557475	0.465624	0.134193	2.66311	0.0921559	0.129551	0.0373365	0.740957	0.706525	0.727258	0.867927	0.0876694	0.7609357
79650	-42207.48	-42154.91	-52.56349	6.57164e+07	1.89812e+07	3.67019e+07	2.27214e+07	0.0429289	0.0393991	0.0655457	0.233427	0.0458794	0.0425554	0.0424687	0.0489409	0.0653926	0.00877466	0.0597478	0.0338753	0.0414668	0.495684	0.454498	0.128849	2.71629	0.0819412	0.126455	0.0358497	0.755754	0.713063	0.751129	0.867495	0.0640626	0.7704023
79700	-42194.24	-42143.19	-51.04691	7.01413e+07	2.45613e+07	6.35763e+07	8.1393e+07	0.0431363	0.0420098	0.0649055	0.228662	0.0460622	0.0338705	0.037431	0.0508634	0.0744223	0.004345	0.0413252	0.0303843	0.050292	0.578722	0.448673	0.131236	2.67039	0.0956682	0.124834	0.0365137	0.742984	0.693176	0.735355	0.872681	0.0711937	0.74771
79750	-42204.57	-42152.78	-51.79406	4.07171e+07	4.80984e+07	2.30801e+07	3.1068e+07	0.037222	0.0463465	0.07483	0.250092	0.0467351	0.0396137	0.0457162	0.0513474	0.0709088	0.0110584	0.0521282	0.0280324	0.0403465	0.55167	0.464402	0.128793	2.67318	0.0911961	0.129211	0.035834	0.743759	0.715945	0.729703	0.863871	0.101785	0.7943769
79800	-42193.24	-42141.18	-52.06917	5.80977e+07	6.0568e+07	2.95322e+07	6.22966e+07	0.041289	0.0446237	0.0676284	0.254316	0.0510217	0.0358629	0.0450314	0.0511597	0.0680723	0.00462581	0.0455488	0.0333079	0.0536207	0.529133	0.455863	0.132007	2.69189	0.0874707	0.126835	0.0367282	0.748966	0.723906	0.755281	0.877826	0.0767425	0.7961088
79850	-42203.3	-42153.1	-50.19893	1.93515e+07	5.48312e+07	5.5487e+07	6.31089e+07	0.0436718	0.040722	0.0635948	0.218084	0.0540028	0.0373166	0.0423761	0.0455195	0.0694202	0.00939731	0.0488892	0.030503	0.0423288	0.58481	0.467155	0.138278	2.64125	0.0966745	0.129977	0.038473	0.734876	0.670906	0.754578	0.865107	0.0705822	0.7458261
79900	-42197.47	-42147.26	-50.20926	3.28924e+07	8.81509e+06	2.91112e+07	7.05188e+07	0.0475479	0.0468237	0.0645814	0.240015	0.0500901	0.0347339	0.0386946	0.0537324	0.0722859	0.00887125	0.0542281	0.0298673	0.0388684	0.563495	0.48135	0.145008	2.63299	0.093151	0.133926	0.0403457	0.732577	0.724685	0.720592	0.853104	0.0654984	0.7803395
79950	-42201.19	-42149.37	-51.81834	3.23443e+07	6.47684e+07	7.10892e+07	7.78167e+07	0.045413	0.0458021	0.065044	0.263446	0.0461055	0.03235	0.0457446	0.0530812	0.0747807	0.0102696	0.0598664	0.0306747	0.0405009	0.500524	0.472274	0.141621	2.68287	0.0827412	0.131401	0.0394032	0.746455	0.70964	0.740781	0.864733	0.0921872	0.8130786
80000	-42212.57	-42160.82	-51.75503	7.24576e+07	3.32099e+07	1.8968e+07	7.99248e+07	0.0451387	0.0504246	0.0640787	0.255825	0.0473197	0.0429404	0.0436984	0.0476333	0.0739313	0.0105248	0.0624641	0.0382089	0.037074	0.535315	0.449313	0.140978	2.6858	0.0884926	0.125012	0.0392244	0.747271	0.713874	0.735911	0.842804	0.0748882	0.8192621
80050	-42200.02	-42148.63	-51.38545	4.16331e+07	4.23498e+07	9.38268e+07	4.0416e+07	0.0408333	0.0511633	0.072612	0.239834	0.0491874	0.0366329	0.0378639	0.0487269	0.068028	0.008151	0.0512638	0.0291886	0.0481486	0.549528	0.451329	0.136944	2.67937	0.0908421	0.125573	0.0381021	0.745482	0.709286	0.702716	0.870757	0.0690329	0.7816332
80100	-42201.91	-42150.85	-51.06148	1.10753e+07	1.50024e+07	5.55204e+07	6.17693e+07	0.0418962	0.0406258	0.0640432	0.24863	0.0460238	0.0384515	0.0404043	0.047252	0.0750657	0.00895747	0.0465306	0.0301114	0.0422416	0.559021	0.470126	0.133323	2.65856	0.0924114	0.130803	0.0370944	0.739691	0.696124	0.725108	0.868014	0.0838942	0.770234
80150	-42198.19	-42146.75	-51.44315	8.30355e+07	4.6929e+07	7.55676e+07	2.37361e+07	0.0434454	0.0454704	0.0721118	0.23959	0.0460157	0.036593	0.0438633	0.0517686	0.0665747	0.0135104	0.0525391	0.0301139	0.0521395	0.572341	0.465802	0.129283	2.65901	0.0946133	0.1296	0.0359703	0.739816	0.727524	0.727158	0.879949	0.0867363	0.7937363
80200	-42201.7	-42150.39	-51.30335	8.84789e+07	5.98043e+07	2.75096e+07	5.74185e+07	0.0429391	0.0451447	0.0648231	0.229795	0.0458905	0.0366391	0.0383205	0.0464475	0.0644419	0.00638325	0.0564159	0.0339847	0.0492831	0.544989	0.447026	0.137077	2.68624	0.0900917	0.124376	0.0381389	0.747393	0.740769	0.757484	0.894213	0.0924773	0.7605088
80250	-42195.94	-42144.33	-51.60626	8.84128e+07	8.82176e+07	6.71923e+07	3.53058e+07	0.0470261	0.0466853	0.0674476	0.264364	0.0491664	0.0347101	0.0396297	0.0537382	0.0841069	0.00517761	0.045846	0.0293786	0.0519256	0.552863	0.434886	0.143283	2.6875	0.0913933	0.120998	0.0398655	0.747743	0.709781	0.751868	0.865681	0.0802408	0.8192023
80300	-42200.38	-42148.36	-52.02123	9.23783e+07	2.52763e+07	1.03421e+07	5.60879e+07	0.0450674	0.0461667	0.0668453	0.254564	0.049988	0.0375385	0.0416719	0.0483594	0.0726782	0.00781548	0.0501585	0.0344307	0.0460472	0.560398	0.455111	0.126842	2.67924	0.0926391	0.126626	0.0352912	0.745444	0.686728	0.74435	0.882163	0.0916426	0.8013315
80350	-42204.3	-42153.1	-51.19845	3.97112e+07	5.01349e+07	6.10313e+07	6.8853e+07	0.0406614	0.0492863	0.0676964	0.271327	0.0500743	0.0350799	0.0393338	0.0408263	0.0726123	0.00480153	0.042172	0.0303334	0.0520718	0.539761	0.462695	0.141674	2.66908	0.0892276	0.128736	0.0394181	0.742619	0.687751	0.738088	0.887495	0.0813139	0.7962762
80400	-42200.08	-42148	-52.07921	1.01913e+07	5.42063e+06	7.2322e+06	9.56284e+06	0.0489923	0.0436111	0.0659074	0.256903	0.0420478	0.038724	0.0387375	0.0494144	0.0735447	0.00689108	0.0518936	0.0347292	0.0532691	0.592696	0.423788	0.127913	2.6903	0.0979781	0.117911	0.0355894	0.748522	0.683291	0.746464	0.887016	0.0759556	0.8046652
80450	-42190.89	-42139.5	-51.3873	8.73281e+07	4.07089e+07	6.31468e+07	7.25996e+07	0.0462311	0.0458895	0.069245	0.241215	0.0459469	0.0396576	0.0442331	0.0501976	0.0641073	0.00905206	0.0462796	0.025351	0.0436162	0.553913	0.46655	0.13041	2.66808	0.0915669	0.129808	0.0362841	0.742341	0.69104	0.724735	0.870868	0.0694699	0.7710225
80500	-42194.18	-42141.42	-52.76469	7.20534e+07	2.29484e+07	9.47772e+07	9.71805e+07	0.0476405	0.0479365	0.0746518	0.25557	0.0481608	0.0393013	0.0401669	0.052947	0.0790316	0.0134302	0.0480952	0.0298412	0.0390097	0.534305	0.441531	0.126925	2.70823	0.0883255	0.122847	0.0353144	0.753513	0.708804	0.721617	0.877834	0.0707309	0.8157824
80550	-42198.82	-42147.59	-51.23047	9.75172e+06	1.76182e+07	7.14724e+07	578763	0.0511387	0.0458113	0.0737346	0.238537	0.0450247	0.0395287	0.0398168	0.0515562	0.0642855	0.0018013	0.0539596	0.0269424	0.0527201	0.534466	0.474034	0.137618	2.66494	0.0883522	0.131891	0.0382896	0.741468	0.706454	0.74259	0.863677	0.0742704	0.7848564
80600	-42195.64	-42143.65	-51.99412	5.02747e+07	6.4804e+06	2.94939e+07	8.79398e+07	0.0456001	0.0476853	0.0724728	0.231214	0.0456165	0.0400396	0.0405091	0.0555047	0.0675978	0.00918569	0.0524902	0.0306176	0.0434334	0.547063	0.473426	0.122913	2.67277	0.0904345	0.131721	0.0341982	0.743646	0.713103	0.72143	0.877197	0.0724213	0.7819667
80650	-42218.12	-42166.54	-51.57734	2.44541e+07	1.12109e+07	6.71424e+07	6.61855e+07	0.0479132	0.044413	0.0671114	0.243391	0.0486574	0.0336665	0.0395149	0.0556603	0.0590651	0.00827241	0.045286	0.029425	0.0548885	0.626899	0.453962	0.117545	2.65017	0.103632	0.126306	0.0327045	0.737358	0.712839	0.727613	0.827444	0.0747941	0.777265
80700	-42195.89	-42144.68	-51.21356	7.39074e+07	2.77293e+07	7.47498e+07	2.85731e+07	0.0378453	0.0497267	0.0666169	0.241817	0.0465815	0.0407582	0.0450208	0.0509819	0.0722336	0.00612682	0.0446917	0.0297755	0.0527403	0.555784	0.458585	0.136884	2.66846	0.0918763	0.127592	0.0380852	0.742446	0.727557	0.735866	0.885618	0.0765312	0.7849155
80750	-42192.2	-42141.58	-50.616	7.84796e+07	1.73843e+07	2.79091e+07	3.70452e+07	0.0416967	0.047452	0.0691677	0.241723	0.0424269	0.037406	0.0420238	0.0542438	0.0686094	0.0106723	0.0545159	0.0320508	0.0436727	0.558225	0.445511	0.150131	2.66684	0.0922798	0.123955	0.0417709	0.741995	0.707147	0.74336	0.856419	0.0752738	0.7856608
80800	-42198.69	-42147.64	-51.0488	5.29061e+07	6.32273e+07	2.03229e+06	3.39059e+07	0.0431948	0.0442791	0.0734575	0.220086	0.0433793	0.0384256	0.0467224	0.0518719	0.0717727	0.0101865	0.0498751	0.0283551	0.0512153	0.583969	0.463517	0.130255	2.65341	0.0965354	0.128964	0.0362408	0.738259	0.695193	0.742453	0.880767	0.0685317	0.7728209
80850	-42199.25	-42147.75	-51.49811	7.69009e+07	8.19974e+06	3.13895e+07	8.74845e+07	0.0453533	0.0461532	0.0656951	0.258388	0.0471966	0.0394342	0.0432925	0.0525018	0.0672821	0.00804414	0.0466028	0.0307865	0.0537801	0.548341	0.478678	0.132158	2.65752	0.0906458	0.133183	0.0367703	0.739401	0.711148	0.739959	0.869579	0.0868835	0.8045102
80900	-42201.62	-42151.16	-50.46021	9.23093e+07	3.41335e+07	8.56568e+07	1.85691e+06	0.0421496	0.044546	0.0656567	0.230795	0.0451003	0.0428329	0.0387786	0.0452117	0.071731	0.0118933	0.0422892	0.029517	0.0472138	0.595413	0.446279	0.139218	2.65489	0.0984272	0.124168	0.0387347	0.73867	0.696226	0.751071	0.902481	0.0780297	0.7577153
80950	-42193.6	-42142.72	-50.88858	1.44489e+07	1.83786e+07	676675	2.74685e+07	0.0471708	0.0441789	0.0651353	0.244647	0.0497478	0.0382975	0.039477	0.0550714	0.0686266	0.00486385	0.0536254	0.0326239	0.044986	0.591055	0.431863	0.142241	2.66887	0.0977068	0.120157	0.0395758	0.74256	0.712387	0.724809	0.868478	0.0859732	0.7884516
81000	-42201.81	-42149.72	-52.0984	8.38475e+07	5.07238e+07	9.65865e+07	5.24671e+07	0.0452156	0.0498341	0.059965	0.242776	0.0514317	0.0411548	0.0414154	0.0504638	0.0712174	0.0110064	0.050345	0.0321181	0.0456247	0.54247	0.428732	0.135122	2.70799	0.0896753	0.119286	0.037595	0.753443	0.680465	0.729054	0.862037	0.0804089	0.7925683
81050	-42194.04	-42142.97	-51.07375	3.59326e+06	2.24457e+07	6.47365e+07	3.78232e+07	0.0463124	0.0442032	0.0717789	0.241948	0.0496453	0.0318493	0.0424651	0.053171	0.0660258	0.00770143	0.0491088	0.0273952	0.0537737	0.548375	0.467513	0.13861	2.66221	0.0906515	0.130076	0.0385655	0.740707	0.717397	0.741734	0.867451	0.0780168	0.7853783
81100	-42194.89	-42142.51	-52.37648	8.50003e+07	3.43754e+07	9.66678e+07	7.80716e+07	0.0418747	0.0480478	0.0739633	0.233657	0.0435664	0.0396572	0.045827	0.0529763	0.0701001	0.00662967	0.0456322	0.0336403	0.050172	0.54126	0.410604	0.135125	2.72683	0.0894752	0.114242	0.0375958	0.758687	0.703965	0.746667	0.866598	0.0786333	0.7857445
81150	-42198.45	-42147.29	-51.15261	2.98762e+07	5.83946e+07	4.28909e+07	9.23722e+07	0.044034	0.0460689	0.071657	0.251294	0.0482603	0.0319875	0.0395878	0.059636	0.0710275	0.00576801	0.0438307	0.0338249	0.0456598	0.552248	0.432377	0.147387	2.68627	0.0912917	0.1203	0.0410076	0.7474	0.706699	0.757939	0.865568	0.0756085	0.7926364
81200	-42194.17	-42142.67	-51.50186	4.96155e+07	2.02735e+07	4.48532e+07	6.03982e+07	0.0390022	0.0475245	0.0627954	0.244257	0.0471652	0.0319888	0.0416669	0.0485804	0.0773544	0.00937149	0.0509678	0.0274511	0.0503035	0.500518	0.468979	0.141988	2.6858	0.0827402	0.130484	0.0395053	0.74727	0.704932	0.751628	0.86976	0.0973503	0.778429
81250	-42191.04	-42140.2	-50.83406	5.62228e+07	7.69006e+07	6.55788e+07	6.93047e+07	0.0393767	0.0496562	0.0655415	0.225484	0.0414241	0.0407971	0.0403937	0.0546229	0.0664095	0.00884427	0.0482228	0.0339982	0.0452851	0.545274	0.45383	0.142776	2.67357	0.0901389	0.126269	0.0397247	0.743867	0.716505	0.730667	0.859325	0.0763612	0.7600561
81300	-42203.84	-42153.61	-50.23695	9.60684e+06	9.78738e+07	7.56011e+07	5.21851e+06	0.0449202	0.0502774	0.0689156	0.242677	0.0448659	0.0429474	0.0432857	0.0459238	0.0710433	0.0107561	0.0507474	0.0317211	0.0408248	0.531764	0.474563	0.155998	2.64764	0.0879055	0.132038	0.0434033	0.736653	0.713185	0.733144	0.865786	0.0953104	0.788906
81350	-42191.55	-42139.96	-51.59122	8.76008e+07	6.35945e+07	6.28336e+07	5.10095e+06	0.046545	0.0411585	0.07593	0.257844	0.0474298	0.0352122	0.0432027	0.04972	0.0709135	0.00576296	0.0455473	0.0292259	0.0519698	0.575099	0.443686	0.133032	2.67574	0.0950692	0.123447	0.0370135	0.744471	0.721563	0.744732	0.882076	0.0770775	0.8004621
81400	-42194.92	-42144.37	-50.54485	1.8403e+07	6.86189e+07	4.07226e+07	4.26853e+07	0.0436615	0.0498175	0.0672544	0.230732	0.0457172	0.0418816	0.0407172	0.0493264	0.0609751	0.00524527	0.0475324	0.0320245	0.0535701	0.535345	0.432297	0.158434	2.68534	0.0884975	0.120278	0.0440812	0.747143	0.726303	0.750582	0.858792	0.0798264	0.7684554
81450	-42198.41	-42147.04	-51.36574	8.93377e+07	2.87737e+07	6.20874e+07	1.20081e+07	0.0449363	0.0480007	0.067303	0.240029	0.0439589	0.0400944	0.047392	0.0505692	0.0792352	0.00636338	0.0439791	0.0294045	0.0484065	0.525183	0.448529	0.145317	2.68826	0.0868176	0.124794	0.0404316	0.747956	0.705514	0.741521	0.88406	0.07286	0.789672
81500	-42190.53	-42138.97	-51.56491	2.09688e+06	8.119e+07	7.69493e+07	8.36987e+07	0.0413623	0.048514	0.072081	0.24542	0.0462476	0.0392205	0.0418109	0.0519351	0.0718405	0.00896743	0.0483671	0.0310593	0.0516847	0.55838	0.461616	0.132144	2.66863	0.0923053	0.128435	0.0367664	0.742493	0.720605	0.738184	0.870777	0.0713417	0.7985104
81550	-42199.39	-42148.42	-50.96226	8.87725e+07	9.94399e+07	5.57886e+06	9.60781e+07	0.0444404	0.0497278	0.0688162	0.224672	0.0460046	0.035843	0.0439235	0.0469864	0.06601	0.00661175	0.0457869	0.029029	0.0556313	0.511038	0.452302	0.150471	2.68774	0.0844792	0.125844	0.0418657	0.747811	0.712923	0.716095	0.870729	0.0763893	0.7634826
81600	-42192.83	-42141.79	-51.0322	9.4403e+07	9.29005e+07	2.8462e+07	4.84894e+07	0.0414362	0.0449561	0.0694259	0.244841	0.0472192	0.0360858	0.0425721	0.0537229	0.0650256	0.00514293	0.041437	0.0299387	0.0550182	0.573414	0.435158	0.140916	2.67738	0.0947906	0.121074	0.039207	0.744928	0.703453	0.715805	0.872422	0.0743233	0.7768216
81650	-42200.93	-42150.16	-50.76855	5.64028e+07	9.31556e+07	4.81849e+07	8.2309e+06	0.0449223	0.0528197	0.0766341	0.233078	0.0451564	0.0397627	0.03997	0.0555523	0.0697566	0.00982254	0.0434341	0.0348011	0.0585046	0.554552	0.455952	0.14858	2.66013	0.0916725	0.12686	0.0413396	0.740128	0.694477	0.744532	0.870484	0.0700377	0.8042144
81700	-42199.69	-42148.86	-50.82931	3.07634e+07	7.00956e+07	2.55992e+07	4.82602e+07	0.042635	0.0499845	0.0605718	0.25804	0.0481431	0.0322026	0.0401719	0.0522565	0.0719239	0.010039	0.0484588	0.0375261	0.0390957	0.542485	0.478221	0.142217	2.65139	0.0896777	0.133056	0.039569	0.737698	0.723589	0.719022	0.875179	0.0831941	0.7910494
81750	-42196.19	-42144.58	-51.611	5.47763e+07	6.37419e+07	2.14027e+07	6.65202e+07	0.0456029	0.0481839	0.061596	0.24531	0.0471838	0.0351928	0.0404746	0.0476498	0.0743167	0.0125251	0.0405458	0.036301	0.0455751	0.523775	0.445035	0.140995	2.69692	0.0865848	0.123822	0.039229	0.750364	0.718043	0.747902	0.866911	0.0827044	0.7804575
81800	-42197.11	-42145.36	-51.75463	9.40001e+07	7.71454e+06	5.27619e+07	5.38585e+07	0.047915	0.0464975	0.0739513	0.235287	0.0481375	0.038389	0.0405346	0.0528307	0.0698975	0.00525144	0.0513247	0.0278517	0.0466556	0.580885	0.452441	0.124792	2.67178	0.0960258	0.125883	0.0347209	0.743371	0.689478	0.738846	0.858013	0.0766929	0.7845234
81850	-42196.57	-42146.07	-50.50055	3.24482e+07	6.53935e+07	6.4037e+07	7.52751e+07	0.0464926	0.0462326	0.0749066	0.231604	0.0534892	0.0319735	0.0420483	0.0518788	0.0688707	0.00465983	0.0472918	0.0279877	0.0496888	0.614753	0.443323	0.138483	2.64709	0.101624	0.123346	0.0385301	0.7365	0.696592	0.724175	0.882787	0.0599981	0.7771244
81900	-42200.52	-42149.13	-51.38735	6.56164e+07	9.67245e+07	3.69179e+07	6.75045e+07	0.0424838	0.0460016	0.0724666	0.241604	0.0488874	0.0349306	0.0398629	0.044285	0.073322	0.0064053	0.0494202	0.0300885	0.0510906	0.481081	0.440657	0.158271	2.70939	0.0795271	0.122604	0.0440356	0.753833	0.740622	0.742269	0.85864	0.0933514	0.7808482
81950	-42205.64	-42155.22	-50.42354	6.25614e+07	5.48543e+07	5.42635e+07	4.69945e+07	0.042927	0.0463108	0.0662381	0.239484	0.0441421	0.0377832	0.047708	0.0443234	0.0708394	0.00638898	0.0522959	0.0281511	0.0501073	0.489579	0.478061	0.161552	2.66365	0.0809319	0.133011	0.0449487	0.741108	0.721409	0.741216	0.87912	0.0821976	0.7766997
82000	-42204.07	-42154.07	-49.99961	8.60513e+07	3.87956e+07	3.69823e+07	3.14849e+06	0.0402757	0.0487189	0.0650979	0.249986	0.0460793	0.0327552	0.0493922	0.051505	0.071161	0.00695845	0.046739	0.0272698	0.0479504	0.563246	0.423064	0.167321	2.66911	0.0931098	0.117709	0.0465538	0.742627	0.70012	0.749615	0.883349	0.0792206	0.7838889
82050	-42205.52	-42153.22	-52.30086	1.23037e+07	6.07284e+07	7.5221e+07	5.13173e+07	0.0375367	0.0538631	0.0690986	0.24006	0.045403	0.0422592	0.0448598	0.0491054	0.0686026	0.00520834	0.044888	0.0289319	0.0461509	0.538388	0.49415	0.115218	2.6649	0.0890006	0.137487	0.032057	0.741455	0.710486	0.724777	0.890168	0.0795261	0.775968
82100	-42207.76	-42155.48	-52.28173	2.90596e+07	6.84138e+07	9.55217e+07	1.92814e+07	0.0466935	0.0525903	0.0708651	0.249988	0.0462495	0.0346626	0.0361975	0.0551393	0.0794698	0.0107892	0.0485551	0.0378018	0.0409928	0.54306	0.452069	0.128699	2.69072	0.0897729	0.125779	0.0358079	0.74864	0.704075	0.714051	0.863991	0.0808568	0.8099943
82150	-42203.63	-42151.14	-52.48842	9.69992e+07	2.0944e+07	7.96425e+07	2.75137e+07	0.0441213	0.0493603	0.0628699	0.24787	0.0421331	0.0380019	0.0377625	0.0535426	0.0703271	0.00867783	0.045568	0.030251	0.0480355	0.510194	0.408876	0.140269	2.74187	0.0843398	0.113762	0.039027	0.762872	0.709621	0.756851	0.844983	0.102891	0.778521
82200	-42191.51	-42140.54	-50.97361	1.99596e+07	9.68879e+07	215924	8.76265e+07	0.0460487	0.0432026	0.066708	0.241409	0.0468846	0.0426656	0.0374743	0.0512051	0.0725806	0.0101932	0.0477462	0.0294527	0.042875	0.545576	0.437033	0.148298	2.68466	0.0901887	0.121596	0.0412611	0.746954	0.709784	0.736624	0.870604	0.0833486	0.7784451
82250	-42195.83	-42145.03	-50.80448	8.80784e+06	7.61205e+07	7.21719e+07	4.25337e+07	0.0388797	0.0492947	0.0678252	0.237855	0.0476884	0.0385089	0.0385571	0.0518258	0.0775995	0.00816593	0.0453573	0.0280131	0.0452234	0.588311	0.437786	0.140274	2.66654	0.0972532	0.121805	0.0390285	0.741913	0.714444	0.746698	0.866378	0.084587	0.7747943
82300	-42204.1	-42153.14	-50.96048	8.33625e+07	3.11682e+06	1.02881e+07	4.16382e+07	0.043441	0.0437349	0.0754609	0.262927	0.0486279	0.0353546	0.0394173	0.0524217	0.0694813	0.00921486	0.0461326	0.0330444	0.043731	0.579899	0.437911	0.144223	2.66747	0.0958626	0.12184	0.0401273	0.74217	0.695336	0.745382	0.866834	0.0972123	0.8029892
82350	-42191.51	-42141.17	-50.33912	2.81023e+07	5.91877e+07	6.34294e+07	6.56499e+06	0.0429459	0.0542311	0.0669077	0.233733	0.0542105	0.0378529	0.0414619	0.0487332	0.0677632	0.007329	0.0488505	0.0299446	0.0467685	0.55593	0.467943	0.148268	2.64763	0.0919003	0.130196	0.0412525	0.736651	0.700086	0.715224	0.866732	0.0665293	0.780732
82400	-42199.07	-42147.41	-51.66258	7.31659e+07	3.99058e+07	4.4998e+07	5.9292e+06	0.0450782	0.0432221	0.0702687	0.244696	0.0473115	0.0353874	0.042046	0.0535151	0.0715453	0.00740651	0.0436009	0.0295207	0.0477591	0.545804	0.464822	0.129987	2.67505	0.0902264	0.129327	0.0361663	0.74428	0.713759	0.737341	0.852155	0.0960042	0.7813578
82450	-42208	-42158.12	-49.88301	9.44098e+07	9.09388e+07	9.52209e+07	2.60652e+07	0.0479132	0.0438728	0.058442	0.224902	0.0496056	0.0364737	0.0366636	0.052511	0.065429	0.00943366	0.0556497	0.038301	0.0424571	0.545542	0.443444	0.163241	2.66333	0.0901832	0.123379	0.0454184	0.741019	0.708174	0.723591	0.885601	0.0843271	0.7616549
82500	-42198.36	-42147.75	-50.61301	4.2578e+07	4.88286e+07	6.12731e+07	3.67774e+06	0.0482011	0.041989	0.0634872	0.218673	0.0420945	0.0407228	0.0413271	0.0523385	0.0687691	0.0114556	0.0473292	0.037779	0.0477794	0.535858	0.45825	0.147996	2.66952	0.0885823	0.127499	0.0411768	0.742742	0.685968	0.740234	0.865687	0.0750149	0.761946
