Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha_morpho	clock_morpho	clock_rates	diversification	extinction_rate	num_samp_anc	origin_time	pinvar[1]	pinvar[2]	pinvar[3]	pinvar[4]	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	turnover
45130	-51609.09	-50977.58	-631.5116	0.14994	0.169664	0.181165	3.27909	1.899835	0.021956	0.01390179	0.02034027	0.417774	1	56.46641	0.373724	0.40272	0.847528	0.0737549	0.02299428	0.281017	0.643921	1.06727	2.00779	0.4381143	0.9535731
45140	-51606.96	-50981.15	-625.8121	0.145192	0.156668	0.179437	4.17281	1.778054	0.02406529	0.01356806	0.01021549	0.4235969	2	57.0954	0.367038	0.393954	0.819787	0.0737549	0.02241359	0.265261	0.629127	1.0633	2.04232	0.4338124	0.9764518
45150	-51605.79	-50981.22	-624.5728	0.143278	0.14383	0.204821	3.59062	1.742319	0.02763993	0.01423021	-0.003235387	0.5417737	2	58.23727	0.333644	0.418963	0.818192	0.055359	0.02172159	0.260448	0.624481	1.06197	2.0531	0.5385383	1.006008
45160	-51607.11	-50985.67	-621.4483	0.158347	0.123558	0.212085	3.83833	1.738348	0.02416531	0.01479154	-0.007242384	0.4776837	1	55.50239	0.370271	0.344315	0.857314	0.0634524	0.02103399	0.259907	0.623955	1.06182	2.05432	0.4704413	1.015395
45170	-51603.48	-50977.8	-625.6743	0.126259	0.111946	0.231908	3.10683	1.800871	0.02670476	0.01473836	-0.01591609	0.5451964	1	61.55421	0.29781	0.376899	0.824435	0.0556845	0.02177045	0.268288	0.632018	1.0641	2.03559	0.5292803	1.030071
45180	-51602.39	-50972.67	-629.7203	0.136937	0.117459	0.199706	3.39304	1.789211	0.02529562	0.0153699	-0.003560022	0.525677	0	61.35431	0.298896	0.349313	0.828431	0.0596696	0.02295781	0.266745	0.630548	1.06369	2.03901	0.522117	1.006818
45190	-51603.46	-50974.05	-629.4103	0.13483	0.140474	0.189852	2.79298	2.107393	0.02392846	0.0153956	0.004525583	0.4718712	1	60.70046	0.325575	0.389186	0.840683	0.0596696	0.02187691	0.305766	0.665968	1.07246	1.95581	0.4763968	0.9905004
45200	-51607.52	-50975.07	-632.4505	0.151139	0.12927	0.199766	3.12305	1.883855	0.0251411	0.01427488	0.03269574	0.522924	1	59.03137	0.369721	0.379289	0.831064	0.0592069	0.02030541	0.279005	0.642066	1.06679	2.01214	0.5556198	0.9411545
45210	-51604.02	-50969.25	-634.764	0.136067	0.132346	0.187346	3.44291	1.806871	0.02159162	0.0139665	-0.02215638	0.4368243	0	56.88789	0.345426	0.360624	0.837907	0.0598359	0.01977875	0.269078	0.632769	1.06431	2.03384	0.4146679	1.053432
45220	-51597.68	-50965.4	-632.2782	0.151469	0.125812	0.211176	2.81593	1.953792	0.02396505	0.01500159	-0.02467536	0.3237123	0	57.36282	0.382526	0.320506	0.837112	0.0523159	0.02840593	0.287696	0.650008	1.06879	1.99351	0.299037	1.082516
45230	-51600.92	-50964.56	-636.3611	0.130931	0.125812	0.212007	2.5835	1.887527	0.02415163	0.01488432	0.03443085	0.2970687	0	63.10082	0.289279	0.326979	0.830468	0.0619987	0.02903176	0.279469	0.642495	1.0669	2.01113	0.3314996	0.896136
45240	-51604.76	-50971.77	-632.9866	0.113878	0.131328	0.189393	2.50738	2.145106	0.0217451	0.01528886	-0.01871256	0.3168561	1	62.67817	0.278485	0.356312	0.834673	0.0463582	0.02296446	0.310002	0.669607	1.07323	1.94716	0.2981436	1.062764
45250	-51605.76	-50976.62	-629.1338	0.122287	0.151041	0.20831	2.42724	2.07058	0.02346444	0.01490392	-0.009907869	0.2836516	1	61.11065	0.284752	0.420774	0.835059	0.0467664	0.02551537	0.301557	0.662315	1.07166	1.96447	0.2737437	1.036194
45260	-51591.46	-50965.01	-626.4488	0.120172	0.124043	0.203585	2.36177	2.138058	0.02371822	0.0155388	0.01627508	0.3007806	1	61.13293	0.315082	0.387667	0.835615	0.0543185	0.02411225	0.309216	0.668935	1.07309	1.94876	0.3170556	0.9486681
45270	-51601.28	-50984.59	-616.6863	0.141103	0.128557	0.203585	2.55531	1.811689	0.02639907	0.01524857	0.01136736	0.362226	1	64.9581	0.356127	0.386822	0.835928	0.0428175	0.02111753	0.269711	0.633369	1.06447	2.03245	0.3735934	0.9695729
45280	-51609.77	-50988.97	-620.7926	0.118991	0.142293	0.200606	2.63564	1.809343	0.02574473	0.01550012	-0.01655019	0.4882967	1	63.30074	0.294712	0.374397	0.831327	0.0485431	0.01867111	0.269403	0.633077	1.06439	2.03313	0.4717465	1.035083
45290	-51605.97	-50984.47	-621.5047	0.12457	0.108864	0.197069	2.47069	1.938303	0.02484892	0.01606642	-0.01891897	0.4621619	1	60.86015	0.285208	0.312348	0.829955	0.0476914	0.03146772	0.285797	0.648288	1.06837	1.99755	0.443243	1.042683
45300	-51598.39	-50977.13	-621.2608	0.112188	0.126208	0.196169	2.81813	1.665945	0.02438814	0.01568601	0.01449975	0.4054036	1	55.55189	0.260783	0.391719	0.844144	0.0486166	0.02571689	0.249857	0.614034	1.05884	2.07727	0.4199033	0.9654688
45310	-51608.98	-50982.39	-626.591	0.130314	0.11784	0.196169	3.18866	2.05236	0.02428414	0.01505936	-0.007722866	0.4416403	1	61.62701	0.315027	0.35295	0.837817	0.0741155	0.02270054	0.299446	0.660468	1.07125	1.96884	0.4339175	1.017798
45320	-51616.83	-50992.6	-624.2239	0.124937	0.116219	0.198757	2.40721	1.549156	0.02193446	0.0149956	-0.009542096	0.4704627	1	56.68544	0.279968	0.330181	0.828709	0.0510547	0.01535119	0.232817	0.596539	1.05318	2.11746	0.4609206	1.020702
45330	-51616.68	-50989.94	-626.7435	0.127884	0.130341	0.207079	2.65593	1.975901	0.02423873	0.01461085	-0.0002599325	0.542854	1	57.48141	0.301001	0.38755	0.834722	0.0316754	0.01508768	0.290381	0.652426	1.06937	1.98782	0.5425941	1.000479
45340	-51607.42	-50982	-625.4178	0.14712	0.117164	0.203885	3.13222	2.057298	0.02400656	0.01436992	0.001571738	0.4131561	0	60.71975	0.313862	0.372789	0.847608	0.0639372	0.02085914	0.30002	0.660972	1.07136	1.96765	0.4147279	0.9962102
45350	-51616.86	-50990.81	-626.0539	0.117659	0.130599	0.20336	3.28588	1.991029	0.02349981	0.01454921	0.001344472	0.4420597	0	55.73812	0.25904	0.39994	0.828238	0.0751925	0.0215877	0.292201	0.654056	1.06976	1.98398	0.4434041	0.9969678
45360	-51612.68	-50986.25	-626.4301	0.129274	0.133099	0.20007	3.18725	2.164639	0.02399819	0.0142367	0.009790949	0.4361371	0	61.20079	0.287037	0.3311	0.832873	0.0466915	0.02066526	0.312166	0.671452	1.07361	1.94277	0.4459281	0.9780437
45370	-51610.25	-50981.94	-628.3143	0.137797	0.118447	0.199116	3.8549	1.669405	0.02593875	0.01437094	0.02203717	0.3157386	0	62.84565	0.335626	0.348044	0.839847	0.0589888	0.03097778	0.250346	0.614523	1.05899	2.07614	0.3377758	0.934758
45380	-51616.37	-50983.72	-632.6485	0.136455	0.11922	0.220309	3.82697	1.975342	0.02540763	0.014023	-0.006171145	0.2698692	0	62.37855	0.303314	0.383275	0.845793	0.0609948	0.0357561	0.290313	0.652366	1.06936	1.98796	0.2636981	1.023402
45390	-51604.88	-50977.17	-627.7178	0.145175	0.12052	0.214191	3.5166	1.705914	0.02361736	0.01451155	0.02248377	0.3371874	0	60.3217	0.336175	0.359844	0.833632	0.065061	0.02599725	0.255452	0.619592	1.06053	2.06443	0.3596711	0.937488
45400	-51605.45	-50980.58	-624.8762	0.142719	0.129783	0.211963	3.23097	1.990269	0.02339889	0.01536565	-0.01046289	0.4269731	0	60.63786	0.314179	0.409758	0.836482	0.0578469	0.02294324	0.29211	0.653975	1.06974	1.98417	0.4165102	1.02512
45410	-51615.28	-50991.07	-624.2132	0.127423	0.127462	0.184187	3.01886	1.625312	0.02489739	0.01510893	0.003155732	0.4028652	0	63.2892	0.33224	0.38048	0.813072	0.0549663	0.0236952	0.244048	0.608168	1.05701	2.09078	0.4060209	0.9922277
45420	-51615.32	-50991.05	-624.2717	0.170744	0.111828	0.197932	3.61658	1.747247	0.02375645	0.01547391	0.01596687	0.3601001	0	61.28081	0.402085	0.34262	0.831337	0.055539	0.0257761	0.261117	0.62513	1.06216	2.0516	0.376067	0.9575425
45430	-51614.19	-50984.99	-629.1916	0.12882	0.123168	0.205725	3.17919	2.145266	0.02440912	0.0155806	0.02134453	0.4480954	0	58.33686	0.311552	0.374998	0.840914	0.079173	0.02691558	0.31002	0.669622	1.07323	1.94712	0.4694399	0.9545319
45440	-51611.06	-50977.18	-633.8781	0.132875	0.130341	0.236917	3.2205	1.813632	0.02272271	0.01492504	-0.02436383	0.3684463	0	62.01769	0.266391	0.381297	0.847549	0.064819	0.02616614	0.269965	0.63361	1.06454	2.03188	0.3440825	1.070808
45450	-51609.51	-50979.1	-630.4043	0.121927	0.138523	0.207269	4.34964	1.719545	0.02368596	0.0157652	-0.02656624	0.327522	0	57.51939	0.300583	0.407047	0.842101	0.0802825	0.02873454	0.257334	0.621441	1.06108	2.06015	0.3009557	1.088273
45460	-51606	-50978.87	-627.1349	0.124006	0.114308	0.19733	3.08098	1.819579	0.02458278	0.01567914	-0.001337189	0.3425284	0	56.34156	0.282844	0.344083	0.831141	0.0673215	0.02690115	0.270743	0.634346	1.06474	2.03017	0.3411912	1.003919
45470	-51604.67	-50975.21	-629.4601	0.11926	0.115181	0.19291	2.62226	1.58212	0.02487272	0.01545537	0.0258775	0.2655908	0	55.91627	0.298454	0.344083	0.832238	0.0557489	0.02717288	0.237734	0.601678	1.0549	2.10569	0.2914683	0.9112168
45480	-51611.21	-50979	-632.2069	0.117956	0.116168	0.20287	2.81159	1.743423	0.02198114	0.01470399	0.0146055	0.2460707	0	55.42207	0.266388	0.324866	0.828015	0.0447481	0.02778678	0.260598	0.624626	1.06201	2.05277	0.2606762	0.9439707
45490	-51609.64	-50979.54	-630.0992	0.136596	0.110827	0.194068	2.56905	1.639057	0.02535256	0.0146453	0.003212423	0.2757624	0	57.37312	0.345056	0.294426	0.839757	0.0397969	0.0285111	0.246027	0.610177	1.05764	2.08615	0.2789749	0.9884849
45500	-51625.93	-51002.36	-623.5724	0.134977	0.120051	0.191582	2.56905	2.323995	0.02595315	0.01548313	0.002237202	0.3018207	1	57.03297	0.356497	0.335541	0.850225	0.0599835	0.02836616	0.329108	0.685567	1.07632	1.909	0.3040579	0.9926422
45510	-51611.81	-50987.16	-624.6527	0.142166	0.119607	0.192445	3.38152	1.944447	0.02414544	0.01462204	-0.008737087	0.3875844	1	61.23111	0.343003	0.419603	0.821512	0.0544833	0.02649686	0.286552	0.648973	1.06854	1.99594	0.3788473	1.023062
45520	-51593.83	-50968.46	-625.3746	0.138129	0.12289	0.194641	3.48374	1.69294	0.02326671	0.01445839	0.004795788	0.3598475	0	55.24412	0.31599	0.379162	0.828944	0.0534228	0.02696982	0.253649	0.61781	1.06	2.06855	0.3646433	0.986848
45530	-51612.69	-50981.29	-631.4066	0.134398	0.12289	0.207302	3.38542	1.670346	0.02405116	0.01358578	0.01651348	0.3579262	0	63.32581	0.256441	0.306388	0.824053	0.0466357	0.02248023	0.250479	0.614656	1.05904	2.07583	0.3744397	0.9558982
45540	-51605.62	-50978.26	-627.3631	0.13839	0.112491	0.215375	2.9355	2.101099	0.02442716	0.01392108	-0.01195217	0.3943353	0	55.36412	0.279476	0.331991	0.840915	0.0346644	0.02243962	0.305051	0.665351	1.07233	1.95727	0.3823831	1.031257
45550	-51603.53	-50978.46	-625.0742	0.146319	0.114039	0.211673	2.85858	1.896669	0.02120905	0.0146364	0.02338581	0.4136508	0	61.28813	0.353141	0.351202	0.832052	0.0458769	0.0207661	0.28062	0.643556	1.06717	2.00865	0.4370367	0.94649
45560	-51616.78	-50991.56	-625.2198	0.127285	0.113453	0.20846	2.66639	2.054066	0.02392823	0.0146902	-0.02254044	0.464071	0	57.83359	0.335562	0.300614	0.850316	0.0728478	0.02225965	0.299644	0.660642	1.07129	1.96843	0.4415306	1.051051
45570	-51604.21	-50980.51	-623.7018	0.140261	0.124658	0.187305	2.71677	1.723754	0.02414469	0.01470557	0.002203152	0.4537672	0	56.79938	0.361379	0.391557	0.827028	0.060697	0.01903699	0.257912	0.622007	1.06125	2.05883	0.4559703	0.9951682
45580	-51619.77	-50989.92	-629.852	0.151026	0.124658	0.21853	3.25237	1.883338	0.02414203	0.01456234	-0.01449808	0.4269249	0	55.14036	0.345848	0.411111	0.834199	0.0538461	0.02677274	0.278939	0.642006	1.06678	2.01228	0.4124268	1.035153
45590	-51606.76	-50977.35	-629.4126	0.168412	0.127479	0.203067	4.27074	2.210089	0.02330622	0.01422169	-0.0006154813	0.3608397	0	60.56275	0.391241	0.34749	0.836149	0.0528221	0.02827661	0.317126	0.675643	1.07446	1.93277	0.3602242	1.001709
45600	-51592.03	-50963.34	-628.693	0.134338	0.125201	0.213115	3.28852	1.819365	0.0239597	0.01480295	-0.01433935	0.5010449	0	55.65127	0.322922	0.366912	0.846864	0.056672	0.0259868	0.270715	0.634319	1.06473	2.03023	0.4867055	1.029462
45610	-51607.27	-50984.43	-622.8381	0.146173	0.118518	0.218753	3.08651	2.185019	0.0241067	0.01428668	-0.01409126	0.537486	0	61.44163	0.375396	0.337402	0.836597	0.0442403	0.01938645	0.314403	0.673349	1.074	1.93825	0.5233948	1.026923
45620	-51590.6	-50969.18	-621.4148	0.134844	0.126767	0.196973	2.77046	1.821643	0.02382646	0.01541099	-0.0156855	0.5156211	0	63.62804	0.298377	0.342538	0.842707	0.0405534	0.02106679	0.271013	0.6346	1.06481	2.02958	0.4999356	1.031375
45630	-51585.82	-50966.05	-619.7702	0.134973	0.144854	0.20469	3.05829	2.063088	0.02749868	0.01459923	0.01869815	0.5461873	0	60.59238	0.269216	0.374081	0.847692	0.0566755	0.01698448	0.300691	0.661559	1.07149	1.96626	0.5648854	0.9668992
45640	-51591.68	-50970.54	-621.1334	0.128112	0.130255	0.21263	3.70965	1.611601	0.02481483	0.01469986	-0.01221907	0.450469	0	58.11936	0.337999	0.345479	0.837484	0.0585172	0.02330187	0.242059	0.606137	1.05635	2.09545	0.43825	1.027882
45650	-51611.44	-50989.44	-621.9957	0.131302	0.131092	0.202591	2.81722	2.027744	0.0252924	0.01456068	0.01498374	0.5721929	0	58.91382	0.290651	0.386149	0.834846	0.0425849	0.02790711	0.296564	0.657932	1.07067	1.97484	0.5871766	0.9744817
45660	-51595.71	-50976.96	-618.7544	0.142119	0.140133	0.218759	3.48206	1.989222	0.02446408	0.0149112	0.02936648	0.5459925	0	55.21092	0.362183	0.362724	0.819004	0.0520592	0.02624402	0.291985	0.653863	1.06972	1.98443	0.575359	0.9489597
45670	-51586.74	-50969.89	-616.8494	0.128169	0.14772	0.207464	3.09251	2.104436	0.02567715	0.01529277	0.02296603	0.4515039	0	62.93389	0.289839	0.404932	0.836626	0.045993	0.02118511	0.30543	0.665679	1.0724	1.95649	0.4744699	0.9515964
45680	-51601.06	-50980.74	-620.3156	0.12643	0.123544	0.226579	3.72559	1.648902	0.0246425	0.01516622	0.01606913	0.3749696	0	60.23082	0.294666	0.424328	0.84578	0.0594722	0.02960758	0.247436	0.6116	1.05809	2.08288	0.3910387	0.9589066
45690	-51597.71	-50974.73	-622.9822	0.116356	0.11823	0.22112	4.00804	1.711229	0.02368591	0.01440944	0.03851385	0.3875918	0	62.84519	0.225195	0.349922	0.84423	0.0569827	0.03042225	0.256187	0.620315	1.06075	2.06275	0.4261057	0.9096143
45700	-51592.73	-50968.32	-624.4124	0.117761	0.117716	0.203648	2.58226	2.287841	0.02259449	0.01482322	-0.003443829	0.4266899	0	55.26401	0.328304	0.403585	0.828319	0.0484614	0.01980775	0.325373	0.682503	1.07577	1.91636	0.4232461	1.008137
45710	-51610.32	-50991.77	-618.5505	0.150705	0.131121	0.20481	2.15329	2.270738	0.02465349	0.01471963	-0.007195575	0.4089604	1	62.10798	0.31231	0.373152	0.833007	0.0261845	0.02699014	0.323584	0.681027	1.07549	1.9199	0.4017648	1.01791
45720	-51593.13	-50970.43	-622.7057	0.129727	0.11968	0.221135	2.82248	2.039099	0.02360686	0.01457797	0.004871816	0.3615298	0	60.48032	0.344633	0.369993	0.851327	0.041078	0.02428306	0.297898	0.659108	1.07094	1.97206	0.3664016	0.9867036
45730	-51587.68	-50961.1	-626.5769	0.14719	0.120039	0.202194	4.20771	2.247016	0.02197744	0.01421675	0.01746062	0.4264125	0	57.02911	0.344633	0.347419	0.84343	0.0698714	0.02108421	0.32108	0.678949	1.0751	1.92487	0.4438731	0.960663
45740	-51594.24	-50974.56	-619.6757	0.145103	0.131644	0.212481	4.2963	2.137657	0.02500608	0.0144646	0.009141606	0.4158406	0	64.64827	0.317417	0.391442	0.836069	0.0779926	0.02599822	0.309171	0.668897	1.07308	1.94885	0.4249822	0.9784894
45750	-51585.86	-50963.83	-622.0291	0.129787	0.133274	0.20011	4.47076	1.910485	0.02484992	0.01430193	-0.01341565	0.4764001	0	62.14554	0.285747	0.367142	0.816297	0.0601912	0.02216824	0.28235	0.645144	1.06758	2.00493	0.4629845	1.028976
45760	-51600.4	-50981.1	-619.3043	0.13781	0.139422	0.213556	3.86026	1.674523	0.0246463	0.01492487	-0.005527063	0.4657697	0	56.20131	0.30487	0.411839	0.824373	0.0597419	0.01983977	0.251068	0.615244	1.05922	2.07447	0.4602426	1.012009
45770	-51599.28	-50975.19	-624.0923	0.148564	0.13054	0.213556	3.63621	2.163802	0.02458405	0.01497857	0.00777921	0.4328344	0	64.42998	0.370619	0.385026	0.836597	0.0802576	0.01891694	0.312074	0.671373	1.0736	1.94296	0.4406136	0.9823446
45780	-51597.32	-50973.78	-623.5452	0.243812	0.122224	0.204003	3.15362	1.893185	0.02654852	0.01548811	0.03089912	0.4749	0	58.67813	0.499791	0.350193	0.834656	0.0579564	0.02351858	0.280182	0.643152	1.06707	2.00959	0.5057991	0.9389103
45790	-51596.76	-50976.2	-620.5606	0.242547	0.116881	0.208677	2.57228	1.730678	0.0226131	0.01611843	0.0113037	0.4364213	1	62.34529	0.468744	0.349589	0.826317	0.0448274	0.02754249	0.25886	0.622935	1.06152	2.05669	0.447725	0.974753
45800	-51600.39	-50979.82	-620.5674	0.238392	0.123028	0.194068	2.57185	2.148965	0.02596356	0.01548712	0.00672691	0.4370986	0	61.85605	0.45728	0.31405	0.830633	0.045098	0.01853756	0.310431	0.669974	1.07331	1.94629	0.4438255	0.9848433
45810	-51593.36	-50975.07	-618.2844	0.200844	0.137406	0.194719	3.02699	1.885612	0.02541164	0.01468911	-0.01379203	0.3491675	0	60.94973	0.401626	0.426527	0.830321	0.037931	0.02961585	0.279227	0.642271	1.06684	2.01166	0.3353754	1.041124
45820	-51598.75	-50981.69	-617.0546	0.158576	0.122767	0.186296	2.39186	2.216796	0.02587425	0.01622004	0.001394167	0.3263942	0	59.0223	0.341316	0.393845	0.814854	0.0437138	0.02906316	0.317849	0.67625	1.07458	1.93132	0.3277884	0.9957467
45830	-51588.35	-50970.57	-617.7787	0.133213	0.122767	0.203721	3.29863	1.678226	0.02335149	0.01591827	-0.00123521	0.4011606	0	64.58126	0.369256	0.375573	0.845877	0.0472726	0.0235039	0.251589	0.615763	1.05937	2.07327	0.3999254	1.003089
45840	-51589.16	-50967.78	-621.3791	0.12732	0.14689	0.184122	3.36075	1.985543	0.02557867	0.01507211	0.02110518	0.3366498	0	60.49003	0.275754	0.405041	0.827542	0.0545526	0.02922738	0.291543	0.653467	1.06962	1.98537	0.3577549	0.9410066
45850	-51596.86	-50972.17	-624.6857	0.151311	0.13303	0.179758	3.1796	1.900144	0.02402178	0.01542785	0.01198935	0.3199699	0	62.85776	0.339535	0.40076	0.818007	0.0532702	0.03280556	0.281056	0.643957	1.06728	2.00771	0.3319593	0.9638831
45860	-51611.08	-50985.84	-625.2469	0.145549	0.198972	0.203286	2.81623	1.966292	0.0266735	0.01534718	-0.0203644	0.4453337	0	64.91532	0.34938	0.457695	0.832176	0.0566632	0.02143312	0.289217	0.651381	1.06912	1.99028	0.4249693	1.04792
45870	-51611.63	-50984.03	-627.6028	0.122922	0.204971	0.205734	3.28394	2.072359	0.02449657	0.01401874	0.01402482	0.3495811	0	61.52732	0.23643	0.479085	0.831593	0.0564575	0.02825618	0.301762	0.662494	1.0717	1.96404	0.3636059	0.9614285
45880	-51617.93	-50990.4	-627.5306	0.141534	0.183678	0.213417	3.82849	2.073624	0.02149158	0.01357907	-0.003215249	0.2730459	0	55.92498	0.370749	0.504252	0.841471	0.0445704	0.03226884	0.301908	0.662621	1.07173	1.96374	0.2698306	1.011916
45890	-51612.72	-50986.14	-626.5815	0.14908	0.207394	0.235133	2.70088	2.383264	0.02185872	0.01430168	0.002156422	0.3497031	0	59.75307	0.31123	0.497598	0.841637	0.0518232	0.02556172	0.335102	0.690428	1.07717	1.8973	0.3518596	0.9938714
45900	-51607.69	-50981	-626.6952	0.148126	0.199738	0.195707	3.33056	1.758689	0.02382397	0.01431843	-0.005198818	0.3740397	0	61.32261	0.369102	0.515545	0.825934	0.0578664	0.02642728	0.262663	0.626627	1.06259	2.04812	0.3688409	1.014095
45910	-51606.46	-50975.86	-630.5997	0.135248	0.19635	0.19831	3.65621	1.887145	0.02331493	0.01351266	0.001929142	0.3824702	0	59.11112	0.280634	0.456253	0.821396	0.0647642	0.02651	0.27942	0.64245	1.06689	2.01124	0.3843993	0.9949814
45920	-51607.31	-50976.97	-630.3327	0.128451	0.191807	0.204524	2.75415	1.928584	0.02332025	0.01414906	-0.01267072	0.4334017	0	62.06277	0.273054	0.475947	0.820978	0.0373225	0.02350841	0.284598	0.647198	1.0681	2.00011	0.420731	1.030116
45930	-51612.15	-50978.68	-633.4619	0.127104	0.153677	0.198309	2.45359	2.036084	0.02400013	0.01508461	0.03904483	0.3935895	0	58.66824	0.294286	0.425567	0.851387	0.0507004	0.02071728	0.297544	0.658797	1.07087	1.97279	0.4326343	0.909751
45940	-51603.86	-50976.28	-627.5802	0.116355	0.11739	0.196401	2.41696	2.158117	0.02429001	0.01515259	0.003980286	0.3437351	0	57.71235	0.296459	0.409711	0.837357	0.0459659	0.02058179	0.311446	0.670839	1.07349	1.94423	0.3477154	0.988553
45950	-51606.5	-50978.15	-628.3515	0.118532	0.121105	0.202171	2.13957	1.919498	0.02296596	0.01545845	0.02502571	0.3589695	0	64.18562	0.310974	0.37644	0.827455	0.0255319	0.02657352	0.283472	0.646171	1.06784	2.00252	0.3839952	0.9348281
45960	-51604.74	-50968.93	-635.8087	0.129255	0.115522	0.196835	2.57516	2.039413	0.02254711	0.01481989	0.007127295	0.3287494	0	64.98528	0.298508	0.372808	0.83164	0.0503895	0.02482186	0.297935	0.65914	1.07095	1.97198	0.3358767	0.97878
45970	-51611.85	-50976.29	-635.5557	0.120855	0.110854	0.207359	2.32077	1.839129	0.02237322	0.01470231	0.0002387243	0.4069286	0	61.71665	0.328633	0.339144	0.84261	0.0611156	0.01795281	0.273285	0.636739	1.06539	2.02459	0.4071673	0.9994137
45980	-51616.09	-50978.35	-637.7367	0.131242	0.115498	0.224004	2.07116	1.744421	0.02216718	0.01458849	-0.000607099	0.4180234	0	62.97921	0.304108	0.336543	0.838144	0.0468515	0.01616056	0.260733	0.624758	1.06205	2.05246	0.4174163	1.001454
45990	-51602.52	-50965.74	-636.7791	0.139981	0.115954	0.208497	3.20338	2.066919	0.01913463	0.01377318	0.020929	0.4275901	0	64.42685	0.305994	0.33424	0.835034	0.0400946	0.01690416	0.301134	0.661946	1.07158	1.96534	0.4485191	0.9533375
46000	-51604.55	-50962.79	-641.7641	0.131046	0.117094	0.193958	2.17671	1.85567	0.02147178	0.01440415	0.03317946	0.3631331	0	56.97058	0.30339	0.306012	0.820762	0.040206	0.02390606	0.275415	0.638732	1.06592	2.01993	0.3963126	0.9162796
46010	-51592.64	-50954.89	-637.7455	0.1207	0.149679	0.214407	2.72105	1.883442	0.02228613	0.01360079	0.03409284	0.4273923	0	64.04332	0.260502	0.411522	0.852319	0.0386811	0.02029248	0.278953	0.642018	1.06678	2.01225	0.4614851	0.9261236
46020	-51607.19	-50968.18	-639.011	0.131959	0.136545	0.207245	3.85606	1.724608	0.02204823	0.01409639	0.01244102	0.388586	0	58.34375	0.292423	0.403326	0.834867	0.0683625	0.01752576	0.258029	0.622122	1.06128	2.05857	0.401027	0.9689771
46030	-51602.62	-50965.61	-637.0101	0.147767	0.133421	0.203383	2.79502	1.866444	0.02077653	0.01399968	0.002115805	0.3222305	1	57.41425	0.289741	0.405464	0.842395	0.0490284	0.01722897	0.276793	0.640016	1.06626	2.01693	0.3243463	0.9934767
46040	-51604.27	-50966.6	-637.6777	0.150149	0.136419	0.208917	2.91397	1.973818	0.01924902	0.01430546	0.02014514	0.3827181	0	58.21613	0.358671	0.383593	0.839395	0.0556585	0.02284958	0.290129	0.6522	1.06932	1.98835	0.4028632	0.9499951
46050	-51619.11	-50981.92	-637.1936	0.216547	0.128168	0.232445	2.89751	2.367479	0.02238242	0.01377114	0.01679122	0.3958393	0	64.19048	0.450148	0.365606	0.826529	0.0461151	0.02069227	0.333521	0.689152	1.07695	1.90037	0.4126305	0.9593069
46060	-51605.03	-50972.55	-632.4775	0.241585	0.14319	0.197171	3.43572	1.853864	0.02380643	0.013483	-0.01596155	0.4471533	0	61.32955	0.477404	0.401925	0.829563	0.0688754	0.02021573	0.275183	0.638516	1.06586	2.02044	0.4311917	1.037017
46070	-51593.97	-50960.21	-633.7592	0.234067	0.127959	0.216182	2.97643	2.171386	0.02180272	0.01423818	0.02355352	0.379221	0	62.93273	0.481029	0.357949	0.831176	0.0653504	0.02505248	0.312909	0.672083	1.07374	1.94127	0.4027745	0.9415218
46080	-51613.59	-50983.38	-630.2098	0.223348	0.12632	0.201938	4.18105	1.916386	0.02266737	0.01449226	-0.005218148	0.3379233	0	57.06216	0.430477	0.336149	0.838375	0.0408851	0.02374538	0.283085	0.645817	1.06775	2.00335	0.3327051	1.015684
46090	-51604.55	-50973.43	-631.1167	0.189515	0.121686	0.225779	3.75153	1.993864	0.02208809	0.0137549	0.009961905	0.3514002	0	64.74457	0.439305	0.354975	0.83663	0.0592926	0.02444088	0.292541	0.65436	1.06984	1.98326	0.3613621	0.9724323
46100	-51613.88	-50983.14	-630.7439	0.211525	0.119054	0.192341	3.18648	2.101234	0.02152284	0.01436972	0.03082935	0.416762	0	58.60382	0.416552	0.355645	0.841825	0.057478	0.0236368	0.305067	0.665364	1.07233	1.95724	0.4475913	0.9311217
46110	-51601.22	-50972.32	-628.8927	0.247025	0.124648	0.208631	3.04295	1.766598	0.02163632	0.01396718	-0.01211628	0.2923574	0	59.9603	0.480648	0.36758	0.84373	0.0452106	0.0277425	0.263727	0.627653	1.06288	2.04574	0.2802411	1.043235
46120	-51607.95	-50971.31	-636.6341	0.268708	0.113783	0.206103	2.37936	2.04059	0.02174125	0.01484881	0.0003627693	0.2494364	0	64.62894	0.495484	0.319257	0.847035	0.0505951	0.02680085	0.298072	0.659262	1.07097	1.97169	0.2497991	0.9985478
46130	-51607.55	-50965.89	-641.6573	0.134547	0.114623	0.205591	2.32074	1.978065	0.02204885	0.0155139	0.004733597	0.2586258	0	59.92492	0.319329	0.400962	0.84307	0.0410984	0.02509222	0.290642	0.652661	1.06943	1.98727	0.2633594	0.9820261
46140	-51605.26	-50968.53	-636.7342	0.118527	0.133462	0.212516	2.45459	2.111504	0.02070243	0.01504243	-0.007357076	0.2988269	0	58.49344	0.279057	0.384939	0.835666	0.0521383	0.02363185	0.306231	0.66637	1.07254	1.95485	0.2914699	1.025241
