Iteration	Posterior	Likelihood	Prior	alpha_morpho	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	TL
10150	-7531.811	-7435.467	-96.3437	2.728024	0.367062	0.715263	1.0808	1.83688	14.92383
10160	-7555.302	-7461.463	-93.83849	2.113466	0.306453	0.666561	1.07259	1.9544	14.73476
10170	-7543.32	-7466.827	-76.49303	1.53522	0.230712	0.594316	1.05242	2.12255	13.05804
10180	-7534.836	-7445.329	-89.50729	1.646029	0.247025	0.611186	1.05796	2.08383	14.34838
10190	-7546.714	-7463.083	-83.63072	1.956399	0.288014	0.650296	1.06886	1.99283	13.72969
10200	-7529.917	-7437.303	-92.61334	2.160027	0.311657	0.671019	1.07352	1.9438	14.60759
10210	-7546.271	-7462.559	-83.71228	2.035702	0.2975	0.658757	1.07086	1.97289	13.72992
10220	-7540.459	-7450.844	-89.61477	1.699405	0.254549	0.6187	1.06026	2.06649	14.35379
10230	-7521.966	-7433.739	-88.22635	2.123202	0.307551	0.667506	1.07279	1.95216	14.17257
10240	-7535.231	-7444.504	-90.72718	2.019029	0.295536	0.657022	1.07046	1.97698	14.43307
10250	-7531.176	-7437.71	-93.46599	2.137256	0.309126	0.668858	1.07307	1.94894	14.69513
10260	-7527.286	-7441.257	-86.02993	1.826328	0.271623	0.635176	1.06497	2.02823	13.98262
10270	-7523.661	-7435.232	-88.42899	2.19811	0.315829	0.674552	1.07424	1.93538	14.18535
10280	-7515.745	-7441.738	-74.0071	1.680661	0.251931	0.616104	1.05948	2.07249	12.7949
10290	-7523.58	-7433.751	-89.82923	1.711397	0.25621	0.620338	1.06075	2.0627	14.37404
10300	-7519.22	-7426.744	-92.47582	1.562775	0.234859	0.598682	1.0539	2.11255	14.65356
10310	-7526.259	-7436.892	-89.36698	2.026836	0.296457	0.657837	1.07065	1.97506	14.29627
10320	-7518.599	-7429.681	-88.91718	2.283216	0.32489	0.682106	1.07569	1.91731	14.22565
10330	-7538.362	-7444.392	-93.96946	1.774412	0.264774	0.62866	1.06316	2.0434	14.78176
10340	-7533.734	-7444.287	-89.44646	1.908325	0.28208	0.644897	1.06752	2.00551	14.31607
10350	-7536.947	-7446.132	-90.81452	2.192098	0.315176	0.674001	1.07413	1.93669	14.4245
10360	-7557.349	-7461.742	-95.60717	1.947622	0.286941	0.649326	1.06862	1.99511	14.92821
10370	-7513.01	-7423.428	-89.58149	1.859599	0.275919	0.639202	1.06604	2.01884	14.33445
10380	-7538.175	-7443.567	-94.60777	1.726802	0.25833	0.622416	1.06137	2.05789	14.85035
10390	-7542.737	-7450.75	-91.98768	2.206641	0.316754	0.67533	1.07439	1.93352	14.54036
10400	-7527.489	-7439.716	-87.77267	1.875843	0.27799	0.641126	1.06655	2.01434	14.15194
10410	-7532.01	-7434.391	-97.61864	1.697451	0.254277	0.618432	1.06018	2.06711	15.15438
10420	-7542.253	-7448.251	-94.00214	2.154976	0.311098	0.670543	1.07342	1.94494	14.74697
10430	-7554.882	-7452.466	-102.4161	2.124269	0.307671	0.667609	1.07281	1.95191	15.59144
10440	-7531.353	-7438.388	-92.96502	1.720248	0.25743	0.621536	1.06111	2.05993	14.68674
10450	-7543.661	-7451.035	-92.62582	2.266702	0.32316	0.680676	1.07543	1.92074	14.59817
10460	-7532.62	-7447.952	-84.66782	2.01785	0.295396	0.656899	1.07043	1.97728	13.82726
10470	-7545.749	-7443.133	-102.616	1.997659	0.292995	0.654764	1.06993	1.98231	15.62409
10480	-7536.081	-7441.194	-94.88683	1.559827	0.234418	0.598221	1.05375	2.11361	14.89496
10490	-7525.488	-7429.271	-96.21626	2.205802	0.316663	0.675254	1.07438	1.9337	14.9633
10500	-7513.96	-7427.916	-86.04404	1.801918	0.268426	0.632149	1.06414	2.03529	13.98647
10510	-7525.284	-7442.629	-82.65459	2.1332	0.308673	0.668469	1.07299	1.94987	13.6144
10520	-7541.123	-7448.262	-92.86178	2.099604	0.304881	0.665204	1.07229	1.95762	14.63848
10530	-7539.719	-7447.681	-92.03867	1.843621	0.273865	0.637283	1.06553	2.02332	14.58176
10540	-7514.662	-7422.053	-92.60948	2.165623	0.312275	0.671544	1.07363	1.94255	14.60664
10550	-7556.857	-7453.532	-103.3251	2.199643	0.315996	0.674692	1.07427	1.93504	15.6748
10560	-7533.567	-7449.827	-83.73936	2.069355	0.301415	0.662192	1.07163	1.96476	13.72926
10570	-7533.634	-7450.13	-83.5036	2.084609	0.30317	0.663719	1.07197	1.96114	13.70416
10580	-7526.767	-7431.295	-95.47263	1.676997	0.251416	0.615591	1.05932	2.07367	14.94182
10590	-7530.608	-7428.36	-102.2481	2.008733	0.294315	0.655939	1.07021	1.97954	15.58619
10600	-7531.333	-7433.812	-97.52105	1.650822	0.247709	0.611877	1.05817	2.08224	15.14928
10610	-7546.974	-7443.458	-103.5154	1.699494	0.254561	0.618713	1.06027	2.06646	15.74385
10620	-7539.934	-7442.62	-97.31362	2.135863	0.308971	0.668725	1.07305	1.94926	15.08003
10630	-7544.853	-7443.951	-100.9027	2.084824	0.303194	0.663741	1.07197	1.96109	15.44405
10640	-7559.767	-7458.943	-100.8244	1.761482	0.26304	0.62699	1.06269	2.04728	15.46855
10650	-7553.597	-7460.008	-93.58887	1.910037	0.282294	0.645093	1.06757	2.00505	14.73014
10660	-7545.522	-7451.316	-94.20526	2.096649	0.304545	0.664913	1.07223	1.95831	14.77312
10670	-7551.691	-7446.254	-105.4362	1.542051	0.231746	0.595409	1.0528	2.12005	15.95167
10680	-7542.384	-7450.391	-91.99355	2.227266	0.318974	0.677192	1.07476	1.92908	14.53889
10690	-7524.378	-7424.514	-99.86416	1.719522	0.25733	0.621438	1.06108	2.06015	15.37672
10700	-7554.757	-7455.306	-99.45101	1.986599	0.29167	0.653581	1.06965	1.9851	15.3087
10710	-7523.544	-7434.413	-89.13069	2.031404	0.296995	0.658312	1.07076	1.97394	14.27219
10720	-7533.534	-7438.265	-95.26848	1.611829	0.242092	0.606171	1.05637	2.09537	14.92792
10730	-7534.78	-7439.476	-95.30394	1.823256	0.271223	0.634799	1.06487	2.02911	14.91033
10740	-7567.513	-7467.355	-100.1575	2.028882	0.296698	0.65805	1.0707	1.97456	15.37512
10750	-7554.355	-7456.114	-98.24031	1.813136	0.2699	0.633548	1.06452	2.03203	15.20498
10760	-7554.871	-7451.736	-103.1353	2.420455	0.338783	0.69338	1.07767	1.89017	15.63374
10770	-7529.012	-7429.748	-99.2635	1.831826	0.272338	0.63585	1.06515	2.02666	15.30543
10780	-7524.321	-7430.429	-93.89144	1.880466	0.278576	0.641669	1.06669	2.01307	14.76336
10790	-7533.656	-7435.416	-98.24036	1.785197	0.266212	0.630038	1.06355	2.0402	15.20777
10800	-7538.951	-7446.571	-92.38013	1.530904	0.230057	0.593621	1.05219	2.12414	14.64718
10810	-7543.895	-7444.37	-99.52538	1.951495	0.287415	0.649755	1.06873	1.9941	15.31965
10820	-7559.852	-7457.15	-102.7015	2.072076	0.301729	0.662466	1.07169	1.96411	15.6252
10830	-7550.199	-7449.585	-100.6142	1.873657	0.277712	0.640869	1.06648	2.01494	15.43631
10840	-7539.419	-7448.757	-90.66255	1.994557	0.292624	0.654434	1.06985	1.98309	14.42906
10850	-7535.862	-7450.562	-85.30013	2.048663	0.299015	0.660091	1.07116	1.96973	13.88741
10860	-7523.567	-7433.799	-89.76782	1.964872	0.289045	0.651225	1.06909	1.99064	14.34255
10870	-7528.101	-7436.725	-91.37614	1.797619	0.267858	0.631609	1.06399	2.03654	14.52011
10880	-7537.755	-7443.873	-93.88184	2.042219	0.298263	0.659429	1.07101	1.9713	14.74622
10890	-7546.778	-7460.652	-86.12586	2.266361	0.323124	0.680646	1.07542	1.92081	13.94821
10900	-7530.652	-7446.965	-83.6871	1.998669	0.293116	0.654872	1.06996	1.98206	13.7311
10910	-7541.619	-7454.592	-87.02705	1.654656	0.248256	0.612426	1.05835	2.08097	14.0995
10920	-7537.853	-7442.134	-95.71978	1.941119	0.286143	0.648603	1.06844	1.99681	14.94012
10930	-7535.314	-7442.265	-93.04888	1.967655	0.289383	0.651529	1.06916	1.98993	14.67038
10940	-7540.964	-7440.369	-100.5947	1.975221	0.290299	0.652353	1.06936	1.98799	15.4242
10950	-7537.793	-7441.444	-96.34932	1.886343	0.279319	0.642357	1.06687	2.01146	15.00856
10960	-7525.699	-7432.808	-92.89114	2.139321	0.309357	0.669056	1.07311	1.94847	14.63744
10970	-7536.472	-7445.038	-91.43391	2.0297	0.296794	0.658135	1.07072	1.97435	14.50268
10980	-7536.098	-7441.849	-94.24937	1.972583	0.28998	0.652066	1.06929	1.98867	14.78994
10990	-7564.608	-7463.317	-101.2916	1.503841	0.225915	0.589194	1.05065	2.13424	15.54103
11000	-7543.472	-7446.23	-97.24225	2.204736	0.316548	0.675157	1.07436	1.93394	15.06601
11010	-7554.664	-7454.247	-100.4166	2.259336	0.322384	0.680032	1.0753	1.92228	15.37799
11020	-7548.629	-7457.173	-91.45637	2.212985	0.317439	0.675906	1.07451	1.93215	14.4866
11030	-7547.561	-7448.511	-99.05024	2.070085	0.3015	0.662265	1.07165	1.96459	15.26027
11040	-7525.521	-7437.444	-88.07705	2.329766	0.329699	0.686049	1.07641	1.90784	14.13699
11050	-7520.92	-7436.899	-84.02163	1.711819	0.256269	0.620396	1.06077	2.06257	13.79324
11060	-7511.814	-7427.012	-84.80248	1.794573	0.267456	0.631226	1.06388	2.03744	13.86305
11070	-7519.208	-7431.683	-87.52576	2.065374	0.300955	0.66179	1.07154	1.96571	14.1083
11080	-7524.904	-7439.063	-85.84119	2.590451	0.354868	0.705995	1.07958	1.85955	13.88733
11090	-7543.192	-7449.648	-93.54358	2.281403	0.324701	0.681949	1.07566	1.91768	14.68848
11100	-7518.206	-7431.37	-86.83621	1.815539	0.270215	0.633846	1.06461	2.03133	14.06433
11110	-7531.365	-7437.582	-93.78294	2.218906	0.318076	0.676441	1.07461	1.93087	14.71866
11120	-7526.384	-7430.718	-95.66588	1.917938	0.283278	0.645994	1.06779	2.00293	14.93705
11130	-7531.407	-7435.512	-95.89454	1.661019	0.249159	0.613334	1.05863	2.07888	14.98561
11140	-7531.247	-7434.726	-96.5218	1.916877	0.283146	0.645873	1.06776	2.00322	15.02275
11150	-7538.127	-7442.798	-95.32915	2.267511	0.323245	0.680746	1.07544	1.92057	14.86842
11160	-7529.943	-7440.549	-89.39396	1.947923	0.286978	0.649359	1.06863	1.99503	14.30686
11170	-7528.505	-7437.032	-91.47267	2.084102	0.303111	0.663669	1.07196	1.96126	14.50112
11180	-7529.137	-7435.837	-93.30076	2.164794	0.312183	0.671467	1.07361	1.94274	14.67586
11190	-7514.376	-7418.386	-95.99013	1.853235	0.275103	0.638441	1.06584	2.02061	14.97595
11200	-7529.433	-7433.588	-95.84537	1.535984	0.230828	0.594438	1.05247	2.12227	14.9932
11210	-7534.617	-7439.765	-94.85105	2.144548	0.30994	0.669554	1.07322	1.94729	14.83291
11220	-7521.828	-7430.45	-91.37796	1.798857	0.268022	0.631765	1.06403	2.03618	14.52017
11230	-7529.986	-7444.118	-85.86771	2.347376	0.331492	0.687508	1.07667	1.90433	13.91429
11240	-7537.127	-7442.707	-94.41973	1.776738	0.265085	0.628958	1.06325	2.04271	14.82656
11250	-7539.212	-7445.77	-93.4424	1.915865	0.28302	0.645758	1.06773	2.00349	14.71491
11260	-7536.022	-7441.563	-94.4597	1.901972	0.281285	0.644168	1.06733	2.00722	14.81803
11270	-7528.385	-7443.696	-84.68897	1.762889	0.263229	0.627173	1.06274	2.04686	13.85487
11280	-7530.581	-7430.935	-99.64655	2.117896	0.306953	0.666992	1.07268	1.95338	15.31512
11290	-7532.238	-7437.823	-94.4152	2.366102	0.333383	0.68904	1.07693	1.90064	14.76717
11300	-7527.228	-7439.828	-87.40005	1.883868	0.279006	0.642067	1.06679	2.01213	14.11388
11310	-7548.673	-7445.947	-102.7258	1.573261	0.236421	0.600313	1.05445	2.10882	15.67751
11320	-7542.073	-7441.649	-100.4239	2.201701	0.316219	0.67488	1.0743	1.9346	15.38448
11330	-7532.075	-7443.956	-88.11823	1.685365	0.25259	0.61676	1.05968	2.07097	14.20554
11340	-7541.098	-7449.501	-91.59733	1.977171	0.290534	0.652564	1.06941	1.98749	14.52427
11350	-7530.05	-7442.517	-87.53382	1.791665	0.267071	0.630858	1.06378	2.03829	14.13647
11360	-7560.347	-7460.607	-99.74029	2.171047	0.312872	0.672051	1.07373	1.94134	15.31918
11370	-7533.31	-7436.091	-97.21958	1.984864	0.291461	0.653394	1.06961	1.98554	15.08573
11380	-7534.301	-7435.792	-98.5095	1.908799	0.282139	0.644951	1.06753	2.00538	15.22233
11390	-7551.101	-7453.093	-98.00774	1.814785	0.270116	0.633753	1.06458	2.03155	15.18155
11400	-7534.002	-7440.269	-93.73297	2.321279	0.32883	0.68534	1.07628	1.90955	14.70343
11410	-7541.757	-7452.089	-89.66782	1.892924	0.280149	0.643122	1.06706	2.00967	14.33975
11420	-7536.581	-7456.652	-79.92983	1.954819	0.287821	0.650122	1.06882	1.99324	13.35976
11430	-7532.646	-7442.142	-90.50438	1.967749	0.289394	0.65154	1.06916	1.9899	14.41592
11440	-7530.25	-7444.23	-86.02063	2.142606	0.309723	0.669369	1.07318	1.94773	13.95006
11450	-7548.428	-7462.373	-86.05511	2.110416	0.306108	0.666264	1.07252	1.95511	13.95673
11460	-7536.128	-7456.131	-79.99637	1.914646	0.282869	0.645619	1.0677	2.00381	13.37043
11470	-7543.508	-7446.725	-96.78332	1.905756	0.281759	0.644603	1.06744	2.0062	15.05002
11480	-7525.41	-7443.861	-81.54935	2.098818	0.304792	0.665127	1.07228	1.9578	13.50731
11490	-7541.622	-7448.647	-92.97561	1.862748	0.276321	0.639577	1.06614	2.01796	14.67354
11500	-7539.53	-7449.684	-89.84637	2.089271	0.303703	0.664183	1.07207	1.96004	14.33797
11510	-7542.087	-7446.091	-95.9958	1.943469	0.286432	0.648864	1.06851	1.9962	14.96749
11520	-7541.641	-7443.511	-98.13036	1.711788	0.256264	0.620391	1.06077	2.06258	15.20412
11530	-7523.387	-7433.987	-89.40035	1.943516	0.286438	0.64887	1.06851	1.99618	14.30794
11540	-7521.738	-7428.372	-93.36604	2.075835	0.302162	0.662843	1.07178	1.96322	14.69128
11550	-7549.295	-7454.263	-95.03148	2.366851	0.333458	0.689101	1.07695	1.9005	14.82872
11560	-7535.834	-7442.009	-93.82544	2.234845	0.319784	0.677869	1.07489	1.92746	14.72132
11570	-7531.444	-7430.861	-100.5836	2.165402	0.31225	0.671523	1.07363	1.9426	15.40408
11580	-7539.591	-7452.323	-87.26807	1.853197	0.275098	0.638436	1.06584	2.02062	14.10375
11590	-7533.376	-7440.471	-92.90532	1.94822	0.287014	0.649392	1.06864	1.99496	14.65797
11600	-7540.272	-7452.768	-87.50404	1.835061	0.272758	0.636244	1.06526	2.02574	14.12916
11610	-7539.326	-7443.19	-96.13603	2.142056	0.309662	0.669317	1.07317	1.94785	14.96166
11620	-7549.865	-7446.162	-103.7037	2.175544	0.313366	0.67247	1.07382	1.94034	15.71507
11630	-7539.924	-7445.474	-94.44973	1.813358	0.269929	0.633576	1.06453	2.03196	14.82589
11640	-7526.404	-7432.384	-94.01908	2.205687	0.31665	0.675243	1.07438	1.93373	14.7436
11650	-7533.406	-7436.415	-96.99114	1.851101	0.274828	0.638185	1.06577	2.02121	15.07626
11660	-7541.317	-7446.075	-95.24222	2.104576	0.305446	0.665693	1.0724	1.95646	14.87602
11670	-7536.905	-7444.139	-92.76651	2.142181	0.309676	0.669329	1.07317	1.94782	14.62469
11680	-7532.007	-7437.981	-94.0268	1.656674	0.248542	0.612715	1.05844	2.08031	14.79927
11690	-7540.428	-7432.34	-108.0878	1.859242	0.275873	0.639159	1.06603	2.01894	16.18512
11700	-7539.47	-7452.707	-86.76372	1.729863	0.258749	0.622826	1.06149	2.05694	14.06564
11710	-7530.293	-7432.632	-97.66119	2.407561	0.337514	0.692364	1.0775	1.89262	15.08762
11720	-7522.047	-7425.147	-96.89977	1.980087	0.290886	0.652879	1.06948	1.98675	15.05423
11730	-7533.867	-7445.234	-88.63287	1.672744	0.250817	0.614994	1.05914	2.07505	14.25827
11740	-7536.683	-7445.658	-91.02522	2.390867	0.33586	0.691037	1.07728	1.89583	14.42569
11750	-7526.265	-7437.885	-88.38046	1.829202	0.271997	0.635529	1.06506	2.02741	14.21738
11760	-7540.572	-7451.244	-89.32791	2.108819	0.305927	0.666108	1.07249	1.95548	14.28417
11770	-7542.442	-7445.751	-96.69113	1.800063	0.268181	0.631916	1.06407	2.03583	15.05137
11780	-7516.491	-7427.669	-88.82248	1.877368	0.278183	0.641306	1.06659	2.01392	14.25677
11790	-7523.337	-7432.915	-90.42285	1.855579	0.275404	0.638722	1.06592	2.01996	14.41899
11800	-7544.236	-7451.567	-92.66822	1.586768	0.23842	0.602389	1.05514	2.10405	14.6704
11810	-7520.34	-7434.8	-85.54069	1.731492	0.258972	0.623043	1.06155	2.05644	13.94318
11820	-7549.281	-7452.703	-96.57793	1.867187	0.276888	0.640104	1.06628	2.01673	15.03333
11830	-7525.6	-7437.201	-88.39862	1.667357	0.250057	0.614234	1.05891	2.0768	14.23538
11840	-7525.494	-7440.633	-84.86103	1.760143	0.262859	0.626816	1.06264	2.04768	13.87235
11850	-7530.801	-7437.374	-93.42695	2.168007	0.312537	0.671767	1.07368	1.94202	14.68815
11860	-7526.849	-7433.59	-93.25805	1.946017	0.286744	0.649148	1.06858	1.99553	14.69346
11870	-7524.003	-7426.251	-97.75195	1.962277	0.28873	0.650941	1.06902	1.99131	15.14123
11880	-7522.523	-7435.43	-87.09305	1.883277	0.278932	0.641998	1.06677	2.0123	14.08324
11890	-7532.812	-7438.746	-94.06657	2.065429	0.300962	0.661796	1.07154	1.9657	14.76237
11900	-7523.891	-7439.614	-84.27692	1.842095	0.273668	0.637098	1.06548	2.02375	13.80574
11910	-7521.509	-7436.453	-85.0553	1.91059	0.282363	0.645156	1.06758	2.0049	13.87673
11920	-7515.942	-7431.788	-84.15397	1.952218	0.287503	0.649835	1.06875	1.99392	13.78243
11930	-7542.439	-7446.938	-95.5011	2.471759	0.343763	0.697334	1.0783	1.8806	14.86519
11940	-7533.95	-7444.329	-89.62182	2.03451	0.29736	0.658634	1.07083	1.97318	14.32099
11950	-7543.236	-7449.819	-93.41719	2.045717	0.298672	0.659789	1.07109	1.97045	14.69941
11960	-7542.508	-7441.934	-100.5741	1.612282	0.242158	0.606238	1.05639	2.09522	15.45844
11970	-7535.542	-7446.019	-89.5232	1.740628	0.260218	0.624257	1.0619	2.05362	14.34052
11980	-7527.418	-7432.794	-94.62424	1.999643	0.293232	0.654976	1.06998	1.98181	14.82472
11990	-7536.355	-7435.828	-100.5267	1.790925	0.266972	0.630765	1.06376	2.03851	15.43584
12000	-7541.26	-7444.302	-96.95757	2.166371	0.312357	0.671614	1.07365	1.94238	15.04138
12010	-7539.813	-7445.726	-94.08733	2.032762	0.297154	0.658453	1.07079	1.9736	14.76772
12020	-7554.217	-7455.827	-98.38962	1.924278	0.284065	0.646712	1.06797	2.00125	15.20879
12030	-7545.079	-7449.183	-95.89589	1.647613	0.247251	0.611415	1.05803	2.0833	14.98709
12040	-7537.617	-7444.51	-93.10692	1.809035	0.269362	0.633038	1.06438	2.03322	14.69205
12050	-7544.51	-7456.43	-88.08007	1.896587	0.28061	0.643546	1.06717	2.00867	14.18061
12060	-7543.871	-7444.069	-99.80214	2.013727	0.294908	0.656466	1.07033	1.9783	15.3411
12070	-7533.375	-7437.755	-95.61988	2.29648	0.326271	0.683242	1.0759	1.91458	14.8946
12080	-7537.238	-7453.407	-83.83119	1.773793	0.264691	0.628581	1.06314	2.04359	13.768
12090	-7522.779	-7435.96	-86.81913	1.950462	0.287289	0.64964	1.0687	1.99437	14.04912
12100	-7522.578	-7434.781	-87.79697	2.180991	0.313963	0.672976	1.07392	1.93914	14.12386
12110	-7523.733	-7429.341	-94.39173	1.717555	0.25706	0.621172	1.061	2.06077	14.82968
12120	-7549.673	-7455.559	-94.11394	1.712763	0.256399	0.620524	1.06081	2.06227	14.80238
12130	-7520.043	-7436.417	-83.62604	1.994012	0.292559	0.654375	1.06984	1.98323	13.72546
12140	-7551.291	-7455.578	-95.71357	2.107225	0.305747	0.665952	1.07245	1.95585	14.92289
12150	-7542.508	-7448.719	-93.78896	1.908084	0.28205	0.64487	1.06751	2.00557	14.75035
12160	-7546.835	-7455.893	-90.94185	1.778757	0.265354	0.629217	1.06332	2.04211	14.47857
12170	-7529.674	-7442.008	-87.66671	1.666481	0.249933	0.61411	1.05887	2.07709	14.16228
12180	-7546.804	-7450.062	-96.74152	2.087983	0.303556	0.664055	1.07204	1.96035	15.02761
12190	-7543.401	-7447.346	-96.05571	1.988956	0.291953	0.653834	1.06971	1.9845	14.96893
12200	-7528.231	-7442.507	-85.72331	1.73783	0.259837	0.623886	1.0618	2.05448	13.96081
12210	-7539.878	-7450.184	-89.69386	1.788323	0.266627	0.630435	1.06366	2.03927	14.35281
12220	-7546.534	-7450.491	-96.04316	2.062367	0.300608	0.661486	1.07147	1.96643	14.96034
12230	-7520.308	-7432.56	-87.74826	1.884245	0.279054	0.642112	1.0668	2.01203	14.14866
12240	-7518.801	-7435.494	-83.30674	1.820579	0.270874	0.634469	1.06478	2.02988	13.71087
12250	-7541.519	-7452.473	-89.04548	2.056608	0.29994	0.660901	1.07134	1.96782	14.26115
12260	-7547.936	-7456.041	-91.89473	2.098987	0.304811	0.665143	1.07228	1.95777	14.54183
12270	-7536.13	-7441.486	-94.64463	1.806721	0.269058	0.63275	1.0643	2.03389	14.84605
12280	-7556.586	-7452.816	-103.7693	1.883722	0.278988	0.64205	1.06679	2.01217	15.75081
12290	-7541.099	-7450.179	-90.92076	1.844584	0.273989	0.637399	1.06557	2.02305	14.46988
12300	-7531.624	-7440.989	-90.63536	1.899019	0.280915	0.643827	1.06724	2.00801	14.43589
12310	-7526.952	-7441.699	-85.25295	1.955159	0.287863	0.650159	1.06883	1.99315	13.89204
12320	-7558.088	-7461.355	-96.7331	1.990984	0.292196	0.654052	1.06976	1.98399	15.03647
12330	-7550.45	-7456.779	-93.67132	2.068576	0.301326	0.662113	1.07161	1.96495	14.72253
12340	-7539.628	-7440.889	-98.73847	1.893984	0.280282	0.643245	1.0671	2.00938	15.24671
12350	-7537.082	-7437.79	-99.29138	2.095327	0.304394	0.664782	1.0722	1.95862	15.28186
12360	-7532.782	-7440.246	-92.53559	2.019222	0.295559	0.657042	1.07046	1.97694	14.6139
12370	-7538.273	-7452.335	-85.93847	1.932372	0.285066	0.647624	1.0682	1.99911	13.96287
12380	-7550.245	-7456.352	-93.89266	1.940507	0.286068	0.648534	1.06843	1.99697	14.75747
12390	-7536.072	-7439.784	-96.2881	1.9559	0.287953	0.650241	1.06885	1.99296	14.99548
12400	-7532.842	-7437.854	-94.9879	1.894245	0.280315	0.643275	1.0671	2.00931	14.87162
12410	-7546.501	-7449.518	-96.98341	2.093295	0.304163	0.664581	1.07216	1.9591	15.05127
12420	-7533.317	-7443.263	-90.0537	1.943176	0.286396	0.648832	1.0685	1.99627	14.37331
12430	-7534.694	-7437.561	-97.13334	2.038257	0.297799	0.659021	1.07092	1.97226	15.07177
12440	-7555.522	-7454.911	-100.611	1.696881	0.254198	0.618353	1.06016	2.06729	15.45367
12450	-7536.852	-7444.032	-92.82	2.212949	0.317435	0.675903	1.07451	1.93216	14.62296
12460	-7553.819	-7449.085	-104.7335	2.144799	0.309968	0.669578	1.07322	1.94723	15.82113
12470	-7566.441	-7463.264	-103.1767	1.845463	0.274103	0.637506	1.06559	2.0228	15.69538
12480	-7542.41	-7437.815	-104.5951	2.433628	0.340072	0.694408	1.07783	1.88769	15.7784
12490	-7555.926	-7450.104	-105.8222	1.934653	0.285347	0.64788	1.06826	1.99851	15.95102
12500	-7546.454	-7455.325	-91.12893	2.089237	0.303699	0.664179	1.07207	1.96005	14.46623
12510	-7536.939	-7444.177	-92.76128	1.87141	0.277426	0.640604	1.06641	2.01556	14.65125
12520	-7522.018	-7438.639	-83.3789	1.7394	0.26005	0.624094	1.06186	2.054	13.72621
12530	-7550.781	-7464.823	-85.95846	2.396272	0.336396	0.691468	1.07735	1.89479	13.91848
12540	-7560.615	-7464.96	-95.65464	2.197704	0.315785	0.674515	1.07423	1.93547	14.90795
12550	-7547.576	-7450.914	-96.66263	1.834847	0.27273	0.636218	1.06525	2.0258	15.04504
12560	-7541.732	-7441.062	-100.6703	1.927551	0.28447	0.647082	1.06807	2.00038	15.43654
12570	-7539.039	-7446.72	-92.31941	2.208072	0.316908	0.67546	1.07442	1.93321	14.57339
12580	-7521.277	-7433.821	-87.45605	2.333349	0.330065	0.686347	1.07646	1.90712	14.07453
12590	-7545.187	-7448.736	-96.45111	1.97889	0.290742	0.65275	1.06945	1.98706	15.00948
12600	-7518.441	-7435.375	-83.06638	1.683086	0.252271	0.616442	1.05958	2.07171	13.70059
12610	-7537.774	-7438.12	-99.65393	1.773446	0.264645	0.628536	1.06313	2.04369	15.35031
12620	-7528.175	-7436.904	-91.27111	1.803348	0.268614	0.632328	1.06419	2.03487	14.50903
12630	-7528.282	-7431.433	-96.84936	1.806916	0.269084	0.632774	1.06431	2.03383	15.0665
12640	-7553.029	-7455.776	-97.25258	1.648278	0.247346	0.611511	1.05806	2.08308	15.12269
12650	-7538.812	-7449.23	-89.58188	1.96415	0.288957	0.651147	1.06907	1.99083	14.32403
12660	-7530.444	-7433.291	-97.15299	1.984875	0.291462	0.653396	1.06961	1.98554	15.07907
12670	-7535.973	-7439.555	-96.41844	1.865468	0.276669	0.6399	1.06623	2.0172	15.01756
12680	-7543.586	-7457.965	-85.62003	1.869724	0.277211	0.640405	1.06636	2.01602	13.93729
12690	-7520.602	-7440.393	-80.20914	2.096076	0.30448	0.664856	1.07222	1.95845	13.37356
12700	-7548.766	-7450.967	-97.79874	1.796134	0.267662	0.631422	1.06394	2.03698	15.16252
12710	-7550.848	-7456.403	-94.44487	1.787793	0.266557	0.630368	1.06364	2.03943	14.82797
12720	-7538.429	-7439.96	-98.46845	2.110915	0.306165	0.666313	1.07253	1.95499	15.19801
12730	-7551.976	-7456.598	-95.37833	2.368165	0.33359	0.689208	1.07696	1.90024	14.86328
12740	-7530.732	-7446.846	-83.88526	2.141283	0.309576	0.669243	1.07315	1.94803	13.73666
12750	-7540.304	-7452.714	-87.59002	2.660314	0.361147	0.710799	1.08023	1.84782	14.05523
12760	-7518.159	-7433.028	-85.13057	2.267281	0.323221	0.680726	1.07544	1.92062	13.84859
12770	-7535.083	-7442	-93.08234	1.983941	0.29135	0.653295	1.06958	1.98577	14.6721
12780	-7558.829	-7463.356	-95.47367	1.56065	0.234541	0.59835	1.05379	2.11332	14.95356
12790	-7527.254	-7441.023	-86.23085	1.756107	0.262315	0.626291	1.06249	2.0489	14.00973
12800	-7538.982	-7451.109	-87.87281	1.857661	0.27567	0.638971	1.06598	2.01938	14.16377
12810	-7529.739	-7442.156	-87.58301	1.908986	0.282163	0.644973	1.06754	2.00533	14.12966
12820	-7554.121	-7455.505	-98.61611	2.234591	0.319757	0.677846	1.07489	1.92751	15.20041
12830	-7528.956	-7445.818	-83.13806	1.836373	0.272928	0.636404	1.0653	2.02537	13.69243
12840	-7529.943	-7442.897	-87.04576	2.067107	0.301156	0.661965	1.07158	1.9653	14.06012
12850	-7530.853	-7438.808	-92.04407	1.610693	0.241927	0.606001	1.05631	2.09576	14.6056
12860	-7561.356	-7464.135	-97.22053	1.770724	0.26428	0.628186	1.06303	2.0445	15.10724
12870	-7544.238	-7448.576	-95.66247	1.913776	0.28276	0.64552	1.06767	2.00405	14.93713
