Iteration	Posterior	Likelihood	Prior	alpha_morpho	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	TL
42560	-7544.085	-7447.397	-96.68869	2.062911	0.300671	0.661541	1.07149	1.9663	15.02484
42570	-7558.18	-7464.936	-93.24334	1.822451	0.271118	0.6347	1.06484	2.02934	14.70435
42580	-7544.446	-7455.403	-89.04244	1.959723	0.288419	0.650661	1.06895	1.99197	14.27053
42590	-7545.436	-7452.086	-93.35033	1.945017	0.286622	0.649037	1.06855	1.99579	14.70279
42600	-7556.14	-7459.991	-96.14903	1.546645	0.232439	0.596141	1.05305	2.11837	15.0225
42610	-7534.414	-7436.796	-97.61822	1.63556	0.245524	0.609668	1.05748	2.08733	15.16052
42620	-7536.996	-7445.575	-91.4206	1.912096	0.282551	0.645328	1.06763	2.0045	14.51311
42630	-7536.514	-7439.891	-96.62346	2.136081	0.308995	0.668746	1.07305	1.94921	15.011
42640	-7547.371	-7454.598	-92.77317	1.747244	0.261116	0.62513	1.06216	2.0516	14.66485
42650	-7512.582	-7422.11	-90.47193	1.552924	0.233383	0.597135	1.05338	2.1161	14.45416
42660	-7532.505	-7441.511	-90.9939	1.909841	0.282269	0.645071	1.06756	2.0051	14.47066
42670	-7538.627	-7445.723	-92.90396	1.610133	0.241845	0.605917	1.05628	2.09595	14.69164
42680	-7519.121	-7421.859	-97.26282	1.931432	0.28495	0.647518	1.06818	1.99936	15.0954
42690	-7535.433	-7445.444	-89.98894	2.076661	0.302257	0.662926	1.07179	1.96302	14.35349
42700	-7526.849	-7435.418	-91.43046	1.667155	0.250028	0.614205	1.0589	2.07687	14.53859
42710	-7528.696	-7442.083	-86.61386	1.858124	0.27573	0.639026	1.066	2.01925	14.03783
42720	-7536.789	-7442.733	-94.0556	1.660842	0.249134	0.613309	1.05862	2.07894	14.80173
42730	-7539.146	-7447.712	-91.43407	1.862283	0.276262	0.639522	1.06613	2.01809	14.51944
42740	-7536.307	-7452.063	-84.24334	1.721824	0.257647	0.621748	1.06117	2.05944	13.81441
42750	-7548.245	-7462.275	-85.97052	1.895707	0.280499	0.643444	1.06715	2.00891	13.96974
42760	-7539.215	-7457.967	-81.24741	2.001306	0.293431	0.655152	1.07002	1.98139	13.48687
42770	-7543.989	-7449.463	-94.52591	2.186146	0.314526	0.673453	1.07402	1.938	14.79623
42780	-7547.968	-7452.964	-95.00383	1.74535	0.260859	0.62488	1.06208	2.05218	14.88811
42790	-7544.783	-7449.449	-95.33344	2.226014	0.318839	0.67708	1.07474	1.92934	14.873
42800	-7529.4	-7439.721	-89.67846	2.154065	0.310997	0.670457	1.07341	1.94514	14.3147
42810	-7528.479	-7439.934	-88.54517	2.260329	0.322488	0.680119	1.07532	1.92207	14.19074
42820	-7542.372	-7440.263	-102.1091	2.215464	0.317706	0.67613	1.07455	1.93161	15.55162
42830	-7535.534	-7440.968	-94.56563	1.988347	0.29188	0.653769	1.0697	1.98466	14.81999
42840	-7523.066	-7427.599	-95.46641	1.772464	0.264513	0.62841	1.06309	2.04398	14.93165
42850	-7525.84	-7433.207	-92.63235	1.793855	0.267361	0.631135	1.06386	2.03765	14.64611
42860	-7530.168	-7432.999	-97.16924	2.261481	0.32261	0.68022	1.07534	1.92183	15.05303
42870	-7548.616	-7443.789	-104.8271	2.367224	0.333496	0.689132	1.07695	1.90042	15.80825
42880	-7526.011	-7435.302	-90.70888	2.153895	0.310978	0.670441	1.0734	1.94518	14.41776
42890	-7535.824	-7447.301	-88.5235	1.85506	0.275337	0.638659	1.0659	2.0201	14.2291
42900	-7527.251	-7442.619	-84.63148	1.81632	0.270317	0.633943	1.06463	2.03111	13.84377
42910	-7528.454	-7438.591	-89.86375	2.034175	0.29732	0.658599	1.07082	1.97326	14.34522
42920	-7527.616	-7423.007	-104.6095	2.199684	0.316	0.674696	1.07427	1.93504	15.80324
42930	-7544.41	-7443.719	-100.6915	2.005483	0.293928	0.655595	1.07013	1.98035	15.43086
42940	-7530.642	-7445.229	-85.41293	2.08129	0.302789	0.663389	1.0719	1.96193	13.89542
42950	-7532.302	-7437.884	-94.41753	2.178228	0.31366	0.67272	1.07387	1.93975	14.78619
42960	-7525.422	-7426.71	-98.71215	1.769056	0.264057	0.627971	1.06297	2.045	15.25657
42970	-7530.291	-7432.992	-97.2987	2.322334	0.328938	0.685428	1.0763	1.90933	15.05989
42980	-7522.964	-7433.345	-89.61873	2.088926	0.303664	0.664149	1.07206	1.96012	14.31524
42990	-7534.943	-7447.745	-87.1988	2.131495	0.308482	0.668306	1.07296	1.95026	14.06899
43000	-7549.141	-7449.916	-99.22503	2.046668	0.298783	0.659886	1.07111	1.97022	15.28009
43010	-7523.715	-7443.962	-79.75289	1.674399	0.25105	0.615226	1.05921	2.07451	13.37011
43020	-7518.267	-7433.705	-84.56225	2.028694	0.296676	0.658031	1.07069	1.9746	13.81561
43030	-7512.199	-7429.203	-82.99665	1.866431	0.276792	0.640015	1.06626	2.01694	13.67528
43040	-7521.703	-7430.669	-91.03365	1.648168	0.247331	0.611495	1.05806	2.08312	14.50081
43050	-7534.093	-7448.268	-85.82531	1.828045	0.271847	0.635387	1.06502	2.02774	13.96198
43060	-7540.748	-7447.065	-93.68329	2.222694	0.318483	0.676782	1.07468	1.93006	14.70832
43070	-7542.151	-7451.382	-90.76903	1.644984	0.246876	0.611035	1.05791	2.08418	14.47466
43080	-7529.64	-7437.34	-92.30013	2.460306	0.342661	0.696463	1.07816	1.88271	14.54624
43090	-7543.993	-7454.033	-89.9603	1.868972	0.277116	0.640316	1.06634	2.01623	14.37139
43100	-7529.415	-7431.992	-97.42302	2.23392	0.319685	0.677786	1.07487	1.92765	15.08117
43110	-7526.37	-7437.542	-88.82826	1.850668	0.274773	0.638133	1.06576	2.02133	14.26002
43120	-7549.03	-7449.701	-99.32903	1.565383	0.235248	0.59909	1.05404	2.11162	15.33862
43130	-7553.718	-7461.624	-92.09316	1.705343	0.255373	0.619514	1.06051	2.06461	14.60104
43140	-7541.365	-7439.696	-101.6689	1.707955	0.255735	0.61987	1.06061	2.06378	15.55835
43150	-7544.104	-7443.869	-100.235	2.286806	0.325265	0.682414	1.07575	1.91657	15.35708
43160	-7540.465	-7453.123	-87.34136	1.61507	0.242564	0.606653	1.05652	2.09426	14.13489
43170	-7532.466	-7440.63	-91.83637	2.204585	0.316531	0.675143	1.07436	1.93397	14.52544
43180	-7521.633	-7430.933	-90.69964	2.063235	0.300708	0.661574	1.07149	1.96622	14.4259
43190	-7542.665	-7444.943	-97.72257	1.692982	0.253655	0.617816	1.06	2.06853	15.16522
43200	-7529.416	-7437.569	-91.84662	1.741362	0.260318	0.624354	1.06193	2.0534	14.57278
43210	-7535.958	-7438.36	-97.59849	2.251132	0.321516	0.679312	1.07517	1.924	15.09699
43220	-7548.719	-7463.911	-84.80839	2.569033	0.352905	0.70448	1.07937	1.86324	13.78619
43230	-7534.347	-7443.039	-91.30789	1.878786	0.278363	0.641472	1.06664	2.01353	14.50517
43240	-7521.99	-7431.105	-90.88437	2.01457	0.295008	0.656554	1.07035	1.97809	14.44924
43250	-7530.453	-7440.531	-89.92168	1.839351	0.273313	0.636766	1.0654	2.02453	14.37049
43260	-7523.162	-7441.08	-82.08245	1.795607	0.267592	0.631356	1.06392	2.03713	13.59094
43270	-7543.428	-7442.604	-100.8243	1.740225	0.260163	0.624204	1.06189	2.05375	15.47067
43280	-7539.837	-7442.407	-97.43065	2.052831	0.299501	0.660517	1.07126	1.96873	15.10004
43290	-7548.524	-7465.304	-83.22009	2.010999	0.294584	0.656178	1.07026	1.97898	13.68317
43300	-7530.987	-7429.352	-101.635	2.362269	0.332997	0.688728	1.07688	1.90139	15.48953
43310	-7524.393	-7434.465	-89.92746	1.697562	0.254293	0.618447	1.06019	2.06707	14.38525
43320	-7546.462	-7452.203	-94.25958	2.192498	0.315219	0.674038	1.07414	1.93661	14.76897
43330	-7514.728	-7435.418	-79.30985	2.096312	0.304507	0.66488	1.07222	1.95839	13.28361
43340	-7551.465	-7454.364	-97.1011	2.481905	0.344734	0.6981	1.07842	1.87875	15.02418
43350	-7538.157	-7444.429	-93.72816	1.717632	0.25707	0.621183	1.061	2.06074	14.76331
43360	-7534.909	-7442.272	-92.63685	1.921952	0.283777	0.646449	1.06791	2.00187	14.63375
43370	-7522.376	-7433.206	-89.17064	2.3094	0.327608	0.684339	1.0761	1.91195	14.24838
43380	-7525.989	-7441.53	-84.4597	2.099763	0.3049	0.66522	1.0723	1.95758	13.79825
43390	-7530.185	-7436.547	-93.63805	2.402731	0.337036	0.691982	1.07743	1.89355	14.68579
43400	-7530.772	-7438.623	-92.1496	1.98297	0.291233	0.65319	1.06956	1.98602	14.57892
43410	-7542.153	-7447.549	-94.60392	1.811613	0.269701	0.633359	1.06447	2.03247	14.84149
43420	-7527.591	-7439.763	-87.82876	2.180455	0.313904	0.672926	1.07391	1.93926	14.12709
43430	-7546.363	-7449.311	-97.05194	2.256077	0.322039	0.679747	1.07525	1.92296	15.04184
43440	-7540.421	-7439.794	-100.6269	2.191973	0.315162	0.673989	1.07413	1.93672	15.40575
43450	-7529.543	-7435.305	-94.23784	1.997224	0.292943	0.654718	1.06992	1.98242	14.78632
43460	-7514.417	-7426.34	-88.07695	2.144357	0.309918	0.669536	1.07322	1.94733	14.15552
43470	-7527.773	-7435.372	-92.40129	1.960791	0.288549	0.650778	1.06898	1.9917	14.60631
43480	-7535.06	-7439.516	-95.54409	1.87361	0.277706	0.640863	1.06648	2.01495	14.92931
43490	-7541.115	-7446.632	-94.48236	2.070731	0.301574	0.66233	1.07166	1.96443	14.80342
43500	-7538.676	-7450.515	-88.16164	1.842883	0.27377	0.637194	1.06551	2.02353	14.19413
43510	-7509.284	-7430.344	-78.93958	1.904454	0.281596	0.644453	1.0674	2.00655	13.26577
43520	-7526.591	-7438.941	-87.64981	2.15062	0.310615	0.670131	1.07334	1.94592	14.11218
43530	-7532.736	-7441.045	-91.69057	1.966943	0.289296	0.651452	1.06914	1.99011	14.53462
43540	-7545.223	-7453.156	-92.06723	2.075091	0.302077	0.662768	1.07176	1.9634	14.56147
43550	-7524.666	-7434.541	-90.12451	2.031584	0.297016	0.658331	1.07076	1.97389	14.37155
43560	-7509.985	-7427.909	-82.07573	2.201022	0.316145	0.674818	1.07429	1.93474	13.54973
43570	-7526.777	-7439.94	-86.83679	2.052941	0.299513	0.660528	1.07126	1.9687	14.04064
43580	-7526.228	-7442.524	-83.70364	1.844647	0.273997	0.637407	1.06557	2.02303	13.74816
43590	-7544.013	-7443.542	-100.4705	1.72484	0.258061	0.622153	1.06129	2.0585	15.43683
43600	-7536.745	-7437.332	-99.41367	1.99296	0.292433	0.654263	1.06981	1.98349	15.30433
43610	-7531.417	-7442.175	-89.24246	2.157026	0.311325	0.670736	1.07346	1.94447	14.2708
43620	-7540.953	-7452.22	-88.73228	2.338956	0.330636	0.686813	1.07655	1.90601	14.20159
43630	-7551.391	-7451.051	-100.3403	1.864778	0.276581	0.639818	1.06621	2.0174	15.40982
43640	-7543.521	-7446.437	-97.08391	2.028154	0.296612	0.657975	1.07068	1.97473	15.06783
43650	-7524.706	-7432.897	-91.80918	1.762755	0.263211	0.627156	1.06274	2.0469	14.5669
43660	-7537.139	-7439.531	-97.60829	2.124196	0.307663	0.667602	1.07281	1.95193	15.11067
43670	-7518.563	-7430.546	-88.01705	1.731197	0.258931	0.623004	1.06154	2.05653	14.19084
43680	-7531.722	-7435.057	-96.66501	2.100829	0.305021	0.665325	1.07232	1.95734	15.01868
43690	-7528.651	-7439.476	-89.17453	1.750216	0.261519	0.62552	1.06227	2.05069	14.30469
43700	-7544.282	-7460.547	-83.73531	2.070084	0.3015	0.662265	1.07165	1.96459	13.72878
43710	-7546.429	-7449.241	-97.18838	2.335253	0.330259	0.686506	1.07649	1.90674	15.04757
43720	-7535.516	-7445.647	-89.86921	2.052928	0.299512	0.660526	1.07126	1.9687	14.34389
43730	-7537.418	-7444.426	-92.99238	1.7288	0.258604	0.622684	1.06144	2.05727	14.68862
43740	-7523.679	-7430.785	-92.89401	2.507568	0.347173	0.700016	1.07871	1.8741	14.6009
43750	-7533.404	-7436.244	-97.16034	2.209085	0.317018	0.675552	1.07444	1.93299	15.05738
43760	-7524.738	-7436.931	-87.80657	2.262599	0.322728	0.680318	1.07536	1.9216	14.11666
43770	-7527.886	-7435.693	-92.19346	1.932693	0.285106	0.64766	1.06821	1.99902	14.58833
43780	-7536.669	-7436.29	-100.3784	2.153816	0.310969	0.670433	1.0734	1.9452	15.38472
43790	-7539.716	-7442.2	-97.51588	2.242579	0.320608	0.678556	1.07502	1.92581	15.08959
43800	-7559.045	-7460.499	-98.54509	1.835652	0.272835	0.636316	1.06528	2.02557	15.2332
43810	-7512.277	-7426.185	-86.09194	1.775521	0.264922	0.628802	1.0632	2.04307	13.9939
43820	-7528.72	-7428.873	-99.8472	1.855951	0.275451	0.638766	1.06593	2.01985	15.36138
43830	-7534.883	-7439.289	-95.59449	1.711586	0.256237	0.620364	1.06076	2.06264	14.95055
43840	-7543.283	-7456.246	-87.03738	1.946113	0.286756	0.649158	1.06858	1.9955	14.07139
43850	-7513.177	-7423.239	-89.93874	1.755844	0.26228	0.626256	1.06248	2.04898	14.38055
43860	-7520.753	-7426.128	-94.6246	1.777836	0.265231	0.629099	1.06329	2.04238	14.84693
43870	-7533.559	-7441.436	-92.12287	1.911431	0.282468	0.645252	1.06761	2.00467	14.5834
43880	-7539.193	-7439.514	-99.67917	2.325998	0.329314	0.685735	1.07635	1.9086	15.29758
43890	-7519.438	-7433.294	-86.14424	2.136375	0.309028	0.668774	1.07306	1.94914	13.96304
43900	-7547.687	-7450.489	-97.19704	1.856478	0.275519	0.638829	1.06595	2.01971	15.09631
43910	-7541.386	-7448.253	-93.13306	1.434408	0.21501	0.577262	1.04633	2.1614	14.73212
43920	-7527.409	-7445.411	-81.99815	2.165816	0.312296	0.671562	1.07363	1.94251	13.54549
43930	-7533.831	-7435.308	-98.52334	2.198338	0.315854	0.674573	1.07424	1.93533	15.19476
43940	-7552.073	-7463.5	-88.57307	1.789858	0.266831	0.63063	1.06372	2.03882	14.24058
43950	-7532.528	-7442.182	-90.34604	1.900727	0.281129	0.644024	1.06729	2.00755	14.40679
43960	-7543.255	-7448.756	-94.49863	2.478664	0.344424	0.697856	1.07838	1.87934	14.76425
43970	-7536.116	-7441.637	-94.47991	2.344843	0.331235	0.687299	1.07663	1.90483	14.77577
43980	-7540.05	-7438.58	-101.47	1.965243	0.28909	0.651266	1.0691	1.99055	15.51273
43990	-7537.431	-7430.566	-106.8644	1.968149	0.289443	0.651583	1.06917	1.9898	16.05189
44000	-7543.211	-7446.173	-97.03747	1.881822	0.278748	0.641828	1.06673	2.01269	15.07782
44010	-7531.612	-7446.907	-84.70541	1.817077	0.270416	0.634037	1.06466	2.03089	13.85109
44020	-7539.537	-7450.25	-89.28749	1.672367	0.250764	0.614941	1.05912	2.07517	14.32377
44030	-7537.654	-7450.093	-87.56117	2.503682	0.346805	0.699728	1.07867	1.8748	14.06801
44040	-7533.679	-7443.373	-90.30608	2.107749	0.305806	0.666003	1.07247	1.95572	14.38209
44050	-7530.442	-7445.75	-84.69242	1.739714	0.260093	0.624136	1.06187	2.0539	13.85753
44060	-7524.827	-7438.402	-86.42486	1.897565	0.280732	0.643659	1.0672	2.00841	14.01499
44070	-7512.466	-7424.388	-88.07874	1.812948	0.269876	0.633525	1.06452	2.03208	14.18884
44080	-7517.677	-7429.694	-87.98245	1.766229	0.263678	0.627606	1.06287	2.04585	14.18388
44090	-7512.596	-7429.842	-82.75458	2.049198	0.299078	0.660145	1.07117	1.9696	13.6328
44100	-7517.217	-7426.344	-90.87323	2.029062	0.296719	0.658069	1.0707	1.97451	14.44667
44110	-7533.208	-7441.931	-91.2765	2.060924	0.30044	0.66134	1.07144	1.96678	14.48382
44120	-7547.327	-7458.85	-88.47721	2.233212	0.31961	0.677723	1.07486	1.9278	14.18666
44130	-7523.895	-7435.38	-88.51481	1.701821	0.254884	0.619032	1.06036	2.06572	14.24356
44140	-7539.383	-7451.726	-87.65631	1.989517	0.29202	0.653894	1.06973	1.98436	14.12894
44150	-7527.383	-7436.98	-90.40288	2.090658	0.303862	0.66432	1.0721	1.95972	14.39348
44160	-7524.698	-7438.872	-85.82539	1.813737	0.269979	0.633623	1.06454	2.03185	13.96342
44170	-7532.296	-7438.878	-93.41816	2.512113	0.347602	0.700353	1.07876	1.87328	14.65286
44180	-7537.308	-7444.434	-92.8738	1.49303	0.224244	0.587392	1.05001	2.13835	14.70033
44190	-7529.35	-7437.901	-91.44876	2.187842	0.314712	0.673609	1.07405	1.93763	14.48835
44200	-7545.744	-7463.231	-82.51337	1.620196	0.243307	0.607413	1.05676	2.09252	13.65158
44210	-7530.381	-7437.582	-92.79896	1.975659	0.290352	0.6524	1.06937	1.98788	14.64459
44220	-7528.728	-7432.196	-96.53182	1.859626	0.275922	0.639205	1.06604	2.01883	15.02948
44230	-7522.049	-7434.186	-87.86328	1.73099	0.258903	0.622976	1.06153	2.05659	14.17549
44240	-7531.48	-7446.656	-84.82391	2.234122	0.319707	0.677804	1.07488	1.92761	13.82124
44250	-7555.047	-7449.65	-105.3968	2.550998	0.351239	0.703188	1.07918	1.86639	15.84684
44260	-7543.406	-7462.828	-80.57779	2.542994	0.350495	0.70261	1.0791	1.86779	13.36574
44270	-7528.584	-7443.279	-85.30465	1.685471	0.252605	0.616774	1.05968	2.07094	13.92418
44280	-7526.654	-7426.192	-100.4615	1.744261	0.260712	0.624737	1.06204	2.05251	15.43398
44290	-7520.63	-7428.765	-91.86454	1.983359	0.29128	0.653232	1.06957	1.98592	14.55038
44300	-7523.875	-7431.777	-92.09752	2.140892	0.309532	0.669206	1.07315	1.94812	14.55792
44310	-7528.704	-7446.592	-82.11167	1.924739	0.284122	0.646764	1.06799	2.00113	13.58095
44320	-7534.756	-7439.64	-95.116	2.09061	0.303856	0.664316	1.0721	1.95973	14.8648
44330	-7539.188	-7443.316	-95.87229	2.151764	0.310742	0.670239	1.07336	1.94566	14.93431
44340	-7549.53	-7458.09	-91.44052	1.688312	0.253002	0.617169	1.0598	2.07003	14.53748
44350	-7522.347	-7427.213	-95.13388	1.932291	0.285056	0.647615	1.0682	1.99913	14.88242
44360	-7531.338	-7437.583	-93.7555	2.062181	0.300586	0.661467	1.07147	1.96648	14.73159
44370	-7517.409	-7430.677	-86.73224	2.36797	0.333571	0.689192	1.07696	1.90028	13.99869
44380	-7547.687	-7450.198	-97.48889	1.869347	0.277163	0.64036	1.06635	2.01613	15.12421
44390	-7557.437	-7464.334	-93.10327	2.112268	0.306318	0.666445	1.07256	1.95468	14.66136
44400	-7535.441	-7434.671	-100.7699	1.467085	0.220193	0.582984	1.04843	2.14839	15.49254
44410	-7537.774	-7435.4	-102.3742	1.934899	0.285378	0.647908	1.06827	1.99844	15.60618
44420	-7530.262	-7445.07	-85.19138	2.021225	0.295795	0.657252	1.07051	1.97644	13.87927
44430	-7523.052	-7430.649	-92.40291	1.91418	0.28281	0.645566	1.06769	2.00394	14.61113
44440	-7542.972	-7444.906	-98.06555	1.752342	0.261807	0.625799	1.06235	2.05005	15.19358
44450	-7539.578	-7454.057	-85.5211	1.932209	0.285046	0.647606	1.0682	1.99915	13.92115
44460	-7531.951	-7440.11	-91.84084	1.908706	0.282128	0.644941	1.06753	2.0054	14.55547
44470	-7553.482	-7451.327	-102.1553	1.79699	0.267775	0.63153	1.06397	2.03673	15.59808
44480	-7553.564	-7451.784	-101.7803	2.214842	0.317639	0.676074	1.07454	1.93175	15.51881
44490	-7535.329	-7434.847	-100.482	1.969211	0.289571	0.651699	1.0692	1.98953	15.41353
44500	-7545.164	-7451.148	-94.01538	1.624178	0.243884	0.608	1.05695	2.09116	14.80138
44510	-7543.166	-7459.775	-83.39062	1.827245	0.271743	0.635289	1.065	2.02797	13.7186
44520	-7546.164	-7451.877	-94.28743	1.916386	0.283085	0.645817	1.06775	2.00335	14.79936
44530	-7536.307	-7441.863	-94.4445	1.937102	0.285649	0.648154	1.06833	1.99786	14.813
44540	-7540.072	-7445.654	-94.41761	2.321704	0.328873	0.685375	1.07629	1.90946	14.77185
44550	-7538.963	-7447.66	-91.30336	2.133037	0.308654	0.668454	1.07299	1.9499	14.47929
44560	-7549.383	-7451.271	-98.11196	2.038327	0.297807	0.659028	1.07092	1.97224	15.16962
44570	-7546.015	-7460.823	-85.19223	1.620221	0.243311	0.607416	1.05677	2.09251	13.91946
44580	-7528.444	-7436.572	-91.87191	1.807488	0.269159	0.632846	1.06433	2.03366	14.5687
44590	-7527.947	-7434.665	-93.28208	1.705599	0.255408	0.619549	1.06052	2.06453	14.71991
44600	-7545.657	-7445.408	-100.2489	1.803854	0.268681	0.632392	1.06421	2.03472	15.40676
44610	-7528.528	-7436.965	-91.56334	1.957212	0.288113	0.650385	1.06888	1.99262	14.52287
44620	-7547.596	-7452.9	-94.69636	1.673831	0.25097	0.615147	1.05919	2.0747	14.86451
44630	-7533.062	-7442.329	-90.73326	1.634486	0.24537	0.609512	1.05743	2.08769	14.47214
44640	-7537.224	-7437.998	-99.22589	2.162635	0.311945	0.671264	1.07357	1.94322	15.26858
44650	-7520.081	-7433.963	-86.11806	1.861121	0.276113	0.639383	1.06609	2.01841	13.98795
44660	-7520.473	-7433.716	-86.75716	1.745358	0.26086	0.624881	1.06208	2.05217	14.06344
44670	-7524.025	-7439.443	-84.58184	1.942466	0.286309	0.648753	1.06848	1.99646	13.8262
44680	-7518.964	-7434.805	-84.15942	1.87705	0.278143	0.641268	1.06658	2.014	13.79049
44690	-7534.543	-7440.488	-94.05477	2.319531	0.32865	0.685193	1.07626	1.9099	14.73578
44700	-7534.985	-7435.71	-99.27515	2.21006	0.317123	0.675641	1.07446	1.93278	15.26877
44710	-7544.092	-7450.35	-93.74219	2.135749	0.308958	0.668714	1.07304	1.94929	14.7229
44720	-7520.22	-7435.658	-84.56126	2.076573	0.302247	0.662917	1.07179	1.96304	13.81073
44730	-7528.891	-7438.313	-90.57798	1.799079	0.268051	0.631793	1.06404	2.03612	14.44015
44740	-7536.646	-7444.546	-92.09996	1.785704	0.266279	0.630103	1.06357	2.04005	14.59368
44750	-7541.011	-7445.688	-95.32272	1.715233	0.25674	0.620858	1.06091	2.06149	14.92301
44760	-7539.874	-7447.962	-91.91132	1.894343	0.280328	0.643286	1.06711	2.00928	14.56396
44770	-7551.56	-7451.661	-99.8988	1.873498	0.277692	0.64085	1.06648	2.01498	15.36479
44780	-7529.389	-7432.611	-96.77832	2.254254	0.321847	0.679586	1.07522	1.92335	15.01466
44790	-7534.089	-7433.729	-100.36	2.096475	0.304525	0.664896	1.07223	1.95835	15.38861
44800	-7538.569	-7441.802	-96.76657	2.086927	0.303435	0.66395	1.07202	1.9606	15.03022
44810	-7535.949	-7447.569	-88.37946	1.862139	0.276244	0.639505	1.06612	2.01813	14.21399
44820	-7544.59	-7448.011	-96.57923	1.836546	0.27295	0.636425	1.0653	2.02532	15.03653
44830	-7541.24	-7445.219	-96.021	1.914857	0.282895	0.645643	1.06771	2.00376	14.97287
44840	-7525.34	-7434.899	-90.44054	1.653706	0.24812	0.61229	1.0583	2.08129	14.44094
44850	-7532.947	-7438.923	-94.02443	2.375355	0.334311	0.68979	1.07706	1.89883	14.72717
44860	-7539.626	-7440.352	-99.27377	2.169735	0.312728	0.671929	1.07371	1.94163	15.27266
44870	-7533.32	-7441.619	-91.70145	1.81491	0.270133	0.633768	1.06458	2.03151	14.55091
44880	-7512.798	-7424.773	-88.02557	2.161075	0.311773	0.671117	1.07354	1.94357	14.14871
44890	-7531.474	-7437.941	-93.53297	1.861266	0.276132	0.639401	1.0661	2.01837	14.72943
44900	-7540.458	-7442.194	-98.26432	1.884729	0.279115	0.642168	1.06682	2.0119	15.20022
44910	-7528.044	-7430.068	-97.97629	2.192474	0.315216	0.674035	1.07414	1.93661	15.14064
44920	-7546.623	-7448.005	-98.61795	2.074168	0.30197	0.662676	1.07174	1.96361	15.21664
44930	-7562.953	-7461.475	-101.4776	2.40797	0.337554	0.692397	1.0775	1.89255	15.46922
44940	-7528.35	-7434.925	-93.42461	2.242685	0.320619	0.678566	1.07503	1.92579	14.68045
44950	-7531.961	-7440.447	-91.5138	2.207144	0.316808	0.675376	1.0744	1.93341	14.49292
44960	-7549.898	-7465.203	-84.69455	1.831509	0.272297	0.635811	1.06514	2.02675	13.84856
44970	-7544.731	-7455.899	-88.83207	1.924382	0.284078	0.646724	1.06798	2.00122	14.25303
44980	-7535.311	-7443.129	-92.18149	1.963422	0.288869	0.651067	1.06905	1.99102	14.58407
44990	-7533.568	-7432.425	-101.1433	2.007356	0.294151	0.655794	1.07017	1.97988	15.47585
45000	-7534.053	-7433.659	-100.3941	2.165641	0.312277	0.671546	1.07363	1.94255	15.3851
45010	-7545.762	-7439.998	-105.7645	2.65808	0.360949	0.710648	1.08021	1.84819	15.8729
45020	-7535.505	-7443.604	-91.90093	2.074775	0.30204	0.662737	1.07175	1.96347	14.54487
45030	-7543.673	-7449.55	-94.12356	2.474066	0.343984	0.697509	1.07833	1.88018	14.72721
45040	-7541.808	-7440.623	-101.1847	2.002266	0.293545	0.655254	1.07005	1.98115	15.4805
45050	-7532.818	-7441.62	-91.19812	2.079786	0.302616	0.663238	1.07186	1.96228	14.47409
45060	-7515.781	-7431.226	-84.55497	1.646201	0.24705	0.611211	1.05797	2.08377	13.85314
45070	-7517.562	-7429.973	-87.58926	2.108943	0.305941	0.66612	1.07249	1.95545	14.11029
45080	-7534.003	-7433.025	-100.9778	2.208456	0.31695	0.675495	1.07443	1.93313	15.43919
45090	-7535.208	-7438.563	-96.64535	1.993961	0.292553	0.65437	1.06984	1.98324	15.0274
45100	-7523.018	-7427.957	-95.06145	2.131346	0.308465	0.668291	1.07295	1.95029	14.85527
45110	-7533.441	-7449.471	-83.96986	1.650448	0.247656	0.611823	1.05816	2.08236	13.7942
45120	-7533.996	-7447.541	-86.45535	1.877318	0.278177	0.6413	1.06659	2.01393	14.02006
45130	-7516.529	-7431.643	-84.88542	2.097044	0.30459	0.664952	1.07224	1.95822	13.8411
45140	-7527.965	-7446.052	-81.91234	1.687505	0.25289	0.617057	1.05977	2.07029	13.58474
45150	-7530.807	-7439.37	-91.43664	1.854084	0.275212	0.638543	1.06587	2.02038	14.52051
45160	-7520.716	-7429.332	-91.3844	2.235061	0.319807	0.677888	1.07489	1.92741	14.47719
45170	-7529.66	-7435.583	-94.07624	1.986313	0.291635	0.65355	1.06964	1.98517	14.77125
45180	-7551.849	-7466.69	-85.15983	1.6655	0.249794	0.613971	1.05882	2.07741	13.91169
45190	-7529.222	-7436.774	-92.44798	2.146993	0.310212	0.669787	1.07327	1.94673	14.59236
45200	-7526.501	-7433.404	-93.0973	1.844474	0.273975	0.637386	1.06556	2.02308	14.68754
45210	-7551.357	-7448.16	-103.1974	1.945428	0.286672	0.649082	1.06856	1.99568	15.68745
45220	-7532.199	-7433.918	-98.28115	2.352802	0.332041	0.687954	1.07675	1.90326	15.15509
45230	-7520.101	-7436.477	-83.62482	1.897067	0.28067	0.643602	1.06719	2.00854	13.73503
45240	-7545.319	-7455.046	-90.27275	2.052355	0.299445	0.660468	1.07125	1.96884	14.3843
45250	-7541.638	-7469.337	-72.30184	1.769599	0.26413	0.628041	1.06299	2.04484	12.61548
45260	-7532.616	-7448.216	-84.39978	2.086301	0.303363	0.663888	1.07201	1.96074	13.79361
45270	-7541.002	-7448.443	-92.55954	1.952141	0.287494	0.649826	1.06874	1.99394	14.623
45280	-7548.543	-7455.845	-92.69794	1.993937	0.29255	0.654367	1.06984	1.98325	14.63266
