Iteration	Posterior	Likelihood	Prior	age_morphometrics	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha_morpho	branch_rates_mean	clock_morpho	clock_rates[1]	clock_rates[2]	clock_rates[3]	clock_rates[4]	clock_rates[5]	clock_rates[6]	clock_rates[7]	clock_rates[8]	clock_rates[9]	clock_rates[10]	clock_rates[11]	clock_rates[12]	clock_rates[13]	clock_rates[14]	clock_rates[15]	clock_rates[16]	clock_rates[17]	clock_rates[18]	clock_rates[19]	clock_rates[20]	clock_rates[21]	clock_rates[22]	clock_rates[23]	clock_rates[24]	clock_rates[25]	clock_rates[26]	clock_rates[27]	clock_rates[28]	clock_rates[29]	clock_rates[30]	clock_rates[31]	clock_rates[32]	clock_rates[33]	clock_rates[34]	clock_rates[35]	clock_rates[36]	clock_rates[37]	clock_rates[38]	clock_rates[39]	clock_rates[40]	clock_rates[41]	clock_rates[42]	clock_rates[43]	clock_rates[44]	clock_rates[45]	clock_rates[46]	clock_rates[47]	clock_rates[48]	clock_rates[49]	clock_rates[50]	clock_rates[51]	clock_rates[52]	clock_rates[53]	clock_rates[54]	clock_rates[55]	clock_rates[56]	clock_rates[57]	clock_rates[58]	clock_rates[59]	clock_rates[60]	clock_rates[61]	clock_rates[62]	clock_rates[63]	clock_rates[64]	clock_rates[65]	clock_rates[66]	clock_rates[67]	clock_rates[68]	clock_rates[69]	clock_rates[70]	clock_rates[71]	clock_rates[72]	clock_rates[73]	clock_rates[74]	clock_rates[75]	clock_rates[76]	clock_rates[77]	clock_rates[78]	clock_rates[79]	clock_rates[80]	clock_rates[81]	clock_rates[82]	clock_rates[83]	clock_rates[84]	clock_rates[85]	clock_rates[86]	clock_rates[87]	clock_rates[88]	clock_rates[89]	clock_rates[90]	clock_rates[91]	clock_rates[92]	clock_rates[93]	clock_rates[94]	clock_rates[95]	clock_rates[96]	clock_rates[97]	clock_rates[98]	clock_rates[99]	clock_rates[100]	clock_rates[101]	clock_rates[102]	clock_rates[103]	clock_rates[104]	clock_rates[105]	clock_rates[106]	clock_rates[107]	clock_rates[108]	clock_rates[109]	clock_rates[110]	clock_rates[111]	clock_rates[112]	clock_rates[113]	clock_rates[114]	clock_rates[115]	clock_rates[116]	clock_rates[117]	clock_rates[118]	clock_rates[119]	clock_rates[120]	clock_rates[121]	clock_rates[122]	clock_rates[123]	clock_rates[124]	diversification	extinction_rate	num_samp_anc	origin_time	pinvar[1]	pinvar[2]	pinvar[3]	pinvar[4]	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	TH	TL	turnover
19900	-56778.42	-56512.9	-265.5245	41.84495	0.123175	0.122796	0.208295	3.29529	1.862865	0.02408767	0.03003967	0.0167359	0.0264542	0.0117499	0.0934643	0.0110437	0.0568527	0.0447048	0.00993229	0.00368649	0.0472559	0.0494335	0.0438265	0.0288809	0.0344102	0.00376759	0.0199025	0.0543931	0.00186645	0.0516679	0.00372714	0.0653127	0.00697629	0.00236301	0.0103456	0.0442858	0.00997967	0.00636079	0.02989	0.000587239	0.0295845	0.041897	0.0131529	0.0357101	0.00199295	0.00814694	0.0173769	0.0345098	0.0300326	0.00943203	0.0409474	0.00104478	0.00109505	0.0427798	0.0675059	0.0948104	0.0445132	2.9902e-06	0.0370839	0.00523308	0.0314679	0.00595651	0.0176481	0.0432764	0.0143053	0.0430413	0.0238926	0.0217069	0.00590941	0.0328155	0.00281867	0.0138971	0.0260585	0.0295228	0.0311208	0.0129432	0.0267162	0.00641856	0.0119194	0.00897772	0.052482	0.0426722	0.00551817	0.0298354	0.0288918	0.0182475	0.0442295	0.0181639	0.0082062	0.0121683	0.0354989	0.00723752	0.00203814	0.0114493	0.00519523	0.0222844	0.0471195	0.0190745	0.0113296	0.0150871	0.0671142	0.00329007	0.0122991	0.0537296	0.0255529	0.0554274	0.0183335	0.066863	0.0202669	0.00220356	0.00669173	0.0237638	0.0458463	0.0179358	0.0491664	0.0236907	0.0141428	0.0169884	0.0473712	0.0205163	0.0160398	0.00647902	0.0293641	0.111579	0.0439613	0.0305164	0.0238938	0.0192703	0.0178456	0.00342175	0.00718881	0.0293638	0.0069639	0.00765595	0.0580864	0.01055028	0.3143945	4	62.64143	0.330918	0.308011	0.816173	0.0444063	0.02852459	0.276336	0.639591	1.06615	2.01793	0.3249448	46.4431	565.829	0.9675321
19950	-56779.98	-56530.9	-249.0835	44.91813	0.14017	0.12849	0.217863	2.53755	2.062784	0.02478041	0.02924276	0.0175976	0.0190071	0.0109816	0.0412025	0.0168323	0.00427731	0.022106	0.000145864	0.0037642	0.0405316	0.0287864	0.0234798	0.029154	0.0224703	0.0145162	0.020974	0.00524063	0.0133123	0.000290882	0.00974185	0.0619695	0.0434599	0.0276821	0.00738511	0.0285774	0.0877975	0.0455893	0.0308268	0.0324428	0.0358626	0.0335291	0.0232115	0.00429229	0.00769283	0.0015304	0.0729275	0.143801	0.0418232	0.00608501	0.00971793	0.00294052	0.0126285	0.0363209	0.025088	0.00321178	0.0297235	0.00857662	0.00494716	0.00122934	0.00429913	0.00105798	0.0414371	0.0205716	0.0198187	0.00345637	0.0018813	0.00258835	0.0145119	0.0108181	0.0743856	0.0648809	0.0281179	0.0672526	0.0024254	0.0171403	0.00606742	0.00869611	0.0179321	0.0019298	0.0276282	0.0595199	0.00332171	0.0627346	0.0201388	0.0123051	0.0242222	0.016216	0.0277192	0.0187627	0.000159165	0.0035684	0.0163198	0.00683802	0.00460075	0.00780125	0.0475593	0.00488833	0.0338086	0.00311993	0.0262292	0.010877	0.0160938	0.000977315	0.0159415	0.0154458	0.00973124	0.0104467	0.0211639	0.0170794	0.008515	0.0545391	0.00493624	0.0440678	0.0101264	0.00463922	0.0190732	0.00422331	0.0396779	0.0242519	0.0410354	0.00411153	0.0552014	0.104017	0.030375	0.00586053	0.0590286	0.0247428	0.00440104	0.0318073	0.00145787	0.0225251	0.00312072	0.0411863	0.00350341	0.003816533	0.417343	4	92.76982	0.334136	0.356742	0.818656	0.0431342	0.03240391	0.300656	0.661528	1.07148	1.96633	0.4211595	46.81321	567.4578	0.990938
20000	-56760.13	-56524.88	-235.249	42.78739	0.132241	0.152643	0.205976	3.82077	1.603827	0.01773634	0.02975045	0.0186453	0.0068834	0.024691	0.058283	0.0227966	0.0215187	0.0221031	0.0029786	0.00191182	0.00128196	0.0118789	0.00995869	0.0150696	0.00112921	0.00308279	0.00911602	0.00285497	0.0375768	0.0669325	0.00600658	0.0607878	0.00250579	0.0145145	0.0173908	0.0005711	0.0188765	0.0108561	0.0689035	0.0209124	0.0318713	0.0358982	0.0147837	0.0293611	0.00701867	0.0157339	0.00477821	0.0273572	0.0363023	0.0387956	0.00841905	0.0571279	0.00760302	0.040729	0.00718787	0.0283186	0.0206968	0.0274263	0.00526025	0.0104182	0.00424431	0.0196465	0.0587236	0.0203422	0.0375758	0.0475869	0.0217345	0.0217725	0.00841142	0.0283983	0.012071	0.0120161	0.0275158	0.0213007	0.0127184	0.004331	0.0207357	0.00275079	0.000137339	0.00582815	0.0513229	0.00863264	0.0554134	0.00141076	0.0143785	0.0337732	0.0310122	0.0159853	0.000944417	0.021999	0.000452957	0.0267723	0.00173921	0.0225887	0.000674601	0.00229789	0.0399806	0.011107	0.0183234	0.0136985	0.0497838	0.0101514	0.0186048	0.0545726	0.0164397	0.00163862	0.0256448	0.0381797	0.0143521	0.0511669	0.0215307	0.000629921	0.0036563	0.0154993	0.00837406	0.0283702	0.0181174	0.000370358	0.0419338	0.0152412	0.00306483	0.00738734	0.0184979	0.0762352	0.0623308	8.96867e-05	0.0263498	0.0199922	0.0278092	0.00572106	0.015801	0.0470101	0.0472679	0.0091569	0.0195846	-0.001430166	0.4072736	4	66.76014	0.288098	0.450485	0.84324	0.0584132	0.02873368	0.240925	0.604973	1.05598	2.09812	0.4058435	46.80502	542.1913	1.003524
20050	-56781.56	-56510.28	-271.2764	42.18516	0.132631	0.139424	0.205186	3.19275	1.64457	0.02931106	0.03357727	0.00987004	0.00380423	0.010589	0.011094	0.0106725	0.00509018	0.0196593	0.0326202	0.00946243	0.0242678	0.0249061	0.0190369	0.0541528	0.0894616	0.0100989	0.0610179	0.0106523	0.00913225	0.0119448	0.0281383	0.0564777	0.0148353	0.0194138	0.0110352	0.0218372	0.0192224	0.00863496	0.0872826	0.018228	0.0253393	0.0267418	0.0254632	0.0125117	0.00928846	0.000412099	0.00196782	0.00673366	0.117367	0.0131725	0.0548206	0.0249829	0.092485	0.0375573	0.00123589	0.0383724	0.0540881	0.026988	0.0369345	0.0374428	0.0135964	0.0182705	0.00229574	0.0250097	0.0067096	0.0142695	0.0396358	0.114202	0.00420319	0.0421633	0.001361	0.00999602	0.0252293	0.00519848	0.0647081	0.0137993	0.0645945	0.00201797	0.0306266	0.0158898	0.0626789	0.0555893	0.0117735	0.000551769	0.0531526	0.0153944	0.0706056	1.49988e-07	0.0223216	0.00753028	0.00935448	0.000764723	0.0145689	0.0113637	0.019171	0.0109766	0.000590983	0.000252056	0.0364894	0.0574892	0.0463856	0.0146972	0.00436316	0.0752473	0.0481506	0.000553678	0.034648	0.0338753	0.0119591	0.00393531	0.0568016	0.0460945	0.010674	0.0317445	0.0989379	0.0514267	0.0178281	0.0145732	0.0430839	0.0211796	0.0172355	0.0199441	0.0433452	0.121159	0.0141161	0.0148635	0.0326379	0.00988467	0.0184182	0.105283	0.0119473	0.0696543	0.011018	0.0628662	0.013074	-0.01039757	0.4307152	4	99.10854	0.291326	0.375925	0.853248	0.042551	0.04008314	0.246817	0.610976	1.05789	2.08431	0.4203177	48.54954	535.4059	1.024737
20100	-56740.49	-56509.83	-230.6598	45.54139	0.129764	0.148948	0.193139	3.57076	1.642172	0.02119496	0.03346683	0.0124617	0.00972538	0.0316832	0.0184863	0.0181473	0.0140458	0.0375813	0.0333582	0.0102068	0.0104711	0.00442772	0.0117695	0.0142594	0.0582715	0.0438476	0.0375802	0.0317182	0.00103869	0.0530801	0.00843962	0.0563366	0.0753312	0.0368709	0.000222807	0.0136899	0.00775	0.00659529	0.0382276	0.025469	0.0301253	0.0112475	0.0171445	0.0337009	0.00959745	0.00928004	0.00193077	0.0399486	0.0463216	0.00586141	0.0202847	0.00576198	0.00998772	0.0484583	0.0549788	0.0031138	0.016006	0.010765	0.00782675	0.00731255	0.00193742	0.0126319	0.0638083	0.0266141	0.00159398	0.00257495	0.00867466	0.0323959	0.00724217	0.0790778	0.00196812	0.0277622	0.0303866	0.00112115	0.00965158	0.0164609	0.0272276	0.022739	0.00983575	0.0674183	0.00628475	0.0121751	0.0167814	0.000532378	0.0215492	0.0481263	0.000977846	0.0147415	0.028644	0.0102077	0.024658	0.000969283	0.0126838	0.00889757	0.0131656	0.00261099	0.0104801	0.0350641	0.01493	0.0195016	0.0193089	0.02229	0.00761459	0.00419021	0.0296753	0.00103579	0.0259128	0.0355469	0.0265339	0.0215643	0.000917315	0.0151605	0.0084528	0.00931614	0.00464673	0.00113732	0.0146532	0.0313637	0.0333746	0.0196663	0.0150412	0.00887445	0.00284292	0.0881208	0.0383269	0.0128645	0.0339065	0.0208751	0.0125684	0.000789124	0.0297383	0.00395146	0.012793	0.0294951	0.0172562	-0.002953055	0.3325481	4	60.56492	0.289147	0.392473	0.824664	0.0367867	0.05218373	0.246473	0.610629	1.05778	2.08511	0.3295951	46.76041	537.4582	1.00896
20150	-56766.6	-56509.14	-257.462	42.76808	0.12428	0.129627	0.205371	2.66274	1.639234	0.0223424	0.03166818	0.019401	0.0226406	0.0226325	0.0061416	0.0267436	0.0137488	0.0123455	0.0442562	0.00223728	0.0254034	0.00960786	0.0446602	0.0146103	0.00310487	0.028297	0.0213151	0.0064747	0.0255898	0.00533851	0.00752065	0.0541879	0.0273854	0.0215914	0.0143191	0.00415078	0.0237837	0.0894647	0.0677817	0.0229643	0.0295518	0.0433026	0.00659446	0.0491106	0.00922285	0.0157862	0.0372548	0.00672763	0.0223887	0.0606985	0.00848055	0.0112695	0.0497753	0.0461716	0.00334538	0.00869854	0.00398097	0.0156704	0.0390574	0.085672	0.00514318	0.0224599	0.0313445	0.0481027	0.00477524	0.0787383	0.0430609	0.0240213	0.00947358	0.0999421	0.0510928	0.0213349	0.0332439	0.0111122	0.00057097	0.0102396	0.00475633	0.0186518	0.0460081	0.00404183	0.0098899	0.045807	0.0702466	0.0190881	0.0229446	0.0306398	0.00888854	0.0221293	0.00910221	0.00223882	0.00895591	0.000645439	0.0284941	0.01543	0.0651693	0.0426428	0.00327372	0.0455111	0.0362129	0.0197034	0.0083698	0.0432729	0.00682271	0.0143534	0.0427604	0.00934232	0.0512335	0.0157064	0.00302986	0.0458092	0.00335416	0.0386555	0.0274076	0.0496601	0.0145216	0.0487186	0.0140398	0.00571879	0.0505905	0.0105332	0.00487972	0.00343552	0.0180633	0.111713	0.00868626	0.00108802	0.0271916	0.0301191	0.0109905	0.000560404	0.00125505	0.0417517	0.0241036	0.00212976	0.000802884	0.001323256	0.5576839	4	55.30249	0.304041	0.346476	0.83443	0.0454229	0.03898475	0.246052	0.610203	1.05765	2.0861	0.5590072	46.7786	530.8636	0.9976328
20200	-56751.76	-56517.05	-234.7097	43.2084	0.138469	0.136808	0.208347	3.14152	1.787993	0.02253957	0.02922943	0.0153063	0.0172231	0.00514133	0.000982114	0.0245308	0.00457387	0.00391734	0.0138761	0.016358	0.00374939	0.0025048	0.0178967	0.0405466	0.0196052	0.0121346	0.0270463	0.00293725	0.0110075	0.0232319	0.0513236	0.0421151	0.00309198	0.0247408	0.0106138	0.0598331	0.000168814	0.0087141	0.0226961	0.0064877	0.0279606	0.00200943	0.0229293	0.0808437	0.00990883	0.00211004	0.083364	0.00211605	0.0222667	0.0544835	0.021678	0.017372	0.0846081	0.0297225	0.0208751	0.0070935	0.0232003	0.0256711	0.0234056	0.00174962	0.00106007	0.0204372	0.010801	0.0279152	0.00271844	0.0278038	0.00740901	0.0131662	0.0122094	0.00491192	0.00759893	0.00426483	0.0335559	0.00325641	0.0339535	0.0192056	0.0350343	0.0235567	0.0140259	0.0305964	0.00927103	0.00848535	0.0298983	0.00169244	0.0390996	0.00375419	0.00351782	0.00620252	0.0132945	0.00112378	0.0276404	0.006621	0.00696616	0.00717707	0.0126258	0.103228	0.0106869	0.00310244	0.0416076	0.0138876	0.00906661	0.0240856	0.00774811	0.052434	0.0145449	0.00437067	0.0055139	0.00372435	0.00486302	0.0108936	0.0174997	0.00658541	0.0149855	0.00831059	0.0280622	0.0456008	0.0116867	0.0390606	0.0558862	0.0403448	0.00207463	0.0169785	0.00747704	0.0718468	0.000209554	0.0205819	0.00702211	0.00516811	0.0150569	0.0204078	0.0203368	0.0338049	0.0598123	0.0342716	0.0131817	-0.005353399	0.2872297	4	95.42444	0.347137	0.409886	0.816525	0.0576372	0.04058909	0.266583	0.630393	1.06365	2.03937	0.2818763	46.84902	568.5759	1.018992
20250	-56754.02	-56530.95	-223.0624	42.68485	0.13187	0.12774	0.215696	3.17336	1.750466	0.01926646	0.03295422	0.0190507	0.0257271	0.0415216	0.0513508	0.00526914	0.00197079	0.0204192	0.0466343	0.0149395	0.0210449	0.00553311	0.0114746	0.0558288	0.000397219	0.00787704	0.00404049	0.0676386	0.00491398	0.0263812	0.013607	0.0387109	0.00245452	0.0272239	0.0248934	0.0321012	0.0217351	0.00591801	0.0139604	0.0071382	0.030252	0.000204418	0.0245862	0.0303879	0.0111851	0.0205462	0.00878644	0.0235752	0.0352823	0.0117744	0.0490596	0.000543218	0.0207322	0.0360281	0.00251463	0.00144092	0.0323489	0.0141019	0.0316114	0.00534351	0.0115504	0.0720616	0.0143586	0.010327	0.000716749	0.00466864	0.00056484	0.00277741	0.00819704	0.00462496	0.0304146	0.00899735	0.0282226	0.00807077	0.00700528	0.0164541	0.0140067	0.0188187	0.00440935	0.00152902	0.0192285	0.00909383	0.0315403	0.00656641	0.000809325	0.0227049	0.0996574	0.0306959	0.00263437	0.00852895	0.00745686	0.00963422	0.0177202	0.0108744	0.0107467	0.0170814	0.0922369	0.0287311	0.00692409	0.000401558	0.0189122	0.0266	0.0106404	0.0106573	0.00586881	0.0116654	0.0108012	0.0198497	0.00469536	0.0152819	0.0134172	0.00631646	0.00143476	0.0215075	0.0334564	0.0104266	0.0136199	0.0250251	0.0367448	0.00108715	0.00600917	0.000770777	0.0040874	0.083343	0.0553606	0.00706445	0.0672106	0.00253955	0.0168617	0.0313129	0.00971642	0.00882968	0.00111202	0.000562429	0.0117638	-0.02723663	0.4575721	5	65.37199	0.318007	0.340662	0.849453	0.0482084	0.02419457	0.261553	0.625553	1.06228	2.05062	0.4303354	46.53098	551.1709	1.063292
20300	-56773.07	-56505.94	-267.1325	43.84559	0.132404	0.124359	0.211708	2.48735	1.842368	0.02568435	0.03033802	0.0144338	0.0223334	0.00132529	0.0184761	0.114618	0.00519708	0.00313465	0.0101575	0.00440129	0.0494008	0.0701428	0.0156069	0.0442948	0.0816076	0.00369653	0.02136	0.0357458	0.0188218	0.0016729	0.010022	0.0468621	0.0188804	0.0237108	0.00837125	0.0760959	0.0526517	0.0195783	0.0312232	0.0312005	0.0288637	0.00161548	0.0725259	0.072094	0.00928639	0.000988939	0.0248212	0.000980816	0.0291857	0.0100846	0.010539	0.00307629	0.00237557	0.0396418	0.0137953	0.0225433	0.0211331	0.0439813	0.0224315	0.00300683	0.0554287	0.00475846	0.00478121	0.00115545	0.0109257	0.0621146	0.0159027	0.0487818	0.013924	0.00751662	0.00661602	0.00914146	0.0314988	0.00815036	0.0622818	0.0184196	0.0181897	0.0162711	0.0017128	0.060546	0.0403531	0.00980474	0.0132292	0.0351105	0.0219716	0.0174853	0.00406334	0.0424709	0.00104179	0.00531546	0.00867345	0.0118595	0.00716354	0.0137887	0.0136729	0.0230284	0.0136013	0.0116779	0.0153568	0.00872163	0.015878	0.0567206	0.00282294	0.00841151	0.00128939	0.0103592	0.0301039	0.00874127	0.0360748	0.0643864	0.0623558	0.00448076	0.00283556	0.00590392	0.00490963	0.0385719	0.0129193	0.0570396	0.0463881	0.0183736	0.0228401	0.013209	0.00800574	0.0881808	0.0416156	0.0488324	0.00231828	0.176117	0.0361341	0.0183922	0.064248	0.0346117	0.0010876	0.00634169	0.186156	0.002509151	0.3205282	4	83.87208	0.259769	0.347589	0.823671	0.0389002	0.03135158	0.273703	0.637131	1.06549	2.02367	0.3230374	45.90807	561.9837	0.9922326
20350	-56745.92	-56516.2	-229.7237	42.71017	0.123631	0.123011	0.222712	3.15396	2.117213	0.02391293	0.03082344	0.014886	0.0104368	0.00262023	0.0541316	0.0629364	0.00842662	0.0118223	0.00735958	0.0632744	0.0185232	0.0416395	0.056809	0.0157686	0.00456398	0.012614	0.0230102	0.0128379	0.0087793	0.00266762	0.00305885	0.051488	0.0297447	0.0286835	0.00353034	0.0843472	0.00977392	0.00502081	0.00112662	0.0456054	0.0257789	0.00209404	0.0109462	0.00314818	0.0088717	0.0090955	0.00249292	0.00863381	0.00100241	0.0103568	0.0398845	0.0107282	0.050691	0.0364941	0.0056068	0.00822463	0.00818799	0.00789786	0.0496149	0.00770319	0.0154818	0.0209339	0.0120373	0.014452	0.00654797	0.0100391	0.00704115	0.0094693	0.0211928	0.047672	0.0590789	0.0226662	0.024313	0.00914495	0.000291562	0.0111652	0.0141359	0.0194865	0.0226746	0.0224878	0.000580582	0.114491	0.0091623	0.0174397	0.040031	0.00446379	0.00104089	0.00868105	0.0248924	0.00126191	0.00423172	0.000609411	0.00899561	0.0157945	0.0266657	0.00529076	0.0163887	0.0526628	0.00674662	0.00455594	0.0101121	0.00214184	0.0733191	0.0298881	0.0147411	0.0205294	0.0740515	0.00515168	0.045053	0.0178489	0.00465927	0.00892132	0.0257396	0.0107711	0.00337008	0.0118679	0.0122816	0.0136685	0.0545848	0.0198793	0.00177685	0.0119644	0.0313407	0.109744	0.00467207	0.0281623	0.0115225	0.0069308	0.0222685	0.00579552	0.0090348	0.029846	0.022916	0.00119509	0.00297901	-0.009117567	0.4004537	5	91.60222	0.278064	0.314261	0.841489	0.0642805	0.02582376	0.306876	0.666926	1.07266	1.95353	0.3913361	46.24094	535.516	1.023299
20400	-56742.32	-56509.06	-233.2569	43.48101	0.136501	0.131626	0.19677	2.81198	1.440085	0.02312872	0.03012989	0.014561	0.010615	0.035041	0.0274402	0.0176938	0.00336239	0.0144299	0.00557243	0.00788979	0.036609	0.00471108	0.0070142	0.00385026	0.0159912	0.0134905	0.000591972	0.00139887	0.0150857	0.0505294	0.00360137	0.058603	0.00518705	0.0147251	0.0113845	0.00631095	0.0304776	0.00342102	0.000636611	0.0146349	0.0279489	0.0206129	0.00266971	0.0161335	0.00982885	0.00911174	0.00189546	0.00187215	0.0198506	0.0100449	0.000990948	0.0160222	0.0875343	0.0343793	5.41552e-05	0.0406302	0.0368577	0.0254633	0.00578466	0.0260288	0.00239413	0.00513202	0.0153335	0.0320006	0.04144	0.0112668	0.0299687	0.00137234	0.0180351	0.144012	0.0237243	0.0116404	0.0250349	0.00983307	0.00172342	0.0137767	0.0277242	0.0159698	0.0105219	0.00903872	0.0325016	0.0161419	0.0234546	0.00379774	0.0166738	0.000398242	0.0277415	0.000627528	0.00727402	0.00316914	0.00519476	0.00357661	0.0019256	0.0112997	0.0324604	0.00391261	0.00288807	0.0186	0.0190725	0.000140982	0.00803503	0.0148817	0.0270822	0.0626519	0.0302435	0.00671866	0.00307465	0.0723671	0.01248	0.0965256	0.0232888	0.00495806	0.0241838	0.00050689	0.0315754	0.00974441	0.015214	0.000736886	0.061202	0.0567968	0.021753	0.00257197	0.0322982	0.0930285	0.0256847	0.0116027	0.00157802	0.020409	0.0255229	0.0300806	0.0301027	0.0187091	0.0759417	0.00613135	0.00301564	0.02991603	0.2539332	4	59.11521	0.270898	0.341728	0.826852	0.0365568	0.04868563	0.215917	0.57827	1.0467	2.15911	0.2838492	47.59517	556.3699	0.8946059
20450	-56754.03	-56509.17	-244.8668	42.30672	0.132939	0.151127	0.215359	3.4798	1.778759	0.02368275	0.03035411	0.0111495	0.0138679	0.0310228	0.00834942	0.00155976	0.0310111	0.00894182	0.0263643	0.133242	0.000966424	0.0131087	0.0182478	0.0271018	0.0108077	0.0012338	0.00598935	0.0208008	0.00855813	0.0184382	0.05238	0.0549551	0.0602197	0.031383	0.0491223	0.00447361	0.00162921	0.0156921	0.00228127	0.00117803	0.0309348	0.00349617	0.00604711	0.0498239	0.00880999	0.00887438	0.0176798	0.01638	0.000245558	0.00295782	0.0505985	0.0141552	0.00362269	0.0366682	0.0437707	0.0210869	0.026421	0.0240342	0.0442025	0.0300243	0.00382925	0.0642683	0.00354969	0.0191344	0.0494011	0.000331376	0.00270875	0.0216383	0.014118	0.0327648	0.017021	0.0322281	0.0328913	0.0365929	0.0129873	0.0222741	0.0171888	0.0149609	0.0302229	0.0175093	0.0043152	0.0511922	0.0360392	0.00244122	0.0099874	0.0146001	0.0265651	0.047958	0.00874926	0.00281275	0.00943244	0.0166581	0.0122662	0.00589457	0.0115459	0.0193446	0.0340395	0.0277678	0.0427329	0.00528122	0.0067943	0.0149836	0.0261275	0.000229827	0.0105377	0.0463326	0.0247387	0.0076497	0.0213593	0.0245713	0.000106001	0.0361288	0.00152358	0.0053898	0.0182835	0.0113804	0.00918522	0.0250735	0.0545883	0.01007	0.022273	0.00599198	0.016978	0.0786615	0.00492916	0.0502697	0.0119304	0.013122	0.0150549	0.00759183	0.00593863	0.0177829	0.00380096	0.0504159	0.0348614	-0.005875782	0.3739406	3	90.27966	0.300608	0.39235	0.831275	0.0444681	0.02745149	0.265355	0.629217	1.06332	2.04211	0.3680649	47.40014	568.446	1.015964
20500	-56761.51	-56499.47	-262.0446	47.08309	0.120869	0.125624	0.21181	2.76921	1.657983	0.02014628	0.0312306	0.0139927	0.00278326	0.00994627	0.00194104	0.102633	0.0413315	0.0043966	0.0113899	0.0035233	0.0146803	0.019724	0.00406782	0.0191689	0.0258547	0.0156693	0.0376696	0.0112872	0.0456608	0.011369	0.00115499	0.0477917	0.0220065	0.00477404	0.00938314	0.0272424	0.0729885	0.000924944	0.0404697	0.0155034	0.0308447	0.0326787	0.047351	0.0158886	0.0086157	0.00249425	0.0640233	0.0121277	0.0514854	0.0383755	0.0215588	0.0175147	0.016112	0.0404596	0.0215678	0.0217805	0.00803816	0.035547	0.0325129	0.00757885	0.0211082	0.0315579	0.0179476	0.000696811	0.000185672	0.0114343	0.0270805	0.0292476	0.0140348	0.00745087	0.0444725	0.0185001	0.0274329	0.0303222	0.00904152	0.0207846	0.0114706	0.0149911	0.0013092	0.011499	0.0283661	0.0166613	0.0505415	0.0153357	0.0240898	0.0221134	0.0035211	0.0152417	0.00198269	0.0476711	0.00366836	0.00227409	0.0539812	0.00452445	0.0171749	0.0190604	0.0120624	0.0390992	0.030322	0.0117964	0.0904482	0.00134168	0.0516568	0.0306699	0.00865226	0.0186201	0.0449607	0.01195	0.00654561	0.000499454	0.0145985	0.0165937	0.00408065	0.0396793	0.00450944	0.0105144	0.00875844	0.0272407	0.0476421	0.0139569	0.0545947	0.00178717	0.00798439	0.0702833	0.00288723	0.00802775	0.00491921	0.0134513	0.07088	0.00666659	0.00435156	0.0324539	0.00869802	0.0794307	0.0639109	-0.01652958	0.2411092	4	96.09751	0.310469	0.352742	0.838586	0.037986	0.05592842	0.248729	0.612902	1.05849	2.07988	0.2245796	48.31505	601.1061	1.073602
20550	-56790.59	-56511.24	-279.3451	44.56553	0.148644	0.151888	0.206089	3.01985	1.471924	0.02565402	0.03058885	0.00836084	0.0262596	0.00762858	0.0166141	0.0447307	0.00804779	0.0327222	0.0101757	0.122191	0.0727646	0.0333272	0.0600701	0.0289509	0.00210816	0.0238625	0.000239313	0.0332812	0.0712001	0.0128809	0.0102941	0.0541944	0.00430158	0.0261719	0.021614	0.00632908	0.0536922	0.0146712	0.0483107	0.0615279	0.0293282	0.0216993	0.0325978	0.0523496	0.00923176	0.00375484	0.0126613	0.0561925	0.00250601	0.0295431	0.0275673	0.00424509	0.0420889	0.0408314	0.00799662	0.00211075	0.00165308	0.00646564	0.0102779	0.029422	0.0674186	0.0023789	0.00465072	0.014425	0.0323378	0.017682	0.0710578	0.0371875	0.0059254	0.121015	0.0742797	0.00882834	0.0327835	0.105066	0.0137826	0.00656342	0.00781647	0.0161337	0.0363593	0.00830639	0.00747753	0.0180449	0.044571	0.041614	0.0131677	0.0139431	0.00921015	0.0363145	0.00289663	0.0454226	0.00224569	0.00176107	0.0626425	0.0195319	0.00600425	0.0366027	0.0434538	0.0553579	0.0257422	0.021231	0.033585	0.055346	0.0230147	0.0243114	0.0150948	0.0317245	3.15783e-05	0.00337458	0.0343177	0.0161061	0.0172359	0.0198496	0.00262901	0.0355108	0.0655923	0.0362828	0.0128571	0.0471729	0.0597482	0.00794484	0.0160913	0.00022046	0.0281722	0.0589138	0.0247505	0.0204118	0.00459803	0.00447849	0.00249917	0.0492934	0.0101198	0.0598337	0.00889133	0.101753	0.0158374	0.01823269	0.3068142	4	91.90582	0.342215	0.384363	0.816199	0.0342668	0.04636064	0.220953	0.583815	1.04873	2.1465	0.3250469	48.14286	570.1582	0.9439075
