Starting job 16490014 on c5-60 on Saga at Wed Dec 24 11:42:35 CET 2025


RevBayes version (1.1.1)
Build from  () on Fri May  5 01:48:14 PM CEST 2023

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/mcmc_CEFBDRP_Ranges_rhinos.Rev")
   Processing file "scripts/mcmc_CEFBDRP_Ranges_rhinos.Rev"
   Successfully read one character matrix from file 'data/rrna.nex'
   Successfully read one character matrix from file 'data/coding_1.nex'
   Successfully read one character matrix from file 'data/coding_2.nex'
   Successfully read one character matrix from file 'data/coding_3.nex'
   Successfully read one character matrix from file 'data/character_matrix_RB_rhinos.nex'
   Processing file "scripts/model_FBDRP_rhinos.Rev"
   Processing of file "scripts/model_FBDRP_rhinos.Rev" completed
   Processing file "scripts/model_UCLN_rhinos.Rev"
   Processing of file "scripts/model_UCLN_rhinos.Rev" completed
   Processing file "scripts/model_GTRG_rhinos.Rev"
   Processing of file "scripts/model_GTRG_rhinos.Rev" completed
   Processing file "scripts/model_Morph_rhinos.Rev"
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   Processing of file "scripts/model_Morph_rhinos.Rev" completed

   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 422 different moves in a random move schedule with 527 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
2650        |       -57148.5   |       -56845.1   |       -303.407   |   01:13:37   |   369:10:16   |
2700        |       -57151.7   |       -56812.3   |       -339.393   |   01:15:02   |   369:17:03   |
2750        |       -57126.3   |       -56821.4   |       -304.871   |   01:16:28   |   369:28:22   |
2800        |       -57110.6   |       -56825.7   |       -284.877   |   01:17:51   |   369:25:00   |
2850        |       -57095.7   |       -56820.1   |       -275.546   |   01:19:14   |   369:21:42   |
2900        |       -57119.8   |       -56825.8   |       -293.945   |   01:20:35   |   369:09:18   |
2950        |       -57140.1   |       -56834.7   |       -305.384   |   01:22:04   |   369:33:18   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
3000        |       -57087.9   |       -56818.9   |       -268.953   |   01:23:26   |   369:25:27   |
3050        |       -57041.2   |       -56799.2   |       -241.987   |   01:24:53   |   369:39:35   |
3100        |       -57045.1   |       -56808.1   |       -237.009   |   01:26:21   |   369:57:31   |
3150        |       -57018.6   |       -56701.4   |       -317.218   |   01:27:48   |   370:10:36   |
3200        |         -56988   |       -56705.3   |       -282.686   |   01:29:11   |   370:06:39   |
3250        |       -57044.6   |       -56700.8   |       -343.785   |   01:30:36   |   370:10:56   |
3300        |       -56961.5   |       -56706.9   |       -254.633   |   01:32:02   |   370:19:04   |
3350        |       -57024.4   |       -56704.7   |       -319.704   |   01:33:23   |   370:07:06   |
3400        |         -56883   |       -56582.3   |        -300.63   |   01:34:44   |   369:55:27   |
3450        |         -56908   |       -56587.7   |        -320.25   |   01:36:02   |   369:32:33   |
3500        |       -56881.3   |       -56584.1   |       -297.106   |   01:37:27   |   369:36:50   |
3550        |       -56900.9   |       -56577.8   |       -323.138   |   01:38:54   |   369:48:25   |
3600        |       -56860.7   |       -56572.6   |       -288.096   |   01:40:19   |   369:52:16   |
3650        |         -56894   |         -56582   |       -311.948   |   01:41:42   |   369:48:42   |
3700        |       -56844.9   |       -56585.5   |       -259.402   |   01:43:04   |   369:41:37   |
3750        |       -56911.4   |         -56603   |       -308.391   |   01:44:24   |   369:27:36   |
3800        |       -56895.5   |       -56586.6   |       -308.856   |   01:45:42   |   369:06:55   |
3850        |       -56862.5   |       -56590.3   |       -272.109   |   01:47:05   |   369:03:59   |
3900        |       -56920.1   |       -56617.9   |        -302.21   |   01:48:29   |   369:04:30   |
3950        |       -56866.4   |       -56616.5   |       -249.844   |   01:49:55   |   369:11:41   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000        |       -56857.8   |       -56597.3   |       -260.432   |   01:51:22   |   369:21:58   |
4050        |       -56868.1   |       -56600.7   |       -267.405   |   01:52:49   |   369:31:57   |
4100        |         -56849   |       -56588.8   |       -260.192   |   01:54:13   |   369:31:57   |
4150        |         -56857   |       -56575.1   |       -281.876   |   01:55:37   |   369:31:56   |
4200        |       -56835.9   |       -56587.7   |       -248.256   |   01:57:02   |   369:35:01   |
4250        |         -56835   |       -56579.6   |       -255.458   |   01:58:24   |   369:28:39   |
4300        |       -56865.1   |       -56592.8   |       -272.276   |   01:59:48   |   369:28:34   |
4350        |       -56907.5   |       -56596.6   |       -310.899   |   02:01:17   |   369:43:41   |
4400        |       -56918.2   |       -56581.5   |       -336.634   |   02:02:43   |   369:49:24   |
4450        |       -56886.1   |       -56589.1   |       -296.934   |   02:04:12   |   370:03:53   |
4500        |       -56819.3   |       -56575.1   |       -244.248   |   02:05:37   |   370:06:14   |
4550        |       -56897.2   |       -56590.8   |       -306.405   |   02:06:58   |   369:56:50   |
4600        |       -56899.5   |       -56588.4   |        -311.18   |   02:08:17   |   369:41:51   |
4650        |       -56861.8   |       -56600.8   |       -260.947   |   02:09:37   |   369:30:01   |
4700        |       -56858.9   |       -56580.6   |       -278.264   |   02:10:59   |   369:24:03   |
4750        |         -56805   |       -56592.2   |       -212.751   |   02:12:21   |   369:18:10   |
4800        |       -56870.3   |       -56581.3   |       -289.052   |   02:13:44   |   369:15:09   |
4850        |       -56830.7   |       -56590.1   |       -240.655   |   02:15:08   |   369:14:54   |
4900        |       -56878.3   |       -56598.7   |       -279.534   |   02:16:34   |   369:20:01   |
4950        |       -56813.1   |       -56577.1   |       -236.022   |   02:17:56   |   369:14:19   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
5000        |       -56889.2   |       -56579.2   |       -310.052   |   02:19:25   |   369:27:15   |
5050        |       -56811.1   |       -56570.5   |       -240.699   |   02:20:49   |   369:26:46   |
5100        |       -56856.3   |       -56579.6   |       -276.749   |   02:22:16   |   369:34:04   |
5150        |       -56837.8   |       -56569.7   |       -268.056   |   02:23:46   |   369:48:55   |
5200        |         -56831   |       -56584.3   |       -246.658   |   02:25:19   |   370:11:05   |
5250        |       -56831.3   |       -56582.3   |       -248.953   |   02:26:50   |   370:27:46   |
5300        |       -56836.4   |       -56575.3   |       -261.109   |   02:28:24   |   370:51:36   |
5350        |       -56827.7   |       -56583.7   |       -243.932   |   02:29:57   |   371:12:28   |
5400        |       -56833.7   |       -56582.6   |       -251.056   |   02:31:27   |   371:25:35   |
5450        |       -56865.9   |       -56572.5   |       -293.414   |   02:32:58   |   371:40:51   |
5500        |       -56855.9   |       -56589.9   |       -266.021   |   02:34:20   |   371:34:09   |
5550        |       -56859.7   |       -56586.3   |       -273.408   |   02:35:43   |   371:29:55   |
5600        |       -56835.5   |         -56573   |        -262.46   |   02:37:09   |   371:32:51   |
5650        |       -56842.1   |       -56565.7   |       -276.418   |   02:38:32   |   371:28:39   |
5700        |       -56836.4   |       -56575.5   |       -260.839   |   02:39:58   |   371:31:29   |
5750        |       -56875.4   |       -56592.1   |       -283.296   |   02:41:30   |   371:48:03   |
5800        |       -56841.6   |       -56588.1   |       -253.524   |   02:43:01   |   372:02:02   |
5850        |       -56817.4   |       -56585.8   |       -231.647   |   02:44:31   |   372:13:29   |
5900        |       -56841.5   |       -56570.3   |       -271.235   |   02:45:57   |   372:15:44   |
5950        |       -56828.7   |       -56571.4   |       -257.305   |   02:47:28   |   372:29:03   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
6000        |       -56848.9   |       -56581.2   |       -267.713   |   02:48:57   |   372:37:43   |
6050        |       -56849.3   |       -56578.7   |       -270.539   |   02:50:22   |   372:37:27   |
6100        |       -56845.3   |       -56572.2   |        -273.14   |   02:51:46   |   372:35:00   |
6150        |       -56867.8   |       -56577.1   |       -290.751   |   02:53:14   |   372:41:11   |
6200        |       -56854.6   |         -56570   |       -284.548   |   02:54:46   |   372:55:46   |
6250        |       -56866.2   |       -56594.2   |       -272.037   |   02:56:19   |   373:12:13   |
6300        |       -56847.6   |         -56584   |       -263.587   |   02:57:53   |   373:30:28   |
6350        |         -56845   |       -56585.3   |       -259.755   |   02:59:19   |   373:31:45   |
6400        |       -56847.5   |       -56584.2   |       -263.288   |   03:00:43   |   373:28:52   |
6450        |       -56847.1   |       -56597.3   |       -249.839   |   03:02:16   |   373:44:27   |
6500        |       -56851.3   |       -56606.4   |        -244.97   |   03:03:52   |   374:05:52   |
6550        |       -56839.4   |       -56577.5   |       -261.922   |   03:05:25   |   374:20:53   |
6600        |       -56834.2   |         -56576   |       -258.196   |   03:07:02   |   374:43:40   |
6650        |       -56808.1   |       -56584.1   |       -223.982   |   03:08:33   |   374:54:09   |
6700        |       -56798.9   |       -56577.2   |       -221.702   |   03:10:06   |   375:08:24   |
6750        |       -56860.2   |       -56590.5   |       -269.729   |   03:11:39   |   375:22:25   |
6800        |       -56854.7   |       -56584.2   |       -270.461   |   03:13:09   |   375:30:22   |
6850        |         -56776   |       -56591.7   |       -184.347   |   03:14:39   |   375:38:11   |
6900        |       -56833.3   |       -56586.9   |       -246.435   |   03:16:12   |   375:51:37   |
6950        |       -56872.6   |       -56574.8   |        -297.82   |   03:17:46   |   376:06:44   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
7000        |       -56833.2   |       -56579.2   |       -253.971   |   03:19:16   |   376:14:03   |
7050        |       -56848.4   |         -56594   |       -254.433   |   03:20:46   |   376:21:15   |
7100        |       -56888.2   |       -56606.6   |        -281.55   |   03:22:17   |   376:30:12   |
7150        |       -56881.2   |       -56610.2   |        -271.06   |   03:23:46   |   376:35:18   |
7200        |       -56873.2   |       -56599.5   |       -273.725   |   03:25:21   |   376:51:19   |
7250        |       -56870.5   |       -56605.2   |       -265.259   |   03:26:57   |   377:08:54   |
7300        |       -56851.9   |       -56609.8   |       -242.099   |   03:28:33   |   377:26:14   |
7350        |       -56847.5   |       -56604.7   |       -242.789   |   03:30:04   |   377:34:19   |
7400        |       -56898.1   |       -56620.9   |       -277.241   |   03:31:34   |   377:40:30   |
7450        |       -56909.9   |       -56615.1   |       -294.787   |   03:33:09   |   377:55:26   |
7500        |       -56888.1   |       -56606.4   |       -281.702   |   03:34:42   |   378:06:38   |
7550        |       -56869.7   |       -56613.6   |        -256.12   |   03:36:12   |   378:12:24   |
7600        |       -56882.2   |       -56615.2   |       -267.016   |   03:37:46   |   378:25:02   |
7650        |       -56842.1   |       -56605.7   |       -236.422   |   03:39:17   |   378:32:18   |
7700        |       -56825.7   |         -56605   |       -220.677   |   03:40:47   |   378:37:44   |
7750        |       -56809.1   |       -56606.9   |        -202.23   |   03:42:12   |   378:34:34   |
7800        |       -56826.7   |       -56595.2   |       -231.501   |   03:43:45   |   378:44:58   |
7850        |       -56845.6   |         -56606   |       -239.632   |   03:45:18   |   378:55:12   |
7900        |       -56845.8   |       -56599.4   |        -246.36   |   03:46:50   |   379:03:37   |
7950        |       -56837.5   |       -56596.7   |       -240.818   |   03:48:22   |   379:11:55   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
8000        |       -56897.3   |       -56582.9   |       -314.375   |   03:49:51   |   379:15:09   |
8050        |       -56871.3   |       -56588.4   |       -282.852   |   03:51:26   |   379:28:09   |
8100        |         -56850   |       -56615.7   |       -234.363   |   03:53:04   |   379:45:51   |
8150        |       -56859.1   |       -56592.2   |       -266.908   |   03:54:37   |   379:55:14   |
8200        |       -56880.8   |         -56597   |       -283.762   |   03:56:09   |   380:02:52   |
8250        |       -56888.4   |       -56609.1   |       -279.273   |   03:57:40   |   380:08:47   |
8300        |         -56854   |       -56594.9   |       -259.124   |   03:59:17   |   380:24:10   |
8350        |       -56887.6   |       -56621.1   |       -266.417   |   04:00:55   |   380:40:55   |
8400        |       -56859.5   |       -56592.6   |       -266.909   |   04:02:30   |   380:52:44   |
8450        |       -56828.3   |         -56590   |       -238.264   |   04:04:08   |   381:09:04   |
8500        |       -56866.9   |       -56593.6   |       -273.322   |   04:05:42   |   381:19:00   |
8550        |       -56859.3   |         -56602   |       -257.354   |   04:07:19   |   381:33:25   |
8600        |         -56880   |       -56623.5   |       -256.539   |   04:08:51   |   381:39:59   |
8650        |       -56841.7   |       -56612.4   |       -229.328   |   04:10:23   |   381:46:27   |
8700        |       -56846.4   |       -56597.3   |        -249.03   |   04:11:56   |   381:54:21   |
8750        |       -56850.6   |       -56606.2   |       -244.398   |   04:13:29   |   382:02:08   |
8800        |         -56890   |       -56621.1   |       -268.829   |   04:15:04   |   382:12:48   |
8850        |       -56914.2   |       -56600.9   |       -313.321   |   04:16:36   |   382:18:52   |
8900        |       -56859.8   |       -56611.8   |       -247.984   |   04:18:07   |   382:23:22   |
8950        |       -56853.9   |       -56601.2   |       -252.687   |   04:19:41   |   382:32:14   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
9000        |       -56879.8   |       -56608.9   |       -270.966   |   04:21:15   |   382:40:58   |
9050        |       -56853.7   |       -56596.6   |       -257.095   |   04:22:47   |   382:46:40   |
9100        |       -56863.3   |         -56600   |       -263.324   |   04:24:21   |   382:55:12   |
9150        |       -56877.9   |       -56608.5   |       -269.389   |   04:26:00   |   383:10:49   |
9200        |       -56821.2   |       -56592.9   |       -228.281   |   04:27:34   |   383:19:06   |
9250        |       -56865.5   |       -56608.3   |       -257.213   |   04:29:09   |   383:28:41   |
9300        |       -56877.6   |       -56624.4   |       -253.159   |   04:30:46   |   383:40:59   |
9350        |       -56884.3   |       -56618.9   |       -265.343   |   04:32:22   |   383:51:43   |
9400        |       -56892.2   |       -56605.2   |       -287.002   |   04:33:58   |   384:02:20   |
9450        |       -56940.7   |       -56642.4   |       -298.341   |   04:35:38   |   384:18:24   |
9500        |       -56896.2   |       -56615.5   |       -280.752   |   04:37:12   |   384:25:57   |
9550        |       -56836.7   |       -56600.5   |       -236.181   |   04:38:46   |   384:33:24   |
9600        |       -56884.3   |       -56604.8   |       -279.523   |   04:40:21   |   384:42:09   |
9650        |       -56856.9   |       -56600.3   |       -256.575   |   04:41:59   |   384:54:52   |
9700        |       -56894.4   |         -56615   |       -279.423   |   04:43:30   |   384:57:56   |
9750        |       -56847.5   |       -56597.7   |       -249.804   |   04:45:04   |   385:05:01   |
9800        |       -56821.9   |       -56607.5   |       -214.468   |   04:46:37   |   385:10:39   |
9850        |       -56909.6   |       -56613.3   |        -296.32   |   04:48:12   |   385:18:54   |
9900        |       -56809.1   |       -56603.9   |       -205.173   |   04:49:48   |   385:28:22   |
9950        |       -56872.1   |       -56610.8   |       -261.363   |   04:51:24   |   385:37:44   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
10000       |       -56847.9   |       -56613.1   |       -234.876   |   04:52:59   |   385:45:41   |
10050       |       -56880.8   |       -56621.7   |       -259.112   |   04:54:34   |   385:53:31   |
10100       |       -56882.2   |       -56608.6   |       -273.577   |   04:56:07   |   385:58:40   |
10150       |       -56878.2   |       -56621.9   |       -256.361   |   04:57:39   |   386:02:26   |
10200       |       -56914.6   |       -56606.8   |       -307.768   |   04:59:09   |   386:03:35   |
10250       |       -56884.2   |       -56618.3   |       -265.861   |   05:00:39   |   386:04:42   |
10300       |       -56853.9   |       -56593.3   |       -260.527   |   05:02:09   |   386:05:48   |
10350       |         -56864   |       -56602.4   |       -261.573   |   05:03:43   |   386:11:58   |
10400       |       -56892.8   |       -56617.2   |       -275.603   |   05:05:19   |   386:20:34   |
10450       |       -56891.7   |       -56614.4   |       -277.252   |   05:06:53   |   386:26:34   |
10500       |       -56876.1   |       -56608.9   |       -267.238   |   05:08:23   |   386:27:29   |
10550       |       -56935.1   |       -56631.8   |       -303.346   |   05:09:57   |   386:33:22   |
10600       |       -56899.2   |       -56616.6   |        -282.58   |   05:11:31   |   386:39:10   |
10650       |       -56889.3   |       -56622.4   |       -266.946   |   05:13:06   |   386:46:08   |
10700       |       -56856.9   |       -56612.4   |       -244.599   |   05:14:39   |   386:50:35   |
10750       |       -56935.4   |       -56622.8   |       -312.561   |   05:16:10   |   386:52:30   |
10800       |       -56874.9   |       -56608.2   |       -266.688   |   05:17:47   |   387:01:43   |
10850       |       -56846.3   |       -56608.7   |       -237.563   |   05:19:20   |   387:05:58   |
10900       |       -56894.9   |       -56607.5   |       -287.372   |   05:20:58   |   387:16:13   |
10950       |       -56832.7   |       -56600.3   |       -232.382   |   05:22:37   |   387:27:33   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
11000       |       -56840.2   |         -56611   |       -229.194   |   05:24:15   |   387:37:34   |
11050       |       -56870.7   |       -56642.4   |       -228.264   |   05:25:50   |   387:43:54   |
11100       |       -56903.1   |       -56616.1   |       -287.036   |   05:27:23   |   387:47:48   |
11150       |       -56875.4   |       -56624.5   |       -250.871   |   05:29:04   |   388:01:05   |
11200       |       -56898.1   |       -56617.2   |       -280.919   |   05:30:40   |   388:08:22   |
11250       |       -56840.8   |       -56606.1   |       -234.736   |   05:32:13   |   388:12:04   |
11300       |       -56890.8   |       -56612.3   |       -278.507   |   05:33:46   |   388:15:43   |
11350       |       -56866.8   |       -56600.8   |       -266.011   |   05:35:23   |   388:23:58   |
11400       |       -56878.2   |       -56603.8   |       -274.398   |   05:36:58   |   388:29:49   |
11450       |       -56852.8   |       -56611.4   |       -241.425   |   05:38:31   |   388:33:18   |
11500       |       -56894.6   |         -56621   |       -273.635   |   05:40:07   |   388:40:10   |
11550       |       -56899.1   |       -56618.6   |       -280.514   |   05:41:42   |   388:45:49   |
11600       |       -56848.1   |       -56598.2   |       -249.856   |   05:43:20   |   388:54:49   |
11650       |       -56875.5   |       -56611.6   |       -263.943   |   05:44:59   |   389:04:51   |
11700       |       -56898.3   |       -56626.3   |        -271.98   |   05:46:36   |   389:12:32   |
11750       |       -56870.4   |       -56621.7   |       -248.746   |   05:48:12   |   389:19:02   |
11800       |       -56882.9   |         -56604   |       -278.913   |   05:49:47   |   389:24:20   |
11850       |       -56870.1   |       -56613.3   |       -256.777   |   05:51:19   |   389:26:15   |
11900       |       -56877.8   |       -56605.8   |       -272.011   |   05:52:52   |   389:29:15   |
11950       |       -56893.5   |       -56609.7   |       -283.831   |   05:54:25   |   389:32:13   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
12000       |         -56899   |       -56602.9   |       -296.102   |   05:55:56   |   389:32:57   |
12050       |       -56933.8   |       -56623.6   |       -310.238   |   05:57:27   |   389:33:40   |
12100       |       -56935.8   |       -56618.9   |       -316.874   |   05:58:59   |   389:35:27   |
12150       |       -56864.8   |       -56604.9   |       -259.891   |   06:00:30   |   389:36:07   |
12200       |         -56864   |       -56618.2   |       -245.781   |   06:02:05   |   389:41:05   |
12250       |       -56843.3   |       -56613.4   |       -229.938   |   06:03:41   |   389:47:03   |
12300       |       -56875.7   |       -56618.9   |       -256.832   |   06:05:18   |   389:54:02   |
12350       |       -56852.4   |       -56589.4   |       -263.001   |   06:06:53   |   389:58:50   |
12400       |       -56865.3   |       -56587.3   |       -278.083   |   06:08:30   |   390:05:41   |
12450       |       -56857.3   |       -56602.6   |       -254.745   |   06:10:10   |   390:15:38   |
12500       |       -56857.4   |       -56618.4   |        -239.01   |   06:11:47   |   390:22:21   |
12550       |       -56859.6   |       -56611.2   |       -248.409   |   06:13:24   |   390:28:59   |
12600       |       -56887.3   |       -56620.9   |       -266.432   |   06:15:02   |   390:36:36   |
12650       |       -56873.7   |       -56612.6   |       -261.126   |   06:16:36   |   390:40:00   |
12700       |       -56854.9   |       -56603.7   |       -251.171   |   06:18:11   |   390:44:23   |
12750       |       -56877.8   |       -56607.5   |       -270.304   |   06:19:50   |   390:52:50   |
12800       |       -56898.9   |       -56612.7   |       -286.203   |   06:21:27   |   390:59:10   |
12850       |         -56887   |       -56604.2   |       -282.795   |   06:23:07   |   391:08:30   |
12900       |       -56835.4   |       -56596.4   |       -238.912   |   06:24:42   |   391:12:39   |
12950       |       -56860.4   |       -56600.5   |        -259.86   |   06:26:15   |   391:14:45   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
13000       |       -56895.2   |       -56599.8   |       -295.407   |   06:27:48   |   391:16:48   |
13050       |       -56861.6   |       -56595.1   |       -266.452   |   06:29:19   |   391:16:50   |
13100       |         -56857   |         -56604   |        -252.98   |   06:30:51   |   391:17:51   |
13150       |       -56817.1   |       -56608.5   |       -208.591   |   06:32:25   |   391:20:50   |
13200       |       -56877.8   |       -56620.8   |       -257.009   |   06:34:01   |   391:25:46   |
