Starting job 16490014 on c5-60 on Saga at Wed Dec 24 11:42:35 CET 2025


RevBayes version (1.1.1)
Build from  () on Fri May  5 01:48:14 PM CEST 2023

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/mcmc_CEFBDRP_Ranges_rhinos.Rev")
   Processing file "scripts/mcmc_CEFBDRP_Ranges_rhinos.Rev"
   Successfully read one character matrix from file 'data/rrna.nex'
   Successfully read one character matrix from file 'data/coding_1.nex'
   Successfully read one character matrix from file 'data/coding_2.nex'
   Successfully read one character matrix from file 'data/coding_3.nex'
   Successfully read one character matrix from file 'data/character_matrix_RB_rhinos.nex'
   Processing file "scripts/model_FBDRP_rhinos.Rev"
   Processing of file "scripts/model_FBDRP_rhinos.Rev" completed
   Processing file "scripts/model_UCLN_rhinos.Rev"
   Processing of file "scripts/model_UCLN_rhinos.Rev" completed
   Processing file "scripts/model_GTRG_rhinos.Rev"
   Processing of file "scripts/model_GTRG_rhinos.Rev" completed
   Processing file "scripts/model_Morph_rhinos.Rev"
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   Processing of file "scripts/model_Morph_rhinos.Rev" completed

   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 422 different moves in a random move schedule with 527 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
44300       |       -56874.7   |       -56607.6   |        -267.04   |   22:39:10   |   386:25:36   |
44350       |       -56780.1   |       -56607.2   |       -172.891   |   22:40:44   |   386:24:37   |
44400       |       -56863.7   |       -56612.9   |       -250.858   |   22:42:20   |   386:24:12   |
44450       |       -56872.7   |         -56610   |       -262.706   |   22:43:54   |   386:23:13   |
44500       |       -56797.8   |       -56613.6   |       -184.185   |   22:45:22   |   386:20:33   |
44550       |       -56839.6   |       -56619.7   |       -219.885   |   22:46:57   |   386:19:51   |
44600       |       -56880.2   |       -56613.8   |       -266.402   |   22:48:33   |   386:19:25   |
44650       |       -56843.9   |       -56599.9   |       -244.006   |   22:50:06   |   386:18:09   |
44700       |       -56835.3   |       -56601.8   |       -233.478   |   22:51:37   |   386:16:19   |
44750       |       -56871.7   |       -56608.1   |       -263.607   |   22:53:05   |   386:13:39   |
44800       |       -56889.5   |       -56613.2   |       -276.373   |   22:54:38   |   386:12:23   |
44850       |       -56917.3   |       -56619.6   |        -297.78   |   22:56:11   |   386:11:07   |
44900       |       -56867.2   |       -56612.3   |       -254.859   |   22:57:45   |   386:10:08   |
44950       |       -56865.8   |       -56636.9   |       -228.871   |   22:59:20   |   386:09:25   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
45000       |       -56847.3   |       -56635.6   |       -211.617   |   23:00:56   |   386:08:59   |
45050       |       -56857.5   |       -56624.8   |       -232.779   |   23:02:30   |   386:07:59   |
45100       |         -56836   |       -56632.2   |       -203.784   |   23:04:02   |   386:06:26   |
45150       |       -56857.6   |       -56610.2   |       -247.413   |   23:05:37   |   386:05:43   |
45200       |       -56857.3   |       -56603.9   |        -253.42   |   23:07:15   |   386:05:50   |
45250       |       -56862.3   |       -56620.4   |        -241.88   |   23:08:49   |   386:04:50   |
45300       |       -56859.7   |       -56618.6   |       -241.042   |   23:10:30   |   386:05:47   |
45350       |       -56856.9   |       -56628.7   |       -228.218   |   23:12:08   |   386:05:53   |
45400       |       -56851.6   |       -56604.8   |       -246.785   |   23:13:44   |   386:05:26   |
45450       |       -56861.6   |       -56634.5   |       -227.099   |   23:15:20   |   386:04:59   |
45500       |       -56852.6   |         -56602   |       -250.561   |   23:16:54   |   386:03:58   |
45550       |       -56849.1   |       -56612.5   |       -236.646   |   23:18:27   |   386:02:41   |
45600       |       -56889.8   |       -56597.7   |       -292.071   |   23:19:57   |   386:00:34   |
45650       |       -56872.8   |       -56611.1   |       -261.712   |   23:21:36   |   386:00:56   |
45700       |         -56879   |       -56618.8   |       -260.143   |   23:23:10   |   385:59:55   |
45750       |       -56888.4   |       -56605.9   |       -282.468   |   23:24:45   |   385:59:11   |
45800       |       -56846.6   |       -56609.1   |       -237.456   |   23:26:23   |   385:59:15   |
45850       |       -56893.6   |       -56608.2   |       -285.423   |   23:27:59   |   385:58:47   |
45900       |       -56884.3   |       -56618.4   |       -265.879   |   23:29:30   |   385:56:56   |
45950       |       -56860.3   |       -56632.5   |       -227.851   |   23:31:04   |   385:55:55   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
46000       |       -56861.7   |         -56613   |       -248.748   |   23:32:41   |   385:55:43   |
46050       |       -56874.2   |       -56604.3   |        -269.86   |   23:34:19   |   385:55:47   |
46100       |       -56860.3   |       -56614.5   |       -245.749   |   23:35:56   |   385:55:34   |
46150       |       -56848.5   |         -56607   |       -241.436   |   23:37:32   |   385:55:05   |
46200       |       -56887.7   |       -56626.6   |       -261.068   |   23:39:13   |   385:55:57   |
46250       |       -56856.4   |       -56612.4   |       -244.022   |   23:40:52   |   385:56:17   |
46300       |       -56881.9   |       -56599.6   |       -282.325   |   23:42:27   |   385:55:31   |
46350       |         -56910   |       -56619.8   |       -290.195   |   23:44:04   |   385:55:17   |
46400       |       -56896.8   |       -56603.4   |       -293.487   |   23:45:39   |   385:54:31   |
46450       |       -56875.7   |       -56618.8   |       -256.938   |   23:47:16   |   385:54:17   |
46500       |       -56904.3   |       -56602.6   |       -301.666   |   23:48:52   |   385:53:47   |
46550       |       -56862.4   |       -56608.3   |       -254.128   |   23:50:26   |   385:52:44   |
46600       |       -56849.6   |       -56616.3   |       -233.343   |   23:52:01   |   385:51:57   |
46650       |       -56890.9   |       -56623.2   |       -267.688   |   23:53:40   |   385:52:15   |
46700       |       -56836.9   |       -56637.1   |       -199.851   |   23:55:15   |   385:51:28   |
46750       |       -56829.6   |       -56619.4   |       -210.176   |   23:56:48   |   385:50:09   |
46800       |         -56865   |       -56612.6   |       -252.366   |   23:58:18   |   385:48:01   |
46850       |         -56920   |       -56632.5   |       -287.471   |   23:59:49   |   385:46:10   |
46900       |       -56882.1   |         -56600   |       -282.008   |   24:01:23   |   385:45:06   |
46950       |       -56897.5   |       -56631.6   |       -265.901   |   24:02:55   |   385:43:31   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
47000       |       -56851.4   |       -56596.8   |       -254.556   |   24:04:28   |   385:42:12   |
47050       |       -56871.8   |         -56612   |       -259.769   |   24:06:01   |   385:40:52   |
47100       |       -56891.3   |       -56607.3   |        -284.01   |   24:07:32   |   385:39:01   |
47150       |       -56876.8   |       -56607.5   |       -269.263   |   24:09:08   |   385:38:29   |
47200       |       -56845.7   |       -56602.3   |       -243.339   |   24:10:43   |   385:37:42   |
47250       |       -56849.5   |       -56619.6   |       -229.892   |   24:12:14   |   385:35:50   |
47300       |       -56869.6   |       -56604.1   |       -265.582   |   24:13:45   |   385:33:59   |
47350       |       -56876.3   |       -56629.7   |       -246.666   |   24:15:14   |   385:31:36   |
47400       |       -56863.6   |       -56608.4   |       -255.213   |   24:16:44   |   385:29:28   |
47450       |       -56849.3   |         -56607   |       -242.318   |   24:18:16   |   385:27:53   |
47500       |       -56851.8   |       -56616.8   |       -235.062   |   24:19:50   |   385:26:50   |
47550       |       -56900.3   |       -56603.7   |       -296.571   |   24:21:25   |   385:26:02   |
47600       |       -56905.2   |       -56621.7   |       -283.504   |   24:23:05   |   385:26:33   |
47650       |       -56897.3   |       -56608.2   |        -289.17   |   24:24:43   |   385:26:32   |
47700       |       -56831.1   |       -56604.3   |       -226.817   |   24:26:16   |   385:25:12   |
47750       |       -56858.3   |       -56607.9   |       -250.409   |   24:27:47   |   385:23:21   |
47800       |       -56871.6   |       -56618.2   |       -253.381   |   24:29:15   |   385:20:42   |
47850       |         -56868   |       -56620.1   |       -247.858   |   24:30:49   |   385:19:38   |
47900       |       -56859.6   |       -56619.4   |         -240.2   |   24:32:23   |   385:18:34   |
47950       |       -56879.5   |         -56620   |       -259.562   |   24:33:59   |   385:18:01   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
48000       |       -56902.4   |       -56618.4   |       -283.912   |   24:35:34   |   385:17:12   |
48050       |       -56893.5   |       -56618.6   |       -274.862   |   24:37:09   |   385:16:23   |
48100       |       -56900.7   |       -56630.3   |       -270.433   |   24:38:46   |   385:16:06   |
48150       |         -56860   |       -56619.1   |        -240.91   |   24:40:22   |   385:15:32   |
48200       |       -56860.6   |         -56610   |       -250.548   |   24:41:59   |   385:15:15   |
48250       |       -56880.3   |       -56616.1   |       -264.173   |   24:43:32   |   385:13:54   |
48300       |       -56873.3   |       -56609.7   |       -263.647   |   24:45:07   |   385:13:05   |
48350       |         -56890   |       -56623.8   |       -266.222   |   24:46:44   |   385:12:47   |
48400       |       -56846.3   |       -56616.8   |       -229.479   |   24:48:21   |   385:12:28   |
48450       |       -56883.9   |       -56628.2   |       -255.628   |   24:49:54   |   385:11:07   |
48500       |       -56926.1   |       -56624.5   |       -301.622   |   24:51:30   |   385:10:33   |
48550       |       -56869.6   |       -56607.8   |        -261.78   |   24:53:03   |   385:09:12   |
48600       |       -56865.4   |       -56620.3   |       -245.083   |   24:54:45   |   385:10:11   |
48650       |       -56844.3   |         -56600   |       -244.351   |   24:56:16   |   385:08:19   |
48700       |       -56857.8   |       -56602.8   |       -255.078   |   24:57:49   |   385:06:58   |
48750       |       -56861.2   |       -56621.8   |       -239.428   |   24:59:22   |   385:05:37   |
48800       |       -56879.2   |       -56614.9   |       -264.257   |   25:00:53   |   385:03:45   |
48850       |       -56844.8   |       -56616.9   |       -227.907   |   25:02:25   |   385:02:09   |
48900       |       -56911.3   |       -56612.5   |       -298.786   |   25:03:59   |   385:01:03   |
48950       |       -56860.6   |       -56607.6   |       -252.971   |   25:05:33   |   384:59:57   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
49000       |       -56844.5   |       -56616.4   |       -228.059   |   25:07:08   |   384:59:07   |
49050       |         -56860   |       -56625.1   |       -234.934   |   25:08:47   |   384:59:18   |
49100       |       -56863.1   |         -56638   |       -225.106   |   25:10:25   |   384:59:13   |
49150       |       -56837.6   |       -56620.8   |       -216.844   |   25:11:59   |   384:58:07   |
49200       |       -56877.7   |       -56618.4   |       -259.253   |   25:13:35   |   384:57:31   |
49250       |       -56833.2   |       -56606.2   |       -227.008   |   25:15:09   |   384:56:25   |
49300       |       -56858.6   |       -56603.6   |       -254.981   |   25:16:42   |   384:55:03   |
49350       |       -56872.3   |         -56612   |       -260.336   |   25:18:14   |   384:53:27   |
49400       |       -56846.8   |       -56614.4   |        -232.38   |   25:19:45   |   384:51:35   |
49450       |       -56869.9   |       -56612.4   |       -257.443   |   25:21:19   |   384:50:28   |
49500       |       -56825.9   |       -56600.6   |        -225.25   |   25:22:54   |   384:49:37   |
49550       |       -56856.6   |       -56611.4   |       -245.195   |   25:24:28   |   384:48:31   |
49600       |       -56868.4   |         -56612   |       -256.356   |   25:26:00   |   384:46:54   |
49650       |       -56867.9   |       -56621.8   |       -246.082   |   25:27:29   |   384:44:32   |
49700       |       -56874.8   |       -56627.8   |       -246.966   |   25:29:01   |   384:42:55   |
49750       |       -56867.2   |       -56627.8   |        -239.39   |   25:30:36   |   384:42:03   |
49800       |       -56872.2   |       -56614.5   |       -257.725   |   25:32:11   |   384:41:12   |
49850       |       -56886.7   |       -56616.8   |       -269.951   |   25:33:42   |   384:39:20   |
49900       |       -56880.5   |       -56618.3   |       -262.203   |   25:35:12   |   384:37:13   |
49950       |       -56841.6   |       -56622.3   |       -219.301   |   25:36:41   |   384:34:51   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
50000       |       -56858.6   |       -56615.7   |       -242.917   |   25:38:10   |   384:32:30   |
50050       |       -56903.1   |         -56619   |       -284.012   |   25:39:36   |   384:29:23   |
50100       |       -56896.4   |       -56648.1   |       -248.293   |   25:41:08   |   384:27:46   |
50150       |       -56889.2   |       -56614.3   |       -274.957   |   25:42:37   |   384:25:25   |
50200       |       -56853.4   |       -56623.1   |       -230.252   |   25:44:11   |   384:24:18   |
50250       |       -56828.1   |         -56614   |       -214.155   |   25:45:46   |   384:23:27   |
50300       |       -56845.4   |       -56613.8   |        -231.53   |   25:47:23   |   384:23:05   |
50350       |       -56851.1   |       -56628.8   |       -222.337   |   25:48:58   |   384:22:13   |
50400       |       -56849.9   |       -56611.7   |       -238.162   |   25:50:34   |   384:21:36   |
50450       |       -56890.9   |       -56617.4   |       -273.544   |   25:52:12   |   384:21:28   |
50500       |       -56848.2   |       -56623.9   |       -224.337   |   25:53:46   |   384:20:21   |
50550       |       -56842.3   |       -56614.3   |       -227.994   |   25:55:21   |   384:19:29   |
50600       |         -56850   |       -56613.6   |       -236.412   |   25:56:56   |   384:18:36   |
50650       |       -56878.8   |       -56612.3   |       -266.546   |   25:58:31   |   384:17:44   |
50700       |       -56901.9   |       -56622.3   |       -279.605   |   26:00:07   |   384:17:06   |
50750       |       -56900.5   |       -56600.6   |       -299.859   |   26:01:41   |   384:15:59   |
50800       |         -56872   |       -56615.8   |       -256.171   |   26:03:13   |   384:14:22   |
50850       |       -56871.1   |       -56613.4   |       -257.715   |   26:04:50   |   384:13:58   |
50900       |       -56885.2   |       -56603.2   |        -281.96   |   26:06:33   |   384:15:03   |
50950       |         -56867   |       -56607.4   |       -259.588   |   26:08:11   |   384:14:54   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
51000       |       -56861.6   |       -56615.9   |       -245.712   |   26:09:42   |   384:13:02   |
51050       |       -56854.9   |       -56603.1   |       -251.738   |   26:11:18   |   384:12:24   |
51100       |       -56857.1   |       -56606.5   |       -250.662   |   26:12:56   |   384:12:14   |
51150       |       -56841.6   |       -56616.3   |       -225.313   |   26:14:30   |   384:11:06   |
51200       |       -56891.7   |       -56629.4   |       -262.339   |   26:16:04   |   384:09:58   |
51250       |       -56833.5   |       -56616.8   |       -216.731   |   26:17:44   |   384:10:17   |
51300       |       -56880.7   |       -56641.3   |       -239.453   |   26:19:21   |   384:09:53   |
51350       |       -56875.8   |       -56628.2   |       -247.588   |   26:20:54   |   384:08:30   |
51400       |       -56865.5   |       -56613.5   |       -251.971   |   26:22:32   |   384:08:20   |
51450       |       -56887.5   |       -56616.9   |       -270.566   |   26:24:08   |   384:07:40   |
51500       |       -56872.7   |       -56611.8   |         -260.9   |   26:25:44   |   384:07:01   |
51550       |         -56867   |       -56615.6   |       -251.391   |   26:27:21   |   384:06:35   |
51600       |       -56908.2   |       -56618.3   |       -289.973   |   26:28:59   |   384:06:25   |
51650       |       -56847.7   |       -56628.3   |       -219.354   |   26:30:37   |   384:06:14   |
51700       |       -56863.3   |       -56611.5   |       -251.849   |   26:32:14   |   384:05:48   |
51750       |       -56875.7   |       -56615.4   |       -260.272   |   26:33:50   |   384:05:08   |
51800       |       -56865.3   |       -56597.4   |       -267.852   |   26:35:30   |   384:05:25   |
51850       |       -56877.4   |       -56612.5   |        -264.89   |   26:37:08   |   384:05:13   |
51900       |       -56848.5   |       -56598.3   |       -250.178   |   26:38:40   |   384:03:35   |
51950       |       -56877.8   |       -56621.3   |       -256.527   |   26:40:13   |   384:02:11   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
52000       |       -56868.8   |       -56622.6   |       -246.234   |   26:41:44   |   384:00:19   |
52050       |       -56872.5   |       -56616.4   |        -256.14   |   26:43:20   |   383:59:38   |
52100       |       -56910.5   |       -56621.3   |       -289.111   |   26:44:53   |   383:58:14   |
52150       |       -56828.8   |       -56628.2   |       -200.547   |   26:46:23   |   383:56:07   |
52200       |       -56870.6   |       -56617.9   |       -252.724   |   26:47:54   |   383:54:14   |
52250       |       -56880.8   |       -56613.7   |       -267.105   |   26:49:31   |   383:53:48   |
52300       |       -56879.6   |       -56616.8   |       -262.788   |   26:51:06   |   383:52:52   |
52350       |       -56858.4   |       -56608.4   |        -249.97   |   26:52:37   |   383:51:00   |
52400       |       -56889.5   |       -56617.7   |       -271.847   |   26:54:11   |   383:49:50   |
52450       |       -56843.8   |       -56611.7   |       -232.115   |   26:55:44   |   383:48:26   |
52500       |       -56845.5   |       -56606.6   |       -238.824   |   26:57:15   |   383:46:33   |
52550       |       -56815.5   |       -56619.8   |       -195.787   |   26:58:46   |   383:44:41   |
52600       |       -56909.3   |       -56611.1   |       -298.256   |   27:00:17   |   383:42:48   |
52650       |       -56850.3   |       -56614.2   |         -236.1   |   27:01:51   |   383:41:38   |
52700       |       -56897.8   |         -56629   |       -268.747   |   27:03:23   |   383:40:00   |
52750       |       -56866.5   |       -56621.8   |       -244.718   |   27:04:59   |   383:39:18   |
52800       |       -56927.1   |         -56616   |       -311.083   |   27:06:31   |   383:37:40   |
52850       |       -56831.6   |       -56612.4   |       -219.229   |   27:08:04   |   383:36:16   |
52900       |         -56893   |       -56621.7   |       -271.298   |   27:09:37   |   383:34:52   |
52950       |         -56860   |       -56611.4   |       -248.622   |   27:11:10   |   383:33:27   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
53000       |       -56875.6   |       -56616.7   |       -258.922   |   27:12:42   |   383:31:49   |
53050       |       -56888.7   |         -56614   |       -274.711   |   27:14:13   |   383:29:57   |
53100       |       -56887.8   |       -56626.5   |       -261.335   |   27:15:47   |   383:28:47   |
53150       |       -56868.8   |       -56626.8   |       -242.065   |   27:17:21   |   383:27:37   |
53200       |       -56891.7   |       -56621.6   |       -270.071   |   27:18:56   |   383:26:40   |
53250       |       -56951.5   |       -56632.3   |       -319.208   |   27:20:33   |   383:26:12   |
53300       |       -56878.4   |       -56620.4   |       -257.945   |   27:22:11   |   383:25:58   |
53350       |       -56832.2   |       -56621.4   |       -210.832   |   27:23:44   |   383:24:33   |
53400       |       -56838.4   |       -56615.1   |       -223.306   |   27:25:16   |   383:22:55   |
53450       |       -56839.6   |       -56606.1   |       -233.514   |   27:26:49   |   383:21:30   |
53500       |       -56816.8   |       -56606.5   |       -210.293   |   27:28:21   |   383:19:52   |
53550       |       -56828.1   |       -56618.1   |       -209.967   |   27:29:57   |   383:19:09   |
53600       |         -56853   |       -56608.6   |       -244.394   |   27:31:32   |   383:18:13   |
53650       |       -56842.5   |       -56602.4   |       -240.095   |   27:33:09   |   383:17:44   |
53700       |       -56890.4   |       -56622.5   |       -267.887   |   27:34:47   |   383:17:28   |
53750       |       -56855.5   |       -56601.2   |       -254.303   |   27:36:21   |   383:16:18   |
53800       |       -56850.8   |       -56599.7   |       -251.088   |   27:37:55   |   383:15:07   |
53850       |       -56830.7   |       -56610.4   |       -220.351   |   27:39:30   |   383:14:10   |
53900       |         -56867   |       -56625.6   |       -241.433   |   27:41:05   |   383:13:12   |
53950       |       -56868.7   |         -56620   |       -248.701   |   27:42:34   |   383:10:52   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
54000       |       -56822.1   |       -56616.7   |       -205.363   |   27:44:06   |   383:09:14   |
54050       |       -56876.4   |       -56631.1   |       -245.301   |   27:45:35   |   383:06:53   |
54100       |       -56902.5   |       -56633.7   |       -268.806   |   27:47:02   |   383:04:06   |
54150       |         -56864   |         -56611   |        -252.95   |   27:48:36   |   383:02:55   |
54200       |       -56863.3   |       -56611.4   |       -251.907   |   27:50:10   |   383:01:44   |
54250       |       -56843.7   |       -56609.1   |       -234.594   |   27:51:38   |   382:59:10   |
54300       |       -56852.8   |       -56617.9   |       -234.903   |   27:53:13   |   382:58:13   |
54350       |       -56862.9   |       -56615.6   |       -247.277   |   27:54:48   |   382:57:16   |
54400       |       -56847.2   |         -56602   |       -245.196   |   27:56:25   |   382:56:46   |
54450       |       -56887.2   |         -56607   |       -280.201   |   27:57:56   |   382:54:53   |
54500       |       -56892.9   |       -56616.1   |       -276.801   |   27:59:29   |   382:53:28   |
54550       |       -56872.8   |       -56605.3   |       -267.494   |   28:01:04   |   382:52:31   |
54600       |       -56901.1   |       -56616.4   |       -284.682   |   28:02:35   |   382:50:39   |
54650       |       -56864.3   |       -56611.2   |        -253.09   |   28:04:09   |   382:49:27   |
54700       |       -56847.8   |       -56617.3   |       -230.471   |   28:05:41   |   382:47:49   |
54750       |       -56857.3   |       -56618.6   |       -238.701   |   28:07:13   |   382:46:10   |
54800       |         -56925   |       -56611.2   |       -313.759   |   28:08:47   |   382:44:59   |
54850       |       -56873.1   |       -56608.9   |       -264.159   |   28:10:21   |   382:43:47   |
54900       |         -56906   |       -56618.1   |       -287.941   |   28:11:56   |   382:42:49   |
54950       |       -56868.5   |       -56635.8   |       -232.695   |   28:13:32   |   382:42:05   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
55000       |       -56908.3   |       -56625.9   |       -282.386   |   28:15:07   |   382:41:07   |
55050       |       -56869.6   |       -56627.5   |        -242.08   |   28:16:47   |   382:41:17   |
55100       |       -56872.6   |       -56613.5   |       -259.149   |   28:18:27   |   382:41:26   |
55150       |       -56901.4   |         -56624   |       -277.418   |   28:20:05   |   382:41:08   |
55200       |       -56865.1   |       -56610.9   |       -254.191   |   28:21:43   |   382:40:50   |
55250       |       -56856.2   |       -56624.3   |       -231.837   |   28:23:19   |   382:40:05   |
55300       |       -56872.1   |       -56629.7   |       -242.403   |   28:24:53   |   382:38:53   |
55350       |       -56858.2   |       -56614.3   |       -243.923   |   28:26:29   |   382:38:08   |
55400       |       -56879.9   |         -56624   |       -255.877   |   28:28:05   |   382:37:22   |
55450       |       -56861.1   |       -56614.9   |       -246.125   |   28:29:38   |   382:35:57   |
55500       |       -56844.1   |       -56618.9   |        -225.19   |   28:31:12   |   382:34:44   |
55550       |       -56840.3   |       -56613.6   |       -226.763   |   28:32:44   |   382:33:05   |
55600       |       -56892.8   |       -56639.7   |       -253.149   |   28:34:16   |   382:31:26   |
55650       |       -56874.6   |       -56635.8   |       -238.751   |   28:36:00   |   382:32:27   |
55700       |       -56861.2   |       -56620.2   |       -241.012   |   28:37:41   |   382:32:48   |
55750       |       -56868.1   |         -56629   |       -239.107   |   28:39:18   |   382:32:16   |
55800       |       -56893.7   |       -56631.8   |       -261.839   |   28:40:56   |   382:31:56   |
55850       |       -56899.6   |       -56626.7   |       -272.901   |   28:42:34   |   382:31:37   |
55900       |       -56881.3   |       -56621.7   |       -259.577   |   28:44:13   |   382:31:30   |
55950       |       -56874.9   |       -56622.1   |        -252.86   |   28:45:54   |   382:31:50   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
56000       |       -56864.3   |       -56645.4   |       -218.964   |   28:47:34   |   382:31:57   |
56050       |         -56890   |       -56637.8   |       -252.235   |   28:49:12   |   382:31:37   |
56100       |       -56870.7   |       -56626.9   |       -243.716   |   28:50:52   |   382:31:43   |
56150       |         -56906   |       -56624.9   |       -281.159   |   28:52:31   |   382:31:36   |
56200       |       -56906.8   |       -56623.8   |       -282.914   |   28:54:12   |   382:31:55   |
56250       |       -56892.4   |       -56619.9   |       -272.533   |   28:55:51   |   382:31:47   |
56300       |       -56883.5   |       -56620.4   |       -263.052   |   28:57:29   |   382:31:26   |
56350       |       -56917.3   |       -56629.2   |       -288.136   |   28:59:05   |   382:30:39   |
56400       |       -56911.5   |       -56621.2   |       -290.325   |   29:00:40   |   382:29:38   |
56450       |       -56905.5   |       -56624.7   |       -280.811   |   29:02:13   |   382:28:11   |
56500       |       -56880.2   |         -56631   |       -249.189   |   29:03:46   |   382:26:44   |
56550       |       -56823.8   |       -56607.2   |       -216.555   |   29:05:20   |   382:25:30   |
56600       |       -56887.7   |       -56620.5   |       -267.209   |   29:06:57   |   382:24:55   |
56650       |       -56891.4   |       -56613.3   |       -278.081   |   29:08:35   |   382:24:33   |
56700       |       -56840.8   |       -56612.2   |       -228.532   |   29:10:13   |   382:24:11   |
56750       |       -56886.5   |       -56621.9   |       -264.514   |   29:11:47   |   382:22:57   |
56800       |       -56904.2   |       -56619.3   |        -284.95   |   29:13:17   |   382:20:50   |
56850       |       -56849.4   |       -56627.1   |       -222.278   |   29:14:45   |   382:18:18   |
56900       |         -56873   |       -56611.1   |       -261.856   |   29:16:19   |   382:17:03   |
56950       |         -56872   |       -56608.8   |       -263.203   |   29:17:52   |   382:15:36   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
57000       |       -56833.7   |       -56615.5   |       -218.199   |   29:19:26   |   382:14:22   |
57050       |         -56873   |       -56622.6   |       -250.462   |   29:21:04   |   382:13:59   |
57100       |       -56893.1   |       -56609.2   |       -283.878   |   29:22:42   |   382:13:37   |
57150       |       -56910.9   |       -56622.9   |       -287.999   |   29:24:16   |   382:12:22   |
57200       |       -56871.9   |       -56609.5   |       -262.349   |   29:25:49   |   382:10:55   |
57250       |       -56882.7   |       -56617.5   |       -265.212   |   29:27:25   |   382:10:06   |
57300       |       -56855.4   |         -56624   |        -231.39   |   29:28:58   |   382:08:38   |
57350       |       -56833.3   |       -56617.6   |       -215.652   |   29:30:25   |   382:05:53   |
57400       |       -56826.6   |       -56618.4   |       -208.203   |   29:31:57   |   382:04:13   |
57450       |       -56889.7   |       -56628.2   |       -261.532   |   29:33:33   |   382:03:24   |
57500       |       -56864.2   |       -56607.9   |       -256.315   |   29:35:11   |   382:03:01   |
57550       |       -56863.1   |       -56616.9   |       -246.127   |   29:36:47   |   382:02:12   |
57600       |       -56872.1   |         -56609   |       -263.116   |   29:38:21   |   382:00:57   |
57650       |       -56870.8   |       -56618.7   |       -252.146   |   29:39:52   |   381:59:03   |
57700       |         -56837   |       -56616.9   |       -220.128   |   29:41:24   |   381:57:23   |
57750       |       -56865.2   |       -56630.5   |       -234.733   |   29:42:56   |   381:55:42   |
57800       |       -56883.3   |       -56617.8   |       -265.495   |   29:44:29   |   381:54:14   |
57850       |       -56906.3   |       -56623.5   |       -282.836   |   29:46:01   |   381:52:34   |
57900       |       -56861.2   |       -56632.4   |       -228.726   |   29:47:35   |   381:51:19   |
57950       |       -56880.4   |       -56628.6   |       -251.862   |   29:49:08   |   381:49:51   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
58000       |       -56816.1   |       -56622.9   |       -193.136   |   29:50:43   |   381:48:49   |
58050       |       -56877.3   |       -56617.1   |       -260.196   |   29:52:17   |   381:47:34   |
58100       |       -56858.3   |       -56617.7   |       -240.561   |   29:53:51   |   381:46:19   |
58150       |         -56821   |       -56628.5   |       -192.443   |   29:55:23   |   381:44:38   |
58200       |       -56838.2   |       -56626.3   |       -211.831   |   29:56:55   |   381:42:58   |
58250       |         -56847   |       -56629.5   |       -217.453   |   29:58:26   |   381:41:04   |
58300       |       -56883.6   |       -56621.1   |       -262.426   |   29:59:58   |   381:39:24   |
58350       |       -56827.4   |       -56608.1   |        -219.25   |   30:01:28   |   381:37:18   |
58400       |       -56895.8   |       -56636.1   |       -259.726   |   30:03:03   |   381:36:15   |
