Starting job 16490015 on c5-60 on Saga at Wed Dec 24 11:43:09 CET 2025


RevBayes version (1.1.1)
Build from  () on Fri May  5 01:48:14 PM CEST 2023

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/mcmc_CEFBDRP_Ranges_rhinos.Rev")
   Processing file "scripts/mcmc_CEFBDRP_Ranges_rhinos.Rev"
   Successfully read one character matrix from file 'data/rrna.nex'
   Successfully read one character matrix from file 'data/coding_1.nex'
   Successfully read one character matrix from file 'data/coding_2.nex'
   Successfully read one character matrix from file 'data/coding_3.nex'
   Successfully read one character matrix from file 'data/character_matrix_RB_rhinos.nex'
   Processing file "scripts/model_FBDRP_rhinos.Rev"
   Processing of file "scripts/model_FBDRP_rhinos.Rev" completed
   Processing file "scripts/model_UCLN_rhinos.Rev"
   Processing of file "scripts/model_UCLN_rhinos.Rev" completed
   Processing file "scripts/model_GTRG_rhinos.Rev"
   Processing of file "scripts/model_GTRG_rhinos.Rev" completed
   Processing file "scripts/model_Morph_rhinos.Rev"
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   Processing of file "scripts/model_Morph_rhinos.Rev" completed

   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 422 different moves in a random move schedule with 527 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
26700       |       -56770.8   |       -56518.6   |       -252.197   |   13:25:57   |   389:02:21   |
26750       |       -56756.6   |       -56509.6   |       -246.991   |   13:27:30   |   389:02:01   |
26800       |       -56752.4   |       -56523.4   |       -228.976   |   13:28:58   |   388:59:17   |
26850       |       -56758.3   |       -56516.1   |       -242.119   |   13:30:30   |   388:58:28   |
26900       |       -56740.3   |       -56498.3   |       -242.024   |   13:32:04   |   388:58:36   |
26950       |       -56761.1   |       -56528.5   |       -232.578   |   13:33:35   |   388:57:18   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
27000       |         -56791   |       -56526.4   |        -264.56   |   13:35:11   |   388:58:23   |
27050       |       -56785.7   |       -56516.9   |       -268.776   |   13:36:43   |   388:57:33   |
27100       |       -56777.5   |       -56532.4   |       -245.174   |   13:38:18   |   388:58:09   |
27150       |       -56757.5   |       -56522.9   |       -234.511   |   13:39:49   |   388:56:50   |
27200       |       -56756.8   |       -56513.9   |       -242.866   |   13:41:23   |   388:56:57   |
27250       |       -56820.4   |         -56528   |        -292.39   |   13:42:59   |   388:57:59   |
27300       |       -56732.6   |       -56504.7   |       -227.925   |   13:44:30   |   388:56:40   |
27350       |       -56790.2   |       -56528.1   |       -262.071   |   13:46:05   |   388:57:13   |
27400       |       -56773.2   |       -56522.1   |       -251.158   |   13:47:41   |   388:58:15   |
27450       |       -56743.5   |       -56517.8   |       -225.644   |   13:49:17   |   388:59:15   |
27500       |       -56785.9   |       -56512.6   |       -273.351   |   13:50:52   |   388:59:47   |
27550       |       -56745.8   |       -56520.5   |       -225.343   |   13:52:23   |   388:58:27   |
27600       |       -56797.4   |       -56532.5   |       -264.879   |   13:54:01   |   389:00:22   |
27650       |       -56758.7   |       -56516.3   |       -242.374   |   13:55:41   |   389:03:13   |
27700       |       -56775.4   |       -56525.8   |       -249.554   |   13:57:18   |   389:04:38   |
27750       |       -56808.4   |       -56525.3   |       -283.089   |   13:58:54   |   389:05:36   |
27800       |       -56781.7   |       -56526.5   |       -255.152   |   14:00:31   |   389:07:00   |
27850       |       -56743.6   |       -56518.4   |        -225.28   |   14:02:13   |   389:10:43   |
27900       |         -56772   |       -56510.1   |       -261.907   |   14:03:51   |   389:12:33   |
27950       |       -56781.9   |       -56520.1   |       -261.713   |   14:05:29   |   389:14:23   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
28000       |       -56815.6   |       -56538.8   |       -276.763   |   14:07:02   |   389:13:55   |
28050       |       -56755.1   |       -56495.4   |       -259.654   |   14:08:37   |   389:14:21   |
28100       |       -56786.5   |         -56495   |       -291.535   |   14:10:12   |   389:14:46   |
28150       |       -56763.6   |       -56501.6   |       -261.909   |   14:11:44   |   389:13:49   |
28200       |       -56758.7   |       -56504.4   |       -254.298   |   14:13:15   |   389:12:25   |
28250       |       -56755.3   |       -56496.1   |       -259.159   |   14:14:46   |   389:11:00   |
28300       |       -56784.2   |       -56487.1   |       -297.144   |   14:16:13   |   389:07:47   |
28350       |       -56759.6   |       -56498.8   |       -260.751   |   14:17:44   |   389:06:22   |
28400       |       -56751.8   |         -56502   |       -249.745   |   14:19:14   |   389:04:31   |
28450       |       -56747.5   |       -56497.2   |        -250.31   |   14:20:49   |   389:04:55   |
28500       |       -56728.6   |       -56495.1   |       -233.478   |   14:22:24   |   389:05:19   |
28550       |       -56785.5   |       -56507.1   |       -278.401   |   14:24:04   |   389:07:57   |
28600       |       -56751.3   |       -56496.8   |       -254.512   |   14:25:42   |   389:09:41   |
28650       |       -56787.8   |       -56509.5   |       -278.342   |   14:27:18   |   389:10:30   |
28700       |       -56752.1   |       -56488.5   |       -263.597   |   14:28:48   |   389:08:37   |
28750       |       -56808.2   |       -56514.4   |       -293.827   |   14:30:20   |   389:07:38   |
28800       |         -56754   |         -56505   |       -249.006   |   14:32:06   |   389:12:54   |
28850       |       -56792.9   |       -56524.3   |       -268.648   |   14:33:40   |   389:12:47   |
28900       |         -56758   |       -56499.8   |       -258.247   |   14:35:13   |   389:12:14   |
28950       |       -56753.1   |       -56503.7   |       -249.399   |   14:36:42   |   389:09:53   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
29000       |       -56724.4   |       -56493.1   |       -231.305   |   14:38:13   |   389:08:27   |
29050       |       -56741.3   |       -56515.2   |       -226.094   |   14:39:47   |   389:08:19   |
29100       |         -56741   |       -56510.6   |       -230.433   |   14:41:27   |   389:10:51   |
29150       |       -56739.8   |       -56509.2   |       -230.567   |   14:43:04   |   389:12:02   |
29200       |       -56748.1   |       -56520.3   |        -227.81   |   14:44:39   |   389:12:20   |
29250       |       -56749.2   |       -56517.9   |        -231.27   |   14:46:12   |   389:11:44   |
29300       |       -56723.3   |       -56503.2   |       -220.062   |   14:47:45   |   389:11:09   |
29350       |       -56797.8   |       -56526.6   |       -271.228   |   14:49:18   |   389:10:33   |
29400       |       -56792.1   |       -56531.9   |       -260.229   |   14:50:51   |   389:09:57   |
29450       |       -56763.2   |         -56521   |       -242.201   |   14:52:20   |   389:07:37   |
29500       |       -56789.8   |         -56525   |       -264.884   |   14:53:52   |   389:06:35   |
29550       |       -56766.3   |       -56524.6   |       -241.642   |   14:55:22   |   389:04:40   |
29600       |       -56757.7   |       -56513.4   |       -244.333   |   14:56:57   |   389:04:56   |
29650       |       -56767.4   |       -56510.8   |       -256.621   |   14:58:29   |   389:03:54   |
29700       |       -56741.4   |       -56513.8   |       -227.681   |   15:00:02   |   389:03:17   |
29750       |       -56714.9   |       -56511.6   |        -203.37   |   15:01:38   |   389:03:58   |
29800       |         -56813   |       -56532.2   |       -280.806   |   15:03:14   |   389:04:38   |
29850       |       -56744.7   |       -56522.1   |       -222.635   |   15:04:45   |   389:03:09   |
29900       |       -56751.9   |       -56520.5   |        -231.44   |   15:06:19   |   389:02:57   |
29950       |       -56736.1   |       -56520.9   |       -215.121   |   15:07:49   |   389:01:02   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
30000       |         -56770   |       -56518.4   |       -251.526   |   15:09:17   |   388:58:16   |
30050       |         -56779   |       -56525.7   |       -253.353   |   15:10:46   |   388:55:55   |
30100       |       -56795.3   |       -56514.9   |       -280.389   |   15:12:20   |   388:55:43   |
30150       |       -56768.8   |       -56513.1   |       -255.649   |   15:13:50   |   388:53:49   |
30200       |       -56751.7   |       -56519.6   |       -232.187   |   15:15:19   |   388:51:28   |
30250       |       -56746.7   |       -56513.4   |       -233.259   |   15:16:49   |   388:49:34   |
30300       |       -56752.5   |       -56531.8   |       -220.673   |   15:18:17   |   388:46:49   |
30350       |       -56720.2   |       -56512.1   |       -208.026   |   15:19:47   |   388:44:55   |
30400       |       -56780.3   |       -56513.3   |           -267   |   15:21:15   |   388:42:10   |
30450       |       -56811.4   |       -56535.4   |       -275.961   |   15:22:44   |   388:39:51   |
30500       |       -56718.4   |       -56524.4   |       -194.008   |   15:24:15   |   388:38:22   |
30550       |       -56773.3   |       -56512.3   |       -261.025   |   15:25:45   |   388:36:28   |
30600       |       -56746.7   |       -56508.3   |       -238.449   |   15:27:09   |   388:32:03   |
30650       |       -56757.3   |       -56503.5   |       -253.785   |   15:28:34   |   388:28:05   |
30700       |       -56753.2   |       -56516.7   |       -236.539   |   15:30:02   |   388:25:21   |
30750       |       -56740.2   |         -56507   |       -233.254   |   15:31:33   |   388:23:53   |
30800       |       -56725.3   |       -56516.5   |       -208.791   |   15:33:06   |   388:23:15   |
30850       |       -56762.9   |       -56518.7   |       -244.176   |   15:34:41   |   388:23:27   |
30900       |       -56759.3   |       -56511.3   |       -247.978   |   15:36:15   |   388:23:13   |
30950       |       -56740.9   |       -56523.4   |       -217.474   |   15:37:45   |   388:21:20   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
31000       |       -56772.4   |       -56527.2   |       -245.193   |   15:39:18   |   388:20:42   |
31050       |       -56772.4   |       -56507.9   |       -264.432   |   15:40:59   |   388:23:21   |
31100       |       -56795.7   |       -56511.3   |       -284.494   |   15:42:34   |   388:23:31   |
31150       |       -56769.5   |       -56537.4   |       -232.133   |   15:44:15   |   388:26:09   |
31200       |       -56759.9   |       -56532.5   |       -227.445   |   15:45:48   |   388:25:28   |
31250       |       -56753.2   |       -56512.7   |       -240.461   |   15:47:24   |   388:26:02   |
31300       |       -56768.5   |       -56534.8   |       -233.689   |   15:49:01   |   388:27:00   |
31350       |       -56744.6   |       -56517.9   |       -226.737   |   15:50:36   |   388:27:08   |
31400       |       -56731.6   |       -56527.4   |       -204.203   |   15:52:07   |   388:25:37   |
31450       |       -56729.6   |         -56527   |       -202.562   |   15:53:38   |   388:24:07   |
31500       |         -56770   |       -56524.9   |       -245.122   |   15:55:11   |   388:23:26   |
31550       |       -56759.9   |       -56521.6   |        -238.29   |   15:56:48   |   388:24:22   |
31600       |       -56756.6   |       -56522.1   |         -234.5   |   15:58:23   |   388:24:29   |
31650       |       -56769.1   |       -56507.2   |       -261.875   |   15:59:58   |   388:24:35   |
31700       |       -56782.9   |         -56530   |       -252.911   |   16:01:33   |   388:24:41   |
31750       |       -56778.8   |       -56519.3   |       -259.516   |   16:03:06   |   388:23:59   |
31800       |       -56733.8   |         -56505   |       -228.843   |   16:04:38   |   388:22:52   |
31850       |       -56741.9   |       -56518.6   |       -223.313   |   16:06:08   |   388:20:57   |
31900       |       -56757.6   |       -56509.7   |       -247.862   |   16:07:39   |   388:19:26   |
31950       |       -56718.7   |       -56505.5   |       -213.197   |   16:09:11   |   388:18:19   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
32000       |         -56769   |       -56511.8   |       -257.258   |   16:10:39   |   388:15:36   |
32050       |       -56761.3   |       -56520.2   |        -241.09   |   16:12:10   |   388:14:05   |
32100       |       -56811.2   |       -56544.8   |       -266.355   |   16:13:40   |   388:12:10   |
32150       |       -56741.1   |       -56522.3   |       -218.808   |   16:15:13   |   388:11:27   |
32200       |       -56767.7   |       -56536.4   |       -231.252   |   16:16:46   |   388:10:43   |
32250       |       -56780.2   |       -56518.7   |       -261.532   |   16:18:19   |   388:10:00   |
32300       |         -56752   |         -56522   |       -229.965   |   16:19:51   |   388:08:52   |
32350       |       -56776.7   |       -56527.7   |       -248.961   |   16:21:23   |   388:07:45   |
32400       |       -56739.2   |       -56502.8   |       -236.321   |   16:22:53   |   388:05:50   |
32450       |       -56749.2   |       -56523.7   |       -225.477   |   16:24:23   |   388:03:55   |
32500       |       -56793.1   |         -56520   |        -273.12   |   16:25:55   |   388:02:48   |
32550       |       -56772.7   |       -56519.5   |       -253.263   |   16:27:27   |   388:01:40   |
32600       |         -56712   |         -56499   |       -213.033   |   16:29:00   |   388:00:56   |
32650       |       -56734.5   |       -56510.2   |       -224.341   |   16:30:33   |   388:00:12   |
32700       |       -56783.5   |       -56516.8   |       -266.677   |   16:32:07   |   387:59:51   |
32750       |       -56781.8   |       -56526.7   |       -255.165   |   16:33:42   |   387:59:53   |
32800       |       -56736.1   |       -56509.2   |       -226.874   |   16:35:21   |   388:01:28   |
32850       |         -56748   |       -56505.3   |       -242.667   |   16:36:56   |   388:01:30   |
32900       |       -56744.9   |         -56516   |       -228.908   |   16:38:27   |   387:59:58   |
32950       |       -56785.7   |       -56532.9   |       -252.814   |   16:39:57   |   387:58:02   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
33000       |       -56693.6   |       -56524.3   |       -169.369   |   16:41:34   |   387:58:50   |
33050       |       -56720.2   |       -56534.8   |       -185.457   |   16:43:07   |   387:58:04   |
33100       |       -56776.7   |       -56527.8   |       -248.951   |   16:44:42   |   387:58:04   |
33150       |       -56753.7   |       -56522.9   |       -230.756   |   16:46:16   |   387:57:41   |
33200       |       -56718.6   |       -56501.6   |       -216.982   |   16:47:50   |   387:57:18   |
33250       |       -56727.5   |       -56508.1   |       -219.442   |   16:49:24   |   387:56:54   |
33300       |       -56754.8   |       -56518.4   |       -236.422   |   16:50:55   |   387:55:22   |
33350       |       -56739.9   |       -56520.3   |       -219.516   |   16:52:26   |   387:53:49   |
33400       |         -56772   |       -56530.3   |       -241.707   |   16:53:57   |   387:52:16   |
33450       |       -56753.2   |       -56518.2   |        -234.97   |   16:55:30   |   387:51:29   |
33500       |       -56751.6   |       -56532.6   |       -219.052   |   16:57:05   |   387:51:28   |
33550       |       -56752.9   |       -56523.5   |        -229.33   |   16:58:37   |   387:50:18   |
33600       |       -56752.4   |       -56533.4   |       -218.937   |   17:00:07   |   387:48:22   |
33650       |       -56753.1   |       -56518.7   |        -234.35   |   17:01:40   |   387:47:35   |
33700       |       -56750.4   |       -56528.4   |        -222.04   |   17:03:13   |   387:46:47   |
33750       |       -56678.8   |       -56507.4   |       -171.355   |   17:04:48   |   387:46:45   |
33800       |       -56747.1   |       -56525.1   |        -222.05   |   17:06:20   |   387:45:34   |
33850       |       -56772.8   |       -56524.8   |       -247.999   |   17:07:50   |   387:43:38   |
33900       |       -56781.2   |       -56530.4   |       -250.875   |   17:09:24   |   387:43:13   |
33950       |       -56790.2   |       -56523.8   |        -266.36   |   17:11:03   |   387:44:40   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
34000       |       -56818.7   |         -56529   |       -289.629   |   17:12:38   |   387:44:37   |
34050       |       -56743.5   |       -56517.4   |       -226.092   |   17:14:12   |   387:44:11   |
34100       |       -56777.8   |       -56530.6   |       -247.225   |   17:15:50   |   387:45:14   |
34150       |       -56762.7   |       -56521.1   |       -241.581   |   17:17:25   |   387:45:10   |
34200       |       -56758.9   |       -56521.9   |        -236.96   |   17:18:59   |   387:44:43   |
34250       |       -56736.3   |       -56526.9   |       -209.379   |   17:20:34   |   387:44:38   |
34300       |       -56765.6   |       -56520.7   |       -244.938   |   17:22:03   |   387:42:19   |
34350       |       -56778.3   |       -56530.3   |       -248.061   |   17:23:31   |   387:39:38   |
34400       |       -56783.6   |       -56519.7   |       -263.862   |   17:25:01   |   387:37:41   |
34450       |       -56760.8   |       -56514.9   |       -245.916   |   17:26:32   |   387:36:07   |
34500       |       -56816.8   |       -56515.9   |       -300.965   |   17:28:00   |   387:33:26   |
34550       |       -56797.8   |       -56513.4   |       -284.361   |   17:29:32   |   387:32:15   |
34600       |       -56772.1   |       -56523.6   |       -248.437   |   17:31:05   |   387:31:25   |
34650       |       -56807.6   |       -56520.8   |       -286.863   |   17:32:43   |   387:32:25   |
34700       |       -56784.1   |       -56522.1   |       -262.049   |   17:34:21   |   387:33:25   |
34750       |       -56744.9   |       -56515.8   |       -229.136   |   17:35:58   |   387:34:03   |
34800       |       -56765.9   |       -56529.3   |       -236.574   |   17:37:35   |   387:34:40   |
34850       |       -56765.9   |       -56514.7   |       -251.187   |   17:39:08   |   387:33:49   |
34900       |       -56760.3   |       -56516.5   |       -243.754   |   17:40:38   |   387:31:52   |
34950       |       -56714.3   |       -56510.1   |       -204.158   |   17:42:10   |   387:30:39   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
35000       |       -56752.1   |       -56520.6   |       -231.481   |   17:43:39   |   387:28:21   |
35050       |       -56741.9   |       -56517.8   |       -224.093   |   17:45:08   |   387:26:02   |
35100       |       -56765.7   |       -56520.3   |       -245.462   |   17:46:40   |   387:24:49   |
35150       |       -56758.7   |       -56516.7   |       -242.057   |   17:48:10   |   387:22:52   |
35200       |       -56782.4   |       -56512.2   |       -270.241   |   17:49:39   |   387:20:34   |
35250       |       -56781.9   |       -56536.6   |        -245.39   |   17:51:08   |   387:18:16   |
35300       |       -56787.7   |       -56534.3   |       -253.381   |   17:52:40   |   387:17:03   |
35350       |       -56764.6   |       -56541.6   |       -222.943   |   17:54:12   |   387:15:50   |
35400       |         -56797   |       -56518.1   |       -278.889   |   17:55:47   |   387:15:42   |
35450       |       -56788.5   |       -56532.8   |       -255.698   |   17:57:20   |   387:14:50   |
35500       |         -56779   |       -56527.7   |       -251.278   |   17:58:51   |   387:13:15   |
35550       |       -56725.3   |       -56515.9   |       -209.373   |   18:00:23   |   387:12:02   |
35600       |       -56727.5   |       -56532.3   |       -195.211   |   18:01:55   |   387:10:49   |
35650       |       -56762.3   |       -56531.3   |       -230.993   |   18:03:30   |   387:10:39   |
35700       |       -56779.3   |       -56523.8   |       -255.503   |   18:05:04   |   387:10:09   |
35750       |       -56764.3   |       -56536.8   |       -227.485   |   18:06:36   |   387:08:55   |
35800       |       -56751.7   |         -56527   |        -224.65   |   18:08:09   |   387:08:03   |
35850       |       -56749.4   |       -56530.4   |       -218.997   |   18:09:41   |   387:06:49   |
35900       |       -56758.7   |       -56531.9   |       -226.856   |   18:11:11   |   387:04:52   |
35950       |       -56777.3   |       -56524.1   |       -253.213   |   18:12:48   |   387:05:25   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
36000       |       -56748.1   |       -56522.5   |       -225.635   |   18:14:24   |   387:05:36   |
36050       |       -56744.2   |       -56521.4   |       -222.762   |   18:15:59   |   387:05:25   |
36100       |       -56699.1   |       -56523.7   |       -175.387   |   18:17:37   |   387:06:17   |
36150       |       -56744.1   |       -56515.4   |       -228.729   |   18:19:17   |   387:07:52   |
36200       |       -56748.9   |       -56519.8   |       -229.105   |   18:20:51   |   387:07:19   |
36250       |       -56727.2   |       -56523.7   |       -203.471   |   18:22:26   |   387:07:07   |
36300       |       -56785.8   |         -56535   |       -250.825   |   18:24:00   |   387:06:34   |
36350       |       -56784.1   |       -56528.2   |       -255.947   |   18:25:36   |   387:06:43   |
36400       |       -56745.2   |       -56528.3   |       -216.844   |   18:27:11   |   387:06:30   |
36450       |       -56763.6   |       -56539.2   |        -224.43   |   18:28:48   |   387:07:00   |
36500       |       -56754.4   |       -56525.1   |       -229.237   |   18:30:20   |   387:05:44   |
36550       |       -56768.3   |         -56511   |        -257.37   |   18:31:55   |   387:05:31   |
36600       |       -56729.9   |       -56514.1   |       -215.787   |   18:33:29   |   387:04:57   |
36650       |         -56736   |       -56509.6   |       -226.383   |   18:35:03   |   387:04:22   |
36700       |       -56755.5   |       -56508.5   |       -247.009   |   18:36:37   |   387:03:48   |
36750       |       -56769.3   |         -56541   |        -228.35   |   18:38:13   |   387:03:54   |
36800       |       -56746.7   |         -56517   |       -229.692   |   18:39:46   |   387:02:59   |
36850       |       -56787.5   |       -56534.4   |       -253.121   |   18:41:20   |   387:02:24   |
36900       |       -56788.9   |       -56511.1   |       -277.849   |   18:42:50   |   387:00:26   |
36950       |       -56739.6   |         -56510   |       -229.691   |   18:44:23   |   386:59:30   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
37000       |       -56713.7   |       -56515.9   |       -197.827   |   18:45:57   |   386:58:54   |
37050       |       -56736.3   |       -56505.2   |       -231.079   |   18:47:30   |   386:57:58   |
37100       |         -56755   |       -56530.9   |       -224.175   |   18:49:05   |   386:57:43   |
37150       |       -56754.1   |       -56519.5   |       -234.572   |   18:50:43   |   386:58:29   |
37200       |       -56790.9   |       -56541.5   |       -249.385   |   18:52:18   |   386:58:14   |
37250       |       -56733.2   |       -56534.2   |       -199.009   |   18:53:51   |   386:57:17   |
37300       |         -56775   |       -56531.4   |        -243.65   |   18:55:24   |   386:56:20   |
37350       |       -56779.5   |       -56546.4   |       -233.096   |   18:56:55   |   386:54:42   |
37400       |       -56783.7   |       -56534.9   |       -248.784   |   18:58:27   |   386:53:25   |
37450       |       -56758.1   |       -56529.6   |       -228.565   |   18:59:59   |   386:52:07   |
37500       |       -56723.1   |       -56525.6   |       -197.485   |   19:01:30   |   386:50:30   |
37550       |       -56727.8   |       -56504.9   |       -222.906   |   19:03:02   |   386:49:12   |
37600       |       -56732.4   |       -56515.9   |       -216.581   |   19:04:36   |   386:48:35   |
37650       |       -56755.8   |       -56509.7   |       -246.069   |   19:06:09   |   386:47:38   |
37700       |       -56758.8   |         -56524   |       -234.806   |   19:07:46   |   386:48:01   |
37750       |       -56756.5   |       -56513.5   |       -243.026   |   19:09:22   |   386:48:04   |
37800       |       -56743.8   |       -56521.4   |       -222.434   |   19:10:59   |   386:48:27   |
37850       |       -56782.6   |       -56524.7   |       -257.974   |   19:12:32   |   386:47:29   |
37900       |         -56729   |       -56513.3   |        -215.75   |   19:14:04   |   386:46:10   |
37950       |       -56739.4   |       -56505.4   |       -233.981   |   19:15:35   |   386:44:32   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
38000       |       -56746.2   |       -56503.2   |       -243.068   |   19:17:08   |   386:43:34   |
38050       |       -56772.3   |       -56522.9   |       -249.389   |   19:18:42   |   386:42:55   |
38100       |       -56803.4   |       -56508.4   |       -295.001   |   19:20:17   |   386:42:37   |
38150       |       -56753.2   |       -56511.3   |       -241.967   |   19:21:49   |   386:41:18   |
38200       |       -56791.8   |       -56519.3   |       -272.509   |   19:23:17   |   386:38:40   |
38250       |       -56794.5   |       -56524.2   |       -270.239   |   19:24:45   |   386:36:02   |
38300       |       -56804.1   |       -56517.2   |       -286.985   |   19:26:16   |   386:34:23   |
38350       |       -56816.5   |       -56531.8   |       -284.706   |   19:27:49   |   386:33:25   |
38400       |         -56787   |         -56511   |       -275.975   |   19:29:24   |   386:33:06   |
38450       |       -56782.7   |       -56525.1   |       -257.636   |   19:30:55   |   386:31:27   |
38500       |       -56748.9   |       -56522.3   |         -226.6   |   19:32:28   |   386:30:28   |
38550       |       -56799.4   |       -56534.5   |        -264.98   |   19:34:02   |   386:29:49   |
38600       |       -56790.7   |       -56522.1   |       -268.531   |   19:35:33   |   386:28:10   |
38650       |       -56718.4   |         -56518   |       -200.388   |   19:37:01   |   386:25:33   |
38700       |         -56780   |       -56526.6   |        -253.38   |   19:38:30   |   386:23:15   |
38750       |       -56804.9   |       -56518.7   |       -286.169   |   19:39:59   |   386:20:57   |
38800       |       -56759.6   |       -56516.1   |       -243.495   |   19:41:34   |   386:20:37   |
38850       |       -56762.3   |         -56519   |       -243.252   |   19:43:21   |   386:24:13   |
38900       |       -56772.9   |       -56533.7   |        -239.22   |   19:44:55   |   386:23:32   |
38950       |       -56784.8   |       -56533.9   |       -250.941   |   19:46:31   |   386:23:31   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
39000       |       -56765.3   |       -56526.7   |       -238.672   |   19:48:08   |   386:23:49   |
39050       |       -56751.6   |       -56525.4   |        -226.14   |   19:49:44   |   386:23:48   |
39100       |         -56725   |       -56505.6   |       -219.435   |   19:51:21   |   386:24:05   |
39150       |         -56745   |       -56534.8   |       -210.136   |   19:52:54   |   386:23:05   |
39200       |       -56740.4   |       -56501.4   |       -238.981   |   19:54:28   |   386:22:24   |
39250       |       -56774.5   |       -56520.7   |       -253.805   |   19:55:57   |   386:20:06   |
39300       |       -56767.9   |         -56518   |        -249.99   |   19:57:29   |   386:18:46   |
39350       |       -56815.9   |       -56529.9   |       -285.999   |   19:58:59   |   386:16:47   |
39400       |       -56796.3   |         -56539   |       -257.393   |   20:00:30   |   386:15:08   |
39450       |       -56767.2   |       -56518.4   |        -248.82   |   20:01:59   |   386:12:50   |
39500       |       -56783.1   |       -56526.5   |        -256.61   |   20:03:30   |   386:11:11   |
39550       |       -56796.8   |       -56517.6   |       -279.256   |   20:05:03   |   386:10:10   |
39600       |       -56783.5   |         -56532   |        -251.49   |   20:06:37   |   386:09:28   |
39650       |       -56781.7   |       -56519.6   |       -262.056   |   20:08:10   |   386:08:27   |
39700       |       -56805.6   |       -56511.4   |       -294.269   |   20:09:41   |   386:06:48   |
39750       |       -56768.5   |       -56533.2   |       -235.237   |   20:11:12   |   386:05:09   |
39800       |       -56750.6   |       -56518.2   |       -232.377   |   20:12:41   |   386:02:51   |
39850       |       -56777.8   |       -56534.5   |        -243.31   |   20:14:11   |   386:00:53   |
39900       |       -56793.7   |       -56537.3   |       -256.464   |   20:15:46   |   386:00:30   |
39950       |       -56767.7   |       -56530.9   |       -236.868   |   20:17:21   |   386:00:07   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
40000       |       -56767.6   |       -56528.8   |       -238.811   |   20:18:52   |   385:58:28   |
40050       |       -56751.4   |       -56526.2   |       -225.227   |   20:20:22   |   385:56:29   |
40100       |       -56800.7   |       -56545.9   |       -254.862   |   20:21:52   |   385:54:31   |
40150       |       -56805.9   |       -56514.1   |       -291.794   |   20:23:23   |   385:52:52   |
40200       |       -56743.2   |       -56499.3   |       -243.917   |   20:24:54   |   385:51:13   |
40250       |       -56796.8   |       -56520.4   |       -276.418   |   20:26:27   |   385:50:11   |
40300       |         -56746   |       -56507.6   |       -238.394   |   20:27:58   |   385:48:32   |
40350       |         -56761   |       -56518.6   |        -242.32   |   20:29:35   |   385:48:46   |
40400       |       -56767.7   |       -56518.3   |       -249.329   |   20:31:09   |   385:48:03   |
40450       |         -56805   |       -56517.6   |       -287.389   |   20:32:45   |   385:47:58   |
40500       |       -56754.1   |       -56511.4   |       -242.691   |   20:34:25   |   385:49:07   |
40550       |       -56802.5   |       -56530.1   |       -272.378   |   20:36:04   |   385:49:57   |
40600       |       -56809.7   |       -56521.2   |       -288.477   |   20:37:39   |   385:49:32   |
40650       |       -56761.7   |       -56510.1   |        -251.52   |   20:39:11   |   385:48:11   |
40700       |       -56742.1   |         -56513   |        -229.11   |   20:40:44   |   385:47:08   |
40750       |       -56755.2   |         -56531   |       -224.149   |   20:42:20   |   385:47:01   |
40800       |       -56730.7   |       -56519.1   |       -211.612   |   20:43:53   |   385:45:59   |
