Iteration	Posterior	Likelihood	Prior	age_morphometrics	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha_morpho	branch_rates_mean	clock_morpho	clock_rates[1]	clock_rates[2]	clock_rates[3]	clock_rates[4]	clock_rates[5]	clock_rates[6]	clock_rates[7]	clock_rates[8]	clock_rates[9]	clock_rates[10]	clock_rates[11]	clock_rates[12]	clock_rates[13]	clock_rates[14]	clock_rates[15]	clock_rates[16]	clock_rates[17]	clock_rates[18]	clock_rates[19]	clock_rates[20]	clock_rates[21]	clock_rates[22]	clock_rates[23]	clock_rates[24]	clock_rates[25]	clock_rates[26]	clock_rates[27]	clock_rates[28]	clock_rates[29]	clock_rates[30]	clock_rates[31]	clock_rates[32]	clock_rates[33]	clock_rates[34]	clock_rates[35]	clock_rates[36]	clock_rates[37]	clock_rates[38]	clock_rates[39]	clock_rates[40]	clock_rates[41]	clock_rates[42]	clock_rates[43]	clock_rates[44]	clock_rates[45]	clock_rates[46]	clock_rates[47]	clock_rates[48]	clock_rates[49]	clock_rates[50]	clock_rates[51]	clock_rates[52]	clock_rates[53]	clock_rates[54]	clock_rates[55]	clock_rates[56]	clock_rates[57]	clock_rates[58]	clock_rates[59]	clock_rates[60]	clock_rates[61]	clock_rates[62]	clock_rates[63]	clock_rates[64]	clock_rates[65]	clock_rates[66]	clock_rates[67]	clock_rates[68]	clock_rates[69]	clock_rates[70]	clock_rates[71]	clock_rates[72]	clock_rates[73]	clock_rates[74]	clock_rates[75]	clock_rates[76]	clock_rates[77]	clock_rates[78]	clock_rates[79]	clock_rates[80]	clock_rates[81]	clock_rates[82]	clock_rates[83]	clock_rates[84]	clock_rates[85]	clock_rates[86]	clock_rates[87]	clock_rates[88]	clock_rates[89]	clock_rates[90]	clock_rates[91]	clock_rates[92]	clock_rates[93]	clock_rates[94]	clock_rates[95]	clock_rates[96]	clock_rates[97]	clock_rates[98]	clock_rates[99]	clock_rates[100]	clock_rates[101]	clock_rates[102]	clock_rates[103]	clock_rates[104]	clock_rates[105]	clock_rates[106]	clock_rates[107]	clock_rates[108]	clock_rates[109]	clock_rates[110]	clock_rates[111]	clock_rates[112]	clock_rates[113]	clock_rates[114]	clock_rates[115]	clock_rates[116]	clock_rates[117]	clock_rates[118]	clock_rates[119]	clock_rates[120]	clock_rates[121]	clock_rates[122]	clock_rates[123]	clock_rates[124]	diversification	extinction_rate	num_samp_anc	origin_time	pinvar[1]	pinvar[2]	pinvar[3]	pinvar[4]	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	TH	TL	turnover
43000	-56735.14	-56454.04	-281.1042	42.45922	0.128203	0.135081	0.0877543	2.78714	1.537558	0.03172127	0.03466825	0.0158973	0.015744	0.00590568	0.0568352	0.0488674	0.070563	0.00760517	0.00625008	0.03616	0.0786466	0.0133868	0.0111106	0.00387954	0.0087655	0.00829969	0.0411788	0.00820959	0.0176135	0.0417258	0.0484882	0.0274998	0.126283	0.183236	0.00359273	0.0495524	0.0255893	0.00873967	0.136242	0.0126031	0.0124781	0.00482081	0.00955508	0.00877804	0.00768945	0.0026998	0.125265	0.0144906	0.0488691	0.0298441	0.0366113	0.000313929	0.0548234	0.138135	0.0173246	0.0335114	0.0304031	0.0385701	0.00602846	0.000793763	0.00697216	0.0138057	0.00417025	0.0207182	0.0434448	0.023176	0.0101053	0.0251238	0.00241445	0.0223694	0.00185697	0.0274565	0.0943683	0.0156798	0.0108834	0.0375116	0.142417	0.0158848	0.0100908	0.0156919	0.0555087	0.0495765	0.0147206	0.0114376	0.0624305	0.0126826	0.150613	0.0093519	0.0294071	0.00112511	0.0573252	0.0640883	0.0240454	0.00863618	0.0193476	0.0143622	0.0151846	0.0277239	0.0114098	0.00335966	0.0441683	0.034755	0.03407	0.0127265	0.137971	0.00628682	0.0228133	0.0362271	0.007982	0.0033676	0.0418405	0.0194725	0.00348015	0.0192533	0.0261124	0.0476276	0.0218607	0.018592	0.0104498	0.00016295	0.106348	0.00211706	0.0333574	0.0134744	0.0464735	0.0252416	0.0210748	0.0286233	0.00682462	0.0510588	0.00681961	0.0675237	0.00629008	0.00161553	0.0280678	-0.01820873	0.3799029	4	72.23289	0.317788	0.362366	0.750823	0.0480736	0.04735958	0.231067	0.594691	1.05255	2.12169	0.3616942	45.5787	522.058	1.050343
43050	-56706.97	-56443.9	-263.0702	42.61483	0.121149	0.127833	0.0859357	2.71426	1.674355	0.02723735	0.03274081	0.0135726	0.00223008	0.0228771	0.0176299	0.0711214	0.055994	0.000148269	0.00896449	0.0118456	0.00767946	0.0565226	0.0740645	0.0274278	0.0153945	0.0123378	0.0226935	0.0302279	0.0230877	0.0435048	0.069932	0.0134711	0.0239091	0.00623691	0.0140275	0.0288637	0.0324098	0.00195234	0.000671667	0.0134121	0.009413	0.00134889	0.00747104	0.00780715	0.011098	0.0306119	0.00392472	0.0407163	0.00204025	0.0357431	0.0390703	0.107879	0.00191018	0.0085473	0.0393346	0.0637536	0.0328592	0.0125173	0.0216161	0.0348255	0.106085	0.0954829	0.00238662	0.0113011	0.00901375	0.0393469	0.00400859	0.02472	0.0203407	0.0252561	0.0754458	0.0109742	0.0607529	0.0125701	0.00345115	0.0300399	0.0998436	0.0045228	0.00481414	0.0158878	0.00290146	0.00513303	0.0215201	0.0137321	0.0296046	0.0800134	0.108902	0.0146312	0.00454735	0.000758416	0.0171037	0.000480695	0.0242245	0.00831422	0.0032578	0.00122874	0.0104322	0.0397776	0.0323344	0.0582285	0.0081188	0.0155798	0.0199423	0.0225097	0.0196059	0.00775169	0.0294096	0.0328479	0.0210984	0.00549557	0.00214213	0.002858	0.054682	0.0276858	0.00772056	0.0594656	0.0259724	0.00186065	0.0791862	0.0286681	0.0113267	0.00531543	0.0269774	0.0123996	0.0116222	0.0281159	0.00744887	0.015302	0.0198797	0.114802	0.00438399	0.0213489	0.0674293	0.0196611	0.104762	-0.02472908	0.4364311	4	82.97244	0.28071	0.348244	0.758581	0.0426262	0.03975871	0.251044	0.61522	1.05921	2.07453	0.4117021	45.82163	531.8996	1.060065
43100	-56707.34	-56446.96	-260.3828	43.426	0.1431	0.148814	0.0913963	3.62465	1.642599	0.02670588	0.03029664	0.0145702	0.0165687	0.00986991	0.0185551	0.0329707	0.0105329	0.000964768	0.00213479	1.39617e-05	0.00872821	0.00910923	0.0102126	0.00738189	0.0031396	0.0127773	0.0135374	0.0277267	0.0256061	0.0326999	0.0117231	0.0504422	0.0303943	0.0244778	0.104407	0.0347902	0.0319163	0.0662025	0.0560075	0.017768	0.0143379	0.0103129	0.00408224	0.00904616	0.0800048	0.00769303	0.0603994	0.0101013	0.0809254	0.0268469	0.0354715	0.0106625	0.0434182	0.00447477	0.0273091	0.00730349	0.0301843	0.0388312	0.0419493	0.0385866	0.0394755	0.0164337	0.0610001	0.024849	0.00801798	0.00157384	0.0120103	0.0051326	0.0853467	0.0208226	0.0101885	0.0829015	0.0244955	0.00737375	0.0128416	0.0155893	0.122984	0.0231732	0.00303604	0.0165845	0.0154674	0.046577	0.0433685	0.0113146	0.00126938	0.0260604	0.00805641	0.000957846	0.0374985	0.0145166	0.0352831	0.104353	0.0825452	0.00918846	0.00415467	0.00292346	0.0252049	0.00350672	0.00968239	0.0108465	0.0617052	0.0316749	0.00283707	0.017341	0.0399608	0.0153897	0.0146448	0.00047415	0.00203236	0.0428645	2.82549e-05	0.00195813	0.0255749	0.00486553	0.000668301	0.0116358	0.00484871	0.00157163	0.0180955	0.00714983	0.0455055	0.0101864	0.0072791	0.0352843	0.0100529	0.0577884	0.104626	0.0260193	0.00418831	0.0334133	0.0218868	0.0228221	0.0157468	0.0297566	0.0385082	0.01398826	0.5012527	4	64.92742	0.31091	0.357682	0.743429	0.0475151	0.02829096	0.246534	0.610691	1.0578	2.08497	0.515241	45.56562	546.4236	0.972851
43150	-56726.64	-56462.36	-264.2832	43.16664	0.136208	0.12776	0.0836363	3.38629	1.762146	0.0279602	0.03253627	0.015293	0.0206882	0.0200575	0.0733144	0.0260903	0.0138517	0.127714	0.0227722	0.0353501	0.00800814	0.0543977	0.0169683	0.0145961	0.00996782	0.00403545	0.0167857	0.0625445	0.0289864	0.0328781	0.00575566	0.0789415	0.023386	0.0442903	0.0650712	0.0126673	0.0253976	0.023778	0.0460194	0.0161021	0.0177171	0.00742471	0.00637097	0.00323539	0.00770688	0.0453924	0.0151849	0.0887377	0.00646037	0.0303608	0.00680271	0.0242686	0.00695593	0.003301	0.0325486	0.0568862	0.027815	0.0155801	0.011923	0.031867	0.0506288	0.0100342	0.0133518	0.000313755	0.0361553	0.0202535	0.0200582	0.0277615	0.0619665	0.0149581	0.0716036	0.000367703	0.0110267	0.0100505	0.00087797	0.0210636	0.106129	0.0651828	0.00107178	0.0149911	0.0375279	0.0291794	0.0166838	0.0137508	0.00859942	0.00513682	0.0301691	0.0571224	0.0130996	0.0220869	0.00889183	0.0355364	0.0529472	0.00107343	0.0198897	0.0198424	0.00418453	0.00403977	0.0226647	0.0183069	0.000251019	0.0285996	0.0248838	0.076894	0.0150162	0.0101996	0.00788063	0.00189364	0.0221846	0.0522075	0.011838	0.00464836	0.081305	0.00423477	0.0282686	0.037815	0.0109234	0.0274487	0.0589168	0.000103266	0.027919	0.000144414	0.0206806	0.00573874	0.00454008	0.0337213	0.0313701	0.0254299	0.115629	0.0134768	0.0004499	0.0140017	0.0163066	0.0092943	0.00649981	-0.03449137	0.3205555	4	98.11616	0.346026	0.300997	0.748616	0.053564	0.04517729	0.263129	0.627077	1.06271	2.04708	0.2860642	45.46916	543.5316	1.120572
43200	-56738.61	-56448.6	-290.0059	42.51724	0.120427	0.118247	0.0903816	2.61841	1.847071	0.02943372	0.02864474	0.0160557	0.0492708	0.00751636	0.00304782	0.0302502	0.0277821	0.00280368	0.0344001	0.0207459	0.00127771	0.0568797	0.0290002	0.0134198	0.046598	0.0034765	0.00288991	0.00396462	0.0189532	0.0365998	0.0583232	0.0121896	0.0145462	0.00722553	0.0504836	0.0356083	0.0226239	0.0260611	0.0393058	0.00767494	0.00551732	0.0113873	0.0335568	0.0552107	0.0763821	0.0143324	0.00767869	0.0138801	0.0417277	0.0110573	0.0870265	0.0595433	0.0546132	0.0753987	0.00100353	0.0528198	0.0300007	0.0474592	0.0117969	0.0435876	0.0339384	0.0163749	0.00791843	0.026034	0.00212448	0.0143069	0.00756047	0.0254039	0.00063677	0.0271071	0.00467977	0.0222128	0.105118	0.0016222	0.0187516	0.025303	0.10259	0.0423289	0.0718783	0.016864	0.0487311	0.0404371	6.97141e-05	0.0112407	0.081645	0.0171027	0.0118167	0.0505552	0.00649146	0.016464	0.0420872	0.00483986	0.0054117	0.0424549	0.0289931	0.0523331	0.00275881	0.202404	0.0122759	0.124753	0.00392735	0.0291597	0.0594342	0.0466845	0.0439057	0.00103101	0.0581506	0.00789506	0.0160465	0.0238817	0.0357482	0.00278867	0.0309721	0.0183843	0.0354704	0.0534366	0.0933225	0.0166845	0.00762297	0.0632606	0.0345882	0.034067	0.0363467	0.000607289	0.000486826	0.00973575	0.00807466	0.0572358	0.0340089	0.00889764	0.00314185	0.018172	0.0663706	0.0336702	0.102861	0.00641878	0.4118205	4	81.82064	0.273281	0.346413	0.744618	0.0439922	0.03152425	0.27431	0.6377	1.06565	2.02235	0.4182393	45.88434	565.9833	0.9846529
43250	-56680.12	-56456.02	-224.092	43.75633	0.134929	0.131303	0.0874468	2.87355	1.756431	0.01827769	0.03084984	0.017455	0.0107111	0.0489322	0.0160639	0.0034108	0.0888074	0.00365141	0.0357666	0.0246731	0.0125973	0.00896099	0.0212611	0.00357025	0.00457976	0.0117927	0.0213451	0.0305734	0.00911363	0.0375271	0.00323953	0.00395056	0.00943684	0.00877144	0.0226136	0.0193995	0.0254434	0.0055135	0.000658224	0.000894749	0.0119324	0.0109609	0.024669	0.00763726	0.00288206	0.0117601	0.08058	0.000626058	0.0042827	0.0646753	0.0748161	0.0274045	0.00132159	0.044352	0.000196384	0.0164651	0.0302551	0.00646791	0.0215784	0.0339212	0.00228499	0.0137387	0.00826237	0.00591146	0.0157149	0.00499189	0.0131267	0.044215	0.00120995	0.0110459	0.0162554	0.01424	0.0152613	0.0170382	0.0168685	0.00795439	0.06608	0.00827941	0.0147551	0.0123189	0.0275482	0.00369239	0.0115433	0.0132126	0.00441786	0.0174223	0.00381405	0.0952747	0.00411156	0.0244719	0.0249128	0.0023385	0.038908	0.00656983	0.0124781	0.00179341	0.00670561	0.000317146	0.0181654	0.0105547	0.00360602	0.00548163	0.0296737	0.045852	0.0513762	0.00136563	0.0182782	0.0269681	0.0218658	0.00117302	0.0160246	0.0861953	0.03707	0.00741167	0.0829983	0.0445077	0.00633078	0.00332037	0.00576643	0.00888567	0.0610624	0.0158306	0.000721381	0.0210116	0.014517	0.0207135	0.00844951	0.00611751	0.00521248	0.00266074	0.00552136	0.0208191	0.0117015	0.0161924	0.0114575	-0.0005782518	0.4187248	4	78.66819	0.333995	0.363721	0.756271	0.0437659	0.02850595	0.262359	0.626333	1.0625	2.04881	0.4181465	45.69877	550.9307	1.001383
43300	-56717.31	-56453.89	-263.4207	42.4178	0.129902	0.123016	0.0850699	3.27849	2.170347	0.02697483	0.02802304	0.0120314	0.015519	0.0219637	0.0147955	0.03617	0.0118811	0.00232656	0.000240216	0.0972941	0.0163265	0.0226198	0.0617106	0.0464121	0.0353966	0.00691603	0.0315345	0.0227718	0.0170334	0.027608	0.0195064	0.00527541	0.0384335	0.0398757	0.0267897	0.00795414	0.0217418	0.000562582	0.0058072	0.000560221	0.00554832	0.00986225	0.0379333	0.00482013	0.0341643	0.00327761	0.0124746	0.00835966	0.00370748	0.000305852	0.0401234	0.0121484	0.0287705	0.00250795	0.0136759	0.0367016	0.0288759	0.00296496	0.00708141	0.0142801	0.0292982	0.0204846	0.00996208	0.0123164	0.0287728	0.0140932	0.00236482	0.0275987	0.028662	0.0193685	0.111082	0.000808265	0.0380502	0.0196093	0.0034573	0.0488642	0.0806172	0.00842741	0.0448854	0.0154848	0.0173261	0.0409259	0.0540728	0.0140276	0.0177721	0.0180586	0.0407623	0.0970041	0.0349747	0.0416815	0.0225133	0.0483056	0.0169751	0.0493073	0.0276416	0.0188619	0.00660133	0.00389466	0.0176735	0.00803292	0.0376104	0.05994	0.0129582	0.0493479	0.0394053	0.00566715	0.0147122	0.0226287	0.0146059	0.0182677	0.0743666	0.0384396	0.0209094	0.000736471	0.0300329	0.0469657	0.0021979	0.00243506	0.0255919	0.0085089	0.0398617	0.0556233	0.00803535	0.0664168	0.002633	0.023653	0.015543	0.00471019	0.0390922	0.0312101	0.0119686	0.00754725	0.0244409	0.00344349	0.0077926	-0.03702424	0.3177919	4	94.57203	0.284864	0.361681	0.73885	0.0529955	0.03273941	0.312795	0.671986	1.07372	1.9415	0.2807677	45.69304	569.5836	1.131868
43350	-56696.48	-56464.15	-232.3282	42.51173	0.132354	0.12974	0.0826916	2.53914	1.903641	0.02043085	0.02909509	0.0152661	0.0171114	0.00417523	0.014323	0.0476295	0.0275693	0.00803126	0.0311199	0.0230503	0.00171578	0.00236741	0.0256006	0.0193765	0.00843057	0.00863629	0.0381644	0.0143193	0.0248999	0.0347276	0.00597367	0.0198292	0.000300969	0.0277056	0.0119753	0.00641749	0.0254754	0.0242756	0.0494599	0.016428	0.00102948	0.0115074	0.0298042	0.052153	0.00714711	0.0237818	0.0323187	0.0067313	0.0239226	0.00843886	0.0050648	0.00148512	0.018193	0.0182203	0.00513918	0.0378999	0.0256217	0.0175134	0.0682178	0.0158401	0.0121405	0.024812	0.0192459	0.00427485	0.0201497	0.00390996	0.00417142	0.0287242	0.0205547	0.00504893	0.0121952	0.014149	0.00830511	0.0150033	0.0206345	0.0228546	0.0875913	0.00245271	0.0170561	0.0149111	0.0115021	0.041803	0.0710285	0.011897	0.0298661	0.00413285	0.0137079	0.0476256	0.0317023	0.0251163	0.0300772	0.0149535	0.00672771	0.0147341	0.00364423	0.00579123	0.00467108	0.0116556	0.0294703	0.0426103	0.000605529	0.0811515	0.0523385	0.0079503	0.0018993	0.0104274	0.0145307	0.00136414	0.0102847	0.0387265	0.0225383	0.0212208	0.00148506	0.00154928	0.0265471	0.0388843	0.0280135	0.0148008	0.00468722	0.0205343	0.0280554	0.00070055	0.00694501	0.0526295	0.0762095	0.0351267	0.0179333	0.0270172	0.00969819	0.0106775	0.0261414	0.006725	0.0348745	0.000268096	0.00317693	0.03466386	0.3166616	5	98.52291	0.317401	0.359564	0.720889	0.0518733	0.03657835	0.281494	0.64436	1.06738	2.00677	0.3513254	46.7397	557.5084	0.901334
43400	-56695.34	-56474.08	-221.2584	42.95882	0.139855	0.133558	0.0823684	2.33506	1.877115	0.01786643	0.02920381	0.013469	0.0345831	0.010363	0.013062	0.0189428	0.0677576	0.0313259	0.015115	0.10654	0.00858079	0.0338651	0.0125409	0.00179992	0.000894939	0.00262	0.0131455	0.0372326	0.00520283	0.0271435	0.0158318	0.0114508	0.0551138	0.0240381	0.0115954	0.0347628	0.026784	0.00349434	0.00108239	0.0125005	0.00545756	0.0113779	0.0347176	0.00959438	0.0141779	0.00345383	0.0100207	0.0371525	0.0233788	0.0272621	0.0289803	0.00619033	0.00419551	0.00411072	0.0106818	0.012427	0.0235164	0.0145088	0.00160622	0.0117027	0.000527778	0.00585829	0.0318028	0.0050488	0.000609356	0.135885	0.0469389	0.00786219	0.0137308	0.00144682	0.0402522	0.0169812	0.00384471	0.0121063	0.00231399	0.00156097	0.0624823	0.0229908	0.0154528	0.0111097	0.0462151	0.0005213	0.000393251	0.0140906	0.00554885	0.000689269	0.03003	0.0158946	0.0243104	0.049751	0.00278121	0.0797925	0.0179326	0.0100915	0.00430562	0.00552737	0.0179929	0.00100762	0.0109327	0.00167776	0.0197605	0.0105596	0.0114319	0.0167739	0.0170695	3.08611e-05	0.0485006	0.0186272	0.000874078	0.00957967	0.00104356	0.0175572	0.00739898	0.0231076	0.0567566	0.00648871	0.00254497	0.0184805	0.00636617	0.00504536	0.039078	0.0119106	0.0270912	0.00218464	0.0197741	0.00706718	0.010504	0.00327163	0.0142107	0.00595075	0.0345693	0.00299398	0.0267672	0.00733348	0.113984	-0.004398655	0.5400748	5	71.12125	0.315017	0.363825	0.749494	0.0406286	0.0241923	0.278151	0.641276	1.06659	2.01399	0.5356762	46.97489	539.7042	1.008211
43450	-56660.21	-56456.1	-204.1082	43.38084	0.122726	0.129054	0.0868248	2.38415	1.857541	0.01753265	0.03290826	0.0164495	0.00889897	0.00121653	0.0264294	0.00321505	0.0296789	0.00441283	0.0035682	0.0216837	0.00697584	0.0022674	0.000861799	0.0221825	0.0494256	0.0134025	0.0388396	0.0266417	0.0399327	0.0317422	0.0122121	0.00522886	0.0129852	0.00562659	0.0273553	0.000901739	0.0277137	0.0217323	0.0109698	0.0125137	0.0042868	0.0124668	0.0120354	0.00208452	0.107014	0.0306365	0.00248687	0.0585814	0.000944828	0.0294141	0.0427617	0.00458422	0.0430656	0.0193443	0.0278513	0.0223066	0.0286372	0.00362527	0.0822637	0.00266145	0.00636192	0.0132914	0.00657253	0.00455949	0.0217458	0.00871309	0.00231475	0.00988308	0.0145707	0.0410868	0.0178969	0.00821551	0.00785224	0.0424494	0.000413217	0.0410006	0.042621	0.0309481	0.00638586	0.0187547	0.000995516	0.013401	0.0185239	0.0164546	0.0345154	0.00700691	0.00149633	0.0125462	0.03882	0.000673362	0.0175823	0.0187127	0.0238067	9.82781e-05	0.00265142	0.0262097	0.00135537	0.00164097	0.0110156	0.0274874	0.0083726	0.0020912	0.00270565	0.010045	0.0133318	0.0167133	0.0108816	0.0251023	0.00139502	0.0133305	0.0235134	0.0152588	0.0115645	0.0217894	0.00299862	0.00507944	0.0174841	0.0138168	0.00360758	0.0259368	0.00137035	0.00583198	0.00441555	0.00039636	0.0226449	0.00398523	0.041334	0.0174896	0.000443306	0.00285457	0.00713022	0.00135801	0.0298523	0.0139335	0.0192354	-0.006511932	0.3898407	5	66.72287	0.243916	0.323622	0.741104	0.0335188	0.03245711	0.275655	0.638956	1.06598	2.01941	0.3833288	45.73807	548.3998	1.016988
43500	-56709.59	-56467.76	-241.829	41.97863	0.135976	0.126064	0.0887384	2.98994	2.033473	0.02034365	0.03246483	0.00983186	0.0477438	0.00519439	0.0822633	0.0250284	0.00566304	0.0116521	0.00877413	0.024106	0.0177131	0.0313924	0.0177114	0.0669883	0.000776809	0.0156269	0.00633098	0.151537	0.027464	0.0422722	0.0051606	0.0306341	0.000170917	0.0107945	0.079136	0.00766403	0.022619	0.00378479	0.0203059	0.0130825	0.030767	0.0106745	0.0218112	0.0361528	0.00026679	0.00113295	0.0319642	0.0164258	0.00769944	0.0462867	0.00436411	0.0732532	0.0196408	0.0055039	0.00700068	0.00099187	0.0282708	0.00893276	0.00112101	0.0384834	0.0120871	0.0128057	0.0259468	0.0153223	0.0222176	0.0124751	0.00363886	0.00712395	0.0214425	0.00439764	0.0496871	0.0138003	0.00844094	0.00663604	0.0396669	0.0333649	0.0734365	0.0247085	0.0393819	0.0159485	0.0307843	0.0640438	0.0279077	0.0159709	0.0334304	0.0191245	0.0599026	0.0723049	0.00528742	0.0576979	0.00681036	0.0106088	0.0542603	0.0394825	0.0500844	0.018463	0.0136516	0.0222482	0.0131958	0.0107485	0.00166629	0.00775771	0.00170134	0.00440725	0.00330794	0.0149094	0.002115	0.0134759	0.0147104	0.00838649	0.0118684	0.0100215	0.00368871	0.00648391	0.0357711	0.00646492	0.00653011	0.00773271	0.0287587	0.00717043	0.0200858	0.00356353	0.00220416	0.133259	0.0154381	0.028284	0.0525365	0.00201648	0.00937492	0.00987678	0.00615525	0.0149771	0.0064548	0.0633369	0.0642152	0.02543815	0.2439415	6	82.09419	0.298082	0.371901	0.759972	0.0454731	0.04890908	0.297238	0.658527	1.07081	1.97343	0.2693796	45.95988	522.1529	0.9055677
43550	-56738.71	-56464.33	-274.3872	43.50779	0.138075	0.157197	0.0874802	3.24318	1.786942	0.03385501	0.03203842	0.00673656	0.0422689	0.0225742	0.0507531	4.19134e-05	0.000228781	0.00987876	0.00671236	0.0414138	0.0347543	0.0337079	0.0246911	0.0105848	0.0115234	0.00901856	0.00394384	0.0281414	0.0284027	0.0373693	0.0362098	0.0110697	0.0630657	0.0488286	0.134631	0.00635175	0.0226885	0.00119665	0.0273587	0.00905129	0.0751195	0.00945456	0.0389154	0.0320998	0.0675919	0.0048318	0.0103593	0.00467824	0.0131351	0.0714911	0.0573452	0.03932	0.0109434	0.0183069	0.00288542	0.000651147	0.0281683	0.00596285	0.00697317	0.03092	0.0262093	0.0205049	0.00453449	0.00886621	0.0359917	0.00124692	0.0346465	0.0343483	0.0987262	0.0100078	0.0176671	0.0652067	0.0826691	0.0278395	0.0804072	0.00745501	0.086496	0.0152628	0.0156649	0.0155996	0.0205653	0.00917904	0.0530616	0.014293	0.0131399	0.0704124	0.0171306	0.0763662	0.0295949	0.0437008	0.0240178	0.0114393	0.0464383	0.00284189	0.0369053	0.00718275	0.00716199	0.101809	0.0802481	0.0311368	0.0188363	0.00557887	0.0304555	0.000815199	0.0797013	0.0148156	0.0342044	0.00581271	0.00368402	0.0406076	0.037336	0.00946355	0.00360843	0.0355544	0.0236872	0.00368048	0.00654825	0.00594051	0.0257713	0.032474	0.0485035	0.0306032	0.0263288	0.0090261	0.0549806	0.0532927	0.0214951	0.0811274	0.0214647	0.0148172	0.00553028	0.0567496	0.137156	0.00751652	0.000366564	0.008732949	0.3265446	6	56.86877	0.284266	0.409203	0.738466	0.0469966	0.04360114	0.266444	0.63026	1.06361	2.03968	0.3352775	46.14141	537.7885	0.9739531
43600	-56701.04	-56487.02	-214.0189	40.52876	0.125095	0.123515	0.0850323	3.39594	1.640556	0.01988657	0.03138123	0.0127779	0.00412373	0.00575835	0.0069795	0.0964688	0.0425766	0.00475657	0.0126233	0.00547183	0.020862	0.0113156	0.00215157	0.021711	0.0267168	0.0118192	0.000935711	0.0365966	0.0326212	0.0398234	0.0253452	0.0180132	0.0135015	0.0219323	0.00355957	0.00236758	0.0234843	0.0298111	0.0144358	0.0178659	0.0301093	0.00821703	0.0579204	0.0392976	0.030356	0.0220571	0.0339555	0.0105335	0.00176866	0.0469269	0.0193466	0.0913436	0.00206302	0.00164682	6.6059e-06	0.0526289	0.0345822	0.00493545	0.0149671	0.0229873	0.0322603	0.0191147	0.0209029	0.0189899	0.0228004	0.00961857	0.0348022	0.00230517	0.00139321	0.101118	0.000838795	0.0265826	0.0555182	0.0362658	0.00992807	0.00179521	0.0669273	0.000280777	0.00648798	0.0172173	0.00521279	0.0157422	0.00845259	0.0170122	0.00181758	0.0431442	0.0103072	0.0182513	0.0314193	0.0166973	0.005025	0.00515214	0.000916299	0.00697114	0.00209847	0.00834628	0.00594644	0.0599683	0.024629	0.0225405	0.00402739	0.00391482	0.00248373	0.00491665	0.0115759	0.0107763	0.0185315	0.0130221	0.03068	0.0154119	0.00167181	0.0332069	0.000993143	0.0104979	0.0232878	0.00711903	0.00739995	0.0128777	0.00365816	0.000545169	0.0468977	1.37626e-05	0.0114578	0.028749	0.00587783	0.00277027	0.0363258	0.00788759	0.0237313	0.018601	0.00507941	0.00557076	0.0290791	0.00760874	0.0262774	0.01198065	0.3848231	5	56.73591	0.287289	0.350007	0.742818	0.0478092	0.03052446	0.246242	0.610395	1.05771	2.08565	0.3968037	46.30666	508.5233	0.9698071
43650	-56693.03	-56471.52	-221.5151	41.25596	0.137948	0.14736	0.0882196	2.79856	1.712507	0.02055603	0.03410252	0.0148766	0.00854643	0.0054779	0.00653783	0.00428337	0.0170753	0.00215781	0.0204543	0.0284466	0.0139725	0.0135768	0.00338465	0.0172324	0.0184261	0.00600124	0.00366731	0.0131183	0.0288354	0.0430012	0.00260318	0.00177777	0.0275273	0.0112584	0.0557583	0.0226108	0.0227314	0.00147887	0.00472353	0.0134261	0.0271653	0.00995391	0.0321852	0.0280824	0.0158286	0.0448456	0.00223399	0.00781662	0.0336345	0.0247051	0.000570694	0.0127386	0.0281919	0.0590326	0.00382595	0.00237864	0.0449954	0.00383701	0.0285878	0.0110941	0.00850205	0.0323612	0.0141419	0.0106584	0.0211634	0.0070024	0.0314055	0.0135891	0.00981483	0.00898554	0.0261614	0.0236016	0.0109826	0.0263055	0.034818	0.0189292	0.0478797	0.0129428	0.00163484	0.014975	0.000233223	0.0154072	0.00211368	0.00908892	0.00580121	0.0084944	0.017219	0.00215728	0.0618027	0.0150793	0.0184526	0.0756782	0.0202693	0.0567785	0.00901008	0.00226941	0.0154129	0.00618057	0.00388986	0.00383564	0.0129245	0.0243604	0.110754	0.0072309	0.0202845	0.00188922	0.0523056	0.00654835	0.00435547	0.015211	0.036972	0.0101664	0.00741355	0.0145575	0.00810248	0.0733632	0.0284749	0.0214976	0.0287255	0.0256156	0.00164714	0.000164305	0.00490239	0.037478	0.0392606	0.0193846	0.0265213	0.0289465	0.0327586	0.0169331	0.067691	0.0153823	0.0251857	9.64142e-06	0.0572828	0.01196854	0.3815543	5	77.76589	0.268374	0.390062	0.741274	0.0552346	0.04238852	0.256364	0.620489	1.0608	2.06235	0.3935229	45.55263	518.1431	0.9695862
